eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
They are my old friends.,Ce sont pour moi d'anciennes connaissances.,34,aligned,4154,4197,3598,3622,Ce sont pour moi d'anciennes connaissances. ,"They
are my old friends. "
"I have heard you mention them with consideration these twenty years at least.""","Depuis vingt ans au moins, je vous en entends parler avec consideration.",35,aligned,4198,4270,3623,3700,"Depuis vingt ans au moins, je vous en entends parler avec consideration.
","I have heard you mention them with consideration
these twenty years at least."""
"""Ah! ~~~ you do not know what I suffer.""",-- Vous ne savez pas ce que je souffre !,36,aligned,4272,4312,3704,3738,"-- Vous ne savez pas ce que je souffre !
","Ah! you do not know what I suffer."""
"""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.""","-- J'espere, ma chere, que vous vous guerirez et que vous vivrez encore long-temps pour voir beaucoup de jeunes seigneurs, jouissant de quatre ou cinq mille livres de rentes, venir s'etablir dans notre voisinage.",37,aligned,4314,4526,3742,3858,"-- J'espere, ma chere, que vous vous guerirez et que vous vivrez encore long-temps pour voir beaucoup de jeunes seigneurs, jouissant de quatre ou cinq mille livres de rentes, venir s'etablir dans notre voisinage.
","But I hope you will get over it, and live to see many young men of four
thousand a year come into the neighbourhood."""
"""It will be no use to us, if twenty such should come since you will not visit them.""","-- Il en arriveroit vingt, que cela nous seroit bien inutile, puisque vous ne voulez pas seulement aller leur faire une visite.",38,aligned,4528,4655,3862,3944,"-- Il en arriveroit vingt, que cela nous seroit bien inutile, puisque vous ne voulez pas seulement aller leur faire une visite.
","It will be no use to us, if twenty such should come since you will not
visit them."""
"""Depend upon it, my dear, that when there are twenty, I will visit them all.""","-- Vous pouvez compter, ma chere, que, lorsqu'il y en aura vingt, j'irai les voir tous.",39,aligned,4657,4744,3948,4023,"-- Vous pouvez compter, ma chere, que, lorsqu'il y en aura vingt, j'irai les voir tous.
","Depend upon it, my dear, that when there are twenty, I will visit them
all."""
"She was a woman of mean understanding, little information, and uncertain temper.","C'etoit une femme ignorante, d'une intelligence mediocre, et d'un caractere foible.",40,aligned,4998,5081,4268,4348,"C'etoit une femme ignorante, d'une intelligence mediocre, et d'un caractere foible. ","She was a woman of mean understanding,
little information, and uncertain temper. "
Her mind was less difficult to develope.,Elle etoit moins difficile a definir.,41,aligned,4960,4997,-1,-1,Elle etoit moins difficile a definir. ,
"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three and twenty years had been insufficient to make his wife understand his character.","M. Bennet offroit un melange si extraordinaire de reparties promptes, d'humeur railleuse, de reserve et de caprices, que vingt-trois ans de mariage n'avoient pas suffi a sa femme pour bien connoitre son caractere.",42,aligned,4746,4959,4026,4224,"M. Bennet offroit un melange si extraordinaire de reparties promptes, d'humeur railleuse, de reserve et de caprices, que vingt-trois ans de mariage n'avoient pas suffi a sa femme pour bien connoitre son caractere. ","Mr. Bennet was so odd a mixture of quick parts, sarcastic humour,
reserve, and caprice, that the experience of three and twenty years had
been insufficient to make his wife understand his character. "
When she was discontented she fancied herself nervous.,"Lorsqu'elle etoit mecontente, elle se plaignoit de ses nerfs.",43,aligned,5082,5143,4349,4403,"Lorsqu'elle etoit mecontente, elle se plaignoit de ses nerfs. ","When she was discontented she
fancied herself nervous. "
The business of her life was to get her daughters married; its solace was visiting and news.,"Son desir le plus ardent etoit de voir ses filles mariees ; sa principale occupation les visites, et son plaisir les nouvelles.",44,aligned,5144,5271,4404,4496,"Son desir le plus ardent etoit de voir ses filles mariees ; sa principale occupation les visites, et son plaisir les nouvelles.
","The business of her life was to get her
daughters married; its solace was visiting and news.
"
"""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?""","Pensez-vous que la formalite d'une presentation, et l'importance qu'on y attache soient des absurdites ?",45,aligned,7669,7773,6792,6884,"Pensez-vous que la formalite d'une presentation, et l'importance qu'on y attache soient des absurdites ? ","Do
you consider the forms of introduction, and the stress that is laid on
them, as nonsense? "
"""What can be the meaning of that emphatic exclamation?"" cried he.","-- Que signifie cette expression emphatique, s'ecria-t-il ?",46,aligned,7609,7668,6726,6790,"-- Que signifie cette expression emphatique, s'ecria-t-il ? ","What can be the meaning of that emphatic exclamation?"" cried he. "
"Mrs. Bennet said only, ""Nonsense, nonsense!""",Mistriss Bennet se contenta de dire : Quelle absurdite !,47,aligned,7552,7608,6679,6722,Mistriss Bennet se contenta de dire : Quelle absurdite ! ,"Mrs. Bennet said only, ""Nonsense,
nonsense!"""
The girls stared at their father.,Les jeunes filles regardoient leur pere avec etonnement ;,48,aligned,7494,7551,6645,6678,Les jeunes filles regardoient leur pere avec etonnement ; ,The girls stared at their father. 
"and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""","ce sera un acte de generosite de votre part de leur en presenter l'occasion. Si vous refusiez de leur rendre ce bon office, je m'en chargerois.",49,aligned,7349,7492,6534,6642,"ce sera un acte de generosite de votre part de leur en presenter l'occasion. Si vous refusiez de leur rendre ce bon office, je m'en chargerois.
","and therefore, as
she will think it an act of kindness, if you decline the office, I will
take it on myself."""
"and after all, Mrs. Long and her nieces must stand their chance;","Apres tout, Mistriss Long et ses nieces desirant tenter l'aventure,",50,aligned,7281,7348,6469,6533,"Apres tout, Mistriss Long et ses nieces desirant tenter l'aventure, ","and after
all, Mrs. Long and her nieces must stand their chance; "
"But if _we_ do not venture, somebody else will;","mais si vous ne hasardez rien, d'autres le feront.",51,aligned,7230,7280,6421,6468,"mais si vous ne hasardez rien, d'autres le feront. ","But if _we_ do not venture, somebody else will; "
"""I honour your circumspection. A fortnight's acquaintance is certainly very little.","-- J'admire votre circonspection, une relation qui ne date que de quinze jours est certainement tres-peu approfondie ;",52,aligned,7043,7161,6274,6356,"-- J'admire votre circonspection, une relation qui ne date que de quinze jours est certainement tres-peu approfondie ; ","I honour your circumspection. A fortnight's acquaintance is certainly
very little. "
"""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""","-- Ni moi, dit M. Bennet, je suis bien aise de voir que vous ne fondez pas vos esperances sur ses services.",53,aligned,6140,6247,5348,5447,"-- Ni moi, dit M. Bennet, je suis bien aise de voir que vous ne fondez pas vos esperances sur ses services.
","No more have I,"" said Mr. Bennet; ""and I am glad to find that you do
not depend on her serving you."""
Mrs. Bennet deigned not to make any reply;,"Mistriss Bennet ne daigna pas repondre,",54,aligned,6249,6288,5450,5492,"Mistriss Bennet ne daigna pas repondre, ",Mrs. Bennet deigned not to make any reply; 
"but unable to contain herself, began scolding one of her daughters.","mais incapable de se contenir, elle commenca a gronder une de ses filles.",55,aligned,6289,6362,5493,5560,"mais incapable de se contenir, elle commenca a gronder une de ses filles.
","but unable to contain
herself, began scolding one of her daughters.
"
"""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""","-- Ne toussez donc pas ainsi Kitty, pour l'amour du Ciel, ayez pitie de moi, vous m'abimez, les nerfs.",56,aligned,6364,6466,5563,5676,"-- Ne toussez donc pas ainsi Kitty, pour l'amour du Ciel, ayez pitie de moi, vous m'abimez, les nerfs.
","Don't keep coughing so, Kitty, for heaven's sake! Have a little
compassion on my nerves. You tear them to pieces."""
"""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""","-- Kitty n'a aucune discretion, dit son pere, elle ne tousse jamais a propos.",57,aligned,6468,6545,5680,5757,"-- Kitty n'a aucune discretion, dit son pere, elle ne tousse jamais a propos.
","Kitty has no discretion in her coughs,"" said her father; ""she times
them ill."""
"""I do not cough for my own amusement,"" replied Kitty fretfully.","-- Je ne tousse pas pour me divertir, repondit Kitty avec humeur.",58,aligned,6547,6612,5761,5823,"-- Je ne tousse pas pour me divertir, repondit Kitty avec humeur.
","I do not cough for my own amusement,"" replied Kitty fretfully.
"
"""When is your next ball to be, Lizzy?""","-- Quand aura lieu votre premier, bal, Lizzy ?",59,aligned,6614,6660,5826,5862,"-- Quand aura lieu votre premier, bal, Lizzy ?
","When is your next ball to be, Lizzy?"""
One cannot know what a man really is by the end of a fortnight.,on ne peut pas bien connoitre un homme au bout de si peu de temps ;,60,aligned,7162,7229,6357,6420,on ne peut pas bien connoitre un homme au bout de si peu de temps ; ,"One cannot know what a man really is by the end of a
fortnight. "
"""I do not believe Mrs. Long will do any such thing.",-- Je ne crois pas que Mistriss Long fasse jamais rien pour nous ;,61,aligned,5973,6039,5195,5245,-- Je ne crois pas que Mistriss Long fasse jamais rien pour nous ; ,I do not believe Mrs. Long will do any such thing. 
"""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""","-- Vous oubliez, maman, dit Elisabeth, que nous le rencontrerons dans les assemblees, et que Mistriss Long a promis de nous le presenter.",62,aligned,5834,5971,5060,5191,"-- Vous oubliez, maman, dit Elisabeth, que nous le rencontrerons dans les assemblees, et que Mistriss Long a promis de nous le presenter.
","But you forget, mama,"" said Elizabeth, ""that we shall meet him at the
assemblies, and that Mrs. Long has promised to introduce him."""
"""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit.""","-- Nous ne saurons point ce qui plait ou deplait a M. Bingley, repondit Mistriss Bennet avec aigreur, puisque nous ne le verrons point.",63,aligned,5697,5832,4945,5056,"-- Nous ne saurons point ce qui plait ou deplait a M. Bingley, repondit Mistriss Bennet avec aigreur, puisque nous ne le verrons point.
","We are not in a way to know _what_ Mr. Bingley likes,"" said her mother
resentfully, ""since we are not to visit."""
"Observing his second daughter employed in trimming a hat, he suddenly addressed her with, ""I hope Mr. Bingley will like it Lizzy.""",J'espere Lizzy que ce chapeau plaira a M. Bingley.,64,aligned,5645,5695,4811,4941,"J'espere Lizzy que ce chapeau plaira a M. Bingley.
","Observing his second daughter employed in trimming a hat, he
suddenly addressed her with,

""I hope Mr. Bingley will like it Lizzy."""
"She is a selfish, hypocritical woman, and I have no opinion of her.""",et je ne compte point sur elle.,65,aligned,6107,6138,5277,5344,"et je ne compte point sur elle.
","She is a selfish, hypocritical woman, and I have no opinion
of her."""
It was then disclosed in the following manner.,"M. Bennet voyant sa seconde fille occupee a garnir un chapeau, lui dit :",66,aligned,5572,5644,4764,4810,"M. Bennet voyant sa seconde fille occupee a garnir un chapeau, lui dit : ","It was then disclosed in the following
manner. "
"He had always intended to visit him, though to the last always assuring his wife that he should not go;","Son intention avoit toujours ete d'aller chez lui, quoiqu'il eut assure sa femme du contraire,",67,aligned,5385,5479,4585,4688,"Son intention avoit toujours ete d'aller chez lui, quoiqu'il eut assure sa femme du contraire, ","He
had always intended to visit him, though to the last always assuring his
wife that he should not go; "
CHAPTER II. Mr. Bennet was among the earliest of those who waited on Mr. Bingley.,CHAPITRE II. Monsieur Bennet fut un de ceux qui se montrerent les plus empresses a rechercher M. Bingley.,68,aligned,5277,5384,4501,4584,"CHAPITRE II.


Monsieur Bennet fut un de ceux qui se montrerent les plus empresses a rechercher M. Bingley. ","CHAPTER II.


Mr. Bennet was among the earliest of those who waited on Mr. Bingley. "
"""To-morrow fortnight.""",-- De demain en quinze.,69,aligned,6662,6685,5866,5886,"-- De demain en quinze.
","To-morrow fortnight."""
"""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""","-- Est-il bien vrai, s'ecria Mistriss Bennet ! Et Mistriss Long ne reviendra que la veille, il lui sera impossible de nous le presenter puisqu'elle ne l'aura point encore vu.",70,aligned,6687,6861,5890,6065,"-- Est-il bien vrai, s'ecria Mistriss Bennet ! Et Mistriss Long ne reviendra que la veille, il lui sera impossible de nous le presenter puisqu'elle ne l'aura point encore vu.
","Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back
till the day before; so, it will be impossible for her to introduce him,
for she will not know him herself."""
"""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.""","-- Alors, ma chere, vous aurez l'avantage sur votre amie, en lui presentant vous-meme M. Bingley.",71,aligned,6863,6960,6069,6162,"-- Alors, ma chere, vous aurez l'avantage sur votre amie, en lui presentant vous-meme M. Bingley.
","Then, my dear, you may have the advantage of your friend, and introduce
Mr. Bingley to _her_."""
"""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?""","-- C'est impossible, M. Bennet, impossible ! comment pouvez-vous parler ainsi ?",72,aligned,6962,7041,6166,6270,"-- C'est impossible, M. Bennet, impossible ! comment pouvez-vous parler ainsi ?
","Impossible, Mr. Bennet, impossible, when I am not acquainted with him
myself; how can you be so teazing?"""
"and till the evening after the visit was paid, she had no knowledge of it.","mais elle n'eut connoissance de cette visite qu'apres qu'elle fut faite, et voici comment :",73,aligned,5480,5571,4689,4763,"mais elle n'eut connoissance de cette visite qu'apres qu'elle fut faite, et voici comment : ","and till the evening after the visit was
paid, she had no knowledge of it. "
She has two nieces of her own.,"c'est une femme fausse, interessee, d'ailleurs elle a deux nieces,",74,aligned,6040,6106,5246,5276,"c'est une femme fausse, interessee, d'ailleurs elle a deux nieces, ","She has two nieces
of her own. "
"I cannot quite agree with you _there_. ~~~ What say you, Mary?",Je ne puis vraiment etre de votre avis sur ce point ; qu'en dites-vous Mary ?,75,aligned,7774,7851,6885,6943,Je ne puis vraiment etre de votre avis sur ce point ; qu'en dites-vous Mary ? ,"I cannot quite agree with you _there_. What say you,
Mary? "
"'If I had known as much this morning, I certainly would not have called on him.'","'Si je l'avois su ce matin, je n'aurois surement pas ete me presenter chez lui.'",76,aligned,8324,8402,7298,7376,"Si je l'avois su ce matin, je n'aurois surement pas ete me presenter chez lui. ","If I
had known as much this morning, I certainly would not have called on
him. "
"""""I am sorry to hear _that_; but why did not you tell me so before?""'",'-- Je suis fache d'apprendre cela. Pourquoi ne me l'avez-vous pas dit plutot ?',77,aligned,8245,8323,7232,7297,-- Je suis fache d'apprendre cela. Pourquoi ne me l'avez-vous pas dit plutot ? ,I am sorry to hear _that_; but why did not you tell me so before? 
