eng,fr,id,llm alignment result
Mr. Bennet was among the earliest of those who waited on Mr. Bingley.,Monsieur Bennet fut un de ceux qui se montrerent les plus empresses a rechercher M. Bingley.,53,not aligned
"He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. ~~~ It was then disclosed in the following manner.","Son intention avoit toujours ete d'aller chez lui, quoiqu'il eut assure sa femme du contraire, mais elle n'eut connoissance de cette visite qu'apres qu'elle fut faite, et voici comment : M. Bennet voyant sa seconde fille occupee a garnir un chapeau, lui dit : J'espere Lizzy que ce chapeau plaira a M. Bingley.",54,aligned
"Observing his second daughter employed in trimming a hat, he suddenly addressed her with, ""I hope Mr. Bingley will like it Lizzy.""","-- Nous ne saurons point ce qui plait ou deplait a M. Bingley, repondit Mistriss Bennet avec aigreur, puisque nous ne le verrons point.",55,not aligned
"""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit.""","-- Vous oubliez, maman, dit Elisabeth, que nous le rencontrerons dans les assemblees, et que Mistriss Long a promis de nous le presenter.",56,not aligned
"""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""","-- Je ne crois pas que Mistriss Long fasse jamais rien pour nous ; c'est une femme fausse, interessee, d'ailleurs elle a deux nieces, et je ne compte point sur elle.",57,not aligned
"""I do not believe Mrs. Long will do any such thing. ~~~ She has two nieces of her own.","-- Ni moi, dit M. Bennet, je suis bien aise de voir que vous ne fondez pas vos esperances sur ses services.",58,not aligned
"She is a selfish, hypocritical woman, and I have no opinion of her.""","Mistriss Bennet ne daigna pas repondre, mais incapable de se contenir, elle commenca a gronder une de ses filles.",59,not aligned
"""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""","-- Ne toussez donc pas ainsi Kitty, pour l'amour du Ciel, ayez pitie de moi, vous m'abimez, les nerfs.",60,not aligned
"Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters.","-- Kitty n'a aucune discretion, dit son pere, elle ne tousse jamais a propos.",61,not aligned
"""Don't keep coughing so, Kitty, for heaven's sake!","-- Je ne tousse pas pour me divertir, repondit Kitty avec humeur.",62,not aligned
Have a little compassion on my nerves.,"-- Quand aura lieu votre premier, bal, Lizzy ?",63,not aligned
"You tear them to pieces.""",-- De demain en quinze.,64,not aligned
"""Kitty has no discretion in her coughs,"" said her father; ""she times them ill."" ""I do not cough for my own amusement,"" replied Kitty fretfully.",,65,not aligned
"""When is your next ball to be, Lizzy?"" ~~~ ""To-morrow fortnight.""","-- Est-il bien vrai, s'ecria Mistriss Bennet !",66,not aligned
"""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""","Et Mistriss Long ne reviendra que la veille, il lui sera impossible de nous le presenter puisqu'elle ne l'aura point encore vu.",67,aligned
"""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.""","-- Alors, ma chere, vous aurez l'avantage sur votre amie, en lui presentant vous-meme M. Bingley.",68,aligned
"""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?""","-- C'est impossible, M. Bennet, impossible !",69,not aligned
"""I honour your circumspection.",comment pouvez-vous parler ainsi ?,70,not aligned
A fortnight's acquaintance is certainly very little. ~~~ One cannot know what a man really is by the end of a fortnight.,"-- J'admire votre circonspection, une relation qui ne date que de quinze jours est certainement tres-peu approfondie ; on ne peut pas bien connoitre un homme au bout de si peu de temps ; mais si vous ne hasardez rien, d'autres le feront.",71,aligned
"But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""","Apres tout, Mistriss Long et ses nieces desirant tenter l'aventure, ce sera un acte de generosite de votre part de leur en presenter l'occasion.",72,aligned
The girls stared at their father.,"Si vous refusiez de leur rendre ce bon office, je m'en chargerois.",73,not aligned
"Mrs. Bennet said only, ""Nonsense, nonsense!""",Les jeunes filles regardoient leur pere avec etonnement ; Mistriss Bennet se contenta de dire : Quelle absurdite !,74,not aligned
"""What can be the meaning of that emphatic exclamation?""","-- Que signifie cette expression emphatique, s'ecria-t-il ?",75,not aligned
"cried he. ~~~ ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?","Pensez-vous que la formalite d'une presentation, et l'importance qu'on y attache soient des absurdites ?",76,aligned
"for you are a young lady of deep reflection I know, and read great books, and make extracts.""","Je sais que vous etes une jeune personne qui a profondement reflechi, qui a lu des livres tres-serieux et fait beaucoup d'extraits.",78,aligned
"Mary wished to say something very sensible, but knew not how.","Mary auroit bien desire repondre quelque chose de tres-judicieux, mais elle n'etoit pas preparee, et pendant qu'elle arrangeoit ses phrases, son pere ajouta : Revenons a M. Bingley.",79,not aligned
"""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. ~~~ Bingley.""","-- Je ne puis souffrir d'entendre parler de M. Bingley, cela me rend malade.",80,not aligned
"""I am sick of Mr. Bingley,"" cried his wife.",-- Je suis fache d'apprendre cela.,81,not aligned
"""I am sorry to hear _that_; but why did not you tell me so before?",Pourquoi ne me l'avez-vous pas dit plutot ?,82,not aligned
"If I had known as much this morning, I certainly would not have called on him.","Si je l'avois su ce matin, je n'aurois surement pas ete me presenter chez lui.",83,aligned
"The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.","L'etonnement de ces dames fut aussi grand que pouvoit le desirer M. Bennet ; celui de sa femme surtout, quoiqu'elle assurat, une fois le premier elan de sa joie passee, qu'elle s'y attendoit des le premier jour.",85,aligned
"""How good it was in you, my dear Mr. Bennet! ~~~ But I knew I should persuade you at last.","-- Combien c'est aimable de votre part, mon cher Monsieur Bennet !",86,not aligned
"I was sure you loved your girls too well to neglect such an acquaintance. ~~~ Well, how pleased I am!",Je savois bien que je finirois par vous persuader ; j'etois sure que vous aimiez trop vos filles pour negliger de faire une telle connoissance !,87,aligned
"and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.""","C'est cependant une singuliere idee ; y etre alle ce matin, et ne nous en avoir rien dit jusqu'a present.",88,not aligned
"""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife.","-- Maintenant Kitty vous pouvez tousser tant qu'il vous plaira. ~~~ En disant ces mots, Monsieur Bennet, fatigue des transports de sa femme, sortit.",89,aligned
"""What an excellent father you have, girls,"" said she, when the door was shut.","-- Quel excellent pere vous avez, mes enfans, dit Mistriss Bennet, des qu'il eut ferme la porte.",90,aligned
"""I do not know how you will ever make him amends for his kindness; or me either, for that matter.","Je ne sais comment vous pourrez lui temoigner, ainsi qu'a moi, toute votre reconnaissance !",91,not aligned
"At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing.",Car je puis vous assurer qu'il n'est pas agreable a notre age de faire chaque jour de nouvelles connoissances ; mais il n'y a rien que nous ne fassions pour vous.,92,aligned
CHAPTER III.,CHAPITRE III.,97,aligned
"Not all that Mrs. Bennet, however, with the assistance of her five daughters, could ask on the subject was sufficient to draw from her husband any satisfactory description of Mr. Bingley.","Toutes les questions que Mistriss Bennet, aidee de ses cinq filles, adressa a son mari, ne purent leur faire obtenir une description detaillee de M. Bingley ; on l'attaqua de mille manieres, par d'ingenieuses suppositions, des soupcons imaginaires, des questions indirectes ; il eludoit tout, et trompa l'adresse de chacune.",98,not aligned
"They attacked him in various ways; with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and they were at last obliged to accept the second-hand intelligence of their neighbour Lady Lucas.","Elles furent enfin obligees de s'en rapporter aux recits de leur voisine, Lady Lucas ; sir Williams avoit ete enchante de M. Bingley ; il etoit jeune, beau, fort aimable, et pour comble de perfections, il avoit l'intention d'aller a la prochaine assemblee avec plusieurs personnes de sa societe.",99,not aligned
Her report was highly favourable.,On ne pouvoit etre plus delicieux !,100,not aligned
Sir William had been delighted with him.,"Il aimoit passionnement la danse, il deviendroit donc amoureux.",101,not aligned
"He was quite young, wonderfully handsome, extremely agreeable, and to crown the whole, he meant to be at the next assembly with a large party.",,102,not aligned
Nothing could be more delightful!,Quel vaste champ d'esperances !,103,not aligned
To be fond of dancing was a certain step towards falling in love; and very lively hopes of Mr. Bingley's heart were entertained.,,104,not aligned
"""If I can but see one of my daughters happily settled at Netherfield,"" said Mrs. Bennet to her husband, ""and all the others equally well married, I shall have nothing to wish for.""","-- Si je puis voir une de mes filles heureusement etablie a Metterfield, disoit Mistriss Bennet a son mari, et toutes les autres aussi bien mariees, je n'aurai plus rien a desirer.",105,aligned
"Mr. Bingley was good looking and gentleman-like; he had a pleasant countenance, and easy, unaffected manners.","M. Bingley avoit l'air d'un homme comme il faut, ses manieres etoient pleines de grace et de naturel.",114,aligned
,"Ses soeurs pouvoient passer pour de belles femmes, mais elles avoient le genre affecte et recherche des femmes qu'on nomme a la mode ; son beau frere, M. Hurst paroissoit un bon gentilhomme, mais M. Darcy, son ami, attira bientot l'attention de toute l'assemblee par la beaute de ses traits, l'elegance de sa taille, la noblesse de son maintien, et l'avantage de jouir de dix mille livres de rente ; circonstance qui fut connue et circula tout autour de la salle, en cinq minutes.",115,not aligned
"His sisters were fine women, with an air of decided fashion.","Les hommes avouerent qu'il etoit bien fait, et les femmes declarerent qu'il etoit beaucoup plus beau que M. Bingley.",116,not aligned
"His brother-in-law, Mr. Hurst, merely looked the gentleman; but his friend Mr. Darcy soon drew the attention of the room by his fine, tall person, handsome features, noble mien; and the report which was in general circulation within five minutes after his entrance, of his having ten thousand a year.","On le regarda avec admiration, pendant la moitie de la soiree, jusqu'a ce qu'enfin ses manieres, qui deplaisoient generalement, arreterent le cours de ses succes.",117,not aligned
"The gentlemen pronounced him to be a fine figure of a man, the ladies declared he was much handsomer than Mr. Bingley, and he was looked at with great admiration for about half the evening, till his manners gave a disgust which turned the tide of his popularity; for he was discovered to be proud, to be above his company, and above being pleased; and not all his large estate in Derbyshire could then save him from having a most forbidding, disagreeable countenance, and being unworthy to be compared with his friend.","On decouvrit qu'il etoit fier, que rien ne lui convenoit, qu'il se croyoit fort au dessus des autres ; alors toute sa grande fortune ne put le sauver ; on prononca qu'il avoit un abord repoussant, un ton desagreable, et qu'il etoit indigne d'etre compare a son ami.",118,aligned
"Mr. Bingley had soon made himself acquainted with all the principal people in the room; he was lively and unreserved, danced every dance, was angry that the ball closed so early, and talked of giving one himself at Netherfield.","M. Bingley eut bientot fait connoissance avec les principales personnes qui se trouvoient a l'assemblee ; il etoit gai et prevenant ; il dansa toujours, et fut tres-fache que le bal finit sitot.",119,aligned
Such amiable qualities must speak for themselves.,Il parla meme d'en donner un a Metterfield.,120,not aligned
,D'aussi aimables qualites previennent toujours en faveur de celui qui les possede.,121,not aligned
What a contrast between him and his friend!,Quel contraste avec son ami !,122,aligned
"Elizabeth Bennet had been obliged, by the scarcity of gentlemen, to sit down for two dances; and during part of that time, Mr. Darcy had been standing near enough for her to overhear a conversation between him and Mr. Bingley, who came from the dance for a few minutes, to press his friend to join it. ~~~ ""Come, Darcy,"" said he, ""I must have you dance.","Elisabeth Bennet avoit ete forcee, par la disette de danseurs, de se reposer ; elle se trouva assez pres de M. Darcy pour entendre sa conversation avec M. Bingley qui venoit de quitter sa place pour se rapprocher de son ami.",127,aligned
"I hate to see you standing about by yourself in this stupid manner. ~~~ You had much better dance."" ~~~ ""I certainly shall not.","-- Venez, Darcy, lui disoit-il, je n'aime pas a vous voir seul, vous ferez beaucoup mieux de danser.",128,not aligned
"You know how I detest it, unless I am particularly acquainted with my partner.",,129,not aligned
"At such an assembly as this, it would be insupportable. ~~~ Your sisters are engaged, and there is not another woman in the room, whom it would not be a punishment to me to stand up with."" ~~~ ""I would not be so fastidious as you are,"" cried Bingley, ""for a kingdom!","-- C'est ce que je ne ferai surement pas ; vous savez que je deteste la danse, a moins que je ne connoisse beaucoup mon partner, dans une assemblee comme celle-ci ce seroit au-dessus de mes forces ; vos soeurs sont engagees, et il n'y a pas une personne dans la salle avec laquelle il ne me fut insupportable de danser. ~~~ -- Ma foi !",130,aligned
"Upon my honour, I never met with so many pleasant girls in my life, as I have this evening; and there are several of them you see uncommonly pretty.""","je ne serois pas si difficile que vous, s'ecria Bingley, je n'ai jamais vu tant de jolies personnes rassemblees, il y en a meme qui sont des beautes remarquables.",131,aligned
"""_You_ are dancing with the only handsome girl in the room,"" said Mr. Darcy, looking at the eldest Miss Bennet. ~~~ ""Oh!","-- Vous dansez avec la seule belle personne qu'il y ait dans toute la salle, dit M. Darcy, en regardant l'ainee des Miss Bennet.",132,not aligned
"she is the most beautiful creature I ever beheld! ~~~ But there is one of her sisters sitting down just behind you, who is very pretty, and I dare say, very agreeable.","-- C'est la plus belle creature que j'aie jamais vue, mais il y a une de ses soeurs (elle est justement assise derriere vous), qui est tres-agreable, je puis meme dire tres-jolie.",133,aligned
"Do let me ask my partner to introduce you."" ~~~ ""Which do you mean?""",Permettez-moi de prier ma danseuse de vous presenter a elle.,134,not aligned
"and turning round, he looked for a moment at Elizabeth, till catching her eye, he withdrew his own and coldly said, ""She is tolerable; but not handsome enough to tempt _me_; and I am in no humour at present to give consequence to young ladies who are slighted by other men.",">> -- Laquelle dites-vous ; puis se tournant, il regarda Elisabeth, jusqu'a ce que rencontrant ses yeux, il detourna les siens, et dit froidement : Elle est passable, mais point assez belle pour me tenter ; d'ailleurs, je ne suis pas d'humeur dans ce moment a consoler les jeunes dames que les autres hommes dedaignent.",135,aligned
"""Oh!",-- Oh !,145,aligned
"my dear Mr. Bennet,"" as she entered the room, ""we have had a most delightful evening, a most excellent ball.",,146,not aligned
I wish you had been there.,,147,not aligned
"Jane was so admired, nothing could be like it. ~~~ Every body said how well she looked; and Mr. Bingley thought her quite beautiful, and danced with her twice. ~~~ Only think of _that_ my dear; he actually danced with her twice; and she was the only creature in the room that he asked a second time.","mon cher Monsieur Bennet, dit Mistriss Bennet, en entrant dans la chambre, nous avons eu une soiree delicieuse, un bal charmant, j'aurois voulu que vous y fussiez alle ; Jane a ete plus admiree qu'on ne peut le dire ; chacun s'extasioit sur sa figure et M. Bingley l'a trouvee extremement belle ; il a danse deux fois avec elle !",148,aligned
"First of all, he asked Miss Lucas.",pensez a cela mon cher !,149,not aligned
"I was so vexed to see him stand up with her; but, however, he did not admire her at all: indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance.",,150,not aligned
"So, he enquired who she was, and got introduced, and asked her for the two next.",il a danse deux fois avec elle ; elle est la seule de l'assemblee qu'il ait engagee une seconde fois.,151,not aligned
"Then, the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the Boulanger----"" ""If he had had any compassion for _me_,"" cried her husband impatiently, ""he would not have danced half so much!","D'abord, il a engage Miss Lucas ; j'etois un peu fachee de le voir aupres d'elle, cependant il ne l'admiroit point, vous savez qu'elle n'est pas remarquable ; en voyant Jane, il a paru frappe d'etonnement ; il a demande qui elle etoit, s'est fait presenter et l'a engagee pour les deux contredanses suivantes ; ensuite il a danse les deux troisiemes avec Miss King, les deux quatriemes avec Mary Lucas, les deux cinquiemes avec Jane encore, et les deux sixiemes, ainsi que la boulangere, avec Lizzy.",152,not aligned
"For God's sake, say no more of his partners.","-- S'il avoit eu pitie de moi, s'ecria M. Bennet avec impatience, il n'auroit pas tant danse ; pour l'amour de Dieu ne me parlez plus de ses partners.",153,not aligned
"Oh! ~~~ that he had sprained his ancle in the first dance!""",Que ne s'est-il foule le pied des le commencement du bal.,154,not aligned
"""Oh!",-- Oh !,155,aligned
"He walked here, and he walked there, fancying himself so very great! ~~~ Not handsome enough to dance with!","Il se promenoit en long et en large, s'imaginant etre fort au-dessus des autres... pas assez belle pour danser avec lui ?",163,aligned
"I wish you had been there, my dear, to have given him one of your set downs.","J'aurois voulu que vous fussiez la, mon cher.",164,not aligned
"I quite detest the man.""",,165,not aligned
CHAPTER IV.,* * * CHAPITRE IV.,166,aligned
"""He is just what a young man ought to be,"" said she, ""sensible, good humoured, lively; and I never saw such happy manners!--so much ease, with such perfect good breeding!""","-- Il est precisement ce que doit etre un jeune homme, disoit-elle, bon, gai, aimable, je n'ai jamais vu des manieres plus prevenantes, ni autant d'aisance avec un air si comme il faut.",168,aligned
"""He is also handsome,"" replied Elizabeth, ""which a young man ought likewise to be, if he possibly can. ~~~ His character is thereby complete.""","-- Ajoutez qu'il est beau, repondit Elisabeth, un jeune homme doit l'etre aussi (s'il le peut) ; pour que son portrait soit parfait.",169,not aligned
"""I was very much flattered by his asking me to dance a second time. ~~~ I did not expect such a compliment."" ~~~ ""Did not you?",-- J'ai ete tres-flattee qu'il m'ait engagee a danser une seconde fois ; je ne m'attendois pas a cette distinction de sa part.,170,aligned
"_I_ did for you. ~~~ But that is one great difference between us. ~~~ Compliments always take _you_ by surprise, and _me_ never.","-- Vraiment, moi j'y comptois pour vous ; mais il y a une grande difference entre nous ; les complimens qui vous sont adresses ne me surprennent jamais, et vous toujours.",171,not aligned
What could be more natural than his asking you again?,Qu'y avoit-il de plus naturel qu'il vous engageat une seconde fois ?,172,aligned
He could not help seeing that you were about five times as pretty as every other woman in the room. ~~~ No thanks to his gallantry for that.,"Il ne pouvoit s'empecher de voir que vous etiez deux fois plus jolie que toutes les autres femmes du bal, ainsi vous ne lui devez pas de reconnoissance.",173,not aligned
"Well, he certainly is very agreeable, and I give you leave to like him. ~~~ You have liked many a stupider person."" ~~~ ""Dear Lizzy!"" ~~~ ""Oh!","Il est certainement tres-aimable, et je vous permets bien d'en etre enchantee, vous avez aime des gens bien moins agreables que lui.",174,aligned
"And so, you like this man's sisters too, do you?","Et vous aimez aussi les soeurs de cet homme, n'est-ce pas ?",180,aligned
"Their manners are not equal to his."" ~~~ ""Certainly not; at first.",Cependant leurs manieres ne sont pas si prevenantes que les siennes ?,181,not aligned
But they are very pleasing women when you converse with them.,"-- Non pas au premier abord ; mais lorsqu'on leur parle, on voit que ce sont des femmes aimables.",182,aligned
"Miss Bingley is to live with her brother and keep his house; and I am much mistaken if we shall not find a very charming neighbour in her.""",Miss Bingley doit demeurer chez son frere et tenir sa maison.,183,aligned
"Elizabeth listened in silence, but was not convinced; their behaviour at the assembly had not been calculated to please in general; and with more quickness of observation and less pliancy of temper than her sister, and with a judgment too unassailed by any attention to herself, she was very little disposed to approve them.",,184,not aligned
"They were in fact very fine ladies; not deficient in good humour when they were pleased, nor in the power of being agreeable where they chose it; but proud and conceited.","Je me serois bien trompee si nous ne trouvons pas en elle une charmante voisine. ~~~ Elisabeth ecoutoit en silence, mais n'etoit pas persuadee.",185,not aligned
"They were rather handsome, had been educated in one of the first private seminaries in town, had a fortune of twenty thousand pounds, were in the habit of spending more than they ought, and of associating with people of rank; and were therefore in every respect entitled to think well of themselves, and meanly of others.","Avec un esprit plus observateur et moins de douceur que Jane, et n'ayant pas ete distraite par ce qui la concernoit elle-meme, elle etoit peu disposee a approuver les manieres des soeurs de M. Bingley au bal.",186,not aligned
They were of a respectable family in the north of England; a circumstance more deeply impressed on their memories than that their brother's fortune and their own had been acquired by trade.,"C'etoient de belles dames, d'une humeur assez douce avec ceux qui leur plaisoient, aimables lorsqu'elles le vouloient, d'une figure agreable, elles avoient ete elevees dans une des premieres pensions de Londres, ensorte qu'habituees a frayer avec des gens de qualite, et a depenser plus que ne leur permettoit une fortune de vingt mille livres, elles s'arrogeoient le droit de se croire superieures aux autres.",187,not aligned
"Mr. Bingley inherited property to the amount of nearly an hundred thousand pounds from his father, who had intended to purchase an estate, but did not live to do it.--Mr.","Elles etoient d'une bonne famille du nord de l'Angleterre, circonstance plus profondement gravee dans leur memoire que celle de l'origine de leur fortune, que leur pere avoit acquise dans le commerce.",188,not aligned
"Bingley intended it likewise, and sometimes made choice of his county; but as he was now provided with a good house and the liberty of a manor, it was doubtful to many of those who best knew the easiness of his temper, whether he might not spend the remainder of his days at Netherfield, and leave the next generation to purchase.","Monsieur Bingley avoit herite de son pere environ cent mille livres ; ce dernier avoit eu l'intention d'acheter une terre ; la mort l'avoit surpris avant l'execution de ce projet ; son fils avoit aussi le meme dessein, mais depuis qu'il avoit loue une charmante habitation, ceux qui connoissoient le laisser aller de son caractere pensoient qu'il pourroit bien y passer le reste de ses jours et laisser a la generation suivante le soin d'acheter.",189,aligned
"Between him and Darcy there was a very steady friendship, in spite of a great opposition of character.--Bingley was endeared to Darcy by the easiness, openness, ductility of his temper, though no disposition could offer a greater contrast to his own, and though with his own he never appeared dissatisfied.","En depit de contraste frappant que presentoient les caracteres de Bingley et de Darcy, une veritable amitie regnoit entre eux, Bingley se confioit entierement a l'attachement de son ami et avoit la plus haute opinion de son jugement, il lui etoit cher par sa franchise et sa douceur.",192,aligned
"On the strength of Darcy's regard Bingley had the firmest reliance, and of his judgment the highest opinion. ~~~ In understanding Darcy was the superior.","Darcy etoit superieur pour l'esprit, quoique Bingley n'en fut pas depourvu, il avoit plus de finesse, et etoit en meme temps fier, reserve, et dedaigneux ; ses manieres quoique polies n'etoient point attrayantes ; sous ce rapport son ami avoit tout l'avantage.",193,not aligned
"Bingley was by no means deficient, but Darcy was clever.","Bingley etoit sur d'etre aime partout ou il paraissoit, Darcy au contraire deplaisoit presque generalement.",194,not aligned
"He was at the same time haughty, reserved, and fastidious, and his manners, though well bred, were not inviting.","La maniere dont ils parloient du bal de Meryton, auroit suffi pour montrer la difference de leurs caracteres.",195,not aligned
"In that respect his friend had greatly the advantage. ~~~ Bingley was sure of being liked wherever he appeared, Darcy was continually giving offence.","Bingley n'avoit jamais rencontre des gens plus aimables, et de plus jolies personnes ; chacun avoit ete plein de prevenance, et de politesse pour lui ; il n'y avoit ni gene ni ceremonie et il s'etoit bientot senti a son aise avec tous les gens qui composoient l'assemblee.",196,not aligned
The manner in which they spoke of the Meryton assembly was sufficiently characteristic.,"Quant a Miss Bennet, il ne pouvoit rien se figurer de plus beau.",197,not aligned
