eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
"It would be difficult to say which had seen highest perfection in the other, or which had been the happiest: she, in receiving his declarations and proposals, or he in having them accepted.",(No direct equivalent in text),236,not aligned,-1,-1,43100,43289,,"It would be difficult to say which had seen highest perfection in the
other, or which had been the happiest: she, in receiving his
declarations and proposals, or he in having them accepted.
"
"Half the sum of attraction, on either side, might have been enough, for he had nothing to do, and she had hardly anybody to love; but the encounter of such lavish recommendations could not fail.",(No direct equivalent in text),238,not aligned,-1,-1,42823,43017,,"Half the sum of attraction, on either side, might have been enough, for
he had nothing to do, and she had hardly anybody to love; but the
encounter of such lavish recommendations could not fail. "
Troubles soon arose.,(No direct equivalent in text),246,not aligned,-1,-1,43359,43379,,Troubles soon arose. 
"Had she not imagined herself consulting his good, even more than her own, she could hardly have given him up.",(No direct equivalent in text),249,not aligned,-1,-1,46102,46211,,"Had she not imagined herself consulting his good, even more
than her own, she could hardly have given him up. "
"He had distinguished himself, and early gained the other step in rank, and must now, by successive captures, have made a handsome fortune.",(No direct equivalent in text),253,not aligned,-1,-1,50100,50238,,"He had distinguished himself, and early
gained the other step in rank, and must now, by successive captures,
have made a handsome fortune. "
"It must not be, if by any fair interference of friendship, any representations from one who had almost a mother's love, and mother's rights, it would be prevented.",(No direct equivalent in text),268,not aligned,-1,-1,44394,44557,,"It must not
be, if by any fair interference of friendship, any representations from
one who had almost a mother's love, and mother's rights, it would be
prevented.
"
"He had been lucky in his profession; but spending freely, what had come freely, had realized nothing.",(No direct equivalent in text),270,not aligned,-1,-1,44594,44695,,"He had been lucky in his profession;
but spending freely, what had come freely, had realized nothing. "
He had always been lucky; he knew he should be so still.,(No direct equivalent in text),272,not aligned,-1,-1,44880,44936,,"He had always been lucky; he knew
he should be so still. "
She saw in it but an aggravation of the evil.,(No direct equivalent in text),275,not aligned,-1,-1,45192,45237,,She saw in it but an aggravation of the evil. 
"He was brilliant, he was headstrong.",(No direct equivalent in text),277,not aligned,-1,-1,45288,45324,,"He was brilliant, he was headstrong.
"
"Lady Russell had little taste for wit, and of anything approaching to imprudence a horror.",(No direct equivalent in text),278,not aligned,-1,-1,45325,45415,,"Lady Russell had little taste for wit, and of anything approaching to
imprudence a horror. "
"She was persuaded to believe the engagement a wrong thing: indiscreet, improper, hardly capable of success, and not deserving it.",(No direct equivalent in text),282,not aligned,-1,-1,45880,46010,,"She was persuaded to believe the engagement a wrong thing:  indiscreet,
improper, hardly capable of success, and not deserving it. "
"With these supports, she hoped that the acquaintance between herself and the Crofts, which, with Lady Russell, still resident in Kellynch, and Mary fixed only three miles off, must be anticipated, need not involve any particular awkwardness.",(No direct equivalent in text),287,not aligned,-1,-1,52588,52829,,"With these supports, she hoped that the acquaintance between herself
and the Crofts, which, with Lady Russell, still resident in Kellynch,
and Mary fixed only three miles off, must be anticipated, need not
involve any particular awkwardness.
"
"It would be most right, and most wise, and, therefore must involve least suffering to go with the others.",(No direct equivalent in text),305,not aligned,-1,-1,55508,55613,,"It would be most right, and most
wise, and, therefore must involve least suffering to go with the others.
"
"Their respectability was as dear to her as her own, and a daily intercourse had become precious by habit.",(No direct equivalent in text),338,not aligned,-1,-1,60987,61092,,"Their respectability was as
dear to her as her own, and a daily intercourse had become precious by
habit. "
"You must have heard him notice Mrs Clay's freckles.""",(No direct equivalent in text),347,not aligned,-1,-1,59834,59885,,"You must have heard him notice Mrs Clay's
freckles."""
"Suppose I were to be seized of a sudden in some dreadful way, and not able to ring the bell!",(No direct equivalent in text),361,not aligned,-1,-1,64010,64102,,"Suppose I were to be seized of a sudden in some dreadful way, and not
able to ring the bell! "
"""I was told that they wished it.""",(No direct equivalent in text),380,not aligned,-1,-1,66668,66699,,I was told that they wished it. 
"Mary was not so repulsive and unsisterly as Elizabeth, nor so inaccessible to all influence of hers; neither was there anything among the other component parts of the cottage inimical to comfort.",Marie etait abordable et accessible a son influence. ~~~ (No direct equivalent in text),417,aligned,-1,-1,73551,73746,,"Mary was not so repulsive and
unsisterly as Elizabeth, nor so inaccessible to all influence of hers;
neither was there anything among the other component parts of the
cottage inimical to comfort. "
It is a pity you cannot put your sister in the way of managing them. (No direct equivalent in text),Il faut convenir qu'ils sont bien gates !,450,aligned,55575,55616,-1,-1,Il faut convenir qu'ils sont bien gates ! ,
"It was certainly carried nearly as far as possible, for they met every morning, and hardly ever spent an evening asunder; but she believed they should not have done so well without the sight of Mr and Mrs Musgrove's respectable forms in the usual places, or without the talking, laughing, and singing of their daughters.",(No direct equivalent in text),461,not aligned,-1,-1,80741,81061,,"It
was certainly carried nearly as far as possible, for they met every
morning, and hardly ever spent an evening asunder; but she believed
they should not have done so well without the sight of Mr and Mrs
Musgrove's respectable forms in the usual places, or without the
talking, laughing, and singing of their daughters.
"
'and with shame at her own forgetfulness applied herself to the knowledge of their former neighbour's present state with proper interest.',"'Honteuse de l'avoir oublie, elle s'informa avec interet de leur ancien voisin.'",500,aligned,-1,-1,86217,86353,,"and with shame
at her own forgetfulness applied herself to the knowledge of their
former neighbour's present state with proper interest.
"
"When the Crofts called this morning, (they called here afterwards, did not they? ), they happened to say, that her brother, Captain Wentworth, is just returned to England, or paid off, or something, and is coming to see them almost directly; and most unluckily it came into mamma's head, when they were gone, that Wentworth, or something very like it, was the name of poor Richard's captain at one time; I do not know when or where, but a great while before he died, poor fellow!","Mme Croft nous a dit ce matin que son frere, le capitaine Wenvorth, est rentre en Angleterre, et ira prochainement les voir. Maman s'est souvenue que Wenvorth est le nom du capitaine de notre frere Richard. Elle a relu ses lettres, et maintenant elle ne pense qu'a son pauvre fils qu'elle a perdu.",506,aligned,63913,64210,-1,-1,"Mme Croft nous a dit ce matin que son frere, le capitaine Wenvorth, est rentre en Angleterre, et ira prochainement les voir. Maman s'est souvenue que Wenvorth est le nom du capitaine de notre frere Richard. Elle a relu ses lettres, et maintenant elle ne pense qu'a son pauvre fils qu'elle a perdu. ",
"And not only did it appear that he was expected, and speedily, but the Musgroves, in their warm gratitude for the kindness he had shewn poor Dick, and very high respect for his character, stamped as it was by poor Dick's having been six months under his care, and mentioning him in strong, though not perfectly well-spelt praise, as ""a fine dashing felow, only two perticular about the schoolmaster,"" were bent on introducing themselves, and seeking his acquaintance, as soon as they could hear of his arrival.",(No direct equivalent in text),522,not aligned,-1,-1,91822,92332,,"And not only did it
appear that he was expected, and speedily, but the Musgroves, in their
warm gratitude for the kindness he had shewn poor Dick, and very high
respect for his character, stamped as it was by poor Dick's having been
six months under his care, and mentioning him in strong, though not
perfectly well-spelt praise, as ""a fine dashing felow, only two
perticular about the schoolmaster,"" were bent on introducing
themselves, and seeking his acquaintance, as soon as they could hear of
his arrival.
"
"It was an afternoon of distress, and Anne had every thing to do at once; the apothecary to send for, the father to have pursued and informed, the mother to support and keep from hysterics, the servants to control, the youngest child to banish, and the poor suffering one to attend and soothe; besides sending, as soon as she recollected it, proper notice to the other house, which brought her an accession rather of frightened, enquiring companions, than of very useful assistants.",(No direct equivalent in text),526,not aligned,-1,-1,93754,94235,,"It was an afternoon of
distress, and Anne had every thing to do at once; the apothecary to
send for, the father to have pursued and informed, the mother to
support and keep from hysterics, the servants to control, the youngest
child to banish, and the poor suffering one to attend and soothe;
besides sending, as soon as she recollected it, proper notice to the
other house, which brought her an accession rather of frightened,
enquiring companions, than of very useful assistants.
"
Very unfeeling! I must say it is very unfeeling of him to be running away from his poor little boy.,(No direct equivalent in text),531,not aligned,-1,-1,98746,98846,,"Very unfeeling!  I must say it is very
unfeeling of him to be running away from his poor little boy. "
"It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed, so impatient was he to shew his gratitude, by seeing Captain Wentworth under his own roof, and welcoming him to all that was strongest and best in his cellars.",(No direct equivalent in text),540,not aligned,-1,-1,92650,92903,,"It had been a great disappointment to Mr
Musgrove to find that no earlier day could be fixed, so impatient was
he to shew his gratitude, by seeing Captain Wentworth under his own
roof, and welcoming him to all that was strongest and best in his
cellars. "
"How glad they had been to hear papa invite him to stay dinner, how sorry when he said it was quite out of his power, and how glad again when he had promised in reply to papa and mamma's farther pressing invitations to come and dine with them on the morrow--actually on the morrow; and he had promised it in so pleasant a manner, as if he felt all the motive of their attention just as he ought.",(No direct equivalent in text),546,not aligned,-1,-1,95251,95645,,"How glad they had been to hear papa invite him to
stay dinner, how sorry when he said it was quite out of his power, and
how glad again when he had promised in reply to papa and mamma's
farther pressing invitations to come and dine with them on the
morrow--actually on the morrow; and he had promised it in so pleasant a
manner, as if he felt all the motive of their attention just as he
ought. "
"His collar-bone was found to be dislocated, and such injury received in the back, as roused the most alarming ideas.",(No direct equivalent in text),550,not aligned,-1,-1,93636,93752,,"His collar-bone was found to be dislocated, and such injury received in
the back, as roused the most alarming ideas. "
"Captain Wentworth made a very early return to Mr Musgrove's civility, and she was all but calling there in the same half hour.",(No direct equivalent in text),553,not aligned,-1,-1,93073,93199,,"Captain Wentworth made a very early return to Mr Musgrove's civility,
and she was all but calling there in the same half hour. "
'It will be a great deal better than leaving him only with Jemima.',(No direct equivalent in text),578,not aligned,-1,-1,101179,101244,,"It will be a great deal better than leaving him only with
Jemima. "
"'An excellent thought of yours, indeed, Anne.'",(No direct equivalent in text),582,not aligned,-1,-1,101442,101486,,"An
excellent thought of yours, indeed, Anne. "
"Had he wished ever to see her again, he need not have waited till this time; he would have done what she could not but believe that in his place she should have done long ago, when events had been early giving him the independence which alone had been wanting.",(No direct equivalent in text),586,not aligned,-1,-1,103664,103924,,"Had he wished ever to see her
again, he need not have waited till this time; he would have done what
she could not but believe that in his place she should have done long
ago, when events had been early giving him the independence which alone
had been wanting.
"
"Anne was now at hand to take up her own cause, and the sincerity of her manner being soon sufficient to convince him, where conviction was at least very agreeable, he had no farther scruples as to her being left to dine alone, though he still wanted her to join them in the evening, when the child might be at rest for the night, and kindly urged her to let him come and fetch her, but she was quite unpersadable;","Anna put alors plaider sa propre cause ; elle le fit de maniere a ne lui laisser aucun scrupule. Charles tacha d'obtenir, mais en vain, qu'elle vint les rejoindre le soir.",592,aligned,73260,73431,-1,-1,"Anna put alors plaider sa propre cause ; elle le fit de maniere a ne lui laisser aucun scrupule. Charles tacha d'obtenir, mais en vain, qu'elle vint les rejoindre le soir. ",
"They were gone, she hoped, to be happy, however oddly constructed such happiness might seem;",(No direct equivalent in text),594,not aligned,-1,-1,103111,103203,,"They were gone, she hoped, to be happy,
however oddly constructed such happiness might seem; "
"Perhaps indifferent, if indifference could exist under such circumstances.",(No direct equivalent in text),599,not aligned,-1,-1,103543,103617,,"Perhaps
indifferent, if indifference could exist under such circumstances. "
"Mary talked, but she could not attend.",(No direct equivalent in text),600,not aligned,-1,-1,106545,106583,,"Mary talked, but she could not attend. "
"In two minutes after Charles's preparation, the others appeared; they were in the drawing-room.",(No direct equivalent in text),601,not aligned,-1,-1,105787,105882,,"In
two minutes after Charles's preparation, the others appeared; they were
in the drawing-room. "
"Her eye half met Captain Wentworth's, a bow, a curtsey passed; she heard his voice; he talked to Mary, said all that was right, said something to the Miss Musgroves, enough to mark an easy footing; the room seemed full, full of persons and voices, but a few minutes ended it.",(No direct equivalent in text),602,not aligned,-1,-1,105884,106159,,"Her eye half met Captain Wentworth's, a bow, a
curtsey passed; she heard his voice; he talked to Mary, said all that
was right, said something to the Miss Musgroves, enough to mark an easy
footing; the room seemed full, full of persons and voices, but a few
minutes ended it. "
"He had inquired after her, she found, slightly, as might suit a former slight acquaintance, seeming to acknowledge such as she had acknowledged, actuated, perhaps, by the same view of escaping introduction when they were to meet.",(No direct equivalent in text),612,not aligned,-1,-1,104692,104921,,"He had inquired
after her, she found, slightly, as might suit a former slight
acquaintance, seeming to acknowledge such as she had acknowledged,
actuated, perhaps, by the same view of escaping introduction when they
were to meet.
"
He wished to avoid seeing her.,(No direct equivalent in text),613,not aligned,-1,-1,104660,104690,,He wished to avoid seeing her. 
Anne understood it.,(No direct equivalent in text),614,not aligned,-1,-1,104639,104658,,Anne understood it. 
"He had thought her wretchedly altered, and in the first moment of appeal, had spoken as he felt.",(No direct equivalent in text),634,not aligned,-1,-1,108966,109062,,"He had
thought her wretchedly altered, and in the first moment of appeal, had
spoken as he felt. "
"She had already acknowledged it to herself, and she could not think differently, let him think of her as he would.",(No direct equivalent in text),641,not aligned,-1,-1,108244,108358,,"She had already acknowledged
it to herself, and she could not think differently, let him think of
her as he would. "
It was a perpetual estrangement.,(No direct equivalent in text),647,not aligned,-1,-1,112919,112951,,"It
was a perpetual estrangement.
"
"He had a heart for either of the Miss Musgroves, if they could catch it; a heart, in short, for any pleasing young woman who came in his way, excepting Anne Elliot.",(No direct equivalent in text),650,not aligned,-1,-1,109883,110047,,"He had a heart
for either of the Miss Musgroves, if they could catch it; a heart, in
short, for any pleasing young woman who came in his way, excepting Anne
Elliot. "
"There had been a time, when of all the large party now filling the drawing-room at Uppercross, they would have found it most difficult to cease to speak to one another.",(No direct equivalent in text),655,not aligned,-1,-1,112361,112529,,"There had been a time, when of all the large party now filling the
drawing-room at Uppercross, they would have found it most difficult to
cease to speak to one another. "
"With the exception, perhaps, of Admiral and Mrs Croft, who seemed particularly attached and happy, (Anne could allow no other exceptions even among the married couples), there could have been no two hearts so open, no tastes so similar, no feelings so in unison, no countenances so beloved.",(No direct equivalent in text),656,not aligned,-1,-1,112531,112821,,"With the exception, perhaps, of Admiral
and Mrs Croft, who seemed particularly attached and happy, (Anne could
allow no other exceptions even among the married couples), there could
have been no two hearts so open, no tastes so similar, no feelings so
in unison, no countenances so beloved. "
"Now they were as strangers; nay, worse than strangers, for they could never become acquainted.",(No direct equivalent in text),657,not aligned,-1,-1,112823,112917,,"Now they were as strangers;
nay, worse than strangers, for they could never become acquainted. "
"""Something a little inferior I shall of course put up with, but it must not be much. If I am a fool, I shall be a fool indeed, for I have thought on the subject more than most men.""",(No direct equivalent in text),662,not aligned,-1,-1,110809,110989,,"Something a little inferior I
shall of course put up with, but it must not be much.  If I am a fool,
I shall be a fool indeed, for I have thought on the subject more than
most men."""
"""That is the woman I want,"" said he.",(No direct equivalent in text),663,not aligned,-1,-1,110771,110806,,"That is the woman I want,"" said he. "
"""A strong mind, with sweetness of manner,"" made the first and the last of the description.",(No direct equivalent in text),664,not aligned,-1,-1,110679,110768,,"A strong mind, with sweetness of manner,"" made the first
and the last of the description.
"
"A little beauty, and a few smiles, and a few compliments to the navy, and I am a lost man.",(No direct equivalent in text),667,not aligned,-1,-1,110270,110360,,"A little beauty,
and a few smiles, and a few compliments to the navy, and I am a lost
man. "
"Should not this be enough for a sailor, who has had no society among women to make him nice?""",(No direct equivalent in text),669,not aligned,-1,-1,110362,110454,,"Should not this be enough for a sailor, who has had no society
among women to make him nice?"""
"When she could let her attention take its natural course again, she found the Miss Musgroves just fetching the Navy List (their own navy list, the first that had ever been at Uppercross), and sitting down together to pore over it, with the professed view of finding out the ships that Captain Wentworth had commanded.",(No direct equivalent in text),675,not aligned,-1,-1,114167,114484,,"When she could let her attention take its natural course again, she
found the Miss Musgroves just fetching the Navy List (their own navy
list, the first that had ever been at Uppercross), and sitting down
together to pore over it, with the professed view of finding out the
ships that Captain Wentworth had commanded.
"
The girls looked all amazement.,(No direct equivalent in text),680,not aligned,-1,-1,114775,114806,,"The girls looked all amazement.
"
"I always forgot.""",(No direct equivalent in text),697,not aligned,-1,-1,117744,117760,,"I
always forgot."""
I brought her into Plymouth;,(No direct equivalent in text),703,not aligned,-1,-1,116817,116845,,"I brought her into
Plymouth; "
I knew she would.,(No direct equivalent in text),707,not aligned,-1,-1,116461,116478,,I knew she would. 
"He felt it all, so much for her sake.",(No direct equivalent in text),723,not aligned,-1,-1,118882,118919,,"He felt it all, so much for her
sake. "
"""I assure you, Captain Wentworth, we are very sorry he ever left you.""",(No direct equivalent in text),736,not aligned,-1,-1,119646,119714,,"I assure
you, Captain Wentworth, we are very sorry he ever left you."""
"""You were living with your husband, and were the only woman on board.""","'-- vous etiez avec votre mari, et la seule femme a bord.'",750,aligned,-1,-1,123303,123371,,"You were living with
your husband, and were the only woman on board."""
"""Depend upon it, they were all perfectly comfortable.""",(No direct equivalent in text),753,not aligned,-1,-1,123811,123863,,"Depend upon it, they were all perfectly comfortable."""
"""I might not like them the better for that perhaps. Such a number of women and children have no right to be comfortable on board.""",(No direct equivalent in text),757,not aligned,-1,-1,123867,123996,,"I might not like them the better for that perhaps.  Such a number of
women and children have no right to be comfortable on board."""
"""You know,"" said she, ""I cannot think him at all a fit match for Henrietta; and considering the alliances which the Musgroves have made, she has no right to throw herself away.'",(No direct equivalent in text),805,not aligned,-1,-1,135098,135273,,"You know,"" said she, ""I cannot think him at all a fit match for
Henrietta; and considering the alliances which the Musgroves have made,
she has no right to throw herself away. "
"Here was a fortune at once; besides which, there would be the chance of what might be done in any future war; and he was sure Captain Wentworth was as likely a man to distinguish himself as any officer in the navy.",(No direct equivalent in text),811,not aligned,-1,-1,134058,134272,,"Here was a
fortune at once; besides which, there would be the chance of what might
be done in any future war; and he was sure Captain Wentworth was as
likely a man to distinguish himself as any officer in the navy. "
"Charles's attentions to Henrietta had been observed by her father and mother without any disapprobation. ""It would not be a great match for her; but if Henrietta liked him,""-- and Henrietta did seem to like him.",(No direct equivalent in text),817,not aligned,-1,-1,132431,132642,,"Charles's attentions to Henrietta
had been observed by her father and mother without any disapprobation.
""It would not be a great match for her; but if Henrietta liked him,""--
and Henrietta did seem to like him.
"
"They had each had money, but their marriages had made a material difference in their degree of consequence.",(No direct equivalent in text),820,not aligned,-1,-1,131561,131668,,"They had each had money, but
their marriages had made a material difference in their degree of
consequence. "
"""Well, I am very glad indeed: but I always thought you would have it; I always thought you sure. It did not appear to me that--in short, you know, Dr Shirley must have a curate, and you had secured his promise. Is he coming, Louisa?""",(No direct equivalent in text),830,not aligned,-1,-1,140519,140752,,"Well, I am very glad indeed:  but I always thought you would have it;
I always thought you sure.  It did not appear to me that--in short, you
know, Dr Shirley must have a curate, and you had secured his promise.
Is he coming, Louisa?"""
"It had then seemed the object nearest her heart, that Dr Shirley, the rector, who for more than forty years had been zealously discharging all the duties of his office, but was now growing too infirm for many of them, should be quite fixed on engaging a curate; should make his curacy quite as good as he could afford, and should give Charles Hayter the promise of it. The advantage of his having to come only to Uppercross, instead of going six miles another way; of his having, in every respect, a better curacy; of his belonging to their dear Dr Shirley, and of dear, good Dr Shirley's being relieved from the duty which he could no longer get through without most injurious fatigue, had been a great deal, even to Louisa, but had been almost everything to Henrietta.",(No direct equivalent in text),832,not aligned,-1,-1,139369,140140,,"It had then
seemed the object nearest her heart, that Dr Shirley, the rector, who
for more than forty years had been zealously discharging all the duties
of his office, but was now growing too infirm for many of them, should
be quite fixed on engaging a curate; should make his curacy quite as
good as he could afford, and should give Charles Hayter the promise of
it.  The advantage of his having to come only to Uppercross, instead of
going six miles another way; of his having, in every respect, a better
curacy; of his belonging to their dear Dr Shirley, and of dear, good Dr
Shirley's being relieved from the duty which he could no longer get
through without most injurious fatigue, had been a great deal, even to
Louisa, but had been almost everything to Henrietta. "
"As to Captain Wentworth's views, she deemed it of more consequence that he should know his own mind early enough not to be endangering the happiness of either sister, or impeaching his own honour, than that he should prefer Henrietta to Louisa, or Louisa to Henrietta. Either of them would, in all probability, make him an affectionate, good-humoured wife.",(No direct equivalent in text),836,not aligned,-1,-1,138084,138441,,"As to Captain Wentworth's views, she deemed it of more consequence that
he should know his own mind early enough not to be endangering the
happiness of either sister, or impeaching his own honour, than that he
should prefer Henrietta to Louisa, or Louisa to Henrietta.  Either of
them would, in all probability, make him an affectionate, good-humoured
wife. "
She had thought only of avoiding Captain Wentworth; but an escape from being appealed to as umpire was now added to the advantages of a quiet evening.,(No direct equivalent in text),837,not aligned,-1,-1,137932,138082,,"She had thought only of avoiding Captain Wentworth;
but an escape from being appealed to as umpire was now added to the
advantages of a quiet evening.
"
"~~~ I wish you had been with us yesterday, for then you might have decided between us; and I am sure you would have thought as I did, unless you had been determined to give it against me.""",(No direct equivalent in text),839,not aligned,-1,-1,137516,137701,,"  I wish you had been with us yesterday, for then you might
have decided between us; and I am sure you would have thought as I did,
unless you had been determined to give it against me."""
"""Charles may say what he pleases,"" cried Mary to Anne, as soon as he was out of the room, ""but it would be shocking to have Henrietta marry Charles Hayter; a very bad thing for her, and still worse for me; and therefore it is very much to be wished that Captain Wentworth may soon put him quite out of her head, and I have very little doubt that he has. She took hardly any notice of Charles Hayter yesterday. I wish you had been there to see her behaviour. And as to Captain Wentworth's liking Louisa as well as Henrietta, it is nonsense to say so; for he certainly does like Henrietta a great deal the best. But Charles is so positive!",(No direct equivalent in text),840,not aligned,-1,-1,136876,137516,,"Charles may say what he pleases,"" cried Mary to Anne, as soon as he
was out of the room, ""but it would be shocking to have Henrietta marry
Charles Hayter; a very bad thing for her, and still worse for me; and
therefore it is very much to be wished that Captain Wentworth may soon
put him quite out of her head, and I have very little doubt that he
has.  She took hardly any notice of Charles Hayter yesterday.  I wish
you had been there to see her behaviour.  And as to Captain Wentworth's
liking Louisa as well as Henrietta, it is nonsense to say so; for he
certainly does like Henrietta a great deal the best.  But Charles is so
positive! "
and Captain Wentworth returned to his window.,(No direct equivalent in text),856,not aligned,-1,-1,142566,142611,,"and Captain Wentworth returned to his window.
"
"She hoped, on turning her head, to see the master of the house;",(No direct equivalent in text),860,not aligned,-1,-1,141976,142039,,"She hoped, on turning her head, to see the master of the
house; "
"She could only hang over little Charles, with most disordered feelings.",(No direct equivalent in text),869,not aligned,-1,-1,144070,144141,,"She could only hang over little Charles,
with most disordered feelings. "
"It was a very fine November day, and the Miss Musgroves came through the little grounds, and stopped for no other purpose than to say, that they were going to take a long walk, and therefore concluded Mary could not like to go with them;",(No direct equivalent in text),893,not aligned,-1,-1,147770,148007,,"It was a very fine November day, and the Miss Musgroves came through
the little grounds, and stopped for no other purpose than to say, that
they were going to take a long walk, and therefore concluded Mary could
not like to go with them; "
"She turned through the same gate, but could not see them.",(No direct equivalent in text),900,not aligned,-1,-1,155377,155434,,"She turned through the same gate, but could not see them.
"
"The brow of the hill, where they remained, was a cheerful spot: Louisa returned; and Mary, finding a comfortable seat for herself on the step of a stile, was very well satisfied so long as the others all stood about her; but when Louisa drew Captain Wentworth away, to try for a gleaning of nuts in an adjoining hedge-row, and they were gone by degrees quite out of sight and sound, Mary was happy no longer; she quarrelled with her own seat, was sure Louisa had got a much better somewhere, and nothing could prevent her from going to look for a better also.",(No direct equivalent in text),909,not aligned,-1,-1,154816,155375,,"The brow of the hill, where they remained, was a cheerful spot: Louisa
returned; and Mary, finding a comfortable seat for herself on the step
of a stile, was very well satisfied so long as the others all stood
about her; but when Louisa drew Captain Wentworth away, to try for a
gleaning of nuts in an adjoining hedge-row, and they were gone by
degrees quite out of sight and sound, Mary was happy no longer; she
quarrelled with her own seat, was sure Louisa had got a much better
somewhere, and nothing could prevent her from going to look for a
better also. "
"Mary sat down for a moment, but it would not do; she was sure Louisa had found a better seat somewhere else, and she would go on till she overtook her.",(No direct equivalent in text),911,not aligned,-1,-1,155581,155732,,"Mary sat down for a moment, but it would not do; she was
sure Louisa had found a better seat somewhere else, and she would go on
till she overtook her.
"
"Anne, really tired herself, was glad to sit down; and she very soon heard Captain Wentworth and Louisa in the hedge-row, behind her, as if making their way back along the rough, wild sort of channel, down the centre.",(No direct equivalent in text),912,not aligned,-1,-1,155734,155950,,"Anne, really tired herself, was glad to sit down; and she very soon
heard Captain Wentworth and Louisa in the hedge-row, behind her, as if
making their way back along the rough, wild sort of channel, down the
centre. "
'I wish she had accepted him.',(No direct equivalent in text),957,not aligned,-1,-1,159469,159497,,"I wish she had
accepted him. "
