eng,fr,id,llm alignment result
"Upon my word, Basil, I didn t know you were so vain; and I really can t see any resemblance between you, with your rugged strong face and your coal-black hair, and this young Adonis, who looks as if he was made out of ivory and rose-leaves.","Sur ma parole, Basil, je ne vous savais pas si vain ; je ne vois vraiment pas de ressemblance entre vous, avec votre rude et forte figure, votre chevelure noire comme du charbon et ce jeune Adonis qui a l'air fait d'ivoire et de feuilles de roses.",60,aligned
"Why, my dear Basil, he is a Narcissus, and you well, of course you have an intellectual expression and all that.","Car, mon cher, c'est Narcisse lui-meme, tandis que vous !... ~~~ Il est evident que votre face respire l'intelligence et le reste...",61,aligned
"But beauty, real beauty, ends where an intellectual expression begins.","Mais la beaute, la reelle beaute finit ou commence l'expression intellectuelle.",62,aligned
"Intellect is in itself a mode of exaggeration, and destroys the harmony of any face.","L'intellectualite est en elle-meme un mode d'exageration, et detruit l'harmonie de n'importe quelle face.",63,aligned
"The moment one sits down to think, one becomes all nose, or all forehead, or something horrid.","Au moment ou l'on s'assoit pour penser, on devient tout nez, ou tout front, ou quelque chose d'horrible.",64,aligned
Look at the successful men in any of the learned professions. ~~~ How perfectly hideous they are!,"Voyez les hommes ayant reussi dans une profession savante, combien ils sont parfaitement hideux !",65,aligned
"Except, of course, in the Church.","Excepte, naturellement, dans l'Eglise.",66,aligned
But then in the Church they don t think.,"Mais dans l'Eglise, ils ne pensent point.",67,aligned
"A bishop keeps on saying at the age of eighty what he was told to say when he was a boy of eighteen, and as a natural consequence he always looks absolutely delightful.",Un eveque dit a l'age de quatre-vingts ans ce qu'on lui apprit a dire a dix-huit et la consequence naturelle en est qu'il a toujours l'air charmant.,68,aligned
"Your mysterious young friend, whose name you have never told me, but whose picture really fascinates me, never thinks.","Votre mysterieux jeune ami dont vous ne m'avez jamais dit le nom, mais dont le portrait me fascine reellement, n'a jamais pense.",69,aligned
I feel quite sure of that.,Je suis sur de cela.,70,not aligned
"He is some brainless beautiful creature who should be always here in winter when we have no flowers to look at, and always here in summer when we want something to chill our intelligence.","C'est une admirable creature sans cervelle qui pourrait toujours ici nous remplacer en hiver les fleurs absentes, et nous rafraichir l'intelligence en ete.",71,aligned
"Don t flatter yourself, Basil: you are not in the least like him.""","Ne vous flattez pas, Basil : vous ne lui ressemblez pas le moins du monde.",72,aligned
"""You don t understand me, Harry,"" answered the artist.","-- Vous ne me comprenez point, Harry, repondit l'artiste.",73,aligned
"""Of course I am not like him. ~~~ I know that perfectly well.",Je sais bien que je ne lui ressemble pas ; je le sais parfaitement bien.,74,aligned
"Indeed, I should be sorry to look like him.",Je serais meme fache de lui ressembler.,75,aligned
You shrug your shoulders?,Vous levez les epaules ?...,76,aligned
I am telling you the truth.,Je vous dis la verite.,77,aligned
"There is a fatality about all physical and intellectual distinction, the sort of fatality that seems to dog through history the faltering steps of kings.","Une fatalite pese sur les distinctions physiques et intellectuelles, cette sorte de fatalite qui suit a la piste a travers l'histoire les faux pas des rois.",78,aligned
It is better not to be different from one s fellows.,Il vaut mieux ne pas etre different de ses contemporains.,79,aligned
The ugly and the stupid have the best of it in this world.,Les laids et les sots sont les mieux partages sous ce rapport dans ce monde.,80,aligned
They can sit at their ease and gape at the play.,Ils peuvent s'asseoir a leur aise et bailler au spectacle.,81,aligned
"If they know nothing of victory, they are at least spared the knowledge of defeat.","S'ils ne savent rien de la victoire, la connaissance de la defaite leur est epargnee.",82,aligned
"They live as we all should live undisturbed, indifferent, and without disquiet.","Ils vivent comme nous voudrions vivre, sans etre troubles, indifferents et tranquilles.",83,aligned
"They neither bring ruin upon others, nor ever receive it from alien hands.","Ils n'importunent personne, ni ne sont importunes.",84,not aligned
"Your rank and wealth, Harry; my brains, such as they are my art, whatever it may be worth; Dorian Gray s good looks we shall all suffer for what the gods have given us, suffer terribly."" ~~~ ""Dorian Gray? ~~~ Is that his name?""","Mais vous, avec votre rang et votre fortune, Harry, moi, avec mon cerveau tel qu'il est, mon art aussi imparfait qu'il puisse etre, Dorian Gray avec sa beaute, nous souffrirons tous pour ce que les dieux nous ont donne, nous souffrirons terriblement... -- Dorian Gray ?",85,aligned
"asked Lord Henry, walking across the studio towards Basil Hallward.","Est-ce son nom, demanda lord Henry, en allant vers Basil Hallward.",86,not aligned
"""Yes, that is his name.","-- Oui, c'est son nom.",87,aligned
"I didn t intend to tell it to you.""",Je n'avais pas l'intention de vous le dire.,88,not aligned
"""But why not?""",-- Et pourquoi ?,89,not aligned
,-- Oh !,90,not aligned
"""Oh, I can t explain.",je ne puis vous l'expliquer.,91,aligned
"When I like people immensely, I never tell their names to any one.","Quand j'aime quelqu'un intensement, je ne dis son nom a personne.",92,aligned
It is like surrendering a part of them.,C'est presque une trahison.,93,not aligned
I have grown to love secrecy.,J'ai appris a aimer le secret.,94,aligned
It seems to be the one thing that can make modern life mysterious or marvellous to us.,Il me semble que c'est la seule chose qui puisse nous faire la vie moderne mysterieuse ou merveilleuse.,95,aligned
The commonest thing is delightful if one only hides it.,La plus commune des choses nous parait exquise si quelqu'un nous la cache.,96,aligned
"When I leave town now I never tell my people where I am going. ~~~ If I did, I would lose all my pleasure.","Quand je quitte cette ville, je ne dis a personne ou je vais : en le faisant, je perdrais tout mon plaisir.",97,aligned
"It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one s life.","C'est une mauvaise habitude, je l'avoue, mais en quelque sorte, elle apporte dans la vie une part de romanesque...",98,aligned
"I suppose you think me awfully foolish about it?""",Je suis sur que vous devez me croire fou a m'entendre parler ainsi ?...,99,not aligned
"""Not at all,"" answered Lord Henry, ""not at all, my dear Basil.","-- Pas du tout, repondit lord Henry, pas du tout, mon cher Basil.",100,aligned
"You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties.",Vous semblez oublier que je suis marie et que le seul charme du mariage est qu'il fait une vie de deception absolument necessaire aux deux parties.,101,aligned
"I never know where my wife is, and my wife never knows what I am doing.","Je ne sais jamais ou est ma femme, et ma femme ne sait jamais ce que je fais.",102,aligned
"When we meet we do meet occasionally, when we dine out together, or go down to the Duke s we tell each other the most absurd stories with the most serious faces.","Quand nous nous rencontrons -- et nous nous rencontrons de temps a autre, quand nous dinons ensemble dehors, ou que nous allons chez le duc -- nous nous contons les plus absurdes histoires de l'air le plus serieux du monde.",103,aligned
"My wife is very good at it much better, in fact, than I am.","Dans cet ordre d'idees, ma femme m'est superieure.",104,not aligned
"She never gets confused over her dates, and I always do. ~~~ But when she does find me out, she makes no row at all. ~~~ I sometimes wish she would; but she merely laughs at me.""","Elle n'est jamais embarrassee pour les dates, et je le suis toujours ; quand elle s'en rend compte, elle ne me fait point de scene ; parfois je desirerais qu'elle m'en fit ; mais elle se contente de me rire au nez.",105,aligned
"""I hate the way you talk about your married life, Harry,"" said Basil Hallward, strolling towards the door that led into the garden.","-- Je n'aime pas cette facon de parler de votre vie conjugale, Harry, dit Basil Hallward en allant vers la porte conduisant au jardin.",106,aligned
"""I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues.",Je vous crois un tres bon mari honteux de ses propres vertus.,107,aligned
You are an extraordinary fellow.,Vous etes un etre vraiment extraordinaire.,108,aligned
"You never say a moral thing, and you never do a wrong thing.","Vous ne dites jamais une chose morale, et jamais vous ne faites une chose mauvaise.",109,not aligned
"Your cynicism is simply a pose.""",Votre cynisme est simplement une pose.,110,aligned
"""Being natural is simply a pose, and the most irritating pose I know,"" cried Lord Henry, laughing; and the two young men went out into the garden together and ensconced themselves on a long bamboo seat that stood in the shade of a tall laurel bush.","-- Etre naturel est aussi une pose, et la plus irritante que je connaisse, s'exclama en riant lord Henry. ~~~ Les deux jeunes gens s'en allerent ensemble dans le jardin et s'assirent sur un long siege de bambou pose a l'ombre d'un buisson de lauriers.",111,aligned
"The sunlight slipped over the polished leaves. ~~~ In the grass, white daisies were tremulous.",Le soleil glissait sur les feuilles polies ; de blanches marguerites tremblaient sur le gazon.,112,aligned
"After a pause, Lord Henry pulled out his watch.","Apres un silence, lord Henry tira sa montre.",113,aligned
"""I am afraid I must be going, Basil,"" he murmured, ""and before I go, I insist on your answering a question I put to you some time ago.""","-- Je dois m'en aller, Basil, murmura-t-il, mais avant de partir, j'aimerais avoir une reponse a la question que je vous ai posee tout a l'heure.",114,aligned
"""What is that?""",-- Quelle question ?,115,not aligned
"said the painter, keeping his eyes fixed on the ground.","dit le peintre, restant les yeux fixes a terre.",116,aligned
"""You know quite well."" ~~~ ""I do not, Harry.""","-- Vous la savez... -- Mais non, Harry.",117,not aligned
"""Well, I will tell you what it is.","-- Bien, je vais vous la redire.",118,aligned
I want you to explain to me why you won t exhibit Dorian Gray s picture.,J'ai besoin que vous m'expliquiez pourquoi vous ne voulez pas exposer le portrait de Dorian Gray.,119,aligned
"I want the real reason.""",Je desire en connaitre la vraie raison.,120,aligned
"""I told you the real reason.""",-- Je vous l'ai dite.,121,not aligned
"""No, you did not.",-- Non pas.,122,not aligned
"You said it was because there was too much of yourself in it. ~~~ Now, that is childish.""",Vous m'avez dit que c'etait parce qu'il y avait beaucoup trop de vous-meme dans ce portrait.,123,aligned
"""Harry,"" said Basil Hallward, looking him straight in the face, ""every portrait that is painted with feeling is a portrait of the artist, not of the sitter.","Cela est enfantin... -- Harry, dit Basil Hallward, le regardant droit dans les yeux, tout portrait peint comprehensivement est un portrait de l'artiste, non du modele.",124,aligned
"The sitter is merely the accident, the occasion.","Le modele est purement l'accident, l'occasion.",125,aligned
"It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself.","Ce n'est pas lui qui est revele par le peintre ; c'est plutot le peintre qui, sur la toile coloree, se revele lui-meme.",126,aligned
"The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul.""",La raison pour laquelle je n'exhiberai pas ce portrait consiste dans la terreur que j'ai de montrer par lui le secret de mon ame !,127,aligned
"Lord Henry laughed. ~~~ ""And what is that?""",Lord Henry se mit a rire... -- Et quel est-il ?,128,aligned
"he asked. ~~~ ""I will tell you,"" said Hallward; but an expression of perplexity came over his face.","-- Je vous le dirai, repondit Hallward, la figure assombrie.",129,not aligned
"""I am all expectation, Basil,"" continued his companion, glancing at him.","-- Je suis tout oreilles, Basil, continua son compagnon. ~~~ -- Oh !",130,not aligned
"""Oh, there is really very little to tell, Harry,"" answered the painter; ""and I am afraid you will hardly understand it.","c'est vraiment peu de chose, Harry, repartit le peintre, et je crois bien que vous ne le comprendrez point.",131,aligned
"Perhaps you will hardly believe it.""",Peut-etre a peine le croirez-vous...,132,aligned
"Lord Henry smiled, and leaning down, plucked a pink-petalled daisy from the grass and examined it. ~~~ ""I am quite sure I shall understand it,"" he replied, gazing intently at the little golden, white-feathered disk, ""and as for believing things, I can believe anything, provided that it is quite incredible.""","Lord Henry sourit ; se baissant, il cueillit dans le gazon une marguerite aux petales roses et l'examinant : -- Je suis tout a fait sur que je comprendrai cela, dit-il, en regardant attentivement le petit disque dore, aux petales blancs, et quant a croire aux choses, je les crois toutes, pourvu qu'elles soient incroyables.",133,aligned
"The wind shook some blossoms from the trees, and the heavy lilac-blooms, with their clustering stars, moved to and fro in the languid air.",Le vent detacha quelques fleurs des arbustes et les lourdes grappes de lilas se balancerent dans l'air languide.,134,aligned
"A grasshopper began to chirrup by the wall, and like a blue thread a long thin dragon-fly floated past on its brown gauze wings.","Une cigale stridula pres du mur, et, comme un fil bleu, passa une longue et mince libellule dont on entendit fremir les brunes ailes de gaze.",135,not aligned
"Lord Henry felt as if he could hear Basil Hallward s heart beating, and wondered what was coming.","Lord Henry restait silencieux comme s'il avait voulu percevoir les battements du coeur de Basil Hallward, se demandant ce qui allait se passer.",136,aligned
,"-- Voici l'histoire, dit le peintre apres un temps.",137,not aligned
"""The story is simply this,"" said the painter after some time.","Il y a deux mois, j'allais en soiree chez Lady Brandon.",138,not aligned
"""Two months ago I went to a crush at Lady Brandon s. You know we poor artists have to show ourselves in society from time to time, just to remind the public that we are not savages.","Vous savez que nous autres, pauvres artistes, nous avons a nous montrer dans le monde de temps a autre, juste assez pour prouver que nous ne sommes pas des sauvages.",139,aligned
"With an evening coat and a white tie, as you told me once, anybody, even a stock-broker, can gain a reputation for being civilized.","Avec un habit et une cravate blanche, tout le monde, meme un agent de change, peut en arriver a avoir la reputation d'un etre civilise.",140,aligned
"Well, after I had been in the room about ten minutes, talking to huge overdressed dowagers and tedious academicians, I suddenly became conscious that some one was looking at me.","J'etais donc dans le salon depuis une dizaine de minutes, causant avec des douairieres lourdement parees ou de fastidieux academiciens, quand soudain je percus obscurement que quelqu'un m'observait.",141,aligned
I turned half-way round and saw Dorian Gray for the first time.,"Je me tournai a demi et pour la premiere fois, je vis Dorian Gray.",142,aligned
"When our eyes met, I felt that I was growing pale.",Nos yeux se rencontrerent et je me sentis palir.,143,aligned
A curious sensation of terror came over me.,Une singuliere terreur me poignit...,144,aligned
"I knew that I had come face to face with some one whose mere personality was so fascinating that, if I allowed it to do so, it would absorb my whole nature, my whole soul, my very art itself.","Je compris que j'etais en face de quelqu'un dont la simple personnalite etait si fascinante que, si je me laissais faire, elle m'absorberait en entier, moi, ma nature, mon ame et mon talent meme.",145,aligned
I did not want any external influence in my life.,Je ne veux aucune ingerence exterieure dans mon existence.,146,not aligned
"You know yourself, Harry, how independent I am by nature.","Vous savez, Harry, combien ma vie est independante.",147,not aligned
"I have always been my own master; had at least always been so, till I met Dorian Gray.","J'ai toujours ete mon maitre -- je l'avais, tout au moins toujours ete, jusqu'au jour de ma rencontre avec Dorian Gray.",148,aligned
Then but I don t know how to explain it to you.,Alors... mais je ne sais comment vous expliquer ceci...,149,aligned
Something seemed to tell me that I was on the verge of a terrible crisis in my life.,Quelque chose semblait me dire que ma vie allait traverser une crise terrible.,150,aligned
I had a strange feeling that fate had in store for me exquisite joys and exquisite sorrows.,J'eus l'etrange sensation que le destin me reservait d'exquises joies et des chagrins exquis.,151,aligned
I grew afraid and turned to quit the room.,Je m'effrayai et me disposai a quitter le salon.,152,aligned
It was not conscience that made me do so: it was a sort of cowardice.,"Ce n'est pas ma conscience qui me faisait agir ainsi, il y avait une sorte de lachete dans mon action.",153,aligned
"I take no credit to myself for trying to escape.""",Je ne vis point d'autre issue pour m'echapper.,154,not aligned
"""Conscience and cowardice are really the same things, Basil.","-- La conscience et la lachete sont reellement les memes choses, Basil.",155,aligned
Conscience is the trade-name of the firm.,La conscience est le surnom de la fermete.,156,not aligned
"That is all.""",C'est tout.,157,aligned
"""I don t believe that, Harry, and I don t believe you do either.","-- Je ne crois pas cela, Harry, et je pense que vous ne le croyez pas non plus.",158,aligned
"However, whatever was my motive and it may have been pride, for I used to be very proud I certainly struggled to the door.","Cependant, quel qu'en fut alors le motif -- c'etait peut-etre l'orgueil, car je suis tres orgueilleux -- je me precipitai vers la porte.",159,not aligned
"There, of course, I stumbled against Lady Brandon.","La, naturellement, je me heurtai contre lady Brandon.",160,aligned
"You are not going to run away so soon, Mr. Hallward? ~~~ she screamed out. ~~~ You know her curiously shrill voice?""","<< Vous n'avez pas l'intention de partir si vite, M. Hallward >> s'ecria-t-elle... Vous connaissez le timbre aigu de sa voix ?...",161,not aligned
"""Yes; she is a peacock in everything but beauty,"" said Lord Henry, pulling the daisy to bits with his long nervous fingers. ~~~ ""I could not get rid of her.","-- Oui, elle me fait l'effet d'etre un paon en toutes choses, excepte en beaute, dit lord Henry, effeuillant la marguerite de ses longs doigts nerveux... -- Je ne pus me debarrasser d'elle.",162,aligned
"She brought me up to royalties, and people with stars and garters, and elderly ladies with gigantic tiaras and parrot noses.","Elle me presenta a des Altesses, et a des personnes portant Etoiles et Jarretieres, a des dames mures, affublees de tiares gigantesques et de nez de perroquets...",163,aligned
She spoke of me as her dearest friend.,Elle parla de moi comme de son meilleur ami.,164,aligned
"I had only met her once before, but she took it into her head to lionize me.","Je l'avais seulement rencontree une fois auparavant, mais elle s'etait mis en tete de me lancer.",165,not aligned
"I believe some picture of mine had made a great success at the time, at least had been chattered about in the penny newspapers, which is the nineteenth-century standard of immortality.","Je crois que l'un de mes tableaux avait alors un grand succes et qu'on en parlait dans les journaux de deux sous qui sont, comme vous le savez, les etendards d'immortalite du dix-neuvieme siecle.",166,aligned
"Suddenly I found myself face to face with the young man whose personality had so strangely stirred me. ~~~ We were quite close, almost touching.","Soudain, je me trouvai face a face avec le jeune homme dont la personnalite m'avait si singulierement intrigue ; nous nous touchions presque ; de nouveau nos regards se rencontrerent.",167,aligned
"Our eyes met again. ~~~ It was reckless of me, but I asked Lady Brandon to introduce me to him.","Ce fut independant de ma volonte, mais je demandai a Lady Brandon de nous presenter l'un a l'autre.",168,not aligned
"Perhaps it was not so reckless, after all.",,169,not aligned
It was simply inevitable.,,170,not aligned
We would have spoken to each other without any introduction. ~~~ I am sure of that.,"Peut-etre apres tout, n'etait-ce pas si temeraire, mais simplement inevitable.",171,not aligned
"Dorian told me so afterwards. ~~~ He, too, felt that we were destined to know each other.""","Il est certain que nous nous serions parle sans presentation prealable ; j'en suis sur pour ma part, et Dorian plus tard me dit la meme chose ; il avait senti, lui aussi, que nous etions destines a nous connaitre.",172,aligned
"""And how did Lady Brandon describe this wonderful young man?"" ~~~ asked his companion.","-- Et comment lady Brandon vous parla-t-elle de ce merveilleux jeune homme, demanda l'ami.",173,aligned
"""I know she goes in for giving a rapid _pr cis_ of all her guests.",Je sais qu'elle a la marotte de donner un precis rapide de chacun de ses invites.,174,aligned
"I remember her bringing me up to a truculent and red-faced old gentleman covered all over with orders and ribbons, and hissing into my ear, in a tragic whisper which must have been perfectly audible to everybody in the room, the most astounding details. ~~~ I simply fled.","Je me souviens qu'elle me presenta une fois a un apoplectique et truculent gentleman, couvert d'ordres et de rubans, et sur lui me souffla a l'oreille, sur un mode tragique, les plus abasourdissants details, qui durent etre percus de chaque personne alors dans le salon.",175,aligned
I like to find out people for myself. ~~~ But Lady Brandon treats her guests exactly as an auctioneer treats his goods.,Cela me mit en fuite ; j'aime connaitre les gens par moi-meme... Lady Brandon traite exactement ses invites comme un commissaire-priseur ses marchandises.,176,aligned
