eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
"""Don't try to influence him.""","""n'essayez point de l'influencer ;""",349,aligned,31264,31297,-1,-1,n'essayez point de l'influencer ; ,
Don't take away from me the one person who gives to my art whatever charm it possesses: my life as an artist depends on him.,Ne m'enlevez pas la seule personne qui donne a mon art le charme qu'il peut posseder ; ma vie d'artiste depend de lui.,352,aligned,31396,31514,-1,-1,Ne m'enlevez pas la seule personne qui donne a mon art le charme qu'il peut posseder ; ma vie d'artiste depend de lui. ,
CHAPTER II.,(No direct equivalent in text),355,not aligned,-1,-1,28846,28857,,"CHAPTER II.
"
"He was looking worried, and when he heard Lord Henry's last remark, he glanced at him, hesitated for a moment, and then said, ""Harry, I want to finish this picture to-day.""","Il avait l'air ennuye ; quand il entendit la derniere remarque de lord Henry il le fixa... Il hesita un moment, puis se decidant : -- Harry, dit-il, j'ai besoin de finir ce portrait aujourd'hui.",381,aligned,34295,34490,-1,-1,"Il avait l'air ennuye ; quand il entendit la derniere remarque de lord Henry il le fixa... Il hesita un moment, puis se decidant :

-- Harry, dit-il, j'ai besoin de finir ce portrait aujourd'hui. ",
"You don't really mind, Basil, do you?""","Vous ne tenez pas absolument a ce que je m'en aille, Basil, n'est-ce pas ?",383,aligned,35081,35155,-1,-1,"Vous ne tenez pas absolument a ce que je m'en aille, Basil, n'est-ce pas ? ",
"""Oh, please don't, Lord Henry. I see that Basil is in one of his sulky moods, and I can't bear him when he sulks.","Oh ! non, je vous en prie, lord Henry. Je vois que Basil est dans de mauvaises dispositions et je ne puis le supporter quand il fait la tete...",386,aligned,34643,34786,-1,-1,"Oh ! non, je vous en prie, lord Henry. Je vois que Basil est dans de mauvaises dispositions et je ne puis le supporter quand il fait la tete... ",
"""I don't know that I shall tell you that, Mr. Gray. It is so tedious a subject that one would have to talk seriously about it.","Je ne sais ce que je dois vous repondre, M. Gray. C'est un sujet si assommant qu'on ne peut en parler que serieusement...",388,aligned,34884,35005,-1,-1,"Je ne sais ce que je dois vous repondre, M. Gray. C'est un sujet si assommant qu'on ne peut en parler que serieusement... ",
"And now, Dorian, get up on the platform, and don't move about too much, or pay any attention to what Lord Henry says.","Et maintenant, Dorian, montez sur la plate-forme ; ne bougez pas trop et tachez de n'apporter aucune attention a ce que vous dira lord Henry.",407,aligned,36481,36622,-1,-1,"Et maintenant, Dorian, montez sur la plate-forme ; ne bougez pas trop et tachez de n'apporter aucune attention a ce que vous dira lord Henry. ",
"""Because to influence a person is to give him one's own soul. He does not think his natural thoughts, or burn with his natural passions. His virtues are not real to him. His sins, if there are such things as sins, are borrowed.","-- Parce que je considere qu'influencer une personne, c'est lui donner un peu de sa propre ame. Elle ne pense plus avec ses pensees naturelles, elle ne brule plus avec ses passions naturelles. Ses vertus ne sont plus siennes. Ses peches, s'il y a quelque chose de semblable a des peches, sont empruntes.",413,aligned,37275,37578,-1,-1,"-- Parce que je considere qu'influencer une personne, c'est lui donner un peu de sa propre ame. Elle ne pense plus avec ses pensees naturelles, elle ne brule plus avec ses passions naturelles. Ses vertus ne sont plus siennes. Ses peches, s'il y a quelque chose de semblable a des peches, sont empruntes. ",
"""I don't think there will be any difficulty about that.",-- Je pense que cela s'arrangera tout seul...,415,aligned,36412,36457,-1,-1,-- Je pense que cela s'arrangera tout seul... ,
"Or, rather, let me try not to think.""",(No direct equivalent in text),446,not aligned,-1,-1,36737,36773,,"Or, rather, let me try not to think."""
Don't keep Dorian too long.,Ne me gardez pas Dorian trop longtemps.,487,aligned,43893,43932,-1,-1,Ne me gardez pas Dorian trop longtemps. ,
"""No, you don't feel it now. Some day, when you are old and wrinkled and ugly, when thought has seared your forehead with its lines, and passion branded your lips with its hideous fires, you will feel it, you will feel it terribly.""","'-- Vous ne vous en souciez pas... maintenant. Un jour viendra, quand vous serez vieux, ride, laid, quand la pensee aura marque votre front de sa griffe, et la passion fletri vos levres de stigmates hideux, un jour viendra, dis-je, ou vous vous en soucierez amerement.'",518,aligned,46534,46801,-1,-1,"-- Vous ne vous en souciez pas... maintenant. Un jour viendra, quand vous serez vieux, ride, laid, quand la pensee aura marque votre front de sa griffe, et la passion fletri vos levres de stigmates hideux, un jour viendra, dis-je, ou vous vous en soucierez amerement. ",
"""I don't feel that, Lord Henry.""",(No direct equivalent in text),519,not aligned,-1,-1,-1,-1,,
"""You smile? Ah! when you have lost it you won't smile....""",'vous souriez ?... Ah ! vous ne sourirez plus quand vous l'aurez perdue...',524,aligned,47348,47421,-1,-1,vous souriez ?... Ah ! vous ne sourirez plus quand vous l'aurez perdue... ,
"""You have a wonderfully beautiful face, Mr. Gray. Don't frown.""","'Vous avez une figure adorablement belle, M. Gray... Ne vous fachez point, vous l'avez...'",530,aligned,46879,46967,-1,-1,"Vous avez une figure adorablement belle, M. Gray... Ne vous fachez point, vous l'avez... ",
"""As they entered the studio, Dorian Gray put his hand upon Lord Henry's arm.""","'Comme ils entraient dans l'atelier, Dorian Gray mit sa main sur le bras de lord Harry :'",582,aligned,51764,51851,-1,-1,"Comme ils entraient dans l'atelier, Dorian Gray mit sa main sur le bras de lord Harry :
",
"""Don't you like it?"" cried Hallward at last, stung a little by the lad's silence, not understanding what it meant.","-- Aimez-vous cela, cria enfin Hallward, quelque peu etonne du silence de l'adolescent, qu'il ne comprenait pas...",615,aligned,54824,54938,-1,-1,"-- Aimez-vous cela, cria enfin Hallward, quelque peu etonne du silence de l'adolescent, qu'il ne comprenait pas...
",
"""Of course he likes it,"" said Lord Henry. ""Who wouldn't like it? It is one of the greatest things in modern art.""","-- Naturellement, il l'aime, dit lord Henry. Pourquoi ne l'aimerait-il pas. C'est une des plus nobles choses de l'art contemporain.",622,aligned,54940,55071,-1,-1,"-- Naturellement, il l'aime, dit lord Henry. Pourquoi ne l'aimerait-il pas. C'est une des plus nobles choses de l'art contemporain. ",
"""I should object very strongly, Harry,"" said Hallward.",(No direct equivalent in text),626,not aligned,-1,-1,51226,51279,,"I should object very strongly, Harry,"" said Hallward.
"
"""It would be rather hard lines on your work.""","""Eh ! ~~~ eh ! je m'y opposerais d'ailleurs, dit le peintre."" (No direct equivalent in text, but closest in meaning and context)",627,aligned,-1,-1,51179,51222,,"It would be rather hard lines on your work."""
"""Dorian's, of course,"" answered the painter.","""A Dorian, pardieu ! repondit le peintre.""",635,aligned,55218,55258,-1,-1,"A Dorian, pardieu ! repondit le peintre.
",
He seemed quite angry.,C'est vrai qu'il semblait desole ; sa face etait toute rouge et ses joues allumees.  (Note: This is a partial alignment.  The French sentence describes his appearance more than his emotional state.),641,aligned,-1,-1,51566,51588,,He seemed quite angry. 
His face was flushed and his cheeks burning.,C'est vrai qu'il semblait desole ; sa face etait toute rouge et ses joues allumees. (Note: This is a partial alignment. The French sentence describes his appearance more than his emotional state.),642,aligned,-1,-1,51589,51633,,"His face was flushed
and his cheeks burning.
"
"""don't talk like that.""","""ne parlez pas ainsi !""",653,aligned,56901,56922,-1,-1,ne parlez pas ainsi ! ,
"""Harry, I can't quarrel with my two best friends at once, but between you both you have made me hate the finest piece of work I have ever done, and I will destroy it.""","-- Harry, je ne veux pas me quereller maintenant avec mes deux meilleurs amis, mais par votre faute a tous les deux, vous me faites detester ce que j'ai jamais fait de mieux et je vais l'aneantir.",660,aligned,58052,58248,-1,-1,"-- Harry, je ne veux pas me quereller maintenant avec mes deux meilleurs amis, mais par votre faute a tous les deux, vous me faites detester ce que j'ai jamais fait de mieux et je vais l'aneantir. ",
"""I stayed when you asked me,"" was Lord Henry's answer.","-- Je suis reste parce que vous me l'avez demande, riposta lord Henry.",661,aligned,57980,58050,-1,-1,"-- Je suis reste parce que vous me l'avez demande, riposta lord Henry.
",
"""Don't, Basil, don't!""","-- Basil, je vous en prie !...",680,aligned,58934,58964,-1,-1,"-- Basil, je vous en prie !... ",
"""And you know you have been a little silly, Mr. Gray, and that you don't really object to being reminded that you are extremely young.""","-- Et vous savez aussi que vous avez ete un petit peu mechant, M. Gray, et que vous ne pouvez vous revolter quand on vous fait souvenir que vous etes extremement jeune.",698,aligned,60446,60614,-1,-1,"-- Et vous savez aussi que vous avez ete un petit peu mechant, M. Gray, et que vous ne pouvez vous revolter quand on vous fait souvenir que vous etes extremement jeune.
",
"""and I don't allow people to call me a silly boy.""",et je ne permets a personne de m'appeler un mechant garcon...,700,aligned,60285,60346,-1,-1,"et je ne permets a personne de m'appeler un mechant garcon...
",
"This silly boy doesn't really want it, and I really do.",Ce mechant garcon n'en a pas aussi reellement besoin que moi...,708,aligned,60113,60176,-1,-1,"Ce mechant garcon n'en a pas aussi reellement besoin que moi...
",
"'""It is such a bore putting on one's dress-clothes,"" muttered Hallward.'","'-- C'est assommant de passer un habit, ajouta Hallward ;'",718,aligned,61550,61606,-1,-1,"-- C'est assommant de passer un habit, ajouta Hallward ; ",
"'I have promised to dine at White's, but it is only with an old friend, so I can send him a wire to say that I am ill, or that I am prevented from coming in consequence of a subsequent engagement.'","'-- J'ai promis de diner chez White, mais comme c'est un vieil ami, je puis lui envoyer un telegramme pour lui dire que je suis indispose, ou que je suis empeche de venir par suite d'un engagement posterieur.'",720,aligned,61248,61455,-1,-1,"-- J'ai promis de diner chez White, mais comme c'est un vieil ami, je puis lui envoyer un telegramme pour lui dire que je suis indispose, ou que je suis empeche de venir par suite d'un engagement posterieur. ",
"The painter bit his lip and walked over, cup in hand, to the picture.","'-- Le peintre se mordit les levres et, la tasse a la main, il se dirigea vers le portrait.'",729,aligned,-1,-1,57176,57245,,"The painter bit his lip and walked over, cup in hand, to the picture.
"
"""I can't, really. I would sooner not. I have a lot of work to do.""","'-- Je ne puis pas, vraiment... Je prefere rester, j'ai un tas de choses a faire.'",734,aligned,62153,62233,-1,-1,"-- Je ne puis pas, vraiment... Je prefere rester, j'ai un tas de choses a faire.
",
"""Then you shall come; and you will come, too, Basil, won't you?""","'-- Eh bien, venez, et vous aussi, n'est-ce pas, Basil.'",735,aligned,62097,62151,-1,-1,"-- Eh bien, venez, et vous aussi, n'est-ce pas, Basil.
",
"""Am I really like that?""",'-- Suis-je reellement comme cela ?',737,aligned,-1,-1,57387,57409,,"Am I really like that?"""
"""Yes, Basil?""","""-- Moi non plus, Basil."" (Partial Match - implies agreement, not direct answer)",767,aligned,-1,-1,58658,58669,,"Yes, Basil?"""
"""You won't forget?""","""-- Vous n'oublierez pas...""",768,aligned,63941,63967,-1,-1,"-- Vous n'oublierez pas...
",
~~~ CHAPTER III.,(No direct equivalent in text),775,not aligned,-1,-1,59091,59108,,"




CHAPTER III.
"
"""But I don't want money.""",'mais je n'ai pas besoin d'argent.',794,aligned,67222,67255,-1,-1,mais je n'ai pas besoin d'argent. ,
He is the last Lord Kelso's grandson.,C'est le dernier petit-fils de lord Kelso.,808,aligned,68420,68462,-1,-1,C'est le dernier petit-fils de lord Kelso. ,
I didn't dare show my face at Court for a month.,Un mois durant je n'osais me montrer a la Cour.,850,aligned,70627,70674,-1,-1,Un mois durant je n'osais me montrer a la Cour. ,
"""I don't know,"" answered Lord Henry.","-- Je ne sais, repondit lord Henry.",851,aligned,70737,70772,-1,-1,"-- Je ne sais, repondit lord Henry. ",
"She laughed at him, and there wasn't a girl in London at the time who wasn't after him.","Elle lui rit au nez, et cependant, pas une fille de Londres qui ne courut apres lui.",860,aligned,71354,71438,-1,-1,"Elle lui rit au nez, et cependant, pas une fille de Londres qui ne courut apres lui. ",
"""Has she got any?""",'a-t-elle beaucoup d\'argent !',874,aligned,-1,-1,66059,66075,,"Has she got any?"""
"""I don't think Dartmoor has a chance.""",'je crois que Dartmoor n'a guere de chances.',877,aligned,72097,72140,-1,-1,"je crois que Dartmoor n'a guere de chances.
",
"""At Aunt Agatha's. I have asked myself and Mr. Gray. He is her latest _prot g_.""","'-- Chez tante Agathe. Je me suis invite avec M. Gray, c'est son dernier protege.'",894,aligned,73278,73358,-1,-1,"-- Chez tante Agathe. Je me suis invite avec M. Gray, c'est son dernier protege.
",
"He found that he had passed his aunt's some distance, and, smiling to himself, turned back.","Il s'apercut qu'il avait depasse la maison de sa tante, et souriant en lui-meme, il revint sur ses pas.",935,aligned,77491,77594,-1,-1,"Il s'apercut qu'il avait depasse la maison de sa tante, et souriant en lui-meme, il revint sur ses pas. ",
"""Don't mind him, my dear,"" whispered Lady Agatha.","-- Ne faites pas attention a lui, ma chere, murmura lady Agathe,",954,aligned,80230,80294,-1,-1,"-- Ne faites pas attention a lui, ma chere, murmura lady Agathe, ",
"""I am afraid that your nephew is prejudiced against that great country,"" he said to Lady Agatha.","J'ai peur que votre neveu ne soit prevenu contre ce grand pays, dit-il a lady Agathe.",975,aligned,-1,-1,74730,74825,,"I am afraid that your nephew is prejudiced against
that great country,"" he said to Lady Agatha. "
"The less said about life's sores, the better.","Moins on parle des plaies sociales, mieux cela vaut.",1007,aligned,83785,83837,-1,-1,"Moins on parle des plaies sociales, mieux cela vaut.
",
"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.""",Aujourd'hui beaucoup de gens meurent d'un bon sens terre a terre et s'apercoivent trop tard que les seules choses qu'ils regrettent sont leurs propres erreurs.,1037,aligned,86093,86252,-1,-1,"Aujourd'hui beaucoup de gens meurent d'un bon sens terre a terre et s'apercoivent trop tard que les seules choses qu'ils regrettent sont leurs propres erreurs.
",
"""A dangerous theory!"" came from Sir Thomas's tight lips.","'-- Une dangereuse theorie prononca sir Thomas, les levres pincees.",1038,aligned,85867,85933,-1,-1,"-- Une dangereuse theorie prononca sir Thomas, les levres pincees.
",
"If I am late he is sure to be furious, and I couldn't have a scene in this bonnet.""","Si je suis en retard il sera surement furieux, et je ne puis avoir une scene avec ce chapeau.",1054,aligned,87965,88058,-1,-1,"Si je suis en retard il sera surement furieux, et je ne puis avoir une scene avec ce chapeau. ",
"""I must go. I have to call for my husband at the club, to take him to some absurd meeting at Willis's Rooms, where he is going to be in the chair.","Il faut que je parte ; je dois rejoindre mon mari au club pour aller a un absurde meeting, qu'il doit presider aux Willis's Rooms.",1055,aligned,87834,87964,-1,-1,"Il faut que je parte ; je dois rejoindre mon mari au club pour aller a un absurde meeting, qu'il doit presider aux Willis's Rooms. ",
I am sure I don't know what to say about your views.,Je ne sais que dire de vos idees.,1059,aligned,88253,88286,-1,-1,Je ne sais que dire de vos idees. ,
"""You talk books away,"" he said; ""why don't you write one?""","-- Vous parlez comme un livre, dit-il, pourquoi n'en ecrivez-vous pas ?",1068,aligned,88747,88818,-1,-1,"-- Vous parlez comme un livre, dit-il, pourquoi n'en ecrivez-vous pas ?
",
"""Do let me.""",'Voulez-vous...',1092,aligned,-1,-1,83549,83559,,"Do let
me. "
"Dorian smiled and shook his head: ""I am afraid I don't think so, Lady Henry.",Dorian sourit en secouant la tete.,1131,aligned,93945,93979,-1,-1,"Dorian sourit en secouant la tete.
",
"If one hears bad music, it is one's duty to drown it in conversation.""","Si l'on en entend de mauvaise, c'est un devoir de la couvrir par le bruit d'une conversation.",1133,aligned,94107,94200,-1,-1,"Si l'on en entend de mauvaise, c'est un devoir de la couvrir par le bruit d'une conversation.
",
I have simply worshipped pianists.,J'ai un culte pour les pianistes simplement.,1139,aligned,94483,94527,-1,-1,J'ai un culte pour les pianistes simplement. ,
I don't know what it is about them.,Je ne sais ce qu'ils etaient.,1141,aligned,94587,94616,-1,-1,Je ne sais ce qu'ils etaient. ,
"Makes it quite cosmopolitan, doesn't it?",(No direct equivalent in text),1144,not aligned,-1,-1,-1,-1,,
"I can't afford orchids, but I spare no expense in foreigners.","Je ne puis point offrir d'orchidees, mais je n'epargne aucune depense pour avoir des etrangers.",1147,aligned,94905,95000,-1,-1,"Je ne puis point offrir d'orchidees, mais je n'epargne aucune depense pour avoir des etrangers. ",
They make one's rooms look so picturesque.,Ils vous font une chambree si pittoresque...,1148,aligned,95001,95045,-1,-1,Ils vous font une chambree si pittoresque... ,
"They all are, ain't they? Even those that are born in England become foreigners after a time, don't they?","Ils le sont tous, et meme ceux qui sont nes en Angleterre le deviennent bientot, n'est-il pas vrai ?",1152,aligned,94642,94742,-1,-1,"Ils le sont tous, et meme ceux qui sont nes en Angleterre le deviennent bientot, n'est-il pas vrai ? ",
"""I don't think I am likely to marry, Harry. I am too much in love.""","""Je ne crois pas que je sois en train de me marier, Harry. Je suis trop amoureux.""",1174,aligned,96673,96753,-1,-1,"Je ne crois pas que je sois en train de me marier, Harry. Je suis trop amoureux. ",
"As for conversation, there are only five women in London worth talking to, and two of these can't be admitted into decent society.","Quant a la conversation, il n'y a que cinq femmes dans Londres qui vaillent la peine qu'on leur parle, et deux d'entre elles ne peuvent etre recues dans une societe qui se respecte.",1205,aligned,98318,98499,-1,-1,"Quant a la conversation, il n'y a que cinq femmes dans Londres qui vaillent la peine qu'on leur parle, et deux d'entre elles ne peuvent etre recues dans une societe qui se respecte. ",
"""I will tell you, Harry, but you mustn't be unsympathetic about it.""","'-- Je vous le dirai, Harry ; mais il ne faut pas vous moquer de moi...'",1214,aligned,98743,98813,-1,-1,"-- Je vous le dirai, Harry ; mais il ne faut pas vous moquer de moi... ",
"""Do you think my nature so shallow?""","""Me croyez-vous d'une nature si futile?""",1244,aligned,-1,-1,93174,93208,,"Do you think my nature so shallow?"""
And her voice! I never heard such a voice.,Et sa voix ! jamais je n'ai entendu une pareille voix.,1280,aligned,104772,104826,-1,-1,Et sa voix ! jamais je n'ai entendu une pareille voix. ,
"It was very low at first, with deep mellow notes that seemed to fall singly upon one's ear.","Elle parlait tres bas tout d'abord, avec des notes profondes et melodieuses : comme si sa parole ne devait tomber que dans une oreille,",1284,aligned,104827,104962,-1,-1,"Elle parlait tres bas tout d'abord, avec des notes profondes et melodieuses : comme si sa parole ne devait tomber que dans une oreille, ",
"""Don't run down dyed hair and painted faces. There is an extraordinary charm in them, sometimes,"" said Lord Henry.","""-- Ne meprisez pas les cheveux teints et les figures peintes ; cela a quelquefois un charme extraordinaire, dit lord Henry.""",1314,aligned,106942,107065,-1,-1,"-- Ne meprisez pas les cheveux teints et les figures peintes ; cela a quelquefois un charme extraordinaire, dit lord Henry.
",
"""Harry! why didn't you tell me that the only thing worth loving is an actress?""","""Harry ! pourquoi ne m'avez-vous pas dit que le seul etre digne d'amour est une actrice.""",1317,aligned,106730,106817,-1,-1,"Harry ! pourquoi ne m'avez-vous pas dit que le seul etre digne d'amour est une actrice.
",
"""People like you, the wilful sunbeams of life, don't commit crimes, Dorian.""","'Les gens comme vous, fatidiques rayons de soleil de l'existence, ne commettent point de crimes, Dorian.'",1323,aligned,107461,107564,-1,-1,"Les gens comme vous, fatidiques rayons de soleil de l'existence, ne commettent point de crimes, Dorian. ",
"""And now tell me, reach me the matches, like a good boy thanks, what are your actual relations with Sibyl Vane?""","'Et maintenant, dites-moi -- passez-moi les allumettes comme un gentil garcon... merci -- ou en sont vos relations avec Sibyl Vane.'",1324,aligned,107623,107753,-1,-1,"Et maintenant, dites-moi -- passez-moi les allumettes comme un gentil garcon... merci -- ou en sont vos relations avec Sibyl Vane.
",
"""When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others.""","'Quand on est amoureux, on s'abuse d'abord soi-meme et on finit toujours par abuser les autres.'",1328,aligned,108066,108160,-1,-1,"Quand on est amoureux, on s'abuse d'abord soi-meme et on finit toujours par abuser les autres. ",
'I should not wonder if he was quite right there.',(No direct equivalent in text),1340,not aligned,-1,-1,100134,100182,,I should not wonder if he was quite right there. 
