eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,check
booknlp,COREF,40,her,elle,1816,1819,1786,1789,0,7,1,M_38,wrong
booknlp,COREF,40,she,elle,1872,1875,1955,1959,0,7,1,M_39,correct
booknlp,COREF,40,she,elle,1913,1916,2004,2008,0,7,1,M_40,correct
booknlp,COREF,40,she,elle,1974,1977,2079,2083,0,7,1,M_41,correct
booknlp,COREF,40,she,elle,2093,2096,2199,2203,0,7,1,M_42,correct
booknlp,COREF,40,She,Elle,2135,2138,2279,2283,0,7,1,M_43,correct
booknlp,COREF,40,she,elle,2182,2185,2279,2283,0,7,1,M_44,correct
booknlp,COREF,40,her,son,2237,2240,2382,2384,0,7,1,M_45,correct
booknlp,COREF,40,she,elle,2276,2279,2420,2424,0,7,1,M_46,correct
booknlp,COREF,40,she,elle,2400,2403,2506,2510,0,7,1,M_47,correct
exp,exp_name,alice,Alice,Alice,2435,2440,2590,2595,0,8,1,M_48,correct
booknlp,COREF,40,herself,me,2444,2451,2631,2632,0,8,1,M_49,wrong
booknlp,COREF,40,I,je,2481,2482,2625,2627,0,8,1,M_50,correct
booknlp,COREF,40,me,me,2556,2558,2694,2695,0,8,1,M_51,correct
booknlp,COREF,40,I,je,2573,2574,2723,2725,0,8,1,M_52,correct
booknlp,COREF,40,I,je,2615,2616,2758,2760,0,8,1,M_53,correct
booknlp,COREF,40,I,je,2738,2739,2892,2894,0,9,1,M_54,correct
booknlp,COREF,40,I,j',2762,2763,2937,2939,0,9,1,M_55,correct
exp,exp_name,time,time,,2782,2786,,,22,9,1,M_56,wrong
booknlp,COREF,40,she,elle,2789,2792,2961,2965,0,9,1,M_57,correct
booknlp,COREF,40,I,je,2806,2807,2980,2982,0,9,1,M_58,correct
booknlp,COREF,40,me,me,2868,2870,3091,3093,0,9,1,M_59,correct
booknlp,COREF,40,I,je,2916,2917,3460,3461,0,9,1,M_60,correct
exp,exp_name,alice,Alice,Alice,2942,2947,3124,3129,0,9,1,M_61,correct
booknlp,COREF,40,her,ses,2990,2993,3166,3168,0,9,1,M_62,correct
booknlp,COREF,40,her,son,3087,3090,3251,3253,0,9,1,M_63,correct
booknlp,COREF,40,her,sa,3135,3138,3349,3351,0,9,1,M_64,wrong
booknlp,COREF,40,I,je,3233,3234,3460,3461,0,9,1,M_65,correct
booknlp,COREF,40,I,je,3269,3270,3460,3461,0,9,1,M_66,correct
exp,exp_name,alice,Alice,Alice,3284,3289,3479,3484,0,9,1,M_67,wrong
booknlp,COREF,40,she,elle,3401,3404,3626,3630,0,10,1,M_68,correct
booknlp,COREF,40,I,j,3419,3420,3646,3646,0,10,1,M_69,correct
booknlp,COREF,40,I,j,3431,3432,3646,3646,0,10,1,M_70,correct
booknlp,COREF,40,I,je,3575,3576,3789,3791,0,10,1,M_71,correct
booknlp,COREF,40,she,elle,3587,3590,3803,3807,0,10,1,M_72,correct
exp,exp_name,time,time,fois,3642,3646,3833,3836,22,10,1,M_73,correct
booknlp,COREF,40,I,j',3697,3698,3951,3953,0,10,1,M_74,correct
booknlp,COREF,40,she,elle,3820,3823,4077,4080,0,10,1,M_75,correct
booknlp,COREF,40,she,elle,3844,3847,4077,4080,0,10,1,M_76,correct
booknlp,COREF,40,me,,3991,3993,,,0,10,1,M_77,wrong
booknlp,COREF,40,I,je,4041,4042,4344,4346,0,10,1,M_78,correct
exp,exp_name,alice,Alice,Alice,4131,4136,4402,4407,0,11,1,M_79,correct
exp,exp_name,dinah,Dinah,Dinah,4164,4169,4472,4477,32,11,1,M_80,correct
booknlp,COREF,40,me,,4178,4180,,,0,11,1,M_81,wrong
booknlp,COREF,40,I,,4201,4202,,,0,11,1,M_82,wrong
exp,exp_name,dinah,Dinah,Dinah,4219,4224,4524,4529,32,11,1,M_83,correct
exp,exp_name,the cat,the cat,son chat,4229,4236,4538,4545,6,11,1,M_84,correct
booknlp,COREF,40,I,,4240,4241,,,0,11,1,M_85,wrong
pdnc,qID,Q5-1,her,lui,4264,4267,4581,4583,32,11,1,M_86,correct
exp,exp_name,time,time,,4290,4294,,,22,11,1,M_87,wrong
pdnc,qID,Q5-1,Dinah my dear,,4296,4309,,,32,11,1,M_88,wrong
booknlp,COREF,40,I,,4311,4312,,,0,11,1,M_89,wrong
pdnc,qID,Q5-1,you,tu,4318,4321,4655,4657,32,11,1,M_90,correct
booknlp,COREF,40,me,moi,4342,4344,4667,4670,0,11,1,M_91,correct
booknlp,COREF,40,I,j',4376,4377,4711,4713,0,11,1,M_92,correct
pdnc,qID,Q5-1,you,tu,4392,4395,4736,4738,32,11,1,M_93,correct
pdnc,qID,Q5-1,you,tu,4445,4448,4817,4819,32,11,1,M_94,correct
booknlp,COREF,40,I,,4477,4478,,,0,11,1,M_95,wrong
exp,exp_name,alice,Alice,Alice,4497,4502,4910,4915,0,11,1,M_96,correct
booknlp,COREF,40,herself,elle,4553,4560,4917,4920,0,11,1,M_97,wrong
booknlp,COREF,40,she,elle,4677,4680,5148,5151,0,11,1,M_98,correct
booknlp,COREF,40,she,elle,4746,4749,5148,5151,0,11,1,M_99,correct
booknlp,COREF,40,She,elle,4758,4761,5254,5257,0,11,1,M_100,correct
booknlp,COREF,40,she,elle,4772,4775,5254,5258,0,11,1,M_101,correct
booknlp,COREF,40,she,elle,4825,4828,5299,5303,0,11,1,M_102,correct
exp,exp_name,dinah,Dinah,Dinah,4859,4864,5324,5329,32,11,1,M_103,correct
booknlp,COREF,23,her,lui,4880,4883,5343,5345,32,11,1,M_104,correct
pdnc,qID,Q6-0,Dinah,Dinah,4906,4911,5385,5390,32,11,1,M_105,correct
booknlp,COREF,40,me,moi,4918,4920,5396,5399,0,11,1,M_106,correct
pdnc,qID,Q6-0,you,tu,4936,4939,5414,5416,32,11,1,M_107,correct
booknlp,COREF,40,she,elle,4991,4994,5547,5551,0,11,1,M_108,correct
exp,exp_name,alice,Alice,Alice,5062,5067,5573,5578,0,12,1,M_109,correct
booknlp,COREF,40,she,elle,5092,5095,5620,5623,0,12,1,M_110,correct
booknlp,COREF,40,her,ses,5112,5115,5638,5640,0,12,1,M_111,correct
booknlp,COREF,40,she,Elle,5134,5137,5698,5702,0,12,1,M_112,correct
booknlp,COREF,40,her,elle,5186,5189,5698,5701,0,12,1,M_113,wrong
exp,exp_name,the white rabbit,the White Rabbit,le lapin blanc,5220,5236,5739,5753,21,12,1,M_114,correct
exp,exp_name,alice,Alice,Alice,5320,5325,5816,5821,0,12,1,M_115,correct
exp,exp_name,time,time,temps,5357,5361,5864,5869,22,12,1,M_116,wrong
booknlp,COREF,40,my,mes,5405,5407,5952,5954,0,12,1,M_117,correct
booknlp,COREF,40,She,Elle,5451,5454,6075,6079,0,12,1,M_118,correct
booknlp,COREF,40,she,elle,5480,5483,5993,5997,0,12,1,M_119,correct
exp,exp_name,the rabbit,the Rabbit,le lapin,5507,5517,6051,6059,21,12,1,M_120,correct
booknlp,COREF,40,she,elle,5544,5547,6075,6079,0,12,1,M_121,correct
booknlp,COREF,40,herself,se,5554,5561,6080,6082,0,12,1,M_122,correct
exp,exp_name,alice,Alice,Alice,5714,5719,6359,6364,0,13,1,M_123,correct
booknlp,COREF,40,she,elle,5792,5795,6439,6443,0,13,1,M_124,correct
booknlp,COREF,40,she,elle,5840,5843,6439,6443,0,13,1,M_125,correct
booknlp,COREF,40,she,elle,5881,5884,6473,6477,0,14,1,M_126,correct
exp,exp_name,alice,Alice,Alice,6003,6008,6599,6604,0,14,1,M_127,correct
exp,exp_name,time,time,,6223,6227,,,22,14,1,M_128,wrong
booknlp,COREF,40,she,elle,6235,6238,6836,6839,0,14,1,M_129,correct
booknlp,COREF,40,she,elle,6263,6266,6836,6839,0,14,1,M_130,correct
booknlp,COREF,40,she,elle,6350,6353,6994,6997,0,14,1,M_131,correct
booknlp,COREF,40,her,sa,6402,6405,7046,7047,0,14,1,M_132,correct
exp,exp_name,alice,Alice,Alice,6432,6437,7105,7110,0,15,1,M_133,correct
booknlp,COREF,40,she,Elle,6531,6534,7214,7218,0,15,1,M_134,correct
booknlp,COREF,40,she,lui,6619,6622,7329,7332,0,15,1,M_135,wrong
booknlp,COREF,40,she,,6742,6745,,,0,15,1,M_136,wrong
booknlp,COREF,40,her,sa,6765,6768,7467,7469,0,15,1,M_137,correct
booknlp,COREF,40,my,ma,6808,6810,7533,7535,0,15,1,M_138,correct
exp,exp_name,alice,Alice,Alice,6848,6853,7565,7570,0,15,1,M_139,correct
booknlp,COREF,40,my,mes,6895,6897,7605,7608,0,15,1,M_140,correct
booknlp,COREF,40,I,je,6917,6918,7628,7629,0,15,1,M_141,correct
booknlp,COREF,40,I,je,6924,6925,7628,7629,0,15,1,M_142,correct
booknlp,COREF,40,I,je,6958,6959,7725,7726,0,15,1,M_143,correct
booknlp,COREF,40,I,je,6966,6967,7725,7726,0,15,1,M_144,correct
booknlp,COREF,40,I,je,6978,6979,7725,7726,0,15,1,M_145,correct
exp,exp_name,alice,Alice,Alice,7075,7080,7819,7824,0,15,1,M_146,correct
booknlp,COREF,40,she,elle,7213,7216,7967,7970,0,16,1,M_147,correct
booknlp,COREF,40,she,elle,7253,7256,7967,7970,0,16,1,M_148,correct
exp,exp_name,time,time,temps,7363,7367,7931,7936,22,16,1,M_149,correct
booknlp,COREF,40,she,elle,7368,7371,8147,8150,0,16,1,M_150,correct
exp,exp_name,alice,Alice,elle,7446,7451,7967,7970,0,16,1,M_151,correct
booknlp,COREF,40,ME,MOI,7528,7530,8333,8336,0,16,1,M_152,correct
exp,exp_name,alice,Alice,Alice,7638,7643,8433,8438,0,17,1,M_153,correct
booknlp,COREF,40,I,,7688,7689,,,0,17,1,M_154,wrong
booknlp,COREF,40,she,elle,7706,7709,8511,8515,0,17,1,M_155,correct
booknlp,COREF,40,she,elle,7769,7772,8583,8587,0,17,1,M_156,correct
booknlp,COREF,40,she,elle,8141,8144,9029,9033,0,17,1,M_157,correct
exp,exp_name,alice,Alice,Alice,8332,8337,9246,9251,0,18,1,M_158,correct
booknlp,COREF,40,she,elle,8512,8515,9442,9446,0,18,1,M_159,correct
exp,exp_name,alice,Alice,Alice,8708,8713,9509,9514,0,22,1,M_160,correct
booknlp,COREF,40,I,je,8716,8717,9562,9563,0,22,1,M_161,correct
booknlp,COREF,40,she,elle,8780,8783,9634,9638,0,23,1,M_162,correct
booknlp,COREF,40,her,son,8818,8821,9707,9710,0,23,1,M_163,correct
booknlp,COREF,40,she,elle,8861,8864,9733,9737,0,23,1,M_164,correct
booknlp,COREF,40,she,elle,8963,8966,9886,9889,0,23,1,M_165,correct
booknlp,COREF,40,she,elle,9002,9005,9886,9889,0,23,1,M_166,correct
booknlp,COREF,40,she,elle,9039,9042,9886,9889,0,23,1,M_167,correct
booknlp,COREF,40,you,,9096,9099,,,0,23,1,M_168,wrong
exp,exp_name,alice,Alice,Alice,9112,9117,9981,9986,0,23,1,M_169,correct
booknlp,COREF,40,herself,se,9121,9128,9971,9973,0,23,1,M_170,wrong
booknlp,COREF,40,my,m,9134,9136,10018,10018,0,23,1,M_171,wrong
booknlp,COREF,40,I,je,9174,9175,9991,9993,0,23,1,M_172,correct
booknlp,COREF,40,I,je,9188,9189,10066,10068,0,23,1,M_173,correct
booknlp,COREF,40,she,elle,9216,9219,10083,10087,0,23,1,M_174,correct
booknlp,COREF,40,she,elle,9305,9308,10174,10178,0,23,1,M_175,correct
booknlp,COREF,40,she,elle,9411,9414,10291,10295,0,24,1,M_176,correct
exp,exp_name,alice,Alice,Alice,9476,9481,10354,10359,0,24,1,M_177,correct
booknlp,COREF,40,she,elle,9488,9491,10386,10389,0,24,1,M_178,correct
booknlp,COREF,40,she,elle,9509,9512,10386,10389,0,24,1,M_179,correct
booknlp,COREF,40,she,elle,9519,9522,10386,10389,0,24,1,M_180,correct
booknlp,COREF,40,she,elle,9569,9572,10386,10389,0,24,1,M_181,correct
booknlp,COREF,40,she,elle,9604,9607,10386,10389,0,24,1,M_182,correct
booknlp,COREF,40,she,elle,9614,9617,10386,10389,0,24,1,M_183,correct
booknlp,COREF,40,she,elle,9647,9650,10539,10543,0,24,1,M_184,correct
booknlp,COREF,40,she,elle,9701,9704,10587,10591,0,24,1,M_185,correct
booknlp,COREF,40,her,son,9711,9714,10607,10609,0,24,1,M_186,wrong
booknlp,COREF,40,she,s,9796,9799,10713,10713,0,24,1,M_187,correct
booknlp,COREF,40,herself,s',9810,9817,10746,10748,0,24,1,M_188,wrong
exp,exp_name,alice,Alice,Alice,9927,9932,10815,10820,0,25,1,M_189,correct
booknlp,COREF,40,herself,se,9936,9943,10808,10810,0,25,1,M_190,correct
booknlp,COREF,40,I,je,9962,9963,10834,10836,0,25,1,M_191,correct
pdnc,qID,Q12-3,you,vous,9971,9974,10837,10841,0,25,1,M_192,correct
booknlp,COREF,40,She,elle,10002,10005,11007,11010,0,25,1,M_193,correct
booknlp,COREF,40,herself,se,10021,10028,10924,10926,0,25,1,M_194,correct
booknlp,COREF,40,she,elle,10055,10058,10965,10968,0,25,1,M_195,correct
booknlp,COREF,40,she,elle,10099,10102,11007,11011,0,25,1,M_196,correct
booknlp,COREF,40,herself,se,10111,10118,11012,11014,0,25,1,M_197,correct
booknlp,COREF,40,her,lui,10154,10157,11047,11050,0,25,1,M_198,correct
booknlp,COREF,40,she,elle,10173,10176,11088,11091,0,25,1,M_199,correct
booknlp,COREF,40,her,elle,10202,10205,11165,11168,0,25,1,M_200,wrong
booknlp,COREF,40,herself,elle,10234,10241,11088,11091,0,25,1,M_201,wrong
booknlp,COREF,40,she,elle,10263,10266,11165,11169,0,25,1,M_202,correct
booknlp,COREF,40,herself,elle,10287,10294,11165,11168,0,25,1,M_203,wrong
exp,exp_name,two,two,deux,10353,10356,11240,11244,24,25,1,M_204,correct
exp,exp_name,alice,Alice,Alice,10401,10406,11286,11291,0,25,1,M_205,correct
exp,exp_name,two,two,deux,10426,10429,11325,11329,24,25,1,M_206,wrong
booknlp,COREF,40,me,me,10468,10470,11359,11360,0,25,1,M_207,correct
booknlp,COREF,40,her,,10517,10520,,,0,26,1,M_208,wrong
booknlp,COREF,40,she,elle,10584,10587,11402,11406,0,26,1,M_209,correct
booknlp,COREF,40,ME,MOI,10658,10660,11544,11547,0,26,1,M_210,correct
booknlp,COREF,40,I,je,10706,10707,11620,11622,0,26,1,M_211,correct
exp,exp_name,alice,Alice,Alice,10725,10730,11646,11651,0,26,1,M_212,correct
booknlp,COREF,40,me,me,10749,10751,11665,11666,0,26,1,M_213,correct
booknlp,COREF,40,I,je,10765,10766,11682,11683,0,26,1,M_214,correct
booknlp,COREF,40,me,me,10802,10804,11723,11724,0,26,1,M_215,correct
booknlp,COREF,40,I,je,10819,10820,11743,11744,0,26,1,M_216,correct
booknlp,COREF,40,I,je,10861,10862,11804,11805,0,26,1,M_217,correct
booknlp,COREF,40,I,je,10891,10892,11804,11805,0,26,1,M_218,correct
booknlp,COREF,40,She,,10921,10924,,,0,27,1,M_219,wrong
booknlp,COREF,40,herself,,10965,10972,,,0,27,1,M_220,wrong
booknlp,COREF,40,her,,11007,11010,,,0,27,1,M_221,wrong
booknlp,COREF,40,her,,11030,11033,,,0,27,1,M_222,wrong
booknlp,COREF,40,she,,11077,11080,,,0,27,1,M_223,wrong
booknlp,COREF,40,she,,11114,11117,,,0,27,1,M_224,wrong
exp,exp_name,alice,Alice,Alice,11201,11206,12191,12196,0,27,1,M_225,correct
booknlp,COREF,40,she,elle,11372,11375,12356,12360,0,28,1,M_226,correct
exp,exp_name,alice,Alice,Alice,11627,11632,12528,12533,0,33,2,M_227,correct
booknlp,COREF,40,she,elle,11634,11637,12566,12570,0,33,2,M_228,correct
booknlp,COREF,40,she,elle,11681,11684,12566,12570,0,33,2,M_229,correct
booknlp,COREF,40,I,je,11731,11732,12622,12624,0,33,2,M_230,correct
booknlp,COREF,40,she,elle,11816,11819,12704,12708,0,33,2,M_231,correct
booknlp,COREF,40,her,ses,11835,11838,12740,12743,0,33,2,M_232,correct
booknlp,COREF,40,my,mes,11920,11922,12801,12804,0,33,2,M_233,correct
booknlp,COREF,40,I,,11941,11942,,,0,33,2,M_234,wrong
booknlp,COREF,40,your,vos,11966,11970,12844,12846,0,33,2,M_235,correct
booknlp,COREF,40,you,vous,11995,11998,12832,12836,0,33,2,M_236,wrong
booknlp,COREF,40,I,je,12011,12012,12907,12908,0,33,2,M_237,correct
booknlp,COREF,40,I,je,12021,12022,12907,12908,0,33,2,M_238,correct
booknlp,COREF,40,I,je,12040,12041,12943,12945,0,33,2,M_239,correct
booknlp,COREF,40,myself,m'occuper,12087,12093,12972,12980,0,33,2,M_240,correct
booknlp,COREF,40,you,vous,12100,12103,12985,12989,0,33,2,M_241,correct
booknlp,COREF,40,you,vous,12105,12108,13001,13005,0,33,2,M_242,correct
booknlp,COREF,40,you,vous,12134,12137,13019,13023,0,33,2,M_243,correct
booknlp,COREF,40,I,je,12148,12149,13058,13060,0,33,2,M_244,correct
exp,exp_name,alice,Alice,Alice,12181,12186,13091,13096,0,33,2,M_245,correct
booknlp,COREF,40,I,je,12224,12225,13156,13158,0,33,2,M_246,correct
booknlp,COREF,40,me,,12242,12244,,,0,33,2,M_247,wrong
booknlp,COREF,40,I,je,12250,12251,13188,13189,0,33,2,M_248,correct
booknlp,COREF,40,she,elle,12308,12311,13260,13264,0,34,2,M_249,correct
booknlp,COREF,40,herself,s',12332,12339,13302,13304,0,34,2,M_250,correct
booknlp,COREF,40,she,elle,12344,12347,13297,13301,0,34,2,M_251,correct
booknlp,COREF,40,she,elle,12396,12399,13370,13374,0,34,2,M_252,correct
pdnc,qID,Q18-1,Alice,Alice,12517,12522,13510,13515,0,35,2,M_253,correct
pdnc,qID,Q18-1,Alice,Alice,12584,12589,13573,13578,0,35,2,M_254,correct
booknlp,COREF,40,her,sa,12649,12652,13638,13639,0,37,2,M_255,correct
booknlp,COREF,40,she,elle,12703,12706,13694,13698,0,37,2,M_256,correct
booknlp,COREF,40,she,elle,12745,12748,13751,13755,0,37,2,M_257,correct
exp,exp_name,alice,Alice,Alice,12829,12834,13823,13828,0,38,2,M_258,correct
booknlp,COREF,40,she,elle,12854,12857,13848,13852,0,38,2,M_259,correct
booknlp,COREF,40,she,elle,12986,12989,14023,14027,0,38,2,M_260,correct
pdnc,qID,Q19-0,You,,13025,13028,,,0,39,2,M_261,wrong
pdnc,qID,Q19-0,yourself,,13052,13060,,,0,39,2,M_262,wrong
exp,exp_name,alice,Alice,Alice,13068,13073,14091,14096,0,39,2,M_263,correct
pdnc,qID,Q19-1,you,vous,13094,13097,14124,14128,0,39,2,M_264,correct
booknlp,COREF,40,she,,13101,13104,,,0,39,2,M_265,wrong
booknlp,COREF,40,I,je,13175,13176,14217,14219,0,39,2,M_266,correct
pdnc,qID,Q19-2,you,vous,13182,13185,14208,14212,0,39,2,M_267,correct
booknlp,COREF,40,she,elle,13192,13195,14230,14234,0,39,2,M_268,correct
booknlp,COREF,40,her,elle,13284,13287,14299,14302,0,39,2,M_269,wrong
exp,exp_name,time,time,temps,13354,13358,14433,14438,22,40,2,M_270,correct
booknlp,COREF,40,she,elle,13359,13362,14446,14449,0,40,2,M_271,correct
booknlp,COREF,40,she,elle,13417,13420,14446,14449,0,40,2,M_272,correct
booknlp,COREF,40,her,elle,13435,13438,14507,14510,0,40,2,M_273,correct
exp,exp_name,the white rabbit,the White Rabbit,le lapin blanc,13475,13491,14564,14578,21,40,2,M_274,correct
pdnc,qID,Q20-0,the Duchess,la duchesse,13676,13687,14742,14753,11,40,2,M_275,correct
pdnc,qID,Q20-0,the Duchess,la duchesse,13689,13700,14755,14766,11,40,2,M_276,correct
pdnc,qID,Q20-0,she,Elle,13712,13715,14769,14773,11,40,2,M_277,correct
pdnc,qID,Q20-0,her,l,13739,13742,14770,14770,11,40,2,M_278,wrong
exp,exp_name,alice,Alice,Alice,13753,13758,14831,14836,0,40,2,M_279,wrong
booknlp,COREF,40,she,elle,13782,13785,14869,14872,0,40,2,M_280,correct
exp,exp_name,the rabbit,the Rabbit,Le Lapin,13829,13839,14939,14947,21,40,2,M_281,correct
booknlp,COREF,40,her,elle,13850,13853,14965,14968,0,40,2,M_282,wrong
booknlp,COREF,40,she,elle,13855,13858,14965,14968,0,40,2,M_283,correct
pdnc,qID,Q21-0,you,vous,13893,13896,15013,15017,21,40,2,M_284,correct
pdnc,qID,Q21-0,sir,Monsieur,13905,13908,15027,15035,21,40,2,M_285,correct
exp,exp_name,the rabbit,The Rabbit,Le Lapin,13912,13922,15042,15050,21,40,2,M_286,correct
booknlp,COREF,20,he,,14031,14033,,,21,40,2,M_287,wrong
exp,exp_name,alice,Alice,Alice,14045,14050,15179,15184,0,41,2,M_288,correct
booknlp,COREF,40,she,elle,14110,14113,15268,15271,0,41,2,M_289,correct
booknlp,COREF,40,herself,se,14127,14134,15290,15291,0,41,2,M_290,wrong
exp,exp_name,time,time,elle,14143,14147,15268,15271,22,41,2,M_291,wrong
booknlp,COREF,40,she,elle,14148,14151,15268,15271,0,41,2,M_292,correct
booknlp,COREF,40,I,m,14258,14259,15418,15418,0,41,2,M_293,correct
booknlp,COREF,40,I,m,14270,14271,15418,15418,0,41,2,M_294,correct
booknlp,COREF,40,me,me,14306,14308,15498,15499,0,41,2,M_295,wrong
booknlp,COREF,40,I,je,14320,14321,15462,15463,0,41,2,M_296,correct
booknlp,COREF,40,I,je,14336,14337,15462,15463,0,41,2,M_297,correct
booknlp,COREF,40,I,je,14359,14360,15513,15515,0,41,2,M_298,correct
booknlp,COREF,40,I,je,14374,14375,15543,15545,0,41,2,M_299,correct
booknlp,COREF,40,I,je,14424,14425,15592,15593,0,41,2,M_300,correct
booknlp,COREF,40,I,je,14484,14485,15634,15635,0,41,2,M_301,correct
booknlp,COREF,40,she,elle,14523,14526,15670,15674,0,41,2,M_302,correct
booknlp,COREF,40,she,elle,14564,14567,15756,15760,0,41,2,M_303,correct
booknlp,COREF,40,herself,se,14602,14609,15675,15677,0,41,2,M_304,wrong
booknlp,COREF,40,she,elle,14621,14624,15787,15791,0,41,2,M_305,correct
booknlp,COREF,40,I,je,14668,14669,15846,15848,0,42,2,M_306,correct
booknlp,COREF,40,I,je,14677,14678,15846,15848,0,42,2,M_307,correct
pdnc,qID,Q23-0,Ada,Ada,14685,14688,15861,15864,28,42,2,M_308,correct
booknlp,COREF,40,she,elle,14691,14694,15873,15877,0,42,2,M_309,correct
pdnc,qID,Q23-1,her,,14706,14709,,,28,42,2,M_310,wrong
booknlp,COREF,40,mine,les miens,14747,14751,15917,15926,0,42,2,M_311,correct
booknlp,COREF,40,I,je,14787,14788,15965,15967,0,42,2,M_312,correct
booknlp,COREF,40,I,je,14796,14797,15965,15967,0,42,2,M_313,correct
pdnc,qID,Q23-1,Mabel,Mabel,14807,14812,15980,15985,35,42,2,M_314,correct
booknlp,COREF,40,I,je,14818,14819,15991,15992,0,42,2,M_315,correct
pdnc,qID,Q23-1,she,elle,14850,14853,15882,15886,35,42,2,M_316,correct
pdnc,qID,Q23-1,she,elle,14859,14862,15873,15877,35,42,2,M_317,correct
pdnc,qID,Q23-1,she,c'est,14899,14902,16078,16082,35,42,2,M_318,wrong
pdnc,qID,Q23-1,she,,14906,14909,,,35,42,2,M_319,wrong
booknlp,COREF,40,I,,14916,14917,,,0,42,2,M_320,wrong
booknlp,COREF,40,I,,14921,14922,,,0,42,2,M_321,wrong
booknlp,COREF,40,I,je,14962,14963,16163,16164,0,42,2,M_322,correct
booknlp,COREF,40,I,je,14974,14975,16163,16164,0,42,2,M_323,correct
booknlp,COREF,40,I,je,14996,14997,16163,16164,0,42,2,M_324,correct
booknlp,COREF,40,me,,15016,15018,,,0,42,2,M_325,wrong
exp,exp_name,five,five,cinq,15035,15039,16220,16224,2,42,2,M_326,wrong
exp,exp_name,seven,seven,Sept,15098,15103,16278,16282,5,42,2,M_327,correct
booknlp,COREF,40,I,je,15117,15118,16291,16293,0,42,2,M_328,correct
booknlp,COREF,40,I,,15331,15332,,,0,42,2,M_329,wrong
booknlp,COREF,40,I,je,15344,15345,16548,16550,0,42,2,M_330,correct
exp,exp_name,mabel,Mabel,Mabel,15373,15378,16572,16577,35,42,2,M_331,correct
booknlp,COREF,40,I,je,15380,15381,16583,16585,0,42,2,M_332,correct
exp,exp_name,the little crocodile,the little crocodile,,15627,15647,,,46,43,2,M_333,wrong
booknlp,COREF,40,I,je,15869,15870,17130,17131,0,45,2,M_334,correct
