eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,fr_text,fr_startByte,fr_endByte
exp,exp_name,alice,Alice,294,299,0,2,1,M_5,"""and what is the use of a book,"" thought Alice","<< La belle avance, >> pensait Alice,",2,aligned,266,303,253,299,"<< La belle avance, >> pensait Alice,","""and what is the use of a book,"" thought Alice",['Alice'],"[('Alice', 297, 302)]",Alice,297,302
exp,exp_name,alice,Alice,294,299,0,2,1,M_5,"Down the Rabbit-Hole Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, ""and what is the use of a book,"" thought Alice ""without pictures or conversations?""","Alice, assise aupres de sa soeur sur le gazon, commencait a s'ennuyer de rester la a ne rien faire ; une ou deux fois elle avait jete les yeux sur le livre que lisait sa soeur ; mais quoi ! ~~~ pas d'images, pas de dialogues ! ~~~ << La belle avance, >> pensait Alice, << qu'un livre sans images, sans causeries !",3,aligned,43,348,11,336,"Alice, assise aupres de sa soeur sur le gazon, commencait a s'ennuyer de rester la a ne rien faire ; une ou deux fois elle avait jete les yeux sur le livre que lisait sa soeur ; mais quoi ! pas d'images, pas de dialogues ! << La belle avance, >> pensait Alice, << qu'un livre sans images, sans causeries !","Down the Rabbit-Hole


Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, ""and what is the use of a book,"" thought Alice ""without pictures or conversations?""",['Alice'],"[('Alice', 43, 48), ('Alice', 297, 302)]",Alice,297,302
booknlp,COREF,40,she,341,344,0,3,1,M_6,"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",">> Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.",6,aligned,349,653,338,627,">>


Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.","So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",['elle'],"[('elle', 354, 358), ('elle', 648, 652)]",elle,354,358
booknlp,COREF,40,her,364,367,0,3,1,M_7,"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",">> Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.",6,aligned,349,653,338,627,">>


Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.","So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('l’', 455, 457), ('elle', 622, 626)]",,,
booknlp,COREF,40,she,389,392,0,3,1,M_8,"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",">> Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.",6,aligned,349,653,338,627,">>


Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.","So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",['elle'],"[('elle', 354, 358), ('elle', 648, 652)]",elle,648,652
booknlp,COREF,40,her,421,424,0,3,1,M_9,"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",">> Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.",6,aligned,349,653,338,627,">>


Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.","So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('l’', 466, 467), ('elle', 618, 621)]",,,
booknlp,COREF,40,her,623,626,0,3,1,M_10,"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",">> Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.",6,aligned,349,653,338,627,">>


Elle s'etait mise a reflechir, (tant bien que mal, car la chaleur du jour l'endormait et la rendait lourde,) se demandant si le plaisir de faire une couronne de marguerites valait bien la peine de se lever et de cueillir les fleurs, quand tout a coup un lapin blanc aux yeux roses passa pres d'elle.","So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('l’', 462, 464), ('elle', 615, 619)]",,,
exp,exp_name,alice,Alice,685,690,0,4,1,M_11,"There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!","Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !",7,aligned,657,794,629,773,"Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !","There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!",['Alice'],"[('Alice', 699, 704)]",Alice,699,704
exp,exp_name,the rabbit,the Rabbit,738,748,21,4,1,M_12,"There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!","Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !",7,aligned,657,794,629,773,"Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !","There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!",['le lapin'],"[('le lapin', 762, 770)]",le lapin,762,770
booknlp,COREF,20,itself,756,762,21,4,1,M_13,"There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!","Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !",7,aligned,657,794,629,773,"Il n'y avait rien la de bien etonnant, et Alice ne trouva meme pas tres-extraordinaire d'entendre parler le Lapin qui se disait : << Ah !","There was nothing so _very_ remarkable in that; nor did Alice think it so _very_ much out of the way to hear the Rabbit say to itself, ""Oh dear!","['lui-même', 'elle-même', 'se', ""s'""]","[('se', 775, 777)]",se,775,777
booknlp,COREF,20,I,783,784,21,4,1,M_14,"Oh dear! ~~~ I shall be late!""",j'arriverai trop tard !,8,aligned,795,818,774,800,j'arriverai trop tard !,"Oh dear! I shall be late!""","['je', ""j'""]","[(""j'"", 795, 797)]",j',795,797
booknlp,COREF,40,she,807,810,0,4,1,M_15,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",9,aligned,819,1348,801,1368,">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.","(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",['elle'],"[('elle', 895, 899), ('elle', 985, 989), ('elle', 1051, 1055)]",,,
booknlp,COREF,40,her,854,857,0,4,1,M_16,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",9,aligned,819,1348,801,1368,">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.","(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('lui', 926, 928), ('elle', 981, 984)]",,,
booknlp,COREF,40,she,863,866,0,4,1,M_17,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",9,aligned,819,1348,801,1368,">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.","(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",['elle'],"[('elle', 889, 892), ('elle', 981, 984), ('elle', 1025, 1028)]",,,
exp,exp_name,time,time,910,914,22,4,1,M_18,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",9,aligned,819,1348,801,1368,">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.","(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",['temps'],"[('moment', 922, 928)]",moment,922,928
exp,exp_name,the rabbit,the Rabbit,954,964,21,4,1,M_19,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) ~~~ Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. ~~~ Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.",9,aligned,819,1348,801,1368,">> (En y songeant apres, il lui sembla bien qu'elle aurait du s'en etonner, mais sur le moment cela lui avait paru tout naturel.) Cependant, quand le Lapin vint a tirer une montre de son gousset, la regarda, puis se prit a courir de plus belle, Alice sauta sur ses pieds, frappee de cette idee que jamais elle n'avait vu de lapin avec un gousset et une montre. Entrainee par la curiosite elle s'elanca sur ses traces a travers le champ, et arriva tout juste a temps pour le voir disparaitre dans un large trou au pied d'une haie.","(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually _took a watch out of its waistcoat-pocket_, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.",['le lapin'],"[('le lapin', 966, 974)]",le lapin,966,974
