eng,fr,id,llm alignment result,group
"I think I could, if I only knew how to begin.","Ca se pourrait peut-etre, si je savais comment m'y prendre.","[54, 57]",aligned,5
"'However, this bottle was _not_ marked ""poison,"" so Alice ventured to taste it, and finding it very nice, (it had, in fact, a sort of mixed flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot buttered toast,) she very soon finished it off.'","'Cependant, comme cette bouteille n'etait pas marquee << Poison, >> Alice se hasarda a en gouter le contenu, et le trouvant fort bon, (au fait c'etait comme un melange de tarte aux cerises, de creme, d'ananas, de dinde truffee, de nougat, et de roties au beurre,) elle eut bientot tout avale.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'""What a curious feeling!"" said Alice; ""I must be shutting up like a telescope.""'","'<< Je me sens toute drole, >> dit Alice, << on dirait que je rentre en moi-meme et que je me ferme comme un telescope. >>'","[62, 65, 66, 68, 70, 76]",aligned,6
"'And so it was indeed: she was now only ten inches high, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden.'","'C'est bien ce qui arrivait en effet. Elle n'avait plus que dix pouces de haut, et un eclair de joie passa sur son visage a la pensee qu'elle etait maintenant de la grandeur voulue pour penetrer par la petite porte dans ce beau jardin.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'First, however, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this;'","'Elle attendit pourtant quelques minutes, pour voir si elle allait rapetisser encore. Cela lui faisait bien un peu peur.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'""for it might end, you know,"" said Alice to herself, ""in my going out altogether, like a candle. I wonder what I should be like then?""'","'<< Songez donc, >> se disait Alice, << je pourrais bien finir par m'eteindre comme une chandelle. ~~~ Que deviendrais-je alors ? >>'","[62, 65, 66, 68, 70, 76]",aligned,6
"'And she tried to fancy what the flame of a candle is like after the candle is blown out, for she could not remember ever having seen such a thing.'","'Et elle cherchait a s'imaginer l'air que pouvait avoir la flamme d'une chandelle eteinte, car elle ne se rappelait pas avoir jamais rien vu de la sorte.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'After a while, finding that nothing more happened, she decided on going into the garden at once; but, alas for poor Alice!'","'Un moment apres, voyant qu'il ne se passait plus rien, elle se decida a aller de suite au jardin ; mais helas, pauvre Alice !'","[62, 65, 66, 68, 70, 76]",aligned,6
"'when she got to the door, she found she had forgotten the little golden key, and when she went back to the table for it, she found she could not possibly reach it:'","'en arrivant a la porte, elle s'apercut qu'elle avait oublie la petite clef d'or. Elle revint sur ses pas pour la prendre sur la table.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'she could see it quite plainly through the glass, and she tried her best to climb up one of the legs of the table, but it was too slippery;'","'Bah ! ~~~ impossible d'atteindre a la clef qu'elle voyait bien clairement a travers le verre. Elle fit alors tout son possible pour grimper le long d'un des pieds de la table, mais il etait trop glissant ;'","[62, 65, 66, 68, 70, 76]",aligned,6
"'and when she had tired herself out with trying, the poor little thing sat down and cried.'","'et enfin, epuisee de fatigue, la pauvre enfant s'assit et pleura.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'""Come, there's no use in crying like that!"" said Alice to herself, rather sharply; ""I advise you to leave off this minute!""'","'<< Allons, a quoi bon pleurer ainsi, >> se dit Alice vivement. << Je vous conseille, Mademoiselle, de cesser tout de suite ! >>'","[62, 65, 66, 68, 70, 76]",aligned,6
"'She generally gave herself very good advice, (though she very seldom followed it), and sometimes she scolded herself so severely as to bring tears into her eyes;'","'Elle avait pour habitude de se donner de tres-bons conseils (bien qu'elle les suivit rarement), et quelquefois elle se grondait si fort que les larmes lui en venaient aux yeux ;'","[62, 65, 66, 68, 70, 76]",aligned,6
"'and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself, for this curious child was very fond of pretending to be two people.'",'une fois meme elle s'etait donne des tapes pour avoir triche dans une partie de croquet qu'elle jouait toute seule ; car cette etrange enfant aimait beaucoup a faire deux personnages.',"[62, 65, 66, 68, 70, 76]",aligned,6
"'""But it's no use now,"" thought poor Alice, ""to pretend to be two people! Why, there's hardly enough of me left to make _one_ respectable person!""'","'<< Mais, >> pensa la pauvre Alice, << il n'y a plus moyen de faire deux personnages, a present qu'il me reste a peine de quoi en faire un.'","[62, 65, 66, 68, 70, 76]",aligned,6
"'""Well, I'll eat it,"" said Alice, ""and if it makes me grow larger, I can reach the key; and if it makes me grow smaller, I can creep under the door; so either way I'll get into the garden, and I don't care which happens!""'","'<< Tiens, je vais le manger, >> dit Alice : << si cela me fait grandir, je pourrai atteindre a la clef ; si cela me fait rapetisser, je pourrai ramper sous la porte ; d'une facon ou de l'autre, je penetrerai dans le jardin, et alors, arrive que pourra ! >>'","[78, 81, 82, 84]",aligned,7
"'She ate a little bit, and said anxiously to herself, ""Which way? Which way? "", holding her hand on the top of her head to feel which way it was growing, and she was quite surprised to find that she remained the same size:'","'Elle mangea donc un petit morceau du gateau, et, portant sa main sur sa tete, elle se dit tout inquiete : << Lequel est-ce ? Lequel est-ce ? >> Elle voulait savoir si elle grandissait ou rapetissait, et fut tout etonnee de rester la meme ;'","[78, 81, 82, 84]",aligned,7
"'to be sure, this generally happens when one eats cake, but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen, that it seemed quite dull and stupid for life to go on in the common way.'","'franchement, c'est ce qui arrive le plus souvent lorsqu'on mange du gateau ; mais Alice avait tellement pris l'habitude de s'attendre a des choses extraordinaires, que cela lui paraissait ennuyeux et stupide de vivre comme tout le monde.'","[78, 81, 82, 84]",aligned,7
"'So she set to work, and very soon finished off the cake.'","'Aussi elle se remit a l'oeuvre, et eut bien vite fait disparaitre le gateau.'","[78, 81, 82, 84]",aligned,7
'* * * * * * * * * * * * * * * * * * * * CHAPTER II. The Pool of Tears','CHAPITRE II. ~~~ LA MARE AUX LARMES.',"[78, 81, 82, 84]",aligned,7
"'""Curiouser and curiouser!""'",'<< De plus tres-curieux en plus tres-curieux !',"[78, 81, 82, 84]",aligned,7
"""Good-bye, feet!""",'Adieu mes pieds !',"[86, 88]",aligned,8
"(for when she looked down at her feet, they seemed to be almost out of sight, they were getting so far off).","(Elle venait de baisser les yeux, et ses pieds lui semblaient s'eloigner a perte de vue.)","[86, 88]",aligned,8
"""Oh, my poor little feet, I wonder who will put on your shoes and stockings for you now, dears?""","'Oh ! mes pauvres petits pieds ! Qui vous mettra vos bas et vos souliers maintenant, mes mignons ?'","[86, 88]",aligned,8
'I shall be a great deal too far off to trouble myself about you: you must manage the best way you can;','Je serai bien trop loin pour m'occuper de vous : arrangez-vous du mieux que vous pourrez.',"[90, 92, 93, 95]",aligned,9
"'--but I must be kind to them,"" thought Alice, ""or perhaps they won't walk the way I want to go!'","'-- Il faut cependant que je sois bonne pour eux, >> pensa Alice, << sans cela ils refuseront peut-etre d'aller du cote que je voudrai.'","[90, 92, 93, 95]",aligned,9
"'Let me see: I'll give them a new pair of boots every Christmas."" '",'Ah ! je sais ce que je ferai : je leur donnerai une belle paire de bottines a Noel. >>',"[90, 92, 93, 95]",aligned,9
'And she went on planning to herself how she would manage it.','Puis elle chercha dans son esprit comment elle s'y prendrait.',"[90, 92, 93, 95]",aligned,9
"'""They must go by the carrier,"" she thought;'","'<< Il faudra les envoyer par le messager, >> pensa-t-elle ;'","[90, 92, 93, 95]",aligned,9
"'""and how funny it'll seem, sending presents to one's own feet! And how odd the directions will look!'",'<< quelle etrange chose d'envoyer des presents a ses pieds ! Et l'adresse donc ! ~~~ C'est cela qui sera drole.',"[90, 92, 93, 95]",aligned,9
"'_Alice's Right Foot, Esq., Hearthrug, near the Fender,_ (_with Alice's love_).'","'A Monsieur Lepiedroit d'Alice, Tapis du foyer, Pres le garde-feu. ~~~ (De la part de Mlle Alice.)'","[90, 92, 93, 95]",aligned,9
"""You ought to be ashamed of yourself,"" said Alice,","""<< Quelle honte ! >> dit Alice.""","[100, 102]",aligned,10
"""a great girl like you,"" (she might well say this),","""<< Une grande fille comme vous >> (<< grande >> etait bien le mot)""","[100, 102]",aligned,10
"""to go on crying in this way! Stop this moment, I tell you!""","""<< pleurer de la sorte ! Allons, finissez, vous dis-je ! >>""","[100, 102]",aligned,10
"But she went on all the same, shedding gallons of tears,","""Mais elle continua de pleurer, versant des torrents de larmes,""","[100, 102]",aligned,10
"until there was a large pool all round her, about four inches deep and reaching half down the hall.","""si bien qu'elle se vit a la fin entouree d'une grande mare, profonde d'environ quatre pouces et s'etendant jusqu'au milieu de la salle.""","[100, 102]",aligned,10
"And she began thinking over all the children she knew that were of the same age as herself, to see if she could have been changed for any of them.",">> Elle se mit a passer en revue dans son esprit toutes les petites filles de son age qu'elle connaissait, pour voir si elle avait ete transformee en l'une d'elles.","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"""I'm sure I'm not Ada,"" she said, ""for her hair goes in such long ringlets, and mine doesn't go in ringlets at all; and I'm sure I can't be Mabel, for I know all sorts of things, and she, oh! she knows such a very little!","<< Bien sur, je ne suis pas Ada, >> dit-elle. << Elle a de longs cheveux boucles et les miens ne frisent pas du tout. -- Assurement je ne suis pas Mabel, car je sais tout plein de choses et Mabel ne sait presque rien ;","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"Besides, _she's_ she, and _I'm_ I, and--oh dear, how puzzling it all is!","et puis, du reste, Mabel, c'est Mabel ; Alice c'est Alice ! -- Oh ! ~~~ mais quelle enigme que cela !","[115, 121, 123, 129, 130, 133, 138]",aligned,11
I'll try if I know all the things I used to know.,Voyons si je me souviendrai de tout ce que je savais :,"[115, 121, 123, 129, 130, 133, 138]",aligned,11
"Let me see: four times five is twelve, and four times six is thirteen, and four times seven is--oh dear! I shall never get to twenty at that rate!","quatre fois cinq font douze, quatre fois six font treize, quatre fois sept font -- je n'arriverai jamais a vingt de ce train-la.","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"However, the Multiplication Table doesn't signify: let's try Geography.",Mais peu importe la table de multiplication. Essayons de la Geographie :,"[115, 121, 123, 129, 130, 133, 138]",aligned,11
"London is the capital of Paris, and Paris is the capital of Rome, and Rome--no, _that's_ all wrong, I'm certain!","Londres est la capitale de Paris, Paris la capitale de Rome, et Rome -- Mais non, ce n'est pas cela, j'en suis bien sure !","[115, 121, 123, 129, 130, 133, 138]",aligned,11
I must have been changed for Mabel!,Je dois etre changee en Mabel !,"[115, 121, 123, 129, 130, 133, 138]",aligned,11
"I'll try and say '_How doth the little_--'""",Je vais tacher de reciter Maitre Corbeau.,"[115, 121, 123, 129, 130, 133, 138]",aligned,11
"and she crossed her hands on her lap as if she were saying lessons, and began to repeat it, but her voice sounded hoarse and strange, and the words did not come the same as they used to do:-- ""How doth the little crocodile Improve his shining tail, And pour the waters of the Nile On every golden scale!"" ""How cheerfully he seems to grin, How neatly spread his claws, And welcome little fishes in With gently smiling jaws!""","~~~ >> Elle croisa les mains sur ses genoux comme quand elle disait ses lecons, et se mit a repeter la fable, d'une voix rauque et etrange, et les mots ne se presentaient plus comme autrefois : << Maitre Corbeau sur un arbre perche, Faisait son nid entre des branches ; Il avait releve ses manches, Car il etait tres-affaire. Maitre Renard, par la passant, Lui dit : << Descendez donc, compere ; Venez embrasser votre frere. >> Le Corbeau, le reconnaissant, Lui repondit en son ramage : << Fromage. >> >>","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"""I'm sure those are not the right words,"" said poor Alice, and her eyes filled with tears again as she went on, ""I must be Mabel after all, and I shall have to go and live in that poky little house, and have next to no toys to play with, and oh! ever so many lessons to learn!","<< Je suis bien sure que ce n'est pas ca du tout, >> s'ecria la pauvre Alice, et ses yeux se remplirent de larmes. ~~~ << Ah ! je le vois bien, je ne suis plus Alice, je suis Mabel, et il me faudra aller vivre dans cette vilaine petite maison, ou je n'aurai presque pas de jouets pour m'amuser.","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"No, I've made up my mind about it; if I'm Mabel, I'll stay down here!","~~~ -- Oh ! que de lecons on me fera apprendre ! -- Oui, certes, j'y suis bien resolue, si je suis Mabel je resterai ici.","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"It'll be no use their putting their heads down and saying 'Come up again, dear!'","Ils auront beau passer la tete la-haut et me crier, << Reviens aupres de nous, ma cherie ! >>","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"I shall only look up and say 'Who am I then? Tell me that first, and then, if I like being that person, I'll come up: if not, I'll stay down here till I'm somebody else'--but, oh dear!""","Je me contenterai de regarder en l'air et de dire, << Dites-moi d'abord qui je suis, et, s'il me plait d'etre cette personne-la, j'irai vous trouver ; sinon, je resterai ici jusqu'a ce que je devienne une autre petite fille. >> -- Et pourtant,","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"cried Alice, with a sudden burst of tears, ""I do wish they _would_ put their heads down! I am so _very_ tired of being all alone here!""",">> dit Alice en fondant en larmes, << je donnerais tout au monde pour les voir montrer la tete la-haut ! Je m'ennuie tant d'etre ici toute seule. >>","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"As she said this she looked down at her hands, and was surprised to see that she had put on one of the Rabbit's little white kid gloves while she was talking.","Comme elle disait ces mots, elle fut bien surprise de voir que tout en parlant elle avait mis un des petits gants du Lapin.","[115, 121, 123, 129, 130, 133, 138]",aligned,11
"""How _can_ I have done that?"" she thought.",<< Comment ai-je pu mettre ce gant ? >> pensa-t-elle.,"[115, 121, 123, 129, 130, 133, 138]",aligned,11
"She got up and went to the table to measure herself by it, and found that, as nearly as she could guess, she was now about two feet high, and was going on shrinking rapidly:","Elle se leva, alla pres de la table pour se mesurer, et jugea, autant qu'elle pouvait s'en rendre compte, qu'elle avait environ deux pieds de haut, et continuait de raccourcir rapidement.","[140, 145, 150]",aligned,12
"she soon found out that the cause of this was the fan she was holding, and she dropped it hastily, just in time to avoid shrinking away altogether.","Bientot elle s'apercut que l'eventail qu'elle avait a la main en etait la cause ; vite elle le lacha, tout juste a temps pour s'empecher de disparaitre tout a fait.","[140, 145, 150]",aligned,12
"""That _was_ a narrow escape!"" said Alice, a good deal frightened at the sudden change, but very glad to find herself still in existence;","<< Je viens de l'echapper belle, >> dit Alice, tout emue de ce brusque changement, mais bien aise de voir qu'elle existait encore.","[140, 145, 150]",aligned,12
"""and now for the garden!""","<< Maintenant, vite au jardin ! >>","[140, 145, 150]",aligned,12
and she ran with all speed back to the little door:,Elle se hata de courir vers la petite porte ;,"[140, 145, 150]",aligned,12
"but, alas! the little door was shut again, and the little golden key was lying on the glass table as before,","mais helas ! elle s'etait refermee et la petite clef d'or se trouvait sur la table de verre, comme tout a l'heure.","[140, 145, 150]",aligned,12
"""and things are worse than ever,"" thought the poor child,","<< Les choses vont de mal en pis, >> pensa la pauvre enfant.","[140, 145, 150]",aligned,12
"""for I never was so small as this before, never!","<< Jamais je ne me suis vue si petite, jamais !","[140, 145, 150]",aligned,12
"And I declare it's too bad, that it is!""",~~~ Et c'est vraiment par trop fort ! >>,"[140, 145, 150]",aligned,12
"As she said these words her foot slipped, and in another moment, splash! she was up to her chin in salt water.","A ces mots son pied glissa, et flac ! La voila dans l'eau salee jusqu'au menton.","[140, 145, 150]",aligned,12
"Her first idea was that she had somehow fallen into the sea,",Elle se crut d'abord tombee dans la mer.,"[140, 145, 150]",aligned,12
"""and in that case I can go back by railway,"" she said to herself.","<< Dans ce cas je retournerai chez nous en chemin de fer, >> se dit-elle.","[140, 145, 150]",aligned,12
"(Alice had been to the seaside once in her life, and had come to the general conclusion, that wherever you go to on the English coast you find a number of bathing machines in the sea, some children digging in the sand with wooden spades, then a row of lodging houses, and behind them a railway station.)","(Alice avait ete au bord de la mer une fois en sa vie, et se figurait que sur n'importe quel point des cotes se trouvent un grand nombre de cabines pour les baigneurs, des enfants qui font des trous dans le sable avec des pelles en bois, une longue ligne de maisons garnies, et derriere ces maisons une gare de chemin de fer.)","[140, 145, 150]",aligned,12
"""I shall be punished for it now, I suppose, by being drowned in my own tears! That _will_ be a queer thing, to be sure!""","""<< Je vais en etre punie sans doute, en me noyant dans mes propres larmes. C'est cela qui sera drole ! >>","[153, 156]",aligned,13
"""However, everything is queer to-day.""","""Du reste, tout est drole aujourd'hui.""","[153, 156]",aligned,13
"""Just then she heard something splashing about in the pool a little way off, and she swam nearer to make out what it was:""","""Au meme instant elle entendit patauger dans la mare a quelques pas de la, et elle nagea de ce cote pour voir ce que c'etait.""","[153, 156]",aligned,13
"""at first she thought it must be a walrus or hippopotamus,""","""Elle pensa d'abord que ce devait etre un cheval marin ou hippopotame ;""","[153, 156]",aligned,13
"""but then she remembered how small she was now,""","""puis elle se rappela combien elle etait petite maintenant,""","[153, 156]",aligned,13
"""and she soon made out that it was only a mouse that had slipped in like herself.""","""et decouvrit bientot que c'etait tout simplement une souris qui, comme elle, avait glisse dans la mare.""","[153, 156]",aligned,13
"'I am very tired of swimming about here, O Mouse!""","'Je suis bien fatiguee de nager, O Souris !'","[160, 167]",aligned,14
"""(Alice thought this must be the right way of speaking to a mouse: she had never done such a thing before, but she remembered having seen in her brother's Latin Grammar, ""A mouse--of a mouse--to a mouse--a mouse--O mouse!"")""","'(Alice pensait que c'etait la la bonne maniere d'interpeller une souris. Pareille chose ne lui etait jamais arrivee, mais elle se souvenait d'avoir vu dans la grammaire latine de son frere : -- << La souris, de la souris, a la souris, o souris. >>)'","[160, 167]",aligned,14
"""The Mouse looked at her rather inquisitively, and seemed to her to wink with one of its little eyes, but it said nothing.""","'La Souris la regarda d'un air inquisiteur ; Alice crut meme la voir cligner un de ses petits yeux, mais elle ne dit mot.'","[160, 167]",aligned,14
"""""Perhaps it doesn't understand English,"" thought Alice; ""I daresay it's a French mouse, come over with William the Conqueror.""""",(No direct equivalent in text),"[160, 167]",aligned,14
"""(For, with all her knowledge of history, Alice had no very clear notion how long ago anything had happened.)""",(No direct equivalent in text),"[160, 167]",aligned,14
"""So she began again: ""O? ~~~ est ma chatte?"" which was the first sentence in her French lesson-book.""",'Je vais essayer de lui parler italien : << Dove e il mio gatto ? >> >> C'etaient la les premiers mots de son livre de dialogues.',"[160, 167]",aligned,14
"""The Mouse gave a sudden leap out of the water, and seemed to quiver all over with fright.""","'La Souris fit un bond hors de l'eau, et parut trembler de tous ses membres.'","[160, 167]",aligned,14
"""I quite forgot you didn't like cats.""","""<< J'oubliais que vous n'aimez pas les chats. >>""","[170, 172, 173, 176]",aligned,15
"""Not like cats!"" cried the Mouse, in a shrill, passionate voice.","""<< Aimer les chats ! >> cria la Souris d'une voix percante et colere.""","[170, 172, 173, 176]",aligned,15
"""Would _you_ like cats if you were me?""","""<< Et vous, les aimeriez-vous si vous etiez a ma place ? >>""","[170, 172, 173, 176]",aligned,15
"""Well, perhaps not,"" said Alice in a soothing tone:","""<< Non, sans doute, >> dit Alice d'une voix caressante, pour l'apaiser.""","[170, 172, 173, 176]",aligned,15
"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""","[170, 172, 173, 176]",aligned,15
"'""We indeed!"" cried the Mouse, who was trembling down to the end of his tail.","'>> << Nous ! dites-vous, >> s'ecria la Souris, en tremblant de la tete a la queue.","[180, 182]",aligned,16
"""As if _I_ would talk on such a subject!'",<< Comme si moi je parlais jamais de pareilles choses !',"[180, 182]",aligned,16
"""Don't let me hear the name again!""",'Que je ne vous en entende plus parler !',"[184, 186]",aligned,17
"""""I won't indeed!""","'<< Eh bien non, >>'","[184, 186]",aligned,17
"""said Alice, in a great hurry to change the subject of conversation.""","'dit Alice, qui avait hate de changer la conversation.'","[184, 186]",aligned,17
"""""Are you--are you fond--of--of dogs?""'",'<< Est-ce que -- est-ce que vous aimez les chiens ?',"[184, 186]",aligned,17
"'And it'll fetch things when you throw them, and it'll sit up and beg for its dinner, and all sorts of things--I can't remember half of them--'","'Il rapporte tres-bien ; il se tient sur ses deux pattes de derriere, et fait le beau pour avoir a manger. Enfin il fait tant de tours que j'en oublie plus de la moitie !'","[189, 193]",aligned,18
"'and it belongs to a farmer, you know, and he says it's so useful, it's worth a hundred pounds!'","'Il appartient a un fermier qui ne le donnerait pas pour mille francs, tant il lui est utile ;'","[189, 193]",aligned,18
"'He says it kills all the rats and--oh dear!"" cried Alice in a sorrowful tone, ""I'm afraid I've offended it again!""'","'il tue tous les rats et aussi -- Oh ! >> reprit Alice d'un ton chagrin, << voila que je vous ai encore offensee ! >>'","[189, 193]",aligned,18
"'For the Mouse was swimming away from her as hard as it could go, and making quite a commotion in the pool as it went.'","'En effet, la Souris s'eloignait en nageant de toutes ses forces, si bien que l'eau de la mare en etait tout agitee.'","[189, 193]",aligned,18
"'Indeed, she had quite a long argument with the Lory, who at last turned sulky, and would only say, ""I am older than you, and must know better;""'","'Elle eut meme une longue discussion avec le Lory, qui, a la fin, lui fit la mine et lui dit d'un air boudeur : << Je suis plus age que vous, et je dois par consequent en savoir plus long. >>'","[202, 205]",aligned,19
"'and this Alice would not allow without knowing how old it was, and, as the Lory positively refused to tell its age, there was no more to be said.'","'Alice ne voulut pas accepter cette conclusion avant de savoir l'age du Lory, et comme celui-ci refusa tout net de le lui dire, cela mit un terme au debat.'","[202, 205]",aligned,19
"'At last the Mouse, who seemed to be a person of authority among them, called out, ""Sit down, all of you, and listen to me!'","'Enfin la Souris, qui paraissait avoir un certain ascendant sur les autres, leur cria : << Asseyez-vous tous, et ecoutez-moi ! '","[202, 205]",aligned,19
"'_I'll_ soon make you dry enough!""'","'Je vais bientot vous faire secher, je vous en reponds ! >>'","[202, 205]",aligned,19
"'They all sat down at once, in a large ring, with the Mouse in the middle.'","'Vite, tout le monde s'assit en rond autour de la Souris, sur qui Alice tenait les yeux fixes avec inquietude, car elle se disait : << Je vais attraper un vilain rhume si je ne seche pas bientot.'","[202, 205]",aligned,19
"'Alice kept her eyes anxiously fixed on it, for she felt sure she would catch a bad cold if she did not get dry very soon.'",(No direct equivalent in text),"[202, 205]",aligned,19
"""I beg your pardon!"" said the Mouse, frowning, but very politely: ""Did you speak?""","""<< Pardon, >> demanda la Souris en froncant le sourcil, mais fort poliment, << qu'avez-vous dit ? >>","[212, 216]",aligned,20
"""Not I!"" said the Lory hastily.","""<< Moi ! rien, >> repliqua vivement le Lory.","[212, 216]",aligned,20
