eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
"""I wonder how many miles I've fallen by this time?""","Je suis curieuse de savoir combien de milles j'ai deja faits,",22,aligned,2892,2953,2738,2787,"Je suis curieuse de savoir combien de milles j'ai deja faits, ","I wonder how many miles I've fallen by this time?"""
Would the fall _never_ come to an end?,Cette chute n'en finira donc pas !,23,aligned,2857,2891,2698,2736,Cette chute n'en finira donc pas ! ,Would the fall _never_ come to an end? 
"""I must be getting somewhere near the centre of the earth.",<< Je dois etre bien pres du centre de la terre.,24,aligned,2980,3025,2806,2863,Je dois etre bien pres du centre de la terre. ,I must be getting somewhere near the centre of the earth. 
"Let me see: that would be four thousand miles down, I think--"" (for, you see, Alice had learnt several things of this sort in her lessons in the schoolroom, and though this was not a _very_ good opportunity for showing off her knowledge, as there was no one to listen to her, still it was good practice to say it over) ""--yes, that's about the right distance--but then I wonder what Latitude or Longitude I've got to?""","Voyons donc, cela serait a quatre mille milles de profondeur, il me semble. ~~~ >> (Comme vous voyez, Alice avait appris pas mal de choses dans ses lecons ; et bien que ce ne fut pas la une tres-bonne occasion de faire parade de son savoir, vu qu'il n'y avait point d'auditeur, cependant c'etait un bon exercice que de repeter sa lecon.) ~~~ << Oui, c'est bien a peu pres cela ; mais alors a quel degre de latitude ou de longitude est-ce que je me trouve ?",25,aligned,3026,3474,2864,3281,"Voyons donc, cela serait a quatre mille milles de profondeur, il me semble. >> (Comme vous voyez, Alice avait appris pas mal de choses dans ses lecons ; et bien que ce ne fut pas la une tres-bonne occasion de faire parade de son savoir, vu qu'il n'y avait point d'auditeur, cependant c'etait un bon exercice que de repeter sa lecon.) << Oui, c'est bien a peu pres cela ; mais alors a quel degre de latitude ou de longitude est-ce que je me trouve ? ","Let me see: that would be four thousand miles down, I think--"" (for, you see, Alice had learnt several things of this sort in her lessons in the schoolroom, and though this was not a _very_ good opportunity for showing off her knowledge, as there was no one to listen to her, still it was good practice to say it over) ""--yes, that's about the right distance--but then I wonder what Latitude or Longitude I've got to?"""
"(Alice had no idea what Latitude was, or Longitude either, but thought they were nice grand words to say.)",">> (Alice n'avait pas la moindre idee de ce que voulait dire latitude ou longitude, mais ces grands mots lui paraissaient beaux et sonores.)",26,aligned,3479,3614,3284,3388,"Alice n'avait pas la moindre idee de ce que voulait dire latitude ou longitude, mais ces grands mots lui paraissaient beaux et sonores.)","Alice had no idea what Latitude was, or Longitude either, but thought they were nice grand words to say.)"
"Presently she began again. ~~~ ""I wonder if I shall fall right _through_ the earth!",Bientot elle reprit : << Si j'allais traverser completement la terre ?,27,aligned,3618,3688,3391,3470,Bientot elle reprit : << Si j'allais traverser completement la terre ? ,"Presently she began again. ""I wonder if I shall fall right _through_ the earth! "
(Dinah was the cat.),(Dinah c'etait son chat.),28,aligned,4524,4547,4219,4237,Dinah c'etait son chat.),Dinah was the cat.)
"Down, down, down.","Tombe, tombe, tombe !",29,aligned,2832,2853,2680,2697,"Tombe, tombe, tombe ! ","Down, down, down. "
Do you think you could manage it?),"Dites-moi un peu, comment vous y prendriez-vous ?)",30,aligned,4157,4206,3909,3942,"Dites-moi un peu, comment vous y prendriez-vous ?)",Do you think you could manage it?)
"There was nothing else to do, so Alice soon began talking again.","Donc Alice, faute d'avoir rien de mieux a faire, se remit a se parler :",31,aligned,4397,4468,4098,4162,"Donc Alice, faute d'avoir rien de mieux a faire, se remit a se parler : ","There was nothing else to do, so Alice soon began talking again. "
"No, it'll never do to ask: perhaps I shall see it written up somewhere.""","Non, il ne faut pas demander cela ; peut-etre le verrai-je ecrit quelque part.",32,aligned,4288,4366,4006,4077,"Non, il ne faut pas demander cela ; peut-etre le verrai-je ecrit quelque part. ","No, it'll never do to ask: perhaps I shall see it written up somewhere."""
"""And what an ignorant little girl she'll think me for asking!",Quelle petite ignorante ! pensera la dame quand je lui ferai cette question.,33,aligned,4211,4287,3945,4005,Quelle petite ignorante ! pensera la dame quand je lui ferai cette question. ,And what an ignorant little girl she'll think me for asking! 
"""Dinah'll miss me very much to-night, I should think!""","<< Dinah remarquera mon absence ce soir, bien sur.",34,aligned,4472,4519,4164,4216,"Dinah remarquera mon absence ce soir, bien sur. ","Dinah'll miss me very much to-night, I should think!"""
fancy _curtseying_ as you're falling through the air!,(Quelle idee ! Faire la reverence en l'air !,35,aligned,4113,4156,3855,3908,Quelle idee ! Faire la reverence en l'air ! ,fancy _curtseying_ as you're falling through the air! 
(and she tried to curtsey as she spoke--,-- En meme temps elle essaya de faire la reverence.,36,aligned,4060,4111,3816,3855,-- En meme temps elle essaya de faire la reverence. ,and she tried to curtsey as she spoke--f
"Please, Ma'am, is this New Zealand or Australia?","Pardon, Madame, est-ce ici la Nouvelle-Zemble ou l'Australie ?",37,aligned,3994,4056,3765,3813,"Pardon, Madame, est-ce ici la Nouvelle-Zemble ou l'Australie ? ","Please, Ma'am, is this New Zealand or Australia?"""
"--but I shall have to ask them what the name of the country is, you know.","Eh mais, j'aurai a leur demander le nom du pays.",38,aligned,3942,3990,3691,3764,"Eh mais, j'aurai a leur demander le nom du pays. ","--but I shall have to ask them what the name of the country is, you know. "
"(she was rather glad there _was_ no one listening, this time, as it didn't sound at all the right word)","(Elle n'etait pas fachee cette fois qu'il n'y eut personne la pour l'entendre, car ce mot ne lui faisait pas l'effet d'etre bien juste.)",39,aligned,3803,3937,3587,3688,"Elle n'etait pas fachee cette fois qu'il n'y eut personne la pour l'entendre, car ce mot ne lui faisait pas l'effet d'etre bien juste.)","she was rather glad there _was_ no one listening, this time, as it didn't sound at all the right word)"
"The Antipathies, I think--","Aux Antipathies, je crois.",40,aligned,3772,3798,3558,3584,"Aux Antipathies, je crois. ","The Antipathies, I think--"""
How funny it'll seem to come out among the people that walk with their heads downward!,Comme ca serait drole de se trouver au milieu de gens qui marchent la tete en bas.,41,aligned,3689,3771,3471,3557,Comme ca serait drole de se trouver au milieu de gens qui marchent la tete en bas. ,How funny it'll seem to come out among the people that walk with their heads downward! 
"""I hope they'll remember her saucer of milk at tea-time. ~~~ Dinah my dear!",<< Pourvu qu'on n'oublie pas de lui donner sa jatte de lait a l'heure du the.,42,aligned,4552,4626,4240,4310,Pourvu qu'on n'oublie pas de lui donner sa jatte de lait a l'heure du the. ,I hope they'll remember her saucer of milk at tea-time. Dinah my dear! 
I wish you were down here with me!,"Dinah, ma minette, que n'es-tu ici avec moi ?",43,aligned,4627,4672,4311,4345,"Dinah, ma minette, que n'es-tu ici avec moi ? ",I wish you were down here with me! 
"There are no mice in the air, I'm afraid, but you might catch a bat, and that's very like a mouse, you know.","Il n'y a pas de souris dans les airs, j'en ai bien peur ; mais tu pourrais attraper une chauve-souris, et cela ressemble beaucoup a une souris, tu sais.",44,aligned,4673,4825,4346,4454,"Il n'y a pas de souris dans les airs, j'en ai bien peur ; mais tu pourrais attraper une chauve-souris, et cela ressemble beaucoup a une souris, tu sais. ","There are no mice in the air, I'm afraid, but you might catch a bat, and that's very like a mouse, you know. "
"But do cats eat bats, I wonder?""",Mais les chats mangent-ils les chauves-souris ?,45,aligned,4826,4873,4455,4486,Mais les chats mangent-ils les chauves-souris ? ,"But do cats eat bats, I wonder?"""
"And here Alice began to get rather sleepy, and went on saying to herself, in a dreamy sort of way, ""Do cats eat bats?",">> Ici le sommeil commenca a gagner Alice. ~~~ Elle repetait, a moitie endormie : << Les chats mangent-ils les chauves-souris ?",46,aligned,4877,4997,4488,4605,"Ici le sommeil commenca a gagner Alice. Elle repetait, a moitie endormie : << Les chats mangent-ils les chauves-souris ? ","And here Alice began to get rather sleepy, and went on saying to herself, in a dreamy sort of way, ""Do cats eat bats? "
"Do cats eat bats?""",Les chats mangent-ils les chauves-souris ?,47,aligned,4955,4997,4588,4605,Les chats mangent-ils les chauves-souris ? ,Do cats eat bats? 
"and sometimes, ""Do bats eat cats?""",>> Et quelquefois : << Les chauves-souris mangent-elles les chats ?,48,aligned,5044,5108,4625,4658,Et quelquefois : << Les chauves-souris mangent-elles les chats ? ,"and sometimes, ""Do bats eat cats?"""
"for, you see, as she couldn't answer either question, it didn't much matter which way she put it.",">> Car vous comprenez bien que, puisqu'elle ne pouvait repondre ni a l'une ni a l'autre de ces questions, peu importait la maniere de les poser.",49,aligned,5112,5253,4660,4757,"Car vous comprenez bien que, puisqu'elle ne pouvait repondre ni a l'une ni a l'autre de ces questions, peu importait la maniere de les poser. ","for, you see, as she couldn't answer either question, it didn't much matter which way she put it. "
"She felt that she was dozing off, and had just begun to dream that she was walking hand in hand with Dinah, and saying to her very earnestly, ""Now, Dinah, tell me the truth: did you ever eat a bat?""","Elle s'assoupissait et commencait a rever qu'elle se promenait tenant Dinah par la main, lui disant tres-serieusement : << Voyons, Dinah, dis-moi la verite, as-tu jamais mange des chauves-souris ?",50,aligned,5254,5450,4758,4955,"Elle s'assoupissait et commencait a rever qu'elle se promenait tenant Dinah par la main, lui disant tres-serieusement : << Voyons, Dinah, dis-moi la verite, as-tu jamais mange des chauves-souris ? ","She felt that she was dozing off, and had just begun to dream that she was walking hand in hand with Dinah, and saying to her very earnestly, ""Now, Dinah, tell me the truth: did you ever eat a bat?"""
"when suddenly, thump!",">> Quand tout a coup, pouf !",51,aligned,5454,5479,4957,4978,"Quand tout a coup, pouf ! ","when suddenly, thump! "
"thump! ~~~ down she came upon a heap of sticks and dry leaves, and the fall was over.","la voila etendue sur un tas de fagots et de feuilles seches, -- et elle a fini de tomber.",52,aligned,5480,5569,4979,5060,"la voila etendue sur un tas de fagots et de feuilles seches, -- et elle a fini de tomber.
","thump! down she came upon a heap of sticks and dry leaves, and the fall was over.
"
"Alice was not a bit hurt, and she jumped up on to her feet in a moment: she looked up, but it was all dark overhead; before her was another long passage, and the White Rabbit was still in sight, hurrying down it.",Alice ne s'etait pas fait le moindre mal. ~~~ Vite elle se remet sur ses pieds et regarde en l'air ; mais tout est noir la-haut. ~~~ Elle voit devant elle un long passage et le Lapin Blanc qui court a toutes jambes.,53,aligned,5573,5780,5062,5274,Alice ne s'etait pas fait le moindre mal. Vite elle se remet sur ses pieds et regarde en l'air ; mais tout est noir la-haut. Elle voit devant elle un long passage et le Lapin Blanc qui court a toutes jambes. ,"Alice was not a bit hurt, and she jumped up on to her feet in a moment: she looked up, but it was all dark overhead; before her was another long passage, and the White Rabbit was still in sight, hurrying down it. "
"There was not a moment to be lost: away went Alice like the wind, and was just in time to hear it say, as it turned a corner, ""Oh my ears and whiskers, how late it's getting!""","Il n'y a pas un instant a perdre ; Alice part comme le vent et arrive tout juste a temps pour entendre le Lapin dire, tandis qu'il tourne le coin : << Par ma moustache et mes oreilles, comme il se fait tard !",54,aligned,5781,5989,5275,5449,"Il n'y a pas un instant a perdre ; Alice part comme le vent et arrive tout juste a temps pour entendre le Lapin dire, tandis qu'il tourne le coin : << Par ma moustache et mes oreilles, comme il se fait tard ! ","There was not a moment to be lost: away went Alice like the wind, and was just in time to hear it say, as it turned a corner, ""Oh my ears and whiskers, how late it's getting!"""
"She was close behind it when she turned the corner, but the Rabbit was no longer to be seen: she found herself in a long, low hall, which was lit up by a row of lamps hanging from the roof.",">> Elle n'en etait plus qu'a deux pas : mais le coin tourne, le Lapin avait disparu. ~~~ Elle se trouva alors dans une salle longue et basse, eclairee par une rangee de lampes pendues au plafond.",55,aligned,5993,6181,5451,5640,"Elle n'en etait plus qu'a deux pas : mais le coin tourne, le Lapin avait disparu. Elle se trouva alors dans une salle longue et basse, eclairee par une rangee de lampes pendues au plafond.
","She was close behind it when she turned the corner, but the Rabbit was no longer to be seen: she found herself in a long, low hall, which was lit up by a row of lamps hanging from the roof.
"
"There were doors all round the hall, but they were all locked; and when Alice had been all the way down one side and up the other, trying every door, she walked sadly down the middle, wondering how she was ever to get out again.","Il y avait des portes tout autour de la salle : ces portes etaient toutes fermees, et, apres avoir vainement tente d'ouvrir celles du cote droit, puis celles du cote gauche, Alice se promena tristement au beau milieu de cette salle, se demandant comment elle en sortirait.",56,aligned,6185,6457,5642,5870,"Il y avait des portes tout autour de la salle : ces portes etaient toutes fermees, et, apres avoir vainement tente d'ouvrir celles du cote droit, puis celles du cote gauche, Alice se promena tristement au beau milieu de cette salle, se demandant comment elle en sortirait.
","There were doors all round the hall, but they were all locked; and when Alice had been all the way down one side and up the other, trying every door, she walked sadly down the middle, wondering how she was ever to get out again.
"
"Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and Alice's first thought was that it might belong to one of the doors of the hall; but, alas!","Tout a coup elle rencontra sur son passage une petite table a trois pieds, en verre massif, et rien dessus qu'une toute petite clef d'or. ~~~ Alice pensa aussitot que ce pouvait etre celle d'une des portes ; mais helas !",57,aligned,6461,6677,5872,6093,"Tout a coup elle rencontra sur son passage une petite table a trois pieds, en verre massif, et rien dessus qu'une toute petite clef d'or. Alice pensa aussitot que ce pouvait etre celle d'une des portes ; mais helas ! ","Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and Alice's first thought was that it might belong to one of the doors of the hall; but, alas! "
"either the locks were too large, or the key was too small, but at any rate it would not open any of them.","soit que les serrures fussent trop grandes, soit que la clef fut trop petite, elle ne put toujours en ouvrir aucune.",58,aligned,6678,6794,6094,6199,"soit que les serrures fussent trop grandes, soit que la clef fut trop petite, elle ne put toujours en ouvrir aucune. ","either the locks were too large, or the key was too small, but at any rate it would not open any of them. "
"However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!","Cependant, ayant fait un second tour, elle apercut un rideau place tres-bas et qu'elle n'avait pas vu d'abord ; par derriere se trouvait encore une petite porte a peu pres quinze pouces de haut ; elle essaya la petite clef d'or a la serrure, et, a sa grande joie, il se trouva qu'elle y allait a merveille.",59,aligned,6798,7104,6200,6430,"Cependant, ayant fait un second tour, elle apercut un rideau place tres-bas et qu'elle n'avait pas vu d'abord ; par derriere se trouvait encore une petite porte a peu pres quinze pouces de haut ; elle essaya la petite clef d'or a la serrure, et, a sa grande joie, il se trouva qu'elle y allait a merveille. ","However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!
"
"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.","Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. ~~~ Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde.",60,aligned,7105,7317,6432,6614,"Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde. ","Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw. "
"""it would be of very little use without my shoulders.",<< a quoi cela servirait-il sans mes epaules ?,61,aligned,7575,7618,6856,6908,a quoi cela servirait-il sans mes epaules ? ,it would be of very little use without my shoulders. 
"""and even if my head would go through,"" thought poor Alice,","<< Et quand meme ma tete y passerait, >> pensait Alice,",62,aligned,7519,7571,6796,6854,"Et quand meme ma tete y passerait, >> pensait Alice, ","and even if my head would go through,"" thought poor Alice, "
but she could not even get her head through the doorway;,Mais sa tete ne pouvait meme pas passer par la porte.,63,aligned,7462,7515,6738,6794,Mais sa tete ne pouvait meme pas passer par la porte. ,but she could not even get her head through the doorway; 
"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains,","Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines !",64,aligned,7318,7461,6615,6737,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, "
"Oh, how I wish I could shut up like a telescope!",Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope !,65,aligned,7619,7695,6909,6957,Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! ,"Oh, how I wish I could shut up like a telescope! "
"I think I could, if I only knew how to begin.","Ca se pourrait peut-etre, si je savais comment m'y prendre.",66,aligned,7696,7755,6958,7003,"Ca se pourrait peut-etre, si je savais comment m'y prendre. ","I think I could, if I only knew how to begin."""
"For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.",">> Il lui etait deja arrive tant de choses extraordinaires, qu'Alice commencait a croire qu'il n'y en avait guere d'impossibles.",67,aligned,7759,7884,7005,7151,"Il lui etait deja arrive tant de choses extraordinaires, qu'Alice commencait a croire qu'il n'y en avait guere d'impossibles.
","For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.
"
