eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
"""But they were _in_ the well,"" Alice said to the Dormouse, not choosing to notice this last remark.",(No direct equivalent in text),812,aligned,-1,-1,82096,82194,,"But they were _in_ the well,"" Alice said to the Dormouse, not choosing to notice this last remark.
"
"""Of course they were,"" said the Dormouse; ""--well in.""",(No direct equivalent in text),813,aligned,-1,-1,82197,82249,,"Of course they were,"" said the Dormouse; ""--well in."""
"""They were learning to draw,"" the Dormouse went on, yawning and rubbing its eyes, for it was getting very sleepy; ""and they drew all manner of things--everything that begins with an M--""",(No direct equivalent in text),815,aligned,-1,-1,82361,82545,,"They were learning to draw,"" the Dormouse went on, yawning and rubbing its eyes, for it was getting very sleepy; ""and they drew all manner of things--everything that begins with an M--"""
"""Why with an M?"" said Alice.",(No direct equivalent in text),816,aligned,-1,-1,82549,82576,,"Why with an M?"" said Alice.
"
"""--and perhaps you were never even introduced to a lobster--""",<< et peut-etre ne vous a-t-on jamais presentee a un homard ? >>,1102,aligned,121840,121898,-1,-1,et peut-etre ne vous a-t-on jamais presentee a un homard ? ,
""" --you advance twice--""",<< --on avance deux fois -- >>,1118,aligned,-1,-1,111782,111803,,"--you advance twice--"""
"""I never thought about it,"" said Alice. ""Why?""",(No direct equivalent in text),1119,aligned,-1,-1,115650,115694,,"I never thought about it,"" said Alice. ""Why?"""
"""_It does the boots and shoes_,"" the Gryphon replied very solemnly.",(No direct equivalent in text),1120,aligned,-1,-1,115698,115764,,"_It does the boots and shoes_,"" the Gryphon replied very solemnly.
"
Alice was thoroughly puzzled.,(No direct equivalent in text),1121,aligned,-1,-1,115766,115795,,Alice was thoroughly puzzled. 
"""Does the boots and shoes!"" she repeated in a wondering tone.",(No direct equivalent in text),1122,aligned,-1,-1,115797,115857,,"Does the boots and shoes!"" she repeated in a wondering tone.
"
"""Why, what are _your_ shoes done with?"" said the Gryphon.",(No direct equivalent in text),1123,aligned,-1,-1,115860,115916,,"Why, what are _your_ shoes done with?"" said the Gryphon. "
"""I mean, what makes them so shiny?"" Alice looked down at them, and considered a little before she gave her answer. ""They're done with blacking, I believe.""",(No direct equivalent in text),1124,aligned,-1,-1,115918,116072,,"I mean, what makes them so shiny?""

Alice looked down at them, and considered a little before she gave her answer. ""They're done with blacking, I believe."""
"""Boots and shoes under the sea,"" the Gryphon went on in a deep voice, ""are done with a whiting. Now you know.""",(No direct equivalent in text),1126,aligned,-1,-1,116076,116184,,"Boots and shoes under the sea,"" the Gryphon went on in a deep voice, ""are done with a whiting. Now you know."""
"""Soles and eels, of course,"" the Gryphon replied rather impatiently: ""any shrimp could have told you that.""",(No direct equivalent in text),1127,aligned,-1,-1,116260,116365,,"Soles and eels, of course,"" the Gryphon replied rather impatiently: ""any shrimp could have told you that."""
"""If I'd been the whiting,"" said Alice, whose thoughts were still running on the song, ""I'd have said to the porpoise, 'Keep back, please: we don't want _you_ with us!'""",(No direct equivalent in text),1128,aligned,-1,-1,116369,116534,,"If I'd been the whiting,"" said Alice, whose thoughts were still running on the song, ""I'd have said to the porpoise, 'Keep back, please: we don't want _you_ with us!'"
"""They were obliged to have him with them,"" the Mock Turtle said: ""no wise fish would go anywhere without a porpoise.""",(No direct equivalent in text),1129,aligned,-1,-1,116539,116654,,"They were obliged to have him with them,"" the Mock Turtle said: ""no wise fish would go anywhere without a porpoise."""
"""Wouldn't it really?"" said Alice in a tone of great surprise.",(No direct equivalent in text),1130,aligned,-1,-1,116658,116718,,"Wouldn't it really?"" said Alice in a tone of great surprise.
"
"""Of course not,"" said the Mock Turtle: ""why, if a fish came to _me_, and told me he was going a journey, I should say 'With what porpoise?'""",(No direct equivalent in text),1131,aligned,-1,-1,116721,116858,,"Of course not,"" said the Mock Turtle: ""why, if a fish came to _me_, and told me he was going a journey, I should say 'With what porpoise?'"
"""Don't you mean 'purpose'?"" said Alice.",(No direct equivalent in text),1132,aligned,-1,-1,116863,116901,,"Don't you mean 'purpose'?"" said Alice.
"
"""I mean what I say,"" the Mock Turtle replied in an offended tone. And the Gryphon added ""Come, let's hear some of _your_ adventures.""","<< I mean what I say, >> the Mock Turtle replied in an offended tone. And the Gryphon added ""Come, let's hear some of _your_ adventures.""",1133,aligned,-1,-1,116904,117035,,"I mean what I say,"" the Mock Turtle replied in an offended tone. And the Gryphon added ""Come, let's hear some of _your_ adventures."""
"""And what are they made of?"" Alice asked in a tone of great curiosity.",(No direct equivalent in text),1137,aligned,-1,-1,116188,116257,,"And what are they made of?"" Alice asked in a tone of great curiosity.
"
"""Do you know why it's called a whiting?""",(No direct equivalent in text),1139,aligned,-1,-1,115608,115646,,"Do you know why it's called a whiting?"""
""" --as far out to sea as you can--""",<< --aussi loin a la mer que vous le pouvez -- >>,1145,aligned,-1,-1,112132,112164,,"--as far out to sea as you can--"""
"""Turn a somersault in the sea!"" cried the Mock Turtle, capering wildly about.","<< --vous faites une cabriole dans la mer ! ~~~ !! >> cria la Fausse-Tortue, en cabriolant de tous cotes comme une folle.",1147,aligned,-1,-1,112210,112286,,"Turn a somersault in the sea!"" cried the Mock Turtle, capering wildly about.
"
"""Back to land again, and that's all the first figure,"" said the Mock Turtle, suddenly dropping his voice; and the two creatures, who had been jumping about like mad things all this time, sat down again very sadly and quietly, and looked at Alice.","<< --revenez a terre ; et -- c'est la la premiere figure, >> dit la Fausse-Tortue, baissant tout a coup la voix ; et ces deux etres, qui pendant tout ce temps avaient bondi de tous cotes comme des fous, se rassirent bien tristement et bien posement, puis regarderent Alice.",1149,aligned,-1,-1,112359,112604,,"Back to land again, and that's all the first figure,"" said the Mock Turtle, suddenly dropping his voice; and the two creatures, who had been jumping about like mad things all this time, sat down again very sadly and quietly, and looked at Alice.
"
"""Swim after them!"" screamed the Gryphon.",<< Vous nagez a leur poursuite ! ! ~~~ >> cria le Griffon.,1152,aligned,-1,-1,112168,112207,,"Swim after them!"" screamed the Gryphon.
"
"""But the snail replied ""Too far, too far!"" and gave a look askance-- Said he thanked the whiting kindly, but he would not join the dance. Would not, could not, would not, could not, would not join the dance. Would not, could not, would not, could not, could not join the dance.""",(No direct equivalent in text),1157,aligned,-1,-1,113693,113969,,"But the snail replied ""Too far, too far!"" and gave a look askance-- Said he thanked the whiting kindly, but he would not join the dance. Would not, could not, would not, could not, would not join the dance. Would not, could not, would not, could not, could not join the dance."""
"""You can really have no notion how delightful it will be When they take us up and throw us, with the lobsters, out to sea!""",(No direct equivalent in text),1158,aligned,-1,-1,113569,113690,,"You can really have no notion how delightful it will be When they take us up and throw us, with the lobsters, out to sea!"""
"""What matters it how far we go?"" his scaly friend replied. ""There is another shore, you know, upon the other side. The further off from England the nearer is to France-- Then turn not pale, beloved snail, but come and join the dance. Will you, won't you, will you, won't you, will you join the dance? Will you, won't you, will you, won't you, won't you join the dance?""",(No direct equivalent in text),1159,aligned,-1,-1,113973,114340,,"What matters it how far we go?"" his scaly friend replied. ""There is another shore, you know, upon the other side. The further off from England the nearer is to France-- Then turn not pale, beloved snail, but come and join the dance. Will you, won't you, will you, won't you, will you join the dance? Will you, won't you, will you, won't you, won't you join the dance?"""
"[later editions continued as follows When the sands are all dry, he is gay as a lark, And will talk in contemptuous tones of the Shark, But, when the tide rises and sharks are around, His voice has a timid and tremulous sound.]",(No direct equivalent in text),1182,aligned,-1,-1,118781,119008,,"[later editions continued as follows When the sands are all dry, he is gay as a lark, And will talk in contemptuous tones of the Shark, But, when the tide rises and sharks are around, His voice has a timid and tremulous sound.]
"
"""Beautiful Soup! Who cares for fish, Game, or any other dish? Who would not give all else for two p ennyworth only of beautiful Soup? Pennyworth only of beautiful Soup? ~~~ Beau--ootiful Soo--oop! Beau--ootiful Soo--oop! ~~~ Soo--oop of the e--e--evening, Beautiful, beauti--FUL SOUP!""",(No direct equivalent in text),1197,aligned,-1,-1,121352,121639,,"Beautiful Soup! Who cares for fish, Game, or any other dish? Who would not give all else for two p ennyworth only of beautiful Soup? Pennyworth only of beautiful Soup?     Beau--ootiful Soo--oop!     Beau--ootiful Soo--oop! Soo--oop of the e--e--evening,     Beautiful, beauti--FUL SOUP!"""
"""It began with the tea,"" the Hatter replied.","""<< Ca a commence par le the, >> repondit le Chapelier.",1277,aligned,138332,138383,-1,-1,"Ca a commence par le the, >> repondit le Chapelier.
",
(No direct equivalent in text),<< Eh bien !',1278,aligned,35193,35202,-1,-1,Eh bien ! ,
said the King.,(No direct equivalent in text),1312,aligned,-1,-1,125271,125285,,"said the King.
"
CHAPTER XII. Alice's Evidence,(No direct equivalent in text),1327,aligned,-1,-1,132594,132623,,"CHAPTER XII. Alice's Evidence
"
"""That proves his guilt,"" said the Queen.","""<< Cela prouve sa culpabilite, >> dit la Reine.""",1373,aligned,147936,147980,-1,-1,"Cela prouve sa culpabilite, >> dit la Reine.
",
Though they were mine before.,(No direct equivalent in text),1380,aligned,-1,-1,137930,137959,,"Though they were mine before.
"
"She heard even the sound of her voice; she saw that peculiar little toss of the head by which she threw back the stray hairs that were always getting into her eyes; and, as she listened or seemed to listen, everything around her quickened and became peopled with the strange creatures of her young sister’s dream.",(No direct equivalent in text),1458,aligned,-1,-1,-1,-1,,
