eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,occurrences_tuple,fr_text,fr_startByte,fr_endByte
booknlp,COREF,152,he,682,684,24,4,1,M_11,"He staggered into the ""Coach and Horses"" more dead than alive, and flung his portmanteau down. ""A fire,"" he cried, ""in the name of human charity! A room and a fire!""","Il entra, chancelant, plus mort que vif, dans l'auberge et posant a terre son bagage : -- Du feu, s'ecria-t-il, du feu, par charite ! Une chambre et du feu !",1,aligned,704,862,577,741,"Il entra, chancelant, plus mort que vif, dans l'auberge et posant a terre son bagage :

-- Du feu, s'ecria-t-il, du feu, par charite ! Une chambre et du feu !
","He staggered into the ""Coach and Horses"" more dead than alive, and
flung his portmanteau down. ""A fire,"" he cried, ""in the name of human
charity! A room and a fire!""",['il'],"[('il', 704, 706), ('il', 813, 815)]","(('il', 704, 706), ('il', 813, 815))",,,
booknlp,COREF,152,He,743,745,24,4,1,M_12,"He stamped and shook the snow from off himself in the bar, and followed Mrs. Hall into her guest parlour to strike his bargain.","Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions.",4,aligned,864,1004,743,870,"Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions. ","He stamped and shook the snow from off
himself in the bar, and followed Mrs. Hall into her guest parlour to
strike his bargain. ",['Il'],"[('Il', 864, 866)]","(('Il', 864, 866),)",Il,864,866
booknlp,COREF,152,himself,782,789,24,4,1,M_13,"He stamped and shook the snow from off himself in the bar, and followed Mrs. Hall into her guest parlour to strike his bargain.","Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions.",4,aligned,864,1004,743,870,"Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions. ","He stamped and shook the snow from off
himself in the bar, and followed Mrs. Hall into her guest parlour to
strike his bargain. ",['lui-même'],"[(None, None, None)]","((None, None, None),)",,,
exp,exp_name,mrs. hall,Mrs. Hall,815,824,15,4,1,M_14,"He stamped and shook the snow from off himself in the bar, and followed Mrs. Hall into her guest parlour to strike his bargain.","Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions.",4,aligned,864,1004,743,870,"Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions. ","He stamped and shook the snow from off
himself in the bar, and followed Mrs. Hall into her guest parlour to
strike his bargain. ",['Mme Hall'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,his,858,861,24,4,1,M_15,"He stamped and shook the snow from off himself in the bar, and followed Mrs. Hall into her guest parlour to strike his bargain.","Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions.",4,aligned,864,1004,743,870,"Il frappa de la semelle, secoua dans le bar la neige qui le couvrait, puis suivit madame Hall dans le petit salon pour faire ses conditions. ","He stamped and shook the snow from off
himself in the bar, and followed Mrs. Hall into her guest parlour to
strike his bargain. ","['son', 'sa', 'ses', 'le sien']","[('ses', 989, 992)]","(('ses', 989, 992),)",ses,989,992
booknlp,COREF,152,he,958,960,24,4,1,M_16,"And with that much introduction, that and a couple of sovereigns flung upon the table, he took up his quarters in the inn.","Sans autre preambule, et jetant deux souverains sur la table, il s'installa dans l'auberge.",12,aligned,1005,1096,871,993,"Sans autre preambule, et jetant deux souverains sur la table, il s'installa dans l'auberge.
","And with that much introduction, that and a couple
of sovereigns flung upon the table, he took up his quarters in the inn.
",['il'],"[('il', 1067, 1069)]","(('il', 1067, 1069),)",il,1067,1069
booknlp,COREF,152,his,969,972,24,4,1,M_17,"And with that much introduction, that and a couple of sovereigns flung upon the table, he took up his quarters in the inn.","Sans autre preambule, et jetant deux souverains sur la table, il s'installa dans l'auberge.",12,aligned,1005,1096,871,993,"Sans autre preambule, et jetant deux souverains sur la table, il s'installa dans l'auberge.
","And with that much introduction, that and a couple
of sovereigns flung upon the table, he took up his quarters in the inn.
","['son', 'sa', 'ses', 'le sien']","[(None, None, None)]","((None, None, None),)",,,
exp,exp_name,mrs. hall,Mrs. Hall,995,1004,15,5,1,M_18,Mrs. Hall lit the fire and left him there while she went to prepare him a meal with her own hands.,Madame Hall disposa le feu et alla preparer le repas de ses propres mains.,19,aligned,1098,1172,995,1093,Madame Hall disposa le feu et alla preparer le repas de ses propres mains. ,"Mrs. Hall lit the fire and left him there while she went to prepare him
a meal with her own hands. ",['Mme Hall'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,him,1027,1030,24,5,1,M_19,Mrs. Hall lit the fire and left him there while she went to prepare him a meal with her own hands.,Madame Hall disposa le feu et alla preparer le repas de ses propres mains.,19,aligned,1098,1172,995,1093,Madame Hall disposa le feu et alla preparer le repas de ses propres mains. ,"Mrs. Hall lit the fire and left him there while she went to prepare him
a meal with her own hands. ",['lui'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,him,1063,1066,24,5,1,M_20,Mrs. Hall lit the fire and left him there while she went to prepare him a meal with her own hands.,Madame Hall disposa le feu et alla preparer le repas de ses propres mains.,19,aligned,1098,1172,995,1093,Madame Hall disposa le feu et alla preparer le repas de ses propres mains. ,"Mrs. Hall lit the fire and left him there while she went to prepare him
a meal with her own hands. ",['lui'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,his,1624,1627,24,5,1,M_21,"Although the fire was burning up briskly, she was surprised to see that her visitor still wore his hat and coat, standing with his back to her and staring out of the window at the falling snow in the yard.","Quoique le feu brulat vivement, elle constata, non sans surprise, que le voyageur conservait toujours son chapeau et son manteau, et se tenait de maniere a dissimuler son visage.",14,aligned,1643,1821,1529,1734,"Quoique le feu brulat vivement, elle constata, non sans surprise, que le voyageur conservait toujours son chapeau et son manteau, et se tenait de maniere a dissimuler son visage. ","Although the fire was burning up briskly, she was surprised to see that
her visitor still wore his hat and coat, standing with his back to her
and staring out of the window at the falling snow in the yard. ","['son', 'sa', 'ses', 'le sien']","[('son', 1745, 1748), ('son', 1760, 1763), ('son', 1810, 1813)]","(('son', 1745, 1748), ('son', 1760, 1763), ('son', 1810, 1813))",,,
booknlp,COREF,152,his,1656,1659,24,5,1,M_22,"Although the fire was burning up briskly, she was surprised to see that her visitor still wore his hat and coat, standing with his back to her and staring out of the window at the falling snow in the yard.","Quoique le feu brulat vivement, elle constata, non sans surprise, que le voyageur conservait toujours son chapeau et son manteau, et se tenait de maniere a dissimuler son visage.",14,aligned,1643,1821,1529,1734,"Quoique le feu brulat vivement, elle constata, non sans surprise, que le voyageur conservait toujours son chapeau et son manteau, et se tenait de maniere a dissimuler son visage. ","Although the fire was burning up briskly, she was surprised to see that
her visitor still wore his hat and coat, standing with his back to her
and staring out of the window at the falling snow in the yard. ","['son', 'sa', 'ses', 'le sien']","[('son', 1745, 1748), ('son', 1760, 1763), ('son', 1810, 1813)]","(('son', 1745, 1748), ('son', 1760, 1763), ('son', 1810, 1813))",,,
booknlp,COREF,152,His,1735,1738,24,5,1,M_23,"His gloved hands were clasped behind him, and he seemed to be lost in thought.",Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.,13,aligned,1822,1924,1735,1813,"Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.
","His
gloved hands were clasped behind him, and he seemed to be lost in
thought. ",['Son'],"[('Son', 1875, 1878)]","(('Son', 1875, 1878),)",Son,1875,1878
booknlp,COREF,152,him,1772,1775,24,5,1,M_24,"His gloved hands were clasped behind him, and he seemed to be lost in thought.",Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.,13,aligned,1822,1924,1735,1813,"Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.
","His
gloved hands were clasped behind him, and he seemed to be lost in
thought. ",['lui'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,he,1781,1783,24,5,1,M_25,"His gloved hands were clasped behind him, and he seemed to be lost in thought.",Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.,13,aligned,1822,1924,1735,1813,"Ses mains toujours gantees etaient croisees derriere son dos. Il paraissait perdu dans ses reflexions.
","His
gloved hands were clasped behind him, and he seemed to be lost in
thought. ",['il'],"[('il', 1884, 1886)]","(('il', 1884, 1886),)",il,1884,1886
booknlp,COREF,152,his,1869,1872,24,5,1,M_26,She noticed that the melting snow that still sprinkled his shoulders dripped upon her carpet.,"Elle remarqua que la neige fondue qui saupoudrait encore ses epaules, tombait goutte a goutte sur le tapis.",20,aligned,1926,2033,1814,1907,"Elle remarqua que la neige fondue qui saupoudrait encore ses epaules, tombait goutte a goutte sur le tapis.
","She noticed that the melting snow that still sprinkled his
shoulders dripped upon her carpet. ","['son', 'sa', 'ses', 'le sien']","[('ses', 1983, 1986)]","(('ses', 1983, 1986),)",ses,1983,1986
pdnc,qID,Q1-0,your,1920,1924,24,5,1,M_27,"""Can I take your hat and coat, sir?"" she said, ""and give them a good dry in the kitchen?""","-- Voulez-vous me permettre, monsieur, dit-elle, de prendre vos effets, pour les mettre a secher dans la cuisine ?",21,aligned,2035,2149,1909,1996,"-- Voulez-vous me permettre, monsieur, dit-elle, de prendre vos effets, pour les mettre a secher dans la cuisine ?
","Can I take your hat and coat, sir?""
she said, ""and give them a good dry in the kitchen?""","['ton', 'ta', 'tes', 'votre', 'vos']","[('vos', 2095, 2098)]","(('vos', 2095, 2098),)",vos,2095,2098
pdnc,qID,Q1-0,sir,1939,1942,24,5,1,M_28,"""Can I take your hat and coat, sir?"" she said, ""and give them a good dry in the kitchen?""","-- Voulez-vous me permettre, monsieur, dit-elle, de prendre vos effets, pour les mettre a secher dans la cuisine ?",21,aligned,2035,2149,1909,1996,"-- Voulez-vous me permettre, monsieur, dit-elle, de prendre vos effets, pour les mettre a secher dans la cuisine ?
","Can I take your hat and coat, sir?""
she said, ""and give them a good dry in the kitchen?""",['Monsieur'],"[('Monsieur', 2064, 2072)]","(('Monsieur', 2064, 2072),)",Monsieur,2064,2072
booknlp,COREF,152,he,2005,2007,24,6,1,M_29,"""No,"" he said without turning.","- Non, repondit l'autre sans se retourner.",11,aligned,2151,2193,2000,2029,"- Non, repondit l'autre sans se retourner.
","No,"" he said without turning.
",['il'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,him,2062,2065,24,7,1,M_30,"She was not sure she had heard him, and was about to repeat her question.","N'etant pas sure d'avoir bien entendu, elle allait repeter sa question, quand il retourna la tete et, la regardant :",10,aligned,2195,2311,2031,2104,"N'etant pas sure d'avoir bien entendu, elle allait repeter sa question, quand il retourna la tete et, la regardant :
","She was not sure she had heard him, and was about to repeat her
question.
",['lui'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,152,I,2163,2164,24,8,1,M_34,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.","-- Je prefere les garder, ajouta-t-il nettement. Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.",8,aligned,2313,2572,2163,2368,"-- Je prefere les garder, ajouta-t-il nettement.

Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.
","I prefer to
keep them on,"" he said with emphasis, and she noticed that he wore big
blue spectacles with sidelights, and had a bush side-whisker over his
coat-collar that completely hid his cheeks and face.
","['je', ""j'""]","[('je', 2316, 2318)]","(('je', 2316, 2318),)",je,2316,2318
booknlp,COREF,152,he,2190,2192,24,8,1,M_35,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.","-- Je prefere les garder, ajouta-t-il nettement. Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.",8,aligned,2313,2572,2163,2368,"-- Je prefere les garder, ajouta-t-il nettement.

Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.
","I prefer to
keep them on,"" he said with emphasis, and she noticed that he wore big
blue spectacles with sidelights, and had a bush side-whisker over his
coat-collar that completely hid his cheeks and face.
",['il'],"[('il', 2348, 2350), ('il', 2386, 2388)]","(('il', 2348, 2350), ('il', 2386, 2388))",il,2348,2350
booknlp,COREF,152,he,2234,2236,24,8,1,M_36,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.","-- Je prefere les garder, ajouta-t-il nettement. Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.",8,aligned,2313,2572,2163,2368,"-- Je prefere les garder, ajouta-t-il nettement.

Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.
","I prefer to
keep them on,"" he said with emphasis, and she noticed that he wore big
blue spectacles with sidelights, and had a bush side-whisker over his
coat-collar that completely hid his cheeks and face.
",['il'],"[('il', 2348, 2350), ('il', 2386, 2388)]","(('il', 2348, 2350), ('il', 2386, 2388))",il,2386,2388
booknlp,COREF,152,his,2312,2315,24,8,1,M_37,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.","-- Je prefere les garder, ajouta-t-il nettement. Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.",8,aligned,2313,2572,2163,2368,"-- Je prefere les garder, ajouta-t-il nettement.

Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.
","I prefer to
keep them on,"" he said with emphasis, and she noticed that he wore big
blue spectacles with sidelights, and had a bush side-whisker over his
coat-collar that completely hid his cheeks and face.
","['son', 'sa', 'ses', 'le sien']","[('son', 2503, 2506), ('son', 2561, 2564), ('ses', 2545, 2548)]","(('son', 2503, 2506), ('son', 2561, 2564), ('ses', 2545, 2548))",,,
booknlp,COREF,152,his,2348,2351,24,8,1,M_38,"""I prefer to keep them on,"" he said with emphasis, and she noticed that he wore big blue spectacles with sidelights, and had a bush side-whisker over his coat-collar that completely hid his cheeks and face.","-- Je prefere les garder, ajouta-t-il nettement. Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.",8,aligned,2313,2572,2163,2368,"-- Je prefere les garder, ajouta-t-il nettement.

Madame Hall observa qu'il portait de grosses lunettes bleues, avec des verres a angle droit, et que d'epais favoris, repandus sur le col de son vetement, empechaient de rien voir de ses joues ni de son visage.
","I prefer to
keep them on,"" he said with emphasis, and she noticed that he wore big
blue spectacles with sidelights, and had a bush side-whisker over his
coat-collar that completely hid his cheeks and face.
","['son', 'sa', 'ses', 'le sien']","[('son', 2503, 2506), ('son', 2561, 2564), ('ses', 2545, 2548)]","(('son', 2503, 2506), ('son', 2561, 2564), ('ses', 2545, 2548))",,,
pdnc,qID,Q3-0,sir,2382,2385,24,9,1,M_39,"""Very well, sir,"" she said. ""_As_ you like. In a bit the room will be warmer.""","-- Tres bien, monsieur, comme il vous plaira... Dans un moment la piece sera plus chaude.",7,aligned,2574,2663,2371,2447,"-- Tres bien, monsieur, comme il vous plaira... Dans un moment la piece sera plus chaude.
","Very well, sir,"" she said. ""_As_ you like. In a bit the room will be
warmer.""",['Monsieur'],"[('Monsieur', 2588, 2596)]","(('Monsieur', 2588, 2596),)",Monsieur,2588,2596
pdnc,qID,Q3-1,you,2404,2407,24,9,1,M_40,"""Very well, sir,"" she said. ""_As_ you like. In a bit the room will be warmer.""","-- Tres bien, monsieur, comme il vous plaira... Dans un moment la piece sera plus chaude.",7,aligned,2574,2663,2371,2447,"-- Tres bien, monsieur, comme il vous plaira... Dans un moment la piece sera plus chaude.
","Very well, sir,"" she said. ""_As_ you like. In a bit the room will be
warmer.""","['tu', 'vous']","[('vous', 2607, 2611)]","(('vous', 2607, 2611),)",vous,2607,2611
