eng,fr,id,llm alignment result
"As she went behind the bar to the kitchen she heard a sound repeated at regular intervals. ~~~ Chirk, chirk, chirk, it went, the sound of a spoon being rapidly whisked round a basin.","Comme elle arrivait a la cuisine, en passant derriere le comptoir, madame Hall entendit un bruit renouvele a intervalles reguliers : tac, tac, tac, cela se repetait toujours ; c'etait le bruit d'une cuiller tournant dans un bol. ~~~ -- Ah !",27,aligned
"""That girl!""",cette fille !,28,aligned
she said.,s'ecria-t-elle.,29,not aligned
"""There!",La !,30,not aligned
I clean forgot it.,j'ai tout a fait oublie la moutarde.,31,not aligned
"It s her being so long!""",C'est sa faute : pourquoi est-elle toujours si lente ?,32,not aligned
"And while she herself finished mixing the mustard, she gave Millie a few verbal stabs for her excessive slowness.","Et, tout en achevant elle-meme de battre la moutarde, elle lanca vers Millie quelques amenites sur les inconvenients de l'indolence.",33,aligned
"She had cooked the ham and eggs, laid the table, and done everything, while Millie (help indeed!)","N'avait-elle pas de ses mains prepare les oeufs et le jambon, mis le couvert, et tout fait en somme, tandis que Millie, mon Dieu ! ~~~ mon Dieu !",34,aligned
had only succeeded in delaying the mustard.,n'avait reussi qu'a l'empecher de servir la moutarde !,35,aligned
And him a new guest and wanting to stay!,"Et cela, avec un nouvel hote, qui montrait l'intention de sejourner !",36,not aligned
"Then she filled the mustard pot, and, putting it with a certain stateliness upon a gold and black tea-tray, carried it into the parlour.","Alors l'hotesse remplit le moutardier et, le placant avec ceremonie sur le plateau a the, noir et or, elle le porta dans le salon.",37,aligned
She rapped and entered promptly.,Elle frappa et entra tout de suite.,38,aligned
,Aussitot l'etranger fit un mouvement rapide : elle n'eut que le temps d'entrevoir un objet blanc qui disparaissait derriere la table ; le voyageur avait l'air de ramasser quelque chose sur le parquet.,39,not aligned
"As she did so her visitor moved quickly, so that she got but a glimpse of a white object disappearing behind the table.",Ce n'est qu'apres avoir depose son plateau qu'elle remarqua que pardessus et chapeau avaient ete otes et places sur une chaise devant le feu.,40,not aligned
It would seem he was picking something from the floor.,Une paire de souliers mouilles menacait de la rouille son garde-feu en acier.,41,not aligned
"She rapped down the mustard pot on the table, and then she noticed the overcoat and hat had been taken off and put over a chair in front of the fire, and a pair of wet boots threatened rust to her steel fender.","Elle s'avanca resolument vers cette defroque, et, d'un ton qui n'admettait pas de refus : -- Maintenant, sans doute, je puis prendre tout cela pour le faire secher.",42,not aligned
She went to these things resolutely.,-- Laissez le chapeau !,43,not aligned
"""I suppose I may have them to dry now,"" she said in a voice that brooked no denial.",>> repondit le visiteur d'une voix sourde.,44,not aligned
"""Leave the hat,"" said her visitor, in a muffled voice, and turning she saw he had raised his head and was sitting and looking at her.","En se retournant, elle vit qu'il avait leve la tete et qu'il la regardait.",45,not aligned
"For a moment she stood gaping at him, too surprised to speak.","Pendant une minute, elle le considera fixement, trop surprise pour dire un mot.",46,aligned
"He held a white cloth it was a serviette he had brought with him over the lower part of his face, so that his mouth and jaws were completely hidden, and that was the reason of his muffled voice.","Il tenait un linge blanc, une serviette apportee par lui, sur la partie inferieure de sa figure, de facon que sa bouche et ses machoires fussent completement cachees : cela expliquait le timbre assourdi de sa voix.",47,aligned
But it was not that which startled Mrs. Hall.,Mais ce n'etait pas cela qui etonnait le plus madame Hall.,48,aligned
"It was the fact that all his forehead above his blue glasses was covered by a white bandage, and that another covered his ears, leaving not a scrap of his face exposed excepting only his pink, peaked nose.","En effet, tout le front du voyageur, au-dessus des lunettes bleues, etait couvert d'un bandeau blanc ; un autre bandeau, applique sur les oreilles, ne laissait pas apercevoir le moindre bout de visage, si ce n'est un nez rouge et pointu, toujours aussi rouge et luisant que tout a l'heure, a l'arrivee.",49,aligned
"It was bright, pink, and shiny just as it had been at first.","L'homme portait une jaquette de velours fonce, avec un large collet noir, releve autour du cou et laissant passer une ligne de linge.",50,not aligned
"He wore a dark-brown velvet jacket with a high, black, linen-lined collar turned up about his neck.","La chevelure, epaisse et brune, qui s'echappait au hasard, en petites queues, en petites cornes singulieres, de dessous les deux bandeaux croises, donnait a la physionomie l'aspect le plus etrange que l'on put imaginer.",51,not aligned
"The thick black hair, escaping as it could below and between the cross bandages, projected in curious tails and horns, giving him the strangest appearance conceivable.","Cette tete, enveloppee, emmitouflee, etait si differente de ce qu'avait prevu madame Hall que celle-ci, pendant un moment, demeura petrifiee.",52,not aligned
"This muffled and bandaged head was so unlike what she had anticipated, that for a moment she was rigid.","Lui, n'ecartait point sa serviette ; il continuait a la tenir sous son nez, ainsi qu'elle le voyait maintenant, d'une main gantee de marron, et, de ses verres impenetrables, il la regardait.",53,not aligned
"He did not remove the serviette, but remained holding it, as she saw now, with a brown gloved hand, and regarding her with his inscrutable blue glasses.","-- Laissez le chapeau ! ~~~ repetait-il, parlant indistinctement a travers sa serviette blanche.",54,not aligned
"""Leave the hat,"" he said, speaking very distinctly through the white cloth.",Les nerfs de madame Hall commencaient a se remettre de la secousse eprouvee.,55,not aligned
Her nerves began to recover from the shock they had received.,Elle laissa le chapeau sur la chaise aupres du feu.,56,not aligned
She placed the hat on the chair again by the fire.,"-- Je ne savais pas, monsieur, que... que... Et elle s'arreta, tout embarrassee.",57,not aligned
"""I didn t know, sir,"" she began, ""that "" and she stopped embarrassed.","-- Je vous remercie, fit-il sechement.",58,not aligned
"""Thank you,"" he said drily, glancing from her to the door and then at her again.",Ses regards allaient alternativement d'elle a la porte.,59,not aligned
"""I ll have them nicely dried, sir, at once,"" she said, and carried his clothes out of the room.","-- Je vais les faire bien secher tout de suite >>, dit-elle en sortant de la piece avec les vetements.",60,not aligned
She glanced at his white-swathed head and blue goggles again as she was going out of the door; but his napkin was still in front of his face.,"Elle lanca un dernier coup d'oeil vers cette tete emmaillotee de blanc, vers ces lunettes sans expression ; la serviette cachait toujours la figure.",61,not aligned
"She shivered a little as she closed the door behind her, and her face was eloquent of her surprise and perplexity.","Elle frissonna un peu quand elle eut ferme la porte derriere elle, et son visage exprimait bien toute sa surprise, toute sa perplexite.",62,aligned
"""I _never_,"" she whispered. ~~~ ""There!""","-- Non, jamais je n'ai..., dit-elle tout bas.",63,not aligned
"She went quite softly to the kitchen, and was too preoccupied to ask Millie what she was messing about with _now_, when she got there.","Elle retourna tout doucement a la cuisine, trop preoccupee pour demander a Millie ce que celle-ci fricotait juste a ce moment.",64,not aligned
The visitor sat and listened to her retreating feet.,Le voyageur s'assit et tendit l'oreille au bruit des pas qui s'eloignaient.,65,aligned
"He glanced inquiringly at the window before he removed his serviette, and resumed his meal.","Avec inquietude il observa le dehors, a travers la fenetre, avant d'ecarter sa serviette ; puis il reprit son repas.",66,aligned
"He took a mouthful, glanced suspiciously at the window, took another mouthful, then rose and, taking the serviette in his hand, walked across the room and pulled the blind down to the top of the white muslin that obscured the lower panes.","Il avala une bouchee, jeta vers la croisee un nouveau regard de mefiance, mangea une autre bouchee ; puis il se leva, et, tenant a la main sa serviette, il traversa la chambre et abaissa le store jusqu'a la hauteur du rideau de mousseline qui couvrait les carreaux du bas.",67,aligned
This left the room in a twilight.,La piece fut plongee dans une demi-obscurite.,68,aligned
"This done, he returned with an easier air to the table and his meal.","Apres quoi, il revint, l'air plus tranquille, a la table et au repas.",69,aligned
"""The poor soul s had an accident or an op ration or somethin ,"" said Mrs. Hall.","<< Le pauvre homme a eu un accident, ou une operation, ou quelque chose, se dit madame Hall.",70,aligned
"""What a turn them bandages did give me, to be sure!""","Mon Dieu, quelle peur il m'a faite, avec tous ses bandeaux !",71,aligned
"She put on some more coal, unfolded the clothes-horse, and extended the traveller s coat upon this.",">> Elle raviva le feu, ouvrit un chevalet et etendit dessus les vetements de son hote.",72,not aligned
"""And they goggles!",<< Et ces lunettes !...,73,not aligned
,"A coup sur, il avait l'air d'un scaphandrier plutot que d'un homme ordinaire !",74,not aligned
"Why, he looked more like a divin helmet than a human man!""",>> Elle pendit le cache-nez a un coin du support.,75,not aligned
She hung his muffler on a corner of the horse.,<< Et il tient tout le temps ce mouchoir sur sa bouche !,76,not aligned
"""And holding that handkerchief over his mouth all the time.",Il parle a travers... Peut-etre aussi a-t-il quelque chose a la bouche.,77,aligned
Talkin through it!,Qui sait ?,78,not aligned
"... Perhaps his mouth was hurt too maybe.""",">> Elle tourna sur elle-meme, comme frappee d'un brusque souvenir : -- Que Dieu me benisse !",79,not aligned
"She turned round, as one who suddenly remembers.",s'ecria-t-elle en changeant subitement de sujet.,80,not aligned
"""Bless my soul alive!""","N'avez-vous pas encore fait ces pommes de terre, Millie ?",81,not aligned
"she said, going off at a tangent; ""ain t you done them taters _yet_, Millie?""",">> Lorsque madame Hall vint pour desservir le dejeuner de l'etranger, elle fut confirmee dans son idee qu'il devait avoir eu la bouche blessee et deformee par un accident.",82,not aligned
"When Mrs. Hall went to clear away the stranger s lunch, her idea that his mouth must also have been cut or disfigured in the accident she supposed him to have suffered, was confirmed, for he was smoking a pipe, and all the time that she was in the room he never loosened the silk muffler he had wrapped round the lower part of his face to put the mouthpiece to his lips.","En effet, il fumait une pipe et, pendant tout le temps qu'elle resta dans la piece, il ne se separa point, pour porter le tuyau a ses levres, du foulard de soie dont il avait enveloppe la partie inferieure de sa figure.",83,aligned
"Yet it was not forgetfulness, for she saw he glanced at it as it smouldered out.","Pourtant ce n'etait pas distraction, car elle le vit surveiller le tabac qui allait s'eteindre.",84,aligned
"He sat in the corner with his back to the window-blind and spoke now, having eaten and drunk and being comfortably warmed through, with less aggressive brevity than before.","Il etait dans un coin, le dos tourne au store, et - ayant bien mange et bien bu, s'etant bien rechauffe - il parlait d'un ton moins bref.",85,aligned
The reflection of the fire lent a kind of red animation to his big spectacles they had lacked hitherto.,Le reflet de la flamme pretait a ses grosses lunettes une sorte de rougeoiement qu'elles n'avaient pas eu jusqu'alors.,86,aligned
"""I have some luggage,"" he said, ""at Bramblehurst station,"" and he asked her how he could have it sent.","-- J'ai des bagages a la gare de Bramblehurst, dit-il. ~~~ Et il demanda comment il pourrait se les faire envoyer.",87,aligned
He bowed his bandaged head quite politely in acknowledgment of her explanation.,"Tres poliment, il inclina sa tete emmaillotee pour remercier madame Hall de ses explications.",88,aligned
"""To-morrow?""",-- Demain !,89,aligned
he said.,dit-il.,90,aligned
"""There is no speedier delivery?""",N'est-il pas possible d'avoir cela plus rapidement ?,91,not aligned
"and seemed quite disappointed when she answered, ""No.""",Il parut contrarie quand elle lui repondit que non.,92,aligned
Was she quite sure?,En etait-elle bien sure ?,93,aligned
No man with a trap who would go over?,N'y avait-il pas un homme qui voulut y aller avec une charrette ?...,94,not aligned
"Mrs. Hall, nothing loath, answered his questions and developed a conversation.","Madame Hall, sans hesiter, lui expliqua les difficultes du pays, et la conversation s'engagea.",95,aligned
"""It s a steep road by the down, sir,"" she said in answer to the question about a trap; and then, snatching at an opening, said, ""It was there a carriage was upsettled, a year ago and more.","-- Il y a, monsieur, une route tres montante, par la dune, dit-elle pour ecarter l'idee de la voiture. ~~~ Puis, allant au-devant d'une confidence : << Une voiture y avait verse, un peu plus d'un an auparavant.",96,aligned
"A gentleman killed, besides his coachman.","Un monsieur avait ete tue, sans compter le cocher.",97,aligned
"Accidents, sir, happen in a moment, don t they?""","Les accidents, monsieur, arrivent si vite, n'est-ce pas ?",98,aligned
But the visitor was not to be drawn so easily.,>> Mais le visiteur n'etait pas si commode a mettre en train.,99,aligned
"""They do,"" he said through his muffler, eyeing her quietly through his impenetrable glasses.","-- Oui, en effet ! ~~~ dit-il a travers son foulard, en observant tranquillement madame Hall a l'abri de ses verres impenetrables.",100,aligned
"""But they take long enough to get well, don t they? ~~~ ...","-- Sans compter qu'il faut longtemps encore pour se retablir, n'est-ce pas ?",101,aligned
"There was my sister s son, Tom, jest cut his arm with a scythe, tumbled on it in the ayfield, and, bless me!","Tenez, mon neveu, Tom, il s'est coupe au bras, en jouant avec une faux, en tombant dessus dans un champ ou l'on faisait les foins.",102,aligned
he was three months tied up sir. ~~~ You d hardly believe it.,"Dieu me pardonne, il est reste trois mois, monsieur, sans pouvoir rien faire.",103,not aligned
"It s regular given me a dread of a scythe, sir.""","C'est a ne pas le croire : j'ai toujours, depuis lors, grand-peur des faux.",104,not aligned
"""I can quite understand that,"" said the visitor.",- Je comprends cela !,105,not aligned
"""He was afraid, one time, that he d have to have an op ration he was that bad, sir.""","- Nous avons craint, une fois, qu'il n'eut a subir une operation. ~~~ Il etait si mal, monsieur !",106,not aligned
"The visitor laughed abruptly, a bark of a laugh that he seemed to bite and kill in his mouth.",Le visiteur eclata brusquement d'un rire qu'il parut reprimer et etouffer dans sa bouche. ~~~ -- Ah !,107,aligned
"""_Was_ he?""",vraiment !...,108,aligned
he said.,fit-il.,109,aligned
"""He was, sir.","- Oui, monsieur.",110,aligned
"And no laughing matter to them as had the doing for him, as I had my sister being took up with her little ones so much.","Et il n'y avait pas de quoi rire, occupee de lui comme je l'etais, parce que ma soeur avait assez de besogne avec son petit monde.",111,not aligned
"There was bandages to do, sir, and bandages to undo.","Il y avait des pansements a faire, a defaire.",112,not aligned
"So that if I may make so bold as to say it, sir "" ""Will you get me some matches?""","En sorte que, si j'osais le dire, monsieur... - Voulez-vous me donner des allumettes ?",113,not aligned
"said the visitor, quite abruptly.",fit brusquement l'etranger.,114,not aligned
"""My pipe is out.""",Ma pipe est eteinte.,115,aligned
Mrs. Hall was pulled up suddenly.,Madame Hall fut arretee net.,116,aligned
"It was certainly rude of him, after telling him all she had done.","Cela etait vraiment malhonnete de la part de ce monsieur, apres qu'elle venait de lui dire tout ce qu'elle avait eu d'ennuis !...",117,not aligned
"She gasped at him for a moment, and remembered the two sovereigns.","Elle le devisagea un moment, interloquee ; puis elle se rappela les deux souverains donnes a l'arrivee, et cela fit qu'elle alla chercher des allumettes.",118,not aligned
She went for the matches.,-- Merci !,119,not aligned
"""Thanks,"" he said concisely, as she put them down, and turned his shoulder upon her and stared out of the window again.",,120,not aligned
It was altogether too discouraging.,"fit-il, quand elle lui en apporta.",121,not aligned
Evidently he was sensitive on the topic of operations and bandages.,Et il se detourna pour regarder de nouveau par la fenetre.,122,not aligned
"She did not ""make so bold as to say,"" however, after all.",Evidemment il etait chatouilleux sur la question des operations et des pansements.,123,not aligned
"But his snubbing way had irritated her, and Millie had a hot time of it that afternoon.","Elle n'osa plus rien dire, mais cette maniere de la rudoyer l'avait irritee... Millie eut lieu de s'en apercevoir pendant l'apres-midi.",124,not aligned
"The visitor remained in the parlour until four o clock, without giving the ghost of an excuse for an intrusion. ~~~ For the most part he was quite still during that time; it would seem he sat in the growing darkness smoking in the firelight perhaps dozing.","Le voyageur resta dans le salon jusqu'a quatre heures, sans donner a son hotesse pretexte a y entrer ; il demeura presque continuellement immobile, sans doute assis, dans l'obscurite croissante, fumant a la lueur du foyer, ou peut-etre sommeillant.",125,aligned
"Once or twice a curious listener might have heard him at the coals, and for the space of five minutes he was audible pacing the room.","Une ou deux fois, quelque oreille attentive l'aurait entendu tisonner ; apres cela, pendant cinq minutes, il arpentait la piece.",126,aligned
He seemed to be talking to himself.,Il semblait se parler a lui-meme.,127,aligned
Then the armchair creaked as he sat down again.,Puis le fauteuil craquait : il venait de se rasseoir.,128,aligned
"CHAPTER II. ~~~ MR. TEDDY HENFREY S FIRST IMPRESSIONS At four o clock, when it was fairly dark and Mrs. Hall was screwing up her courage to go in and ask her visitor if he would take some tea, Teddy Henfrey, the clock-jobber, came into the bar. ~~~ ""My sakes!","II LES PREMIERES IMPRESSIONS DE TEDDY HENFREY A quatre heures, il faisait tout a fait sombre. ~~~ Au moment ou madame Hall prenait son courage a deux mains pour aller demander a son hote s'il desirait du the, Teddy Henfrey, le petit horloger, entra dans le bar.",129,aligned
"Mrs. Hall,"" said he, ""but this is terrible weather for thin boots!""","-- Vrai, madame Hall, voila un fichu temps pour des bottines legeres !",130,aligned
The snow outside was falling faster.,La neige tombait de plus en plus fort.,131,aligned
"Mrs. Hall agreed, and then noticed he had his bag with him.",Madame Hall acquiesca d'un hochement de tete et remarqua que Teddy avait sa trousse avec lui.,132,aligned
"""Now you re here, Mr. Teddy,"" said she, ""I d be glad if you d give th old clock in the parlour a bit of a look.","-- Pendant que vous etes la, monsieur Teddy, je vous serais obligee de vouloir bien donner a la vieille pendule, dans le salon, un petit coup d'oeil.",133,aligned
"Tis going, and it strikes well and hearty; but the hour-hand won t do nuthin but point at six.""","Elle marche et elle sonne bien, mais la petite aiguille s'obstine a marquer six heures.",134,aligned
"And leading the way, she went across to the parlour door and rapped and entered.","Lui montrant le chemin, elle se dirigea vers la porte du salon ; elle frappa et entra.",135,aligned
"Her visitor, she saw as she opened the door, was seated in the armchair before the fire, dozing it would seem, with his bandaged head drooping on one side.","Son hote - elle le vit en entrant - etait assis dans le fauteuil devant le feu, assoupi a ce qu'il semblait ; sa tete emmaillotee s'inclinait de cote.",136,aligned
"The only light in the room was the red glow from the fire which lit his eyes like adverse railway signals, but left his downcast face in darkness and the scanty vestiges of the day that came in through the open door.","Pour toute lumiere dans la chambre, la lueur rougeatre qui venait du foyer. ~~~ Tout etait ou violemment eclaire ou tout a fait sombre.",137,not aligned
"Everything was ruddy, shadowy, and indistinct to her, the more so since she had just been lighting the bar lamp, and her eyes were dazzled.",Elle avait d'autant plus de peine a rien distinguer qu'elle venait precisement d'allumer la lampe du bar et que ses yeux etaient encore eblouis.,138,aligned
But for a second it seemed to her that the man she looked at had an enormous mouth wide open a vast and incredible mouth that swallowed the whole of the lower portion of his face.,"Mais, pendant une seconde, il lui parut que l'homme qu'elle regardait avait une bouche enorme, beante, une bouche invraisemblable, qui << mangeait >> tout le bas de sa figure.",139,aligned
"It was the sensation of a moment: the white-bound head, the monstrous goggle eyes, and this huge yawn below it.","Ce fut une image instantanee : une tete enveloppee de blanc, de gros yeux a fleur de front, et, au-dessous, un large four.",140,aligned
"Then he stirred, started up in his chair, put up his hand.","Alors, il bougea, il se redressa sur son siege, il leva la main.",141,aligned
"She opened the door wide, so that the room was lighter, and she saw him more clearly, with the muffler held up to his face just as she had seen him hold the serviette before.","Ayant ouvert la porte toute grande, pour que la chambre fut mieux eclairee, madame Hall le vit plus nettement : il tenait un foulard sur sa figure, tout comme elle l'avait vu auparavant tenir sa serviette.",142,aligned
"The shadows, she fancied, had tricked her.","L'obscurite, pensa-t-elle, l'avait trompee.",143,aligned
"""Would you mind, sir, this man a-coming to look at the clock, sir?""",-- Est-ce que vous voudriez bien permettre que monsieur vienne arranger l'horloge ?,144,not aligned
"she said, recovering from the momentary shock.",dit-elle en surmontant son trouble.,145,aligned
"""Look at the clock?""",-- Arranger l'horloge ?,146,not aligned
"he said, staring round in a drowsy manner, and speaking over his hand, and then, getting more fully awake, ""certainly.""","repeta le voyageur, jetant autour de lui des regards endormis et parlant par-dessus sa main ; puis, tout a fait reveille : -- Mais, certainement !...",147,aligned
"Mrs. Hall went away to get a lamp, and he rose and stretched himself.",Madame Hall sortit pour prendre une lampe ; lui se leva et s'etira.,148,aligned
"Then came the light, and Mr. Teddy Henfrey, entering, was confronted by this bandaged person.","Alors, la piece eclairee, M. Teddy Henfrey se trouva face a face avec l'homme aux bandeaux.",149,aligned
"He was, he says, ""taken aback.""","Il en fut, disait-il, << tout chose >>.",150,not aligned
"""Good afternoon,"" said the stranger, regarding him as Mr. Henfrey says, with a vivid sense of the dark spectacles ""like a lobster.""","-- Bonjour ! ~~~ lui dit l'etranger, en le fixant << avec des yeux de langouste >>, selon l'expression pittoresque de M. Henfrey qui designait ainsi les lunettes aux verres fumes.",151,not aligned
"""I hope,"" said Mr. Henfrey, ""that it s no intrusion.""","-- J'espere, dit celui-ci, que je ne vous gene pas.",152,aligned
"""None whatever,"" said the stranger.","-- Non, pas du tout, repondit l'etranger.",153,aligned
"""Though, I understand,"" he said turning to Mrs. Hall, ""that this room is really to be mine for my own private use.""",,154,not aligned
"""I thought, sir,"" said Mrs. Hall, ""you d prefer the clock "" ""Certainly,"" said the stranger, ""certainly but, as a rule, I like to be alone and undisturbed.""","Pourtant, j'entends - et il se tournait vers madame Hall - que cette piece soit bien a moi, pour mon usage particulier.",155,not aligned
"""But I m really glad to have the clock seen to,"" he said, seeing a certain hesitation in Mr. Henfrey s manner. ~~~ ""Very glad.""","-- Je pensais, monsieur, que vous prefereriez que l'horloge... -- Certainement, certainement...",156,not aligned
"Mr. Henfrey had intended to apologise and withdraw, but this anticipation reassured him.","Mais, regle generale, je desire etre seul et que l'on ne me derange pas.",157,not aligned
The stranger turned round with his back to the fireplace and put his hands behind his back.,"Il fit volte-face, les epaules a la cheminee, les mains derriere son dos.",158,aligned
"""And presently,"" he said, ""when the clock-mending is over, I think I should like to have some tea.","-- Et maintenant, ajouta-t-il, quand la reparation sera faite, je voudrais avoir du the...",159,aligned
"But not till the clock-mending is over.""",Mais pas avant que la reparation soit terminee.,160,not aligned
"Mrs. Hall was about to leave the room she made no conversational advances this time, because she did not want to be snubbed in front of Mr. Henfrey when her visitor asked her if she had made any arrangements about his boxes at Bramblehurst.","Madame Hall etait sur le point de sortir -- cette fois, elle n'essaya pas d'engager la conversation, pour ne pas s'exposer a etre rabrouee devant M. Henfrey -- lorsque le client lui demanda si elle avait pris ses dispositions au sujet des malles restees a Bramblehurst.",161,not aligned
"She told him she had mentioned the matter to the postman, and that the carrier could bring them over on the morrow.",Elle repondit qu'elle avait parle au facteur et que le voiturier les apporterait le lendemain.,162,aligned
"""You are certain that is the earliest?"" ~~~ he said.",-- Etes-vous sure que ce soit le moyen le plus rapide ?,163,not aligned
"She was certain, with a marked coldness.","Elle en etait sure, elle l'affirma avec froideur.",164,aligned
"""I should explain,"" he added, ""what I was really too cold and fatigued to do before, that I am an experimental investigator.""","-- C'est que, voyez-vous... ~~~ Je vais vous expliquer ce que je n'ai pu vous dire plus tot parce que j'etais trop gele et trop fatigue : je suis un travailleur, un homme de laboratoire... -- Ah !",165,not aligned
"""Indeed, sir,"" said Mrs. Hall, much impressed.","vraiment, monsieur ! ~~~ fit madame Hall, tres interessee.",166,aligned
"""And my baggage contains apparatus and appliances."" ~~~ ""Very useful things indeed they are, sir,"" said Mrs. Hall.","-- Et mes bagages contiennent des appareils, un materiel... -- Toutes choses bien utiles, sans doute !",167,aligned
"""And I m very naturally anxious to get on with my inquiries.""","-- Naturellement, je suis impatient de poursuivre mes recherches.",168,aligned
"""Of course, sir.""","-- Naturellement, monsieur !",169,aligned
