eng,fr,id,llm alignment result,group
"""That girl!"" she said.",'cette fille ! s'ecria-t-elle.',"[28, 33]",aligned,4
"""There! I clean forgot it.""",'La ! j'ai tout a fait oublie la moutarde.',"[28, 33]",aligned,4
"""It s her being so long!""",'C'est sa faute : pourquoi est-elle toujours si lente ?',"[28, 33]",aligned,4
"And while she herself finished mixing the mustard, she gave Millie a few verbal stabs for her excessive slowness.","'Et, tout en achevant elle-meme de battre la moutarde, elle lanca vers Millie quelques amenites sur les inconvenients de l'indolence.'","[28, 33]",aligned,4
'had only succeeded in delaying the mustard.','n'avait reussi qu'a l'empecher de servir la moutarde !',"[35, 37, 38, 46]",aligned,5
'And him a new guest and wanting to stay!',"'Et cela, avec un nouvel hote, qui montrait l'intention de sejourner !'","[35, 37, 38, 46]",aligned,5
"'Then she filled the mustard pot, and, putting it with a certain stateliness upon a gold and black tea-tray, carried it into the parlour.'","'Alors l'hotesse remplit le moutardier et, le placant avec ceremonie sur le plateau a the, noir et or, elle le porta dans le salon.'","[35, 37, 38, 46]",aligned,5
'She rapped and entered promptly.','Elle frappa et entra tout de suite.',"[35, 37, 38, 46]",aligned,5
"'As she did so her visitor moved quickly, so that she got but a glimpse of a white object disappearing behind the table.'",'Aussitot l'etranger fit un mouvement rapide : elle n'eut que le temps d'entrevoir un objet blanc qui disparaissait derriere la table ;',"[35, 37, 38, 46]",aligned,5
'It would seem he was picking something from the floor.','le voyageur avait l'air de ramasser quelque chose sur le parquet.',"[35, 37, 38, 46]",aligned,5
"'She rapped down the mustard pot on the table, and then she noticed the overcoat and hat had been taken off and put over a chair in front of the fire, and a pair of wet boots threatened rust to her steel fender.'",'Ce n'est qu'apres avoir depose son plateau qu'elle remarqua que pardessus et chapeau avaient ete otes et places sur une chaise devant le feu. Une paire de souliers mouilles menacait de la rouille son garde-feu en acier.',"[35, 37, 38, 46]",aligned,5
'She went to these things resolutely.',"'Elle s'avanca resolument vers cette defroque,'","[35, 37, 38, 46]",aligned,5
"'""I suppose I may have them to dry now,"" she said in a voice that brooked no denial.'","'et, d'un ton qui n'admettait pas de refus : -- Maintenant, sans doute, je puis prendre tout cela pour le faire secher.'","[35, 37, 38, 46]",aligned,5
"'""Leave the hat,"" said her visitor, in a muffled voice, and turning she saw he had raised his head and was sitting and looking at her.'","'-- Laissez le chapeau ! >> repondit le visiteur d'une voix sourde. En se retournant, elle vit qu'il avait leve la tete et qu'il la regardait.'","[35, 37, 38, 46]",aligned,5
"'For a moment she stood gaping at him, too surprised to speak.'","'Pendant une minute, elle le considera fixement, trop surprise pour dire un mot.'","[35, 37, 38, 46]",aligned,5
"It was the fact that all his forehead above his blue glasses was covered by a white bandage, and that another covered his ears, leaving not a scrap of his face exposed excepting only his pink, peaked nose.","En effet, tout le front du voyageur, au-dessus des lunettes bleues, etait couvert d'un bandeau blanc ; un autre bandeau, applique sur les oreilles, ne laissait pas apercevoir le moindre bout de visage, si ce n'est un nez rouge et pointu, toujours aussi rouge et luisant que tout a l'heure, a l'arrivee.","[49, 62, 65]",aligned,6
"It was bright, pink, and shiny just as it had been at first.",(No direct equivalent in text),"[49, 62, 65]",not aligned,6
"He wore a dark-brown velvet jacket with a high, black, linen-lined collar turned up about his neck.","L'homme portait une jaquette de velours fonce, avec un large collet noir, releve autour du cou et laissant passer une ligne de linge.","[49, 62, 65]",aligned,6
"The thick black hair, escaping as it could below and between the cross bandages, projected in curious tails and horns, giving him the strangest appearance conceivable.","La chevelure, epaisse et brune, qui s'echappait au hasard, en petites queues, en petites cornes singulieres, de dessous les deux bandeaux croises, donnait a la physionomie l'aspect le plus etrange que l'on put imaginer.","[49, 62, 65]",aligned,6
"This muffled and bandaged head was so unlike what she had anticipated, that for a moment she was rigid.","Cette tete, enveloppee, emmitouflee, etait si differente de ce qu'avait prevu madame Hall que celle-ci, pendant un moment, demeura petrifiee.","[49, 62, 65]",aligned,6
"He did not remove the serviette, but remained holding it, as she saw now, with a brown gloved hand, and regarding her with his inscrutable blue glasses.","Lui, n'ecartait point sa serviette ; il continuait a la tenir sous son nez, ainsi qu'elle le voyait maintenant, d'une main gantee de marron, et, de ses verres impenetrables, il la regardait.","[49, 62, 65]",aligned,6
"""Leave the hat,"" he said, speaking very distinctly through the white cloth.","-- Laissez le chapeau ! ~~~ repetait-il, parlant indistinctement a travers sa serviette blanche.","[49, 62, 65]",aligned,6
Her nerves began to recover from the shock they had received.,Les nerfs de madame Hall commencaient a se remettre de la secousse eprouvee.,"[49, 62, 65]",aligned,6
She placed the hat on the chair again by the fire.,Elle laissa le chapeau sur la chaise aupres du feu.,"[49, 62, 65]",aligned,6
"""I didn't know, sir,"" she began, ""that..."" and she stopped embarrassed.","-- Je ne savais pas, monsieur, que... que... Et elle s'arreta, tout embarrassee.","[49, 62, 65]",aligned,6
"""Thank you,"" he said drily, glancing from her to the door and then at her again.","-- Je vous remercie, fit-il sechement. Ses regards allaient alternativement d'elle a la porte.","[49, 62, 65]",aligned,6
"""I'll have them nicely dried, sir, at once,"" she said, and carried his clothes out of the room.","-- Je vais les faire bien secher tout de suite >>, dit-elle en sortant de la piece avec les vetements.","[49, 62, 65]",aligned,6
She glanced at his white-swathed head and blue goggles again as she was going out of the door; but his napkin was still in front of his face.,"Elle lanca un dernier coup d'oeil vers cette tete emmaillotee de blanc, vers ces lunettes sans expression ; la serviette cachait toujours la figure.","[49, 62, 65]",aligned,6
"She shivered a little as she closed the door behind her, and her face was eloquent of her surprise and perplexity.","Elle frissonna un peu quand elle eut ferme la porte derriere elle, et son visage exprimait bien toute sa surprise, toute sa perplexite.","[49, 62, 65]",aligned,6
"""I never,"" she whispered.","-- Non, jamais je n'ai..., dit-elle tout bas.","[49, 62, 65]",aligned,6
"""There!"" She went quite softly to the kitchen, and was too preoccupied to ask Millie what she was messing about with now, when she got there.","Elle retourna tout doucement a la cuisine, trop preoccupee pour demander a Millie ce que celle-ci fricotait juste a ce moment.","[49, 62, 65]",aligned,6
The visitor sat and listened to her retreating feet.,Le voyageur s'assit et tendit l'oreille au bruit des pas qui s'eloignaient.,"[49, 62, 65]",aligned,6
"""What a turn them bandages did give me, to be sure!""","'Mon Dieu, quelle peur il m'a faite, avec tous ses bandeaux !'","[71, 77, 83]",aligned,7
"She put on some more coal, unfolded the clothes-horse, and extended the traveller s coat upon this.","Elle raviva le feu, ouvrit un chevalet et etendit dessus les vetements de son hote.","[71, 77, 83]",aligned,7
"""And they goggles! Why, he looked more like a divin helmet than a human man!""","'Et ces lunettes !... A coup sur, il avait l'air d'un scaphandrier plutot que d'un homme ordinaire !'","[71, 77, 83]",aligned,7
She hung his muffler on a corner of the horse.,Elle pendit le cache-nez a un coin du support.,"[71, 77, 83]",aligned,7
"""And holding that handkerchief over his mouth all the time. Talkin through it! ... Perhaps his mouth was hurt too maybe.""",'Et il tient tout le temps ce mouchoir sur sa bouche ! Il parle a travers... Peut-etre aussi a-t-il quelque chose a la bouche. Qui sait ?',"[71, 77, 83]",aligned,7
"She turned round, as one who suddenly remembers.","Elle tourna sur elle-meme, comme frappee d'un brusque souvenir :","[71, 77, 83]",aligned,7
"""Bless my soul alive!"" she said, going off at a tangent; ""ain t you done them taters _yet_, Millie?""","'-- Que Dieu me benisse ! s'ecria-t-elle en changeant subitement de sujet. N'avez-vous pas encore fait ces pommes de terre, Millie ?'","[71, 77, 83]",aligned,7
"When Mrs. Hall went to clear away the stranger s lunch, her idea that his mouth must also have been cut or disfigured in the accident she supposed him to have suffered, was confirmed,","Lorsque madame Hall vint pour desservir le dejeuner de l'etranger, elle fut confirmee dans son idee qu'il devait avoir eu la bouche blessee et deformee par un accident.","[71, 77, 83]",aligned,7
"for he was smoking a pipe, and all the time that she was in the room he never loosened the silk muffler he had wrapped round the lower part of his face to put the mouthpiece to his lips.","En effet, il fumait une pipe et, pendant tout le temps qu'elle resta dans la piece, il ne se separa point, pour porter le tuyau a ses levres, du foulard de soie dont il avait enveloppe la partie inferieure de sa figure.","[71, 77, 83]",aligned,7
"""There is no speedier delivery?""",N'est-il pas possible d'avoir cela plus rapidement ?,"[90, 92, 93, 95]",aligned,8
he said.,dit-il.,"[90, 92, 93, 95]",aligned,8
"and seemed quite disappointed when she answered, ""No.""",Il parut contrarie quand elle lui repondit que non.,"[90, 92, 93, 95]",aligned,8
Was she quite sure?,En etait-elle bien sure ?,"[90, 92, 93, 95]",aligned,8
No man with a trap who would go over?,N'y avait-il pas un homme qui voulut y aller avec une charrette ?...,"[90, 92, 93, 95]",aligned,8
"Mrs. Hall, nothing loath, answered his questions and developed a conversation.","Madame Hall, sans hesiter, lui expliqua les difficultes du pays, et la conversation s'engagea.","[90, 92, 93, 95]",aligned,8
"'There was my sister s son, Tom, jest cut his arm with a scythe, tumbled on it in the ayfield, and, bless me! he was three months tied up sir.'","'Tenez, mon neveu, Tom, il s'est coupe au bras, en jouant avec une faux, en tombant dessus dans un champ ou l'on faisait les foins. Dieu me pardonne, il est reste trois mois, monsieur, sans pouvoir rien faire.'","[102, 107]",aligned,9
'You d hardly believe it.','C'est a ne pas le croire :',"[102, 107]",aligned,9
"'It s regular given me a dread of a scythe, sir."" ""I can quite understand that,"" said the visitor.'","'j'ai toujours, depuis lors, grand-peur des faux. - Je comprends cela !'","[102, 107]",aligned,9
"'""He was afraid, one time, that he d have to have an op ration he was that bad, sir."" '","'Nous avons craint, une fois, qu'il n'eut a subir une operation. Il etait si mal, monsieur !'","[102, 107]",aligned,9
"'The visitor laughed abruptly, a bark of a laugh that he seemed to bite and kill in his mouth.'",'Le visiteur eclata brusquement d'un rire qu'il parut reprimer et etouffer dans sa bouche. -- Ah !',"[102, 107]",aligned,9
"""He was, sir. And no laughing matter to them as had the doing for him, as I had my sister being took up with her little ones so much.""","'- Oui, monsieur. Et il n'y avait pas de quoi rire, occupee de lui comme je l'etais, parce que ma soeur avait assez de besogne avec son petit monde.'","[110, 115, 116, 125]",aligned,10
"""There was bandages to do, sir, and bandages to undo.""","'Il y avait des pansements a faire, a defaire.'","[110, 115, 116, 125]",aligned,10
"""So that if I may make so bold as to say it, sir ""","'En sorte que, si j'osais le dire, monsieur...'","[110, 115, 116, 125]",aligned,10
"""""Will you get me some matches?"" said the visitor, quite abruptly. ""My pipe is out.""""",'- Voulez-vous me donner des allumettes ? fit brusquement l'etranger. Ma pipe est eteinte.',"[110, 115, 116, 125]",aligned,10
"""Mrs. Hall was pulled up suddenly.""",'Madame Hall fut arretee net.',"[110, 115, 116, 125]",aligned,10
"""It was certainly rude of him, after telling him all she had done.""","'Cela etait vraiment malhonnete de la part de ce monsieur, apres qu'elle venait de lui dire tout ce qu'elle avait eu d'ennuis !...'","[110, 115, 116, 125]",aligned,10
"""She gasped at him for a moment, and remembered the two sovereigns.""","'Elle le devisagea un moment, interloquee ; puis elle se rappela les deux souverains donnes a l'arrivee, et cela fit qu'elle alla chercher des allumettes.'","[110, 115, 116, 125]",aligned,10
"""She went for the matches.""",(No direct equivalent in text),"[110, 115, 116, 125]",not aligned,10
"""""Thanks,"" he said concisely, as she put them down, and turned his shoulder upon her and stared out of the window again.""","'-- Merci ! fit-il, quand elle lui en apporta. Et il se detourna pour regarder de nouveau par la fenetre.'","[110, 115, 116, 125]",aligned,10
"""It was altogether too discouraging.""",(No direct equivalent in text),"[110, 115, 116, 125]",not aligned,10
"""Evidently he was sensitive on the topic of operations and bandages.""",'Evidemment il etait chatouilleux sur la question des operations et des pansements.',"[110, 115, 116, 125]",aligned,10
"""She did not ""make so bold as to say,"" however, after all.""","'Elle n'osa plus rien dire,'","[110, 115, 116, 125]",aligned,10
"""But his snubbing way had irritated her, and Millie had a hot time of it that afternoon.""",'mais cette maniere de la rudoyer l'avait irritee... Millie eut lieu de s'en apercevoir pendant l'apres-midi.',"[110, 115, 116, 125]",aligned,10
"""The visitor remained in the parlour until four o clock, without giving the ghost of an excuse for an intrusion.""","'Le voyageur resta dans le salon jusqu'a quatre heures, sans donner a son hotesse pretexte a y entrer ;'","[110, 115, 116, 125]",aligned,10
"""For the most part he was quite still during that time; it would seem he sat in the growing darkness smoking in the firelight perhaps dozing.""","'il demeura presque continuellement immobile, sans doute assis, dans l'obscurite croissante, fumant a la lueur du foyer, ou peut-etre sommeillant.'","[110, 115, 116, 125]",aligned,10
"Her visitor, she saw as she opened the door, was seated in the armchair before the fire, dozing it would seem, with his bandaged head drooping on one side.","Son hote - elle le vit en entrant - etait assis dans le fauteuil devant le feu, assoupi a ce qu'il semblait ; sa tete emmaillotee s'inclinait de cote.","[136, 138]",aligned,11
"The only light in the room was the red glow from the fire which lit his eyes like adverse railway signals, but left his downcast face in darkness and the scanty vestiges of the day that came in through the open door.","Pour toute lumiere dans la chambre, la lueur rougeatre qui venait du foyer.","[136, 138]",aligned,11
"Everything was ruddy, shadowy, and indistinct to her, the more so since she had just been lighting the bar lamp, and her eyes were dazzled.",Tout etait ou violemment eclaire ou tout a fait sombre. Elle avait d'autant plus de peine a rien distinguer qu'elle venait precisement d'allumer la lampe du bar et que ses yeux etaient encore eblouis.,"[136, 138]",aligned,11
"The shadows, she fancied, had tricked her.","L'obscurite, pensa-t-elle, l'avait trompee.","[143, 145, 147]",aligned,12
"""Would you mind, sir, this man a-coming to look at the clock, sir?"" she said, recovering from the momentary shock.",Est-ce que vous voudriez bien permettre que monsieur vienne arranger l'horloge ? dit-elle en surmontant son trouble.,"[143, 145, 147]",aligned,12
"""Look at the clock?"" he said, staring round in a drowsy manner, and speaking over his hand, and then, getting more fully awake, ""certainly.""","Arranger l'horloge ? repeta le voyageur, jetant autour de lui des regards endormis et parlant par-dessus sa main ; puis, tout a fait reveille : -- Mais, certainement !...","[143, 145, 147]",aligned,12
"Then came the light, and Mr. Teddy Henfrey, entering, was confronted by this bandaged person.","Alors, la piece eclairee, M. Teddy Henfrey se trouva face a face avec l'homme aux bandeaux.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"He was, he says, ""taken aback.""","Il en fut, disait-il, << tout chose >>.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""Good afternoon,"" said the stranger, regarding him as Mr. Henfrey says, with a vivid sense of the dark spectacles ""like a lobster.""","-- Bonjour ! ~~~ lui dit l'etranger, en le fixant << avec des yeux de langouste >>, selon l'expression pittoresque de M. Henfrey qui designait ainsi les lunettes aux verres fumes.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""I hope,"" said Mr. Henfrey, ""that it s no intrusion.""","-- J'espere, dit celui-ci, que je ne vous gene pas.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""None whatever,"" said the stranger.","-- Non, pas du tout, repondit l'etranger.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""Though, I understand,"" he said turning to Mrs. Hall, ""that this room is really to be mine for my own private use.""","Pourtant, j'entends - et il se tournait vers madame Hall - que cette piece soit bien a moi, pour mon usage particulier.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""I thought, sir,"" said Mrs. Hall, ""you d prefer the clock...""","-- Je pensais, monsieur, que vous prefereriez que l'horloge...","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""Certainly,"" said the stranger, ""certainly but, as a rule, I like to be alone and undisturbed.""","-- Certainement, certainement... Mais, regle generale, je desire etre seul et que l'on ne me derange pas.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""But I m really glad to have the clock seen to,"" he said, seeing a certain hesitation in Mr. Henfrey s manner.",(No direct equivalent in text),"[149, 152, 153, 158, 159, 162, 164, 166]",not aligned,13
"""Very glad.""",(No direct equivalent in text),"[149, 152, 153, 158, 159, 162, 164, 166]",not aligned,13
"Mr. Henfrey had intended to apologise and withdraw, but this anticipation reassured him.",(No direct equivalent in text),"[149, 152, 153, 158, 159, 162, 164, 166]",not aligned,13
The stranger turned round with his back to the fireplace and put his hands behind his back.,"Il fit volte-face, les epaules a la cheminee, les mains derriere son dos.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""And presently,"" he said, ""when the clock-mending is over, I think I should like to have some tea. But not till the clock-mending is over.""","-- Et maintenant, ajouta-t-il, quand la reparation sera faite, je voudrais avoir du the... Mais pas avant que la reparation soit terminee.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"Mrs. Hall was about to leave the room she made no conversational advances this time, because she did not want to be snubbed in front of Mr. Henfrey when her visitor asked her if she had made any arrangements about his boxes at Bramblehurst.","Madame Hall etait sur le point de sortir -- cette fois, elle n'essaya pas d'engager la conversation, pour ne pas s'exposer a etre rabrouee devant M. Henfrey -- lorsque le client lui demanda si elle avait pris ses dispositions au sujet des malles restees a Bramblehurst.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"She told him she had mentioned the matter to the postman, and that the carrier could bring them over on the morrow.",Elle repondit qu'elle avait parle au facteur et que le voiturier les apporterait le lendemain.,"[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""You are certain that is the earliest?"" he said.",-- Etes-vous sure que ce soit le moyen le plus rapide ?,"[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"She was certain, with a marked coldness.","Elle en etait sure, elle l'affirma avec froideur.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""I should explain,"" he added, ""what I was really too cold and fatigued to do before, that I am an experimental investigator.""","-- C'est que, voyez-vous... ~~~ Je vais vous expliquer ce que je n'ai pu vous dire plus tot parce que j'etais trop gele et trop fatigue : je suis un travailleur, un homme de laboratoire...","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
"""Indeed, sir,"" said Mrs. Hall, much impressed.","-- Ah ! vraiment, monsieur ! ~~~ fit madame Hall, tres interessee.","[149, 152, 153, 158, 159, 162, 164, 166]",aligned,13
I do not wish to be disturbed in my work.,Je tiens a n'etre pas trouble dans mon travail.,"[171, 174]",aligned,14
"In addition to my work, an accident "" ""I thought as much,"" said Mrs. Hall to herself. "" necessitates a certain retirement.","En plus, d'ailleurs, de mon travail, un accident qui m'est arrive... (<< Je le pensais bien ! >> se dit madame Hall)... exige une certaine retraite.","[171, 174]",aligned,14
My eyes are sometimes so weak and painful that I have to shut myself up in the dark for hours together.,"Mes yeux sont quelquefois si affaiblis et si douloureux que je dois m'enfermer dans l'obscurite des heures entieres, m'enfermer a clef.","[171, 174]",aligned,14
Lock myself up.,(No direct equivalent in text),"[171, 174]",not aligned,14
"At such times the slightest disturbance, the entry of a stranger into the room, is a source of excruciating annoyance to me.","A ces moments-la, le moindre derangement, par exemple l'entree de quelqu'un dans ma chambre, est pour moi une cause de veritable torture...","[177, 179, 180, 182]",aligned,15
it is well these things should be understood.,Il est bon que cela soit entendu.,"[177, 179, 180, 182]",aligned,15
"""Certainly, sir,"" said Mrs. Hall.","-- Parfaitement, monsieur.","[177, 179, 180, 182]",aligned,15
"""And if I might make so bold as to ask...""",Si j'osais me permettre de demander...,"[177, 179, 180, 182]",aligned,15
"""That I think, is all,"" said the stranger, with that quietly irresistible air of finality he could assume at will.","C'est bien tout, je crois, -- dit l'etranger, de ce ton tranquille et sans replique qu'il savait prendre pour couper court aux interrogations.","[177, 179, 180, 182]",aligned,15
Mrs. Hall reserved her question and sympathy for a better occasion.,Madame Hall dut garder sa question et sa pitie pour une circonstance meilleure.,"[177, 179, 180, 182]",aligned,15
"After Mrs. Hall had left the room, he remained standing in front of the fire, glaring, so Mr. Henfrey puts it, at the clock-mending.","Quand elle eut quitte la piece, il resta debout devant le foyer, attentif - M. Henfrey le rapporta - a la reparation de l'horloge.","[177, 179, 180, 182]",aligned,15
"Mr. Henfrey not only took off the hands of the clock, and the face, but extracted the works; and he tried to work in as slow and quiet and unassuming a manner as possible.",(No direct equivalent in text),"[177, 179, 180, 182]",not aligned,15
"He worked with the lamp close to him, and the green shade threw a brilliant light upon his hands, and upon the frame and wheels, and left the rest of the room shadowy.","M. Henfrey travaillait, une lampe posee tout pres de lui : l'abat-jour vert jetait une lumiere plus vive sur ses mains, sur le cadran et sur les petites roues de l'horloge, laissant dans l'ombre le reste du salon.","[177, 179, 180, 182]",aligned,15
"So still, it got on Henfrey's nerves.",Si bien immobile que cela finit par agacer Henfrey.,"[186, 188]",aligned,16
"He felt alone in the room and looked up, and there, grey and dim, was the bandaged head and huge blue lenses staring fixedly, with a mist of green spots drifting in front of them.","Il eut l'impression d'etre seul et regarda : grise et peu eclairee, se dressait l'enorme tete a bandeaux, qui l'examinait avec ses grosses lunettes sombres, obscurcies d'une buee verdatre.","[186, 188]",aligned,16
It was so uncanny to Henfrey that for a minute they remained staring blankly at one another.,"Cela devint pour Henfrey si insupportable que, pendant une minute, ils demeurerent tous deux a se considerer d'un air confus.","[186, 188]",aligned,16
He looked up as if to take aim with that introductory shot.,Il se redressa comme pour choisir l'instant de placer cette remarque.,"[193, 195, 196, 201]",aligned,17
"""The weather..."" he began.","-- Le temps..., commenca-t-il.","[193, 195, 196, 201]",aligned,17
"""Why don't you finish and go?"" said the rigid figure, evidently in a state of painfully suppressed rage.","-- Pourquoi ne terminez-vous pas et ne partez-vous pas ? dit la figure rigide, evidemment en proie a une fureur difficilement contenue.","[193, 195, 196, 201]",aligned,17
"""All you've got to do is to fix the hour-hand on its axle. You're simply humbugging...""","-- Tout ce que vous etes parvenu a faire, c'est de resserrer l'aiguille sur le cadran. Vous vous moquez du monde !","[193, 195, 196, 201]",aligned,17
"""Certainly, sir... one minute more. I overlooked...""","-- Bien, monsieur... Une seule minute encore. Je revoyais avec soin...","[193, 195, 196, 201]",aligned,17
and Mr. Henfrey finished and went.,M. Henfrey finit sa besogne et s'en alla.,"[193, 195, 196, 201]",aligned,17
But he went feeling excessively annoyed.,Mais il s'en alla extremement contrarie.,"[193, 195, 196, 201]",aligned,17
"""Can t a man look at you? Ugly!""",""">> Puis : << Un homme n'a-t-il donc pas le droit de vous regarder ? Vilain singe ! >>""","[204, 206]",aligned,18
"""Seemingly not.""",""">> Et encore : << Non, a ce qu'il parait...""","[204, 206]",aligned,18
"Hall had evidently been ""stopping a bit"" at Sidderbridge, to judge by his driving.","A n'en pas douter, << il s'etait arrete un brin >> a Sidderbridge : il suffisait, pour en etre sur, de le voir conduire.","[209, 211, 212, 216, 218, 220]",aligned,19
"""Ow do, Teddy?"" he said, passing.","-- Comment va, Teddy ? demanda-t-il en passant.","[209, 211, 212, 216, 218, 220]",aligned,19
"""You got a rum un up home!"" said Teddy.",Ah ! ~~~ vous avez chez vous un drole de corps !,"[209, 211, 212, 216, 218, 220]",aligned,19
Hall very sociably pulled up.,"Hall, sans se faire prier, arreta son cheval.","[209, 211, 212, 216, 218, 220]",aligned,19
