eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,check
exp,exp_name,may welland,May Welland,May Welland,10715,10726,10684,10695,15,21,1,M_40,wrong
exp,exp_name,mrs. welland,Mrs. Welland,Mrs Welland,11229,11241,11214,11225,26,21,1,M_41,correct
exp,exp_name,mrs. welland,Mrs. Welland,,11387,11399,,,26,21,1,M_42,wrong
exp,exp_name,mrs. lovell mingott,Mrs. Lovell Mingott,Mrs Lovell Mingott,11417,11436,11336,11354,30,21,1,M_43,wrong
exp,exp_name,mr. sillerton jackson,Mr. Sillerton Jackson,Mr Sillerton Jackson,11481,11502,11357,11377,22,22,1,M_44,correct
exp,exp_name,lawrence lefferts,Lawrence Lefferts,Lawrence Lefferts,11535,11552,11403,11420,11,22,1,M_45,correct
exp,exp_name,mr. jackson,Mr. Jackson,Mr Jackson,11652,11663,11499,11509,22,22,1,M_46,correct
exp,exp_name,lawrence lefferts,Lawrence Lefferts,Lawrence Lefferts,11705,11722,11595,11612,11,22,1,M_47,correct
booknlp,COREF,225,He,il,11739,11741,11644,11646,22,22,1,M_48,correct
exp,exp_name,manson,Manson,Manson,12096,12102,12456,12462,43,22,1,M_49,correct
exp,exp_name,medora manson,Medora Manson,Medora Manson,12553,12566,12449,12462,43,22,1,M_50,correct
booknlp,COREF,230,her,sa,12604,12607,11654,11656,43,22,1,M_51,wrong
exp,exp_name,mr. sillerton jackson,Mr. Sillerton Jackson,Mr Sillerton Jackson,12677,12698,12553,12573,22,23,1,M_52,correct
booknlp,COREF,225,his,ses,12715,12718,12589,12592,22,23,1,M_53,correct
booknlp,COREF,225,his,ses,12752,12755,12642,12645,22,23,1,M_54,correct
booknlp,COREF,225,his,ses,12949,12952,12794,12797,22,23,1,M_55,correct
booknlp,COREF,225,his,sa,13002,13005,12847,12849,22,23,1,M_56,correct
booknlp,COREF,225,he,le,13019,13021,12880,12882,22,23,1,M_57,correct
exp,exp_name,julius beaufort,Julius Beaufort,Julius Beaufort,13082,13097,12932,12947,10,23,1,M_58,wrong
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,Mrs Mingott,13171,13190,13035,13046,36,23,1,M_59,wrong
exp,exp_name,mr. jackson,Mr. Jackson,Mr Jackson,13524,13535,13416,13426,22,23,1,M_60,correct
booknlp,COREF,225,his,lui,13563,13566,13476,13479,22,23,1,M_61,wrong
booknlp,COREF,225,his,lui,13595,13598,13476,13479,22,23,1,M_62,correct
booknlp,COREF,225,he,il,13642,13644,13541,13543,22,23,1,M_63,correct
booknlp,COREF,225,his,sa,13666,13669,13566,13568,22,23,1,M_64,correct
booknlp,COREF,225,his,lui,13706,13709,13476,13479,22,23,1,M_65,wrong
booknlp,COREF,225,he,il,13744,13746,13646,13648,22,23,1,M_66,correct
exp,exp_name,mr. sillerton jackson,Mr. Sillerton Jackson,Mr Sillerton Jackson,13822,13843,13747,13767,22,24,1,M_67,correct
exp,exp_name,lawrence lefferts,Lawrence Lefferts,,13856,13873,,,11,24,1,M_68,wrong
booknlp,COREF,225,he,il,13903,13905,13850,13852,22,24,1,M_69,correct
booknlp,COREF,225,his,ses,13954,13957,13772,13775,22,24,1,M_70,correct
booknlp,COREF,225,he,il,14008,14010,13942,13944,22,24,1,M_71,correct
booknlp,COREF,225,his,sa,14016,14019,13911,13913,22,24,1,M_72,correct
booknlp,COREF,225,I,je,14069,14070,13965,13967,22,24,1,M_73,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,14130,14144,14033,14047,35,26,2,M_74,wrong
booknlp,COREF,225,his,sa,14354,14357,14156,14158,22,27,2,M_75,correct
booknlp,COREF,225,he,Il,14425,14427,14281,14283,22,27,2,M_76,correct
booknlp,COREF,225,him,il,14573,14576,14428,14430,22,27,2,M_77,correct
booknlp,COREF,225,him,lui,14775,14778,14670,14673,22,28,2,M_78,correct
exp,exp_name,archer,Archer,,14796,14802,,,35,28,2,M_79,wrong
exp,exp_name,may welland,May Welland,May,14835,14846,14748,14751,15,28,2,M_80,correct
exp,exp_name,ellen olenska,Ellen Olenska,Ellen Olenska,14910,14923,14830,14843,6,28,2,M_81,correct
exp,exp_name,archer,Archer,Archer,14927,14933,14848,14854,35,28,2,M_82,correct
booknlp,COREF,225,he,il,15006,15008,14947,14949,22,28,2,M_83,correct
exp,exp_name,miss welland,Miss Welland,elle,15029,15041,14865,14869,15,28,2,M_84,correct
exp,exp_name,ellen,Ellen,Ellen,15093,15098,15014,15019,6,28,2,M_85,wrong
exp,exp_name,old mrs. mingott,old Mrs. Mingott,la vieille Mrs Mingott,15121,15137,15049,15071,36,28,2,M_86,correct
exp,exp_name,archer,Archer,Archer,15140,15146,15073,15079,35,28,2,M_87,correct
booknlp,COREF,225,he,,15212,15214,,,22,28,2,M_88,wrong
booknlp,COREF,225,he,il,15408,15410,15305,15307,22,28,2,M_89,wrong
booknlp,COREF,225,his,sa,15425,15428,15383,15385,22,28,2,M_90,correct
exp,exp_name,olenska,Olenska,Olenska,15559,15566,15554,15561,6,28,2,M_91,correct
booknlp,COREF,235,her,la,15625,15628,15603,15605,6,28,2,M_92,correct
booknlp,COREF,225,him,lui,15728,15731,15375,15378,22,28,2,M_93,correct
exp,exp_name,newland archer,Newland Archer,il,15733,15747,15305,15307,35,28,2,M_94,correct
booknlp,COREF,225,he,il,15794,15796,15751,15753,22,28,2,M_95,correct
exp,exp_name,sillerton jackson,Sillerton Jackson,Sillerton Jackson,15809,15826,15781,15798,22,28,2,M_96,correct
booknlp,COREF,225,he,il,15833,15835,15801,15803,22,28,2,M_97,correct
booknlp,COREF,225,He,Archer,15888,15890,15854,15860,22,29,2,M_98,correct
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,Mrs Manson Mingott,15972,15991,15889,15907,36,29,2,M_99,correct
booknlp,COREF,225,He,Il,16033,16035,16006,16008,22,29,2,M_100,correct
exp,exp_name,catherine,Catherine,,16119,16128,,,52,29,2,M_101,wrong
exp,exp_name,mingott,Mingott,Mingott,16306,16313,16131,16138,36,29,2,M_102,correct
exp,exp_name,old mrs. mingott,Old Mrs. Mingott,,16648,16664,,,36,30,2,M_103,wrong
exp,exp_name,mr. sillerton jackson,Mr. Sillerton Jackson,Mr Silleton Jackson,17396,17417,17425,17444,22,31,2,M_104,correct
exp,exp_name,old catherine,old Catherine,vieille Catherine,17435,17448,17485,17502,36,31,2,M_105,correct
exp,exp_name,manson mingott,Manson Mingott,Manson Mingott,17825,17839,17893,17907,36,31,2,M_106,correct
exp,exp_name,sillerton jackson,Sillerton Jackson,Sillerton Jackson,18310,18327,18423,18440,22,31,2,M_107,correct
booknlp,COREF,225,he,il,18422,18424,18540,18542,22,31,2,M_108,correct
exp,exp_name,catherine,Catherine,Catherine,18478,18487,18585,18594,52,31,2,M_109,correct
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,Mrs Manson Mingott,18490,18509,18597,18615,36,32,2,M_110,correct
exp,exp_name,mrs. archer,Mrs. Archer,,18940,18951,,,25,32,2,M_111,wrong
exp,exp_name,mingott,Mingott,Mingott,19066,19073,19047,19054,36,32,2,M_112,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,19481,19495,19496,19510,35,33,2,M_113,correct
exp,exp_name,mingott,Mingott,Mingott,19567,19574,19596,19603,36,33,2,M_114,correct
exp,exp_name,mrs. welland,Mrs. Welland,Mrs Welland,19593,19605,19616,19627,26,33,2,M_115,correct
exp,exp_name,old catherine,old Catherine,vieille Catherine,19701,19714,19708,19725,36,33,2,M_116,correct
exp,exp_name,may welland,May Welland,,19762,19773,,,15,33,2,M_117,wrong
booknlp,COREF,226,her,,19858,19861,,,15,33,2,M_118,wrong
booknlp,COREF,226,she,elle,19940,19943,19936,19940,15,33,2,M_119,correct
booknlp,COREF,226,her,elle,19962,19965,19936,19940,15,33,2,M_120,wrong
booknlp,COREF,226,her,elle,19985,19988,19936,19940,15,33,2,M_121,correct
booknlp,COREF,226,she,elle,20032,20035,20044,20048,15,33,2,M_122,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,20213,20227,20248,20262,35,34,2,M_123,correct
exp,exp_name,madame olenska,Madame Olenska,la comtesse Olenska,20362,20376,20426,20445,6,34,2,M_124,correct
booknlp,COREF,241,her,lui,20456,20459,20446,20449,6,34,2,M_125,correct
booknlp,COREF,241,her,ses,20491,20494,20603,20606,6,34,2,M_126,correct
booknlp,COREF,241,her,ses,20540,20543,20603,20606,6,34,2,M_127,correct
exp,exp_name,may welland,May Welland,May Welland,20607,20618,20663,20674,15,34,2,M_128,correct
pdnc,qID,Q7-0,He,,20923,20925,,,6,37,2,M_129,wrong
pdnc,qID,Q7-0,he,,20950,20952,,,6,37,2,M_130,wrong
exp,exp_name,thorley,Thorley,qui,20994,21001,21123,21126,48,37,2,M_131,correct
booknlp,COREF,224,I,je,21092,21093,21210,21212,11,38,2,M_132,correct
pdnc,qID,Q8-0,him,l',21099,21102,21213,21215,1,38,2,M_133,correct
exp,exp_name,lawrence lefferts,Lawrence Lefferts,Lawrence Lefferts,21118,21135,21236,21253,11,38,2,M_134,correct
booknlp,COREF,224,I,,21254,21255,,,11,38,2,M_135,wrong
pdnc,qID,Q8-1,you,,21264,21267,,,48,38,2,M_136,wrong
pdnc,qID,Q8-1,he,il,21283,21285,21386,21388,1,38,2,M_137,correct
pdnc,qID,Q8-1,he,il,21304,21306,21386,21388,1,38,2,M_138,correct
booknlp,COREF,224,I,,21357,21358,,,11,38,2,M_139,wrong
pdnc,qID,Q10-0,she,elle,21462,21465,21604,21608,6,40,2,M_140,correct
pdnc,qID,Q10-0,his,son,21478,21481,21641,21644,1,40,2,M_141,correct
booknlp,COREF,224,I,J',21566,21567,21727,21729,11,42,2,M_142,correct
pdnc,qID,Q12-0,her,elle,21577,21580,21775,21779,6,42,2,M_143,correct
booknlp,COREF,224,I,j',21625,21626,21727,21729,11,42,2,M_144,correct
pdnc,qID,Q12-0,Lovell Mingott,Lovell Mingott,21635,21649,21820,21834,30,42,2,M_145,wrong
pdnc,qID,Q12-0,her,elle,21666,21669,21775,21779,6,42,2,M_146,correct
pdnc,qID,Q12-0,He,,21672,21674,,,1,42,2,M_147,wrong
pdnc,qID,Q12-0,she,elle,21680,21683,21775,21779,6,42,2,M_148,correct
pdnc,qID,Q12-0,her,elle,21746,21749,21775,21779,6,42,2,M_149,correct
exp,exp_name,young thorley,young Thorley,le tout jeune homme,21793,21806,22032,22051,48,43,2,M_150,correct
pdnc,qID,Q13-1,she,elle,21818,21821,22057,22061,6,43,2,M_151,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,22064,22076,22292,22304,15,45,2,M_152,wrong
exp,exp_name,archer,Archer,Archer,22138,22144,22386,22392,35,45,2,M_153,correct
pdnc,qID,Q14-0,Granny's,la grand'mere,22181,22189,22456,22469,36,46,2,M_154,correct
exp,exp_name,lefferts,Lefferts,Lafferts,22209,22217,22490,22498,11,46,2,M_155,correct
pdnc,qID,Q14-1,the old lady,La vieille dame,22234,22246,22515,22530,36,46,2,M_156,correct
pdnc,qID,Q14-1,she,elle,22260,22263,22553,22557,36,46,2,M_157,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,22357,22371,22671,22685,35,47,2,M_158,correct
exp,exp_name,mrs. mingott,Mrs. Mingott,,22455,22467,,,36,47,2,M_159,wrong
exp,exp_name,may welland,May Welland,May,22526,22537,22838,22841,15,47,2,M_160,correct
booknlp,COREF,226,her,la,22550,22553,22849,22851,15,47,2,M_161,correct
booknlp,COREF,226,her,la,22584,22587,22963,22965,15,47,2,M_162,correct
booknlp,COREF,226,her,la,22631,22634,22963,22965,15,47,2,M_163,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,22823,22835,23175,23187,15,48,2,M_164,wrong
booknlp,COREF,234,she,elle,22855,22858,23199,23203,15,48,2,M_165,correct
booknlp,COREF,234,her,,22978,22981,,,15,48,2,M_166,wrong
booknlp,COREF,234,she,elle,23116,23119,23430,23434,15,48,2,M_167,correct
booknlp,COREF,234,Her,elle,23241,23244,23609,23613,15,48,2,M_168,wrong
exp,exp_name,mamma,Mamma,Maman,23270,23275,23577,23582,26,48,2,M_169,correct
booknlp,COREF,234,me,m',23284,23286,23583,23585,15,48,2,M_170,correct
booknlp,COREF,234,you,vous,23344,23347,23557,23561,15,48,2,M_171,correct
exp,exp_name,olenska,Olenska,Olenska,23389,23396,23781,23788,6,49,2,M_172,correct
exp,exp_name,mrs. welland,Mrs. Welland,Mrs Welland,23399,23411,23794,23805,26,49,2,M_173,correct
booknlp,COREF,234,she,son,23424,23427,23829,23832,15,49,2,M_174,wrong
booknlp,COREF,234,her,son,23445,23448,23829,23832,15,49,2,M_175,correct
exp,exp_name,archer,Archer,Archer,23469,23475,23848,23854,35,49,2,M_176,correct
exp,exp_name,ellen olenska,Ellen Olenska,Ellen Olenska,23563,23576,23863,23876,6,49,2,M_177,correct
booknlp,COREF,233,her,elle,23582,23585,23863,23867,6,49,2,M_178,correct
booknlp,COREF,233,her,elle,23609,23612,23863,23867,6,49,2,M_179,correct
booknlp,COREF,233,her,elle,23646,23649,23863,23867,6,49,2,M_180,wrong
exp,exp_name,mrs. lovell mingott,Mrs. Lovell Mingott,Mrs Lovell Mingott,23694,23713,24034,24052,30,49,2,M_181,correct
exp,exp_name,madame olenska,Madame Olenska,Mme Olenska,23833,23847,24188,24199,6,49,2,M_182,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,23956,23968,24316,24328,15,50,2,M_183,correct
booknlp,COREF,234,she,lui,24003,24006,24351,24354,15,50,2,M_184,wrong
pdnc,qID,Q16-0,you,,24045,24048,,,35,50,2,M_185,wrong
pdnc,qID,Q16-0,Mamma,Maman,24062,24067,24403,24408,26,50,2,M_186,correct
booknlp,COREF,234,she,,24070,24073,,,15,50,2,M_187,wrong
booknlp,COREF,234,she,elle,24189,24192,24509,24513,15,50,2,M_188,correct
pdnc,qID,Q17-0,my cousin,ma cousine,24238,24247,24576,24586,6,50,2,M_189,correct
pdnc,qID,Q17-0,yourself,vous-meme,24248,24256,24564,24573,35,50,2,M_190,correct
booknlp,COREF,234,I,je,24258,24259,24588,24590,15,50,2,M_191,correct
pdnc,qID,Q17-0,you,vous,24265,24268,24564,24568,35,50,2,M_192,correct
pdnc,qID,Q17-0,She,Elle,24277,24280,24509,24513,6,50,2,M_193,correct
pdnc,qID,Q17-0,she,elle,24286,24289,24608,24612,6,50,2,M_194,correct
pdnc,qID,Q17-0,you,vous,24308,24311,24591,24595,35,50,2,M_195,correct
pdnc,qID,Q17-0,you,vous,24317,24320,24625,24629,35,50,2,M_196,correct
booknlp,COREF,234,She,Miss Welland,24338,24341,24662,24674,15,51,2,M_197,correct
booknlp,COREF,234,her,sa,24375,24378,24691,24693,15,51,2,M_198,correct
exp,exp_name,archer,Archer,Archer,24496,24502,24870,24876,35,51,2,M_199,correct
exp,exp_name,the countess olenska,the Countess Olenska,La comtesse Olenska,24521,24541,24895,24914,6,51,2,M_200,correct
pdnc,qID,Q18-0,We,Nous,24552,24554,24920,24924,35,52,2,M_201,correct
pdnc,qID,Q18-0,we,nous,24588,24590,24920,24924,35,52,2,M_202,correct
booknlp,COREF,234,she,elle,24593,24596,24971,24975,15,52,2,M_203,correct
booknlp,COREF,234,her,ses,24612,24615,24998,25001,15,52,2,M_204,correct
pdnc,qID,Q18-1,You,Vous,24637,24640,25015,25019,35,52,2,M_205,correct
booknlp,COREF,234,me,moi,24671,24673,25166,25169,15,52,2,M_206,correct
exp,exp_name,newland,Newland,Newland,24724,24731,25129,25136,35,52,2,M_207,correct
booknlp,COREF,234,me,m',24753,24755,25046,25048,15,52,2,M_208,correct
booknlp,COREF,234,I,j',24762,24763,25175,25177,15,52,2,M_209,correct
booknlp,COREF,234,Her,elle,24784,24787,25195,25199,15,52,2,M_210,correct
booknlp,COREF,234,me,me,24868,24870,25203,25205,15,52,2,M_211,wrong
booknlp,COREF,234,I,je,24872,24873,25299,25301,15,52,2,M_212,correct
booknlp,COREF,234,she,elle,24929,24932,25195,25199,15,52,2,M_213,correct
booknlp,COREF,234,her,ses,24944,24947,25477,25480,15,52,2,M_214,wrong
booknlp,COREF,234,her,ses,24982,24985,25477,25480,15,52,2,M_215,correct
booknlp,COREF,234,her,la,25181,25184,25647,25649,15,53,2,M_216,correct
booknlp,COREF,234,you,vous,25307,25310,25825,25829,15,53,2,M_217,correct
booknlp,COREF,234,she,elle,25386,25389,25919,25923,15,54,2,M_218,correct
booknlp,COREF,234,I,je,25402,25403,25929,25931,15,54,2,M_219,correct
booknlp,COREF,234,I,je,25411,25412,25929,25931,15,54,2,M_220,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,25515,25529,26090,26104,35,54,2,M_221,correct
exp,exp_name,julius beaufort,Julius Beaufort,Julius Beaufort,25651,25666,26256,26271,10,57,3,M_222,wrong
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,,26069,26088,,,36,58,3,M_223,wrong
exp,exp_name,beaufort,Beaufort,des Beaufort,26564,26572,26611,26623,10,58,3,M_224,correct
exp,exp_name,mrs. archer,Mrs. Archer,Mrs Archer,26580,26591,27174,27184,25,59,3,M_225,correct
exp,exp_name,mrs. beaufort,Mrs. Beaufort,Mrs Beaufort,26890,26903,27435,27447,27,59,3,M_226,correct
exp,exp_name,regina,Regina,Regina,26988,26994,27552,27558,27,59,3,M_227,correct
exp,exp_name,dallas,Dallas,Dallas,26995,27001,27559,27565,3,59,3,M_228,wrong
exp,exp_name,medora manson,Medora Manson,Medora Manson,27113,27126,27688,27701,43,59,3,M_229,wrong
exp,exp_name,mr. sillerton jackson,Mr. Sillerton Jackson,Mr Sillerton Jackson,27274,27295,27864,27884,22,59,3,M_230,correct
exp,exp_name,julius beaufort,Julius Beaufort,Julius Beaufort,27402,27417,27957,27972,10,59,3,M_231,correct
exp,exp_name,beaufort,Beaufort,Beaufort,27446,27454,27995,28003,10,60,3,M_232,correct
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,Mrs Manson Mingott,27611,27630,28161,28179,36,60,3,M_233,wrong
exp,exp_name,medora manson,Medora Manson,Medora Manson,27839,27852,28378,28391,43,60,3,M_234,wrong
booknlp,COREF,230,her,sa,27863,27866,28404,28406,43,60,3,M_235,correct
exp,exp_name,medora,Medora,Medora,27942,27948,28378,28384,43,60,3,M_236,correct
booknlp,COREF,230,her,sa,28015,28018,28614,28616,43,61,3,M_237,correct
exp,exp_name,mrs. beaufort,Mrs. Beaufort,Mrs Beaufort,28065,28078,28600,28612,27,61,3,M_238,wrong
booknlp,COREF,230,she,sa,28111,28114,28614,28616,43,61,3,M_239,wrong
booknlp,COREF,230,She,Elle,28217,28220,28938,28942,43,61,3,M_240,correct
booknlp,COREF,230,her,la,28268,28271,28787,28789,43,61,3,M_241,correct
booknlp,COREF,230,she,elle,28380,28383,28938,28942,43,61,3,M_242,correct
exp,exp_name,beaufort,Beaufort,Beaufort,28399,28407,28741,28749,10,61,3,M_243,correct
booknlp,COREF,230,her,la,28481,28484,28787,28789,43,61,3,M_244,correct
exp,exp_name,beaufort,Beaufort,Beaufort,28541,28549,29124,29132,10,61,3,M_245,correct
booknlp,COREF,251,himself,lui-meme,28550,28557,29133,29141,10,61,3,M_246,correct
booknlp,COREF,251,his,,28787,28790,,,10,61,3,M_247,wrong
booknlp,COREF,251,he,le,28822,28824,29439,29441,10,61,3,M_248,correct
booknlp,COREF,251,he,le,28886,28888,29439,29441,10,61,3,M_249,correct
booknlp,COREF,251,his,son,28983,28986,29381,29384,10,61,3,M_250,correct
booknlp,COREF,251,My,ma,29059,29061,29477,29479,10,61,3,M_251,correct
booknlp,COREF,251,I,je,29107,29108,29661,29663,10,61,3,M_252,correct
exp,exp_name,beaufort,Beaufort,Beaufort,29151,29159,29718,29726,10,62,3,M_253,correct
booknlp,COREF,251,he,,29202,29204,,,10,62,3,M_254,wrong
booknlp,COREF,251,he,il,29263,29265,29825,29827,10,62,3,M_255,correct
booknlp,COREF,251,he,il,29345,29347,29904,29906,10,62,3,M_256,correct
booknlp,COREF,251,he,,29367,29369,,,10,62,3,M_257,wrong
booknlp,COREF,251,he,ses,29502,29504,30135,30138,10,62,3,M_258,wrong
booknlp,COREF,251,him,ses,29531,29534,30135,30138,10,62,3,M_259,wrong
booknlp,COREF,251,his,ses,29558,29561,30135,30138,10,62,3,M_260,correct
exp,exp_name,mrs. manson mingott,Mrs. Manson Mingott,Mrs Manson Mingott,29729,29748,30288,30306,36,62,3,M_261,correct
exp,exp_name,mrs. beaufort,Mrs. Beaufort,Mrs Beaufort,29943,29956,30482,30494,27,63,3,M_262,correct
exp,exp_name,beaufort,Beaufort,Beaufort,30231,30239,30817,30825,10,64,3,M_263,correct
exp,exp_name,beaufort,Beaufort,Beaufort,30787,30795,31425,31433,10,64,3,M_264,correct
exp,exp_name,newland archer,Newland Archer,Newland Archer,31423,31437,32158,32172,35,66,3,M_265,correct
exp,exp_name,beaufort,Beaufort,Beaufort,31591,31599,32377,32385,10,66,3,M_266,correct
exp,exp_name,mrs. beaufort,Mrs. Beaufort,Mrs Beaufort,31832,31845,32617,32629,27,66,3,M_267,correct
exp,exp_name,archer,Archer,Archer,31907,31913,32676,32682,35,67,3,M_268,correct
exp,exp_name,granny,Granny,grand'mere,32256,32262,33025,33035,36,67,3,M_269,correct
exp,exp_name,mingott,Mingott,Mingott,32263,32270,32970,32977,36,67,3,M_270,correct
exp,exp_name,the countess olenska,the Countess Olenska,La comtesse Olenska,32289,32309,33061,33080,6,67,3,M_271,correct
exp,exp_name,beaufort,Beaufort,Beaufort,32642,32650,33434,33442,10,69,3,M_272,correct
exp,exp_name,archer,Archer,Archer,32738,32744,33526,33532,35,69,3,M_273,correct
exp,exp_name,mrs. welland,Mrs. Welland,Mrs Welland,32751,32763,33540,33551,26,69,3,M_274,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,33130,33142,33935,33947,15,70,3,M_275,correct
booknlp,COREF,234,her,elle,33204,33207,33972,33976,15,70,3,M_276,correct
booknlp,COREF,234,her,la,33232,33235,33963,33965,15,70,3,M_277,correct
booknlp,COREF,234,she,elle,33242,33245,33972,33976,15,70,3,M_278,correct
booknlp,COREF,234,her,la,33273,33276,34034,34036,15,70,3,M_279,correct
booknlp,COREF,234,her,ses,33297,33300,33949,33952,15,70,3,M_280,correct
booknlp,COREF,234,her,l',33392,33395,34162,34164,15,70,3,M_281,correct
exp,exp_name,mrs. welland,Mrs. Welland,Mrs Welland,33464,33476,34264,34275,26,70,3,M_282,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,33563,33575,34375,34387,15,70,3,M_283,correct
booknlp,COREF,234,her,sa,33605,33608,34426,34428,15,70,3,M_284,correct
exp,exp_name,archer,Archer,Archer,33716,33722,34515,34521,35,71,3,M_285,correct
exp,exp_name,may welland,May Welland,,34223,34234,,,15,71,3,M_286,wrong
booknlp,COREF,234,Her,,34257,34260,,,15,71,3,M_287,wrong
exp,exp_name,archer,Archer,,34420,34426,,,35,72,3,M_288,wrong
exp,exp_name,ellen olenska,Ellen Olenska,Ellen Olenska,34552,34565,35365,35378,6,72,3,M_289,correct
exp,exp_name,miss welland,Miss Welland,Miss Welland,34583,34595,35410,35422,15,72,3,M_290,correct
exp,exp_name,archer,Archer,Archer,35051,35057,35940,35946,35,74,3,M_291,correct
exp,exp_name,newland,Newland,Newland,35469,35476,36380,36387,35,75,3,M_292,wrong
pdnc,qID,Q25-0,You,vous,35516,35519,36445,36449,35,76,3,M_293,correct
