eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,occurrences_tuple,fr_text,fr_startByte,fr_endByte
booknlp,COREF,105,his,1111,1114,14,3,1,M_10,"His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.","Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.",5,aligned,1202,1445,1093,1255,"Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.
","His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.
","['son', 'sa', 'ses', 'le sien']","[('ses', 1202, 1205), ('ses', 1261, 1264), ('ses', 1342, 1345)]","(('ses', 1202, 1205), ('ses', 1261, 1264), ('ses', 1342, 1345))",ses,1202.0,1205.0
booknlp,COREF,105,his,1170,1173,14,3,1,M_11,"His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.","Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.",5,aligned,1202,1445,1093,1255,"Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.
","His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.
","['son', 'sa', 'ses', 'le sien']","[('ses', 1202, 1205), ('ses', 1261, 1264), ('ses', 1342, 1345)]","(('ses', 1202, 1205), ('ses', 1261, 1264), ('ses', 1342, 1345))",ses,1342.0,1345.0
booknlp,COREF,105,him,1251,1254,14,3,1,M_12,"His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.","Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.",5,aligned,1202,1445,1093,1255,"Ses facultes extraordinaires, l'autorite que lui donnaient ses connaissances si etendues, les nombreuses preuves que j'avais eues de toutes ses qualites, tout contribuait a changer mon hesitation en inertie, tant je craignais de le contrarier.
","His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.
",['lui'],"[('lui', 1247, 1250)]","(('lui', 1247, 1250),)",le,1292.0,1294.0
booknlp,COREF,105,his,1412,1415,14,4,1,M_13,"Yet upon that afternoon, whether it was the Beaune which I had taken with my lunch, or the additional exasperation produced by the extreme deliberation of his manner, I suddenly felt that I could hold out no longer. ~~~ ""Which is it to-day?""","Cependant ce jour-la, soit que je fusse encore sous l'influence du petit vin de Beaune dont j'avais arrose mon dejeuner, soit que la maniere deliberee dont il procedait m'eut particulierement exaspere, je me sentis incapable de me contenir davantage : << Et qu'est-ce aujourd'hui, demandai-je, morphine ou cocaine ?",7,aligned,1447,1763,1257,1494,"Cependant ce jour-la, soit que je fusse encore sous l'influence du petit vin de Beaune dont j'avais arrose mon dejeuner, soit que la maniere deliberee dont il procedait m'eut particulierement exaspere, je me sentis incapable de me contenir davantage :

<< Et qu'est-ce aujourd'hui, demandai-je, morphine ou cocaine ? ","Yet upon that afternoon, whether it was the Beaune which I had taken with my lunch, or the additional exasperation produced by the extreme deliberation of his manner, I suddenly felt that I could hold out no longer.

""Which is it to-day?""","['son', 'sa', 'ses', 'le sien']","[(None, None, None)]","((None, None, None),)",il,1603.0,1605.0
booknlp,COREF,105,He,1529,1531,14,6,1,M_14,"I asked, ""morphine or cocaine?"" ~~~ He raised his eyes languidly from the old black-letter volume which he had opened. ~~~ ""It is cocaine,"" he said, ""a seven-per-cent.",">> Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi : << Cocaine, repondit-il, solution a 7 pour 100.",8,aligned,1768,1934,1496,1656,"Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi :

<< Cocaine, repondit-il, solution a 7 pour 100. ","I asked, ""morphine or cocaine?""

He raised his eyes languidly from the old black-letter volume which he had opened. ""It is cocaine,"" he said, ""a seven-per-cent. ",['Il'],"[('Il', 1768, 1770), ('Il', 1908, 1910)]","(('Il', 1768, 1770), ('Il', 1908, 1910))",il,1768.0,1770.0
booknlp,COREF,105,his,1539,1542,14,6,1,M_15,"I asked, ""morphine or cocaine?"" ~~~ He raised his eyes languidly from the old black-letter volume which he had opened. ~~~ ""It is cocaine,"" he said, ""a seven-per-cent.",">> Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi : << Cocaine, repondit-il, solution a 7 pour 100.",8,aligned,1768,1934,1496,1656,"Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi :

<< Cocaine, repondit-il, solution a 7 pour 100. ","I asked, ""morphine or cocaine?""

He raised his eyes languidly from the old black-letter volume which he had opened. ""It is cocaine,"" he said, ""a seven-per-cent. ","['son', 'sa', 'ses', 'le sien']","[(None, None, None)]","((None, None, None),)",il,1768.0,1770.0
booknlp,COREF,105,he,1597,1599,14,6,1,M_16,"I asked, ""morphine or cocaine?"" ~~~ He raised his eyes languidly from the old black-letter volume which he had opened. ~~~ ""It is cocaine,"" he said, ""a seven-per-cent.",">> Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi : << Cocaine, repondit-il, solution a 7 pour 100.",8,aligned,1768,1934,1496,1656,"Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi :

<< Cocaine, repondit-il, solution a 7 pour 100. ","I asked, ""morphine or cocaine?""

He raised his eyes languidly from the old black-letter volume which he had opened. ""It is cocaine,"" he said, ""a seven-per-cent. ",['il'],"[('il', 1768, 1770), ('il', 1908, 1910)]","(('il', 1768, 1770), ('il', 1908, 1910))",il,1768.0,1770.0
booknlp,COREF,105,he,1629,1631,14,6,1,M_17,"I asked, ""morphine or cocaine?"" ~~~ He raised his eyes languidly from the old black-letter volume which he had opened. ~~~ ""It is cocaine,"" he said, ""a seven-per-cent.",">> Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi : << Cocaine, repondit-il, solution a 7 pour 100.",8,aligned,1768,1934,1496,1656,"Il interrompit la lecture d'un vieux bouquin imprime en caracteres gothiques et leva nonchalamment les yeux sur moi :

<< Cocaine, repondit-il, solution a 7 pour 100. ","I asked, ""morphine or cocaine?""

He raised his eyes languidly from the old black-letter volume which he had opened. ""It is cocaine,"" he said, ""a seven-per-cent. ",['il'],"[('il', 1768, 1770), ('il', 1908, 1910)]","(('il', 1768, 1770), ('il', 1908, 1910))",il,1768.0,1770.0
pdnc,qID,Q1-1,you,1673,1676,21,6,1,M_18,"""Would you care to try it?""",'Auriez-vous envie d'en tater ?',10,aligned,1935,1965,1667,1692,"Auriez-vous envie d'en tater ?
","Would you care to try it?""","['tu', 'vous']","[('vous', 1942, 1946)]","(('vous', 1942, 1946),)",vous,1942.0,1946.0
booknlp,COREF,105,He,1844,1846,14,8,1,M_19,He smiled at my vehemence.,'Ma vivacite le fit sourire.',13,aligned,2118,2145,1844,1870,"Ma vivacite le fit sourire.
",He smiled at my vehemence. ,['Il'],"[(None, None, None)]","((None, None, None),)",le,2130.0,2132.0
pdnc,qID,Q3-0,you,1880,1883,21,8,1,M_20,"""Perhaps you are right, Watson,"" he said.","'Peut-etre avez-vous raison, Watson, me dit-il.'",12,aligned,2150,2196,1872,1912,"Peut-etre avez-vous raison, Watson, me dit-il. ","Perhaps you are right, Watson,"" he said. ","['tu', 'vous']","[('vous', 2165, 2169)]","(('vous', 2165, 2169),)",vous,2165.0,2169.0
pdnc,qID,Q3-0,Watson,1895,1901,21,8,1,M_21,"""Perhaps you are right, Watson,"" he said.","'Peut-etre avez-vous raison, Watson, me dit-il.'",12,aligned,2150,2196,1872,1912,"Peut-etre avez-vous raison, Watson, me dit-il. ","Perhaps you are right, Watson,"" he said. ",['Watson'],"[('Watson', 2178, 2184)]","(('Watson', 2178, 2184),)",Watson,2178.0,2184.0
booknlp,COREF,105,he,1904,1906,14,8,1,M_22,"""Perhaps you are right, Watson,"" he said.","'Peut-etre avez-vous raison, Watson, me dit-il.'",12,aligned,2150,2196,1872,1912,"Peut-etre avez-vous raison, Watson, me dit-il. ","Perhaps you are right, Watson,"" he said. ",['il'],"[('il', 2193, 2195)]","(('il', 2193, 2195),)",il,2193.0,2195.0
booknlp,COREF,105,I,1914,1915,14,8,1,M_23,"""I suppose that its influence is physically a bad one. ~~~ I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""",Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.,14,aligned,2197,2461,1914,2099,"Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.
","I suppose that its influence is physically a bad one. I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""","['je', ""j'""]","[('je', 2197, 2199), ('je', 2296, 2298)]","(('je', 2197, 2199), ('je', 2296, 2298))",je,2197.0,2199.0
booknlp,COREF,105,I,1968,1969,14,8,1,M_24,"""I suppose that its influence is physically a bad one. ~~~ I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""",Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.,14,aligned,2197,2461,1914,2099,"Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.
","I suppose that its influence is physically a bad one. I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""","['je', ""j'""]","[('je', 2197, 2199), ('je', 2296, 2298)]","(('je', 2197, 2199), ('je', 2296, 2298))",je,2296.0,2298.0
exp,exp_name,small,small,2086,2091,25,8,1,M_25,"""I suppose that its influence is physically a bad one. ~~~ I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""",Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.,14,aligned,2197,2461,1914,2099,"Je crois bien qu'au point de vue physique l'influence de cette drogue peut etre pernicieuse ; mais je trouve que c'est un stimulant d'une telle puissance pour activer les fonctions du cerveau et lui donner de la lucidite que peu m'importent ses effets secondaires.
","I suppose that its influence is physically a bad one. I find it, however, so transcendently stimulating and clarifying to the mind that its secondary action is a matter of small moment.""",['petit'],"[(None, None, None)]","((None, None, None),)",,,
pdnc,qID,Q4-1,Your,2154,2158,14,9,1,M_26,"'Your brain may, as you say, be roused and excited, but it is a pathological and morbid process, which involves increased tissue-change and may at last leave a permanent weakness.'","'Vous pouvez sans doute, comme vous le dites, produire par ce moyen une surexcitation momentanee dans votre cerveau. Mais ce processus purement pathologique est un processus morbide qui va s'aggravant chaque jour et doit a la longue amener un affaiblissement certain.'",19,aligned,2549,2815,2154,2332,"Vous pouvez sans doute, comme vous le dites, produire par ce moyen une surexcitation momentanee dans votre cerveau. Mais ce processus purement pathologique est un processus morbide qui va s'aggravant chaque jour et doit a la longue amener un affaiblissement certain. ","Your brain may, as you say, be roused and excited, but it is a pathological and morbid process, which involves increased tissue-change and may at last leave a permanent weakness. ",['Ton'],"[(None, None, None)]","((None, None, None),)",votre,2650.0,2655.0
pdnc,qID,Q4-1,you,2173,2176,14,9,1,M_27,"'Your brain may, as you say, be roused and excited, but it is a pathological and morbid process, which involves increased tissue-change and may at last leave a permanent weakness.'","'Vous pouvez sans doute, comme vous le dites, produire par ce moyen une surexcitation momentanee dans votre cerveau. Mais ce processus purement pathologique est un processus morbide qui va s'aggravant chaque jour et doit a la longue amener un affaiblissement certain.'",19,aligned,2549,2815,2154,2332,"Vous pouvez sans doute, comme vous le dites, produire par ce moyen une surexcitation momentanee dans votre cerveau. Mais ce processus purement pathologique est un processus morbide qui va s'aggravant chaque jour et doit a la longue amener un affaiblissement certain. ","Your brain may, as you say, be roused and excited, but it is a pathological and morbid process, which involves increased tissue-change and may at last leave a permanent weakness. ","['tu', 'vous']","[('vous', 2549, 2553), ('vous', 2579, 2583)]","(('vous', 2549, 2553), ('vous', 2579, 2583))",vous,2549.0,2553.0
pdnc,qID,Q4-1,You,2333,2336,14,9,1,M_28,"'You know, too, what a black reaction comes upon you.'",'Ne sentez-vous pas d'ailleurs vous-meme la terrible reaction qui se manifeste apres chaque operation ?',20,aligned,2816,2918,2333,2385,Ne sentez-vous pas d'ailleurs vous-meme la terrible reaction qui se manifeste apres chaque operation ? ,"You know, too, what a black reaction comes upon you. ",['Toi'],"[(None, None, None)]","((None, None, None),)",vous,2826.0,2830.0
pdnc,qID,Q4-1,you,2381,2384,14,9,1,M_29,"'You know, too, what a black reaction comes upon you.'",'Ne sentez-vous pas d'ailleurs vous-meme la terrible reaction qui se manifeste apres chaque operation ?',20,aligned,2816,2918,2333,2385,Ne sentez-vous pas d'ailleurs vous-meme la terrible reaction qui se manifeste apres chaque operation ? ,"You know, too, what a black reaction comes upon you. ","['tu', 'vous']","[('vous', 2826, 2830), ('vous', 2846, 2850)]","(('vous', 2826, 2830), ('vous', 2846, 2850))",vous,2826.0,2830.0
pdnc,qID,Q4-1,you,2441,2444,14,9,1,M_30,"'Why should you, for a mere passing pleasure, risk the loss of those great powers with which you have been endowed?'","'A quoi bon, pour une jouissance passagere, risquer de detruire les magnifiques facultes dont vous etes doue ?'",16,aligned,2960,3069,2430,2544,"A quoi bon, pour une jouissance passagere, risquer de detruire les magnifiques facultes dont vous etes doue ? ","Why should you, for a mere passing pleasure, risk the loss of those great powers with which you have been endowed? ","['tu', 'vous']","[('vous', 3053, 3057)]","(('vous', 3053, 3057),)",vous,3053.0,3057.0
pdnc,qID,Q4-1,you,2522,2525,14,9,1,M_31,"'Why should you, for a mere passing pleasure, risk the loss of those great powers with which you have been endowed?'","'A quoi bon, pour une jouissance passagere, risquer de detruire les magnifiques facultes dont vous etes doue ?'",16,aligned,2960,3069,2430,2544,"A quoi bon, pour une jouissance passagere, risquer de detruire les magnifiques facultes dont vous etes doue ? ","Why should you, for a mere passing pleasure, risk the loss of those great powers with which you have been endowed? ","['tu', 'vous']","[('vous', 3053, 3057)]","(('vous', 3053, 3057),)",vous,3053.0,3057.0
booknlp,COREF,105,he,2654,2656,14,9,1,M_32,"Remember that I speak not only as one comrade to another, but as a medical man to one for whose constitution he is to some extent answerable.""","Remarquez bien que je ne parle pas seulement en ami, mais aussi en medecin, et comme tel je me sens jusqu'a un certain point responsable de votre sante.",21,aligned,3070,3222,2545,2686,"Remarquez bien que je ne parle pas seulement en ami, mais aussi en medecin, et comme tel je me sens jusqu'a un certain point responsable de votre sante. ","Remember that I speak not only as one comrade to another, but as a medical man to one for whose constitution he is to some extent answerable.""",['il'],"[(None, None, None)]","((None, None, None),)",je,3089.0,3091.0
booknlp,COREF,105,He,2689,2691,14,10,1,M_33,"He did not seem offended. ~~~ On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.",">> Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.",22,aligned,3227,3396,2689,2855,"Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.
","He did not seem offended. On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.
",['Il'],"[('Il', 3300, 3302)]","(('Il', 3300, 3302),)",le,3254.0,3256.0
booknlp,COREF,105,he,2732,2734,14,10,1,M_34,"He did not seem offended. ~~~ On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.",">> Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.",22,aligned,3227,3396,2689,2855,"Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.
","He did not seem offended. On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.
",['il'],"[('il', 3300, 3302)]","(('il', 3300, 3302),)",le,3254.0,3256.0
booknlp,COREF,105,his,2739,2742,14,10,1,M_35,"He did not seem offended. ~~~ On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.",">> Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.",22,aligned,3227,3396,2689,2855,"Ce petit discours, loin de le contrarier, sembla l'inciter a causer, car il s'etablit confortablement dans son fauteuil, les coudes appuyes, les bouts des doigts reunis.
","He did not seem offended. On the contrary, he put his finger-tips together and leaned his elbows on the arms of his chair, like one who has a relish for conversation.
","['son', 'sa', 'ses', 'le sien']","[('son', 3334, 3337)]","(('son', 3334, 3337),)",il,3300.0,3302.0
