eng,fr,id,llm alignment result,group
"""It is simplicity itself,"" he remarked, chuckling at my surprise, ""so absurdly simple that an explanation is superfluous; and yet it may serve to define the limits of observation and of deduction.""","'C'est jeu d'enfant, repondit-il en souriant de ma surprise, et c'est tellement simple qu'il est presque superflu de l'expliquer ; cependant voila un exemple bien fait pour determiner les limites qui separent l'observation de la deduction.'","[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""Observation tells me that you have a little reddish mould adhering to your instep.""",'Ainsi l'observation me prouve que vos chaussures conservent un peu de boue rougeatre. Eh bien !',"[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""Just opposite the Seymour Street Office they have taken up the pavement and thrown up some earth which lies in such a way that it is difficult to avoid treading in it in entering.""",'a l'entree du bureau de Wigmore Street on a defonce la rue et rejete de la terre sur laquelle on est forcement oblige de passer. Cette terre a une teinte rougeatre speciale et qu'a ma connaissance on ne retrouve nulle part ailleurs dans le voisinage.',"[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""The earth is of this peculiar reddish tint which is found, as far as I know, nowhere else in the neighbourhood.""",(No direct equivalent in text),"[79, 83, 84, 87, 88, 90, 91, 93, 96]",not aligned,8
"""So much is observation. The rest is deduction.""","'Voila ou s'arrete l'observation, le reste est du domaine de la deduction.'","[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""How, then, did you deduce the telegram?""",'-- Dites-moi donc comment vous avez procede pour decouvrir que j'avais envoye un telegramme.',"[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""Why, of course I knew that you had not written a letter, since I sat opposite to you all morning.""","'Eh bien ! ~~~ voici : je sais que vous n'avez pas ecrit de lettre, puisque nous sommes restes ensemble toute la matinee.'","[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""I see also in your open desk there that you have a sheet of stamps and a thick bundle of post-cards.""",'J'avais vu aussi sur votre bureau une provision de timbres et tout un paquet de cartes postales.',"[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
"""What could you go into the post-office for, then, but to send a wire?""","'Pourquoi donc seriez-vous entre dans un bureau de poste, si ce n'etait pour envoyer un telegramme ?'","[79, 83, 84, 87, 88, 90, 91, 93, 96]",aligned,8
I could hardly keep from smiling at his crestfallen face when he finally snapped the case to and handed it back.,J'eus peine a dissimuler un sourire en voyant l'air morne et le mouvement brusque avec lequel il referma le boitier et me rendit la montre.,"[108, 110]",aligned,9
"""There are hardly any data,"" he remarked.","<< Elle ne dit pas grand'chose, dit-il.","[108, 110]",aligned,9
"""The watch has been recently cleaned, which robs me of my most suggestive facts.""",Cette montre vient d'etre nettoyee et cela restreint beaucoup le champ de mes observations.,"[108, 110]",aligned,9
In my heart I accused my companion of putting forward a most lame and impotent excuse to cover his failure.,J'accusais interieurement mon camarade de couvrir son insucces d'une bien piteuse excuse.,"[112, 114]",aligned,10
What data could he expect from an uncleaned watch?,Quelles autres donnees cette montre aurait-elle pu lui fournir quand bien meme elle n'aurait pas ete nettoyee recemment ?,"[112, 114]",aligned,10
"""Though unsatisfactory, my research has not been entirely barren,"" he observed, staring up at the ceiling with dreamy, lack-lustre eyes.","""Mes observations, quoique peu satisfaisantes, n'ont cependant pas ete absolument infructueuses, ajouta-t-il, fixant au plafond un regard morne et songeur.","[112, 114]",aligned,10
The W. suggests your own name.,Le W. se rapporte a votre nom de famille ;,"[118, 124]",aligned,11
"The date of the watch is nearly fifty years back, and the initials are as old as the watch: so it was made for the last generation.","de plus, cette montre a ete fabriquee il y a une cinquantaine d'annees et le chiffre a ete grave en meme temps. Elle a donc ete faite pour la generation qui precede la notre.","[118, 124]",aligned,11
"Your father has, if I remember right, been dead many years.","Or, si j'ai bonne memoire, votre pere est decede depuis plusieurs annees.","[118, 124]",aligned,11
"Jewelry usually descends to the eldest son, and he is most likely to have the same name as the father.","Comme les bijoux font generalement partie du lot qui echoit dans l'heritage au fils aine, et que celui-ci porte souvent le meme nom que son pere,","[118, 124]",aligned,11
"It has, therefore, been in the hands of your eldest brother.",j'en conclus que cette montre devait se trouver depuis la mort de votre pere entre les mains de votre frere aine.,"[118, 124]",aligned,11
"""Right, so far,"" said I. ""Anything else?""",-- Tout cela est vrai. Et ensuite ?,"[118, 124]",aligned,11
"He was left with good prospects, but he threw away his chances, lived for some time in poverty with occasional short intervals of prosperity, and finally, taking to drink, he died.","Il avait son avenir assure, mais n'a pas su en profiter ; il a passe une partie de sa vie dans la misere, tout en connaissant de temps a autre des jours plus fortunes. En fin de compte, il s'est adonne a la boisson et il en est mort.","[126, 133]",aligned,12
That is all I can gather.,Voila a quoi se bornent mes decouvertes.,"[126, 133]",aligned,12
I sprang from my chair and limped impatiently about the room with considerable bitterness in my heart.,Je bondis de ma chaise et me mis a arpenter nerveusement la chambre avec une mauvaise humeur non deguisee.,"[126, 133]",aligned,12
"This is unworthy of you, Holmes,"" I said. ""I could not have believed that you would have descended to this.","Ceci n'est pas digne de vous, Holmes, m'ecriai-je ; jamais je n'aurais cru que vous pussiez vous abaisser jusque-la.","[126, 133]",aligned,12
"You have made inquires into the history of my unhappy brother, and you now pretend to deduce this knowledge in some fanciful way.","Vous avez evidemment fait une enquete sur l'histoire de mon malheureux frere, et vous en profitez maintenant pour paraitre ne l'apprendre qu'a l'aide de moyens fantastiques ;","[126, 133]",aligned,12
You cannot expect me to believe that you have read all this from his old watch!,car vous n'esperez pas me faire croire que cette vieille montre ait pu vous faire de telles revelations !,"[126, 133]",aligned,12
"It is unkind, and, to speak plainly, has a touch of charlatanism in it.","C'est un mauvais procede de votre part, et, pour parler franc, ce n'est que du charlatanisme !","[126, 133]",aligned,12
"""My dear doctor,"" said he, kindly, ""pray accept my apologies.","-- Mon cher docteur, reprit Holmes avec douceur, veuillez, je vous prie, agreer, mes excuses.","[126, 133]",aligned,12
"""They are absolutely correct in every particular.""",'car tout cela est parfaitement exact !',"[137, 139]",aligned,13
"""Ah, that is good luck. I could only say what was the balance of probability. I did not at all expect to be so accurate.""","'Vraiment ? ~~~ Eh bien ! c'est de la chance, je n'avais que des probabilites et je n'esperais pas etre tombe si juste.'","[137, 139]",aligned,13
What seems strange to you is only so because you do not follow my train of thought or observe the small facts upon which large inferences may depend.,"Comme vous n'etes pas initie au cours que suivent mes pensees, vous ne pouvez voir combien l'observation de faits, insignifiants en apparence, arrive a me fournir les renseignements les plus utiles.","[143, 145]",aligned,14
"For example, I began by stating that your brother was careless.","Aussi tout cela vous parait-il merveilleux ! Tenez, je vous ai d'abord dit que votre frere n'avait ni soin ni ordre.","[143, 145]",aligned,14
"When you observe the lower part of that watch-case you notice that it is not only dinted in two places, but it is cut and marked all over from the habit of keeping other hard objects, such as coins or keys, in the same pocket.","Regardez bien le boitier : vous remarquerez qu'il est tout couture et raye, ce qui prouve l'habitude de porter dans la meme poche des objets durs tels que des sous ou des clefs.","[143, 145]",aligned,14
"It is more handy than a label, as there is no risk of the number being lost or transposed.","<< C'est plus commode qu'une etiquette, puisque ce numero ne peut s'egarer et qu'une erreur devient ainsi impossible.","[149, 152]",aligned,15
There are no less than four such numbers visible to my lens on the inside of this case.,"Or, il n'y a pas moins de quatre numeros de ce genre, visibles a la loupe sur l'interieur du boitier,","[149, 152]",aligned,15
"Inference, that your brother was often at low water.","preuve que votre frere se trouvait souvent dans une situation precaire,","[149, 152]",aligned,15
"Secondary inference, that he had occasional bursts of prosperity, or he could not have redeemed the pledge.",mais preuve aussi qu'il avait par moments des retours de fortune qui lui permettaient de rentrer en possession de sa montre.,"[149, 152]",aligned,15
"Finally, I ask you to look at the inner plate, which contains the key-hole.","Enfin, veuillez regarder le boitier interieur :","[149, 152]",aligned,15
"Look at the thousands of scratches all round the hole, marks where the key has slipped.",vous y verrez des milliers d'eraflures produites par la clef autour des trous destines a la recevoir.,"[149, 152]",aligned,15
What sober man s key could have scored those grooves?,Croyez-vous qu'un homme qui n'aurait pas eu des habitudes d'intemperance aurait eu tant de peine a introduire une clef dans son trou ?,"[149, 152]",aligned,15
"""Where is the mystery in all this?""","""Qu'y a-t-il de si mysterieux dans tout cela ?""","[155, 157, 159]",aligned,16
"""It is as clear as daylight,"" I answered.","""C'est clair comme le jour, repondis-je,""","[155, 157, 159]",aligned,16
"""I regret the injustice which I did you.""","""et je regrette d'avoir ete si injuste vis-a-vis de vous.""","[155, 157, 159]",aligned,16
"""I should have had more faith in your marvellous faculty.""","""J'aurais du avoir plus de confiance dans vos merveilleuses facultes.""","[155, 157, 159]",aligned,16
"""May I ask whether you have any professional inquiry on foot at present?""","""Mais serait-il indiscret de vous demander si vous avez en ce moment quelque affaire sur le chantier ?""","[155, 157, 159]",aligned,16
"""None.""","""Aucune,""","[155, 157, 159]",aligned,16
"""Hence the cocaine.""","""et c'est pourquoi je m'adonne a la cocaine.""","[155, 157, 159]",aligned,16
What else is there to live for?,D'ailleurs quel autre but y a-t-il dans la vie ?,"[161, 163]",aligned,17
Stand at the window here.,Ouvrez la fenetre et voyez ce qui se passe.,"[161, 163]",aligned,17
"Was ever such a dreary, dismal, unprofitable world?","Que ce monde est triste, lugubre et vide !","[161, 163]",aligned,17
I have no recollection of the name.,je n'ai aucune souvenance de ce nom.,"[172, 175, 178]",aligned,18
"Ask the young lady to step up, Mrs. Hudson.","Madame Hudson, demandez donc a cette jeune personne d'entrer.","[172, 175, 178]",aligned,18
"Don't go, doctor.","Ne vous en allez donc pas, docteur.","[172, 175, 178]",aligned,18
I should prefer that you remain.,Je prefere que vous restiez la.,"[172, 175, 178]",aligned,18
Chapter II The Statement of the Case,>> ii Expose de l'affaire.,"[172, 175, 178]",aligned,18
Miss Morstan entered the room with a firm step and an outward composure of manner.,"Calme, presque compassee, miss Morstan fit son entree.","[172, 175, 178]",aligned,18
"She was a blonde young lady, small, dainty, well gloved, and dressed in the most perfect taste.","C'etait une jeune personne blonde, de taille moyenne, tres soignee d'exterieur, irreprochablement gantee et mise avec un gout parfait.","[172, 175, 178]",aligned,18
"I could not but observe that as she took the seat which Sherlock Holmes placed for her, her lip trembled, her hand quivered, and she showed every sign of intense inward agitation.","Je m'apercus, au moment ou elle prit le siege que Sherlock Holmes lui tendait, que ses levres s'agitaient, que sa main tremblait, qu'en un mot tout denotait en elle une violente emotion interieure.","[183, 185, 190]",aligned,19
"""I have come to you, Mr. Holmes,"" she said, ""because you once enabled my employer, Mrs. Cecil Forrester, to unravel a little domestic complication. She was much impressed by your kindness and skill.""","<< Je viens vous trouver, monsieur Sherlock Holmes, lui dit-elle, parce que Mrs Cecil Forrester, chez laquelle je suis placee, m'a raconte avec quelle habilete vous aviez su demeler la verite dans un ennui domestique qu'elle a eu jadis. Votre talent non moins que votre bonte ont fait sur elle la plus vive impression.","[183, 185, 190]",aligned,19
"""Mrs. Cecil Forrester,"" he repeated thoughtfully. ""I believe that I was of some slight service to her. The case, however, as I remember it, was a very simple one.""","-- Ah, oui, Mrs Cecil Forrester, reprit-il, je crois me rappeler lui avoir rendu un leger service. Mais, si j'ai bonne memoire, il s'agissait d'une affaire bien peu compliquee.","[183, 185, 190]",aligned,19
"""She did not think so.","-- Tel n'etait pas son avis, repondit miss Morstan.","[183, 185, 190]",aligned,19
"But at least you cannot say the same of mine. I can hardly imagine anything more strange, more utterly inexplicable, than the situation in which I find myself.""",En tout cas vous ne pourrez guere appliquer la meme epithete au cas qui m'amene. Il est difficile -- je crois meme qu'il est impossible -- d'imaginer une situation plus etrange et plus completement inexplicable que celle dans laquelle je me trouve.,"[183, 185, 190]",aligned,19
"""State your case,"" said he, in brisk, business tones.","""<< Exposez votre affaire >>, dit-il, avec le ton sec d'un homme de loi.","[193, 195, 198]",aligned,20
I felt that my position was an embarrassing one.,Je craignais d'etre importun.,"[193, 195, 198]",aligned,20
"""You will, I am sure, excuse me,"" I said, rising from my chair.","<< Vous voudrez bien m'excuser >>, fis-je, en me levant.","[193, 195, 198]",aligned,20
"To my surprise, the young lady held up her gloved hand to detain me.","Mais, a ma grande surprise, la jeune fille elle-meme mit la main sur mon bras pour me retenir.","[193, 195, 198]",aligned,20
"""If your friend,"" she said, ""would be good enough to stop, he might be of inestimable service to me.""","<< Si votre ami, dit-elle a Holmes, avait la bonte de rester, je lui en serais tres reconnaissante. >>","[193, 195, 198]",aligned,20
I relapsed into my chair.,Je me rassis donc.,"[193, 195, 198]",aligned,20
My father was an officer in an Indian regiment who sent me home when I was quite a child.,"Mon pere, officier dans un regiment indien, me renvoya en Angleterre lorsque j'etais toute jeune encore.","[200, 202]",aligned,21
"My mother was dead, and I had no relative in England.",J'avais perdu ma mere et je me trouvais sans parents.,"[200, 202]",aligned,21
"I was placed, however, in a comfortable boarding establishment at Edinburgh, and there I remained until I was seventeen years of age.",Je fus placee dans une bonne pension a Edimbourg et j'y restai jusqu'a ma dix-septieme annee.,"[200, 202]",aligned,21
"""Remained at the hotel.""","""-- Ils etaient restes a l'hotel, mais ils ne contenaient rien qui ait pu fournir quelque indice : des vetements, des livres et surtout beaucoup de bibelots et d'objets curieux provenant de l'archipel Andaman, car il avait fait partie de la garnison chargee de surveiller les condamnes relegues dans ces iles.""","[215, 217, 218, 220]",aligned,22
"""There was nothing in it to suggest a clue, some clothes, some books, and a considerable number of curiosities from the Andaman Islands.  He had been one of the officers in charge of the convict-guard there.""","""-- Ils etaient restes a l'hotel, mais ils ne contenaient rien qui ait pu fournir quelque indice : des vetements, des livres et surtout beaucoup de bibelots et d'objets curieux provenant de l'archipel Andaman, car il avait fait partie de la garnison chargee de surveiller les condamnes relegues dans ces iles.""","[215, 217, 218, 220]",aligned,22
"""Had he any friends in town?""","""-- Avait-il des amis dans Londres ?""","[215, 217, 218, 220]",aligned,22
"""Only one that we know of, Major Sholto, of his own regiment, the 34th Bombay Infantry. The major had retired some little time before, and lived at Upper Norwood. We communicated with him, of course, but he did not even know that his brother officer was in England.""","""-- Un seul a ma connaissance, le major Sholto, du meme regiment que lui, du 34e fusiliers de Bombay. Le major avait pris sa retraite quelque temps auparavant et demeurait a Upper Norwood. On a ete naturellement aux renseignements aupres de lui, mais il ne savait meme pas que son ancien camarade eut debarque en Angleterre.""","[215, 217, 218, 220]",aligned,22
"""A singular case,"" remarked Holmes.","""-- Singuliere affaire, remarqua Holmes.""","[215, 217, 218, 220]",aligned,22
'They have been pronounced by an expert to be of a rare variety and of considerable value.','Un expert a declare que ces perles etaient d'une espece fort rare et d'une tres grande valeur.',"[228, 230]",aligned,23
"'You can see for yourselves that they are very handsome.""","'Du reste, vous pouvez en juger par vous-meme.'","[228, 230]",aligned,23
"'She opened a flat box as she spoke, and showed me six of the finest pearls that I had ever seen.'","'Et, tout en parlant, elle ouvrit une petite boite et nous montra les six plus belles perles que j'aie vues de ma vie.'","[228, 230]",aligned,23
Envelopes at sixpence a packet.,- Enveloppe a 0 fr. ~~~ 60 le paquet.,"[241, 244, 246, 247, 249]",aligned,24
Particular man in his stationery.,C'est un homme evidemment soucieux d'avoir du bon papier a lettre.,"[241, 244, 246, 247, 249]",aligned,24
No address.,Pas de marque de fournisseur.,"[241, 244, 246, 247, 249]",aligned,24
Be at the third pillar from the left outside the Lyceum Theatre to-night at seven o clock.,"<< Trouvez-vous ce soir, a sept heures, devant le Lyceum Theatre pres de la troisieme colonne en partant de la gauche.","[241, 244, 246, 247, 249]",aligned,24
"If you are distrustful, bring two friends.","Si vous craignez quelque chose, faites-vous accompagner de deux amis.","[241, 244, 246, 247, 249]",aligned,24
"You are a wronged woman, and shall have justice.","Vous etes une victime, mais on vous fera rendre justice.","[241, 244, 246, 247, 249]",aligned,24
Do not bring police.,N'amenez pas de gens de police.,"[241, 244, 246, 247, 249]",aligned,24
"If you do, all will be in vain.",Tout serait perdu.,"[241, 244, 246, 247, 249]",aligned,24
Your unknown friend.,Votre ami inconnu.,"[241, 244, 246, 247, 249]",aligned,24
"""What do you intend to do, Miss Morstan?""","'Que comptez-vous faire, miss Morstan ?'","[251, 259, 263, 264, 266]",aligned,25
"""That is exactly what I want to ask you.""",'C'est justement ce que je viens vous demander.',"[251, 259, 263, 264, 266]",aligned,25
"""Then we shall most certainly go. You and I and yes, why, Dr. Watson is the very man.""","'Alors, mon avis est d'aller au rendez-vous avec moi et avec... mon Dieu, pourquoi pas ? avec le Dr Watson ; c'est precisement l'homme qu'il nous faut, puisque votre correspondant vous dit d'amener deux amis, et lui et moi nous avons travaille en collaboration plus d'une fois...'","[251, 259, 263, 264, 266]",aligned,25
"""Your correspondent says two friends. He and I have worked together before.""",(No direct equivalent in text),"[251, 259, 263, 264, 266]",not aligned,25
"""But would he come?""",'Mais sera-t-il assez bon pour venir ?',"[251, 259, 263, 264, 266]",aligned,25
"she asked, with something appealing in her voice and expression.",'demanda-t-elle d'une voix suppliante.',"[251, 259, 263, 264, 266]",aligned,25
"""I should be proud and happy,"" said I, fervently, ""if I can be of any service.""","'Je serai heureux et fier, repondis-je avec l'accent le plus convaincu, de pouvoir vous etre utile.'","[251, 259, 263, 264, 266]",aligned,25
"""You are both very kind,"" she answered.",'Que vous etes bons tous les deux ! reprit-elle.',"[251, 259, 263, 264, 266]",aligned,25
"""I have led a retired life, and have no friends whom I could appeal to.""",'J'ai mene une vie tres retiree et n'ai pas d'amis auxquels je puisse m'adresser.',"[251, 259, 263, 264, 266]",aligned,25
"""If I am here at six it will do, I suppose?""","'Il suffira, je pense, que je vienne vous prendre ici a six heures.'","[251, 259, 263, 264, 266]",aligned,25
"""You must not be later,"" said Holmes.","'Oui, mais pas plus tard, dit Holmes.'","[251, 259, 263, 264, 266]",aligned,25
"""There is one other point, however. Is this handwriting the same as that upon the pearl-box addresses?""",'Encore une question. Cette ecriture est-elle la meme que celle employee pour les adresses mises sur les boites de perles ?',"[251, 259, 263, 264, 266]",aligned,25
"""I have them here,"" she answered, producing half a dozen pieces of paper.","'J'ai toutes ces adresses sur moi, repondit-elle en tirant de sa poche six bandes de papier.'","[251, 259, 263, 264, 266]",aligned,25
"""You are certainly a model client.""","'Vous etes assurement le modele des clients,'","[251, 259, 263, 264, 266]",aligned,25
