eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,check
pdnc,qID,Q45-1,the young lady,cette jeune personne,16462,16476,19691.0,19711.0,12,56,1,M_158,correct
pdnc,qID,Q45-1,Mrs. Hudson,Madame Hudson,16489,16500,19660.0,19673.0,17,56,1,M_159,correct
pdnc,qID,Q45-1,doctor,,16512,16518,,,21,56,1,M_160,wrong
pdnc,qID,Q45-1,you,vous,16541,16544,19773.0,19777.0,21,56,1,M_161,correct
exp,exp_name,miss morstan,Miss Morstan,miss Morstan,16595,16607,19844.0,19856.0,12,58,2,M_162,correct
exp,exp_name,small,small,,16707,16712,,,25,58,2,M_163,wrong
exp,exp_name,small,small,petite,16967,16972,20185.0,20191.0,25,58,2,M_164,correct
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,17480,17495,20742.0,20757.0,14,58,2,M_165,correct
pdnc,qID,Q46-0,you,vous,17621,17624,20903.0,20907.0,14,59,2,M_166,correct
pdnc,qID,Q46-0,Mr. Holmes,monsieur Sherlock Holmes,17626,17636,20917.0,20941.0,14,59,2,M_167,correct
pdnc,qID,Q46-1,you,vous,17658,17661,20903.0,20907.0,14,59,2,M_168,correct
pdnc,qID,Q46-1,my employer,chez laquelle,17675,17686,20988.0,21001.0,16,59,2,M_169,wrong
pdnc,qID,Q46-1,Mrs. Cecil Forrester,Mrs Cecil Forrester,17688,17708,20967.0,20986.0,16,59,2,M_170,wrong
pdnc,qID,Q46-1,She,,17753,17756,,,16,59,2,M_171,wrong
pdnc,qID,Q46-1,your,votre,17779,17783,21128.0,21133.0,14,59,2,M_172,correct
pdnc,qID,Q47-0,Mrs. Cecil Forrester,Mrs Cecil Forrester,17807,17827,21223.0,21242.0,16,60,2,M_173,correct
booknlp,COREF,105,he,il,17830,17832,21230.0,21232.0,14,60,2,M_174,correct
booknlp,COREF,105,I,je,17857,17858,21255.0,21257.0,14,60,2,M_175,correct
booknlp,COREF,105,I,je,17872,17873,21255.0,21257.0,14,60,2,M_176,correct
pdnc,qID,Q47-1,her,lui,17904,17907,21276.0,21279.0,16,60,2,M_177,correct
booknlp,COREF,105,I,je,17931,17932,21255.0,21257.0,14,60,2,M_178,correct
pdnc,qID,Q48-0,She,son,17972,17975,21408.0,21411.0,16,61,2,M_179,wrong
pdnc,qID,Q48-0,you,vous,18007,18010,21453.0,21457.0,14,61,2,M_180,correct
booknlp,COREF,105,mine,m',18034,18038,21513.0,21515.0,14,61,2,M_181,correct
booknlp,COREF,105,I,je,18040,18041,21542.0,21544.0,14,61,2,M_182,correct
booknlp,COREF,105,I,je,18139,18140,21542.0,21544.0,14,61,2,M_183,correct
booknlp,COREF,105,myself,me,18146,18152,21488.0,21490.0,14,61,2,M_184,correct
exp,exp_name,holmes,Holmes,Holmes,18156,18162,21694.0,21700.0,14,62,2,M_185,correct
booknlp,COREF,105,his,ses,18170,18173,21750.0,21753.0,14,62,2,M_186,correct
booknlp,COREF,105,his,ses,18185,18188,21750.0,21753.0,14,62,2,M_187,correct
booknlp,COREF,105,He,Il,18205,18207,21760.0,21762.0,14,62,2,M_188,correct
booknlp,COREF,105,his,ses,18226,18229,21825.0,21828.0,14,62,2,M_189,correct
booknlp,COREF,105,his,ses,18291,18294,21825.0,21828.0,14,62,2,M_190,correct
pdnc,qID,Q49-0,your,votre,18332,18336,21925.0,21930.0,12,62,2,M_191,correct
booknlp,COREF,105,he,il,18349,18351,21947.0,21949.0,14,62,2,M_192,correct
pdnc,qID,Q51-0,your friend,votre ami,18567,18578,22178.0,22187.0,21,64,2,M_193,correct
pdnc,qID,Q51-1,he,lui,18622,18624,22237.0,22240.0,21,64,2,M_194,correct
pdnc,qID,Q52-1,My father,Mon pere,18741,18750,22343.0,22351.0,5,66,2,M_195,correct
pdnc,qID,Q52-1,my father,mon pere,19036,19045,22605.0,22613.0,5,66,2,M_196,correct
pdnc,qID,Q52-1,his,son,19073,19076,22669.0,22672.0,5,66,2,M_197,correct
pdnc,qID,Q52-1,He,il,19132,19134,22732.0,22734.0,5,66,2,M_198,correct
pdnc,qID,Q52-1,he,il,19170,19172,22764.0,22766.0,5,66,2,M_199,correct
pdnc,qID,Q52-1,his,il,19261,19264,22732.0,22734.0,5,66,2,M_200,wrong
pdnc,qID,Q52-1,His,son,19274,19277,22884.0,22887.0,5,66,2,M_201,correct
pdnc,qID,Q52-1,Captain Morstan,le capitaine Morstan,19398,19413,23016.0,23036.0,5,66,2,M_202,correct
pdnc,qID,Q52-1,he,il,19442,19444,23077.0,23079.0,5,66,2,M_203,correct
pdnc,qID,Q52-1,him,,19534,19537,,,5,66,2,M_204,wrong
pdnc,qID,Q52-1,my unfortunate father,mon infortune pere,19765,19786,23475.0,23493.0,5,66,2,M_205,correct
pdnc,qID,Q52-1,He,Il,19788,19790,23495.0,23497.0,5,66,2,M_206,correct
pdnc,qID,Q52-1,his,le,19806,19809,23507.0,23509.0,5,66,2,M_207,correct
exp,exp_name,holmes,Holmes,Holmes,19971,19977,23684.0,23690.0,14,67,2,M_208,correct
booknlp,COREF,105,his,son,19987,19990,23702.0,23705.0,14,67,2,M_209,correct
pdnc,qID,Q54-0,He,il,20004,20006,23745.0,23747.0,5,68,2,M_210,correct
pdnc,qID,Q55-0,His,ses,20076,20079,23813.0,23816.0,5,69,2,M_211,correct
pdnc,qID,Q56-0,He,,20251,20253,,,5,70,2,M_212,wrong
pdnc,qID,Q57-0,he,il,20328,20330,24147.0,24149.0,5,71,2,M_213,correct
pdnc,qID,Q58-0,Major Sholto,le major Sholto,20381,20393,24205.0,24220.0,11,72,2,M_214,correct
pdnc,qID,Q58-0,his,lui,20398,20401,24243.0,24246.0,5,72,2,M_215,correct
pdnc,qID,Q58-0,him,lui,20538,20541,24243.0,24246.0,11,72,2,M_216,correct
pdnc,qID,Q58-0,he,lui,20558,20560,24243.0,24246.0,11,72,2,M_217,correct
pdnc,qID,Q58-0,his,son,20584,20587,24451.0,24454.0,11,72,2,M_218,correct
exp,exp_name,holmes,Holmes,Holmes,20650,20656,24532.0,24538.0,14,73,2,M_219,correct
pdnc,qID,Q60-0,Miss Mary Morstan,miss Mary Morstan,20842,20859,24768.0,24785.0,12,74,2,M_220,wrong
pdnc,qID,Q60-0,her,son,20892,20895,24816.0,24819.0,12,74,2,M_221,correct
pdnc,qID,Q60-0,Mrs. Cecil Forrester,Mrs Cecil Forrester,21008,21028,24955.0,24974.0,16,74,2,M_222,wrong
pdnc,qID,Q60-0,her,son,21062,21065,24987.0,24990.0,16,74,2,M_223,correct
exp,exp_name,small,small,petite,21171,21176,25089.0,25095.0,25,74,2,M_224,correct
pdnc,qID,Q61-0,Your,Votre,21691,21695,25641.0,25646.0,12,75,2,M_225,correct
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,21733,21748,25684.0,25699.0,14,75,2,M_226,correct
pdnc,qID,Q61-1,you,Vous,21781,21784,25701.0,25705.0,12,75,2,M_227,correct
pdnc,qID,Q62-0,you,vous,21847,21850,25808.0,25812.0,14,76,2,M_228,correct
pdnc,qID,Q62-0,you,vous,21895,21898,25861.0,25865.0,14,76,2,M_229,correct
pdnc,qID,Q63-0,you,,21940,21943,,,12,77,2,M_230,wrong
exp,exp_name,holmes,Holmes,Holmes,21951,21957,25925.0,25931.0,14,77,2,M_231,correct
pdnc,qID,Q63-2,you,vous,22491,22494,26667.0,26671.0,12,77,2,M_232,correct
pdnc,qID,Q63-2,Miss Morstan,miss Morstan,22509,22521,26679.0,26691.0,12,77,2,M_233,wrong
pdnc,qID,Q64-0,you,vous,22561,22564,26730.0,26734.0,14,78,2,M_234,correct
pdnc,qID,Q65-0,You,vous,22602,22605,26787.0,26791.0,12,79,2,M_235,correct
booknlp,COREF,105,I,moi,22610,22611,26797.0,26800.0,14,79,2,M_236,correct
pdnc,qID,Q65-0,Dr. Watson,le Dr Watson,22626,22636,26842.0,26854.0,21,79,2,M_237,correct
pdnc,qID,Q65-0,Your,,22654,22658,,,12,79,2,M_238,wrong
pdnc,qID,Q65-0,He,,22691,22693,,,21,79,2,M_239,wrong
booknlp,COREF,105,I,,22698,22699,,,14,79,2,M_240,wrong
pdnc,qID,Q66-0,he,il,22742,22744,27044.0,27046.0,21,80,2,M_241,correct
pdnc,qID,Q69-0,You,,23057,23060,,,12,83,2,M_242,wrong
exp,exp_name,holmes,Holmes,Holmes,23086,23092,27444.0,27450.0,14,83,2,M_243,correct
pdnc,qID,Q71-0,You,Vous,23275,23278,27677.0,27681.0,12,85,2,M_244,correct
pdnc,qID,Q71-0,You,vous,23309,23312,27725.0,27729.0,12,85,2,M_245,correct
booknlp,COREF,105,He,il,23359,23361,27816.0,27818.0,14,85,2,M_246,correct
booknlp,COREF,105,he,il,23502,23504,28048.0,28050.0,14,85,2,M_247,correct
booknlp,COREF,105,I,,23703,23704,,,14,85,2,M_248,wrong
pdnc,qID,Q71-2,Miss Morstan,miss Morstan,23745,23757,28375.0,28387.0,12,85,2,M_249,wrong
pdnc,qID,Q71-2,your father,votre pere,23818,23829,28464.0,28474.0,5,85,2,M_250,correct
booknlp,COREF,105,I,Je,23867,23868,28504.0,28506.0,14,87,2,M_251,correct
pdnc,qID,Q73-0,you,,23886,23889,,,12,87,2,M_252,wrong
pdnc,qID,Q73-0,you,vous,23920,23923,28529.0,28533.0,12,87,2,M_253,correct
booknlp,COREF,105,me,me,23950,23952,28576.0,28578.0,14,87,2,M_254,correct
booknlp,COREF,105,I,je,23973,23974,28655.0,28657.0,14,87,2,M_255,correct
pdnc,qID,Q75-0,woman,femme,24390,24395,29059.0,29064.0,12,89,2,M_256,correct
pdnc,qID,Q76-0,she,,24512,24515,,,12,90,2,M_257,wrong
pdnc,qID,Q77-0,You,Vous,24561,24564,29265.0,29269.0,14,91,2,M_258,correct
pdnc,qID,Q77-1,you,vous,24665,24668,29370.0,29374.0,14,91,2,M_259,correct
pdnc,qID,Q78-1,your,son,24755,24759,29508.0,29511.0,21,92,2,M_260,wrong
pdnc,qID,Q78-1,you,,24929,24932,,,21,92,2,M_261,wrong
pdnc,qID,Q80-0,you,vous,25271,25274,30123.0,30127.0,21,94,2,M_262,correct
pdnc,qID,Q80-0,you,vous,25336,25339,30123.0,30127.0,21,94,2,M_263,correct
exp,exp_name,holmes,Holmes,,25472,25478,,,14,96,2,M_264,wrong
booknlp,COREF,105,his,,25485,25488,,,14,96,2,M_265,wrong
booknlp,COREF,105,he,il,25523,25525,30391.0,30393.0,14,96,2,M_266,correct
booknlp,COREF,105,I,je,25779,25780,30672.0,30674.0,14,96,2,M_267,correct
booknlp,COREF,105,I,j',25799,25800,30692.0,30694.0,14,96,2,M_268,correct
booknlp,COREF,105,me,,25839,25841,,,14,96,2,M_269,wrong
booknlp,COREF,105,I,je,25945,25946,30730.0,30732.0,14,96,2,M_270,correct
exp,exp_name,holmes,Holmes,Holmes,26948,26954,32221.0,32227.0,14,99,3,M_271,correct
booknlp,COREF,105,He,il,26965,26967,32236.0,32238.0,14,99,3,M_272,correct
booknlp,COREF,105,his,il,27029,27032,32296.0,32298.0,14,99,3,M_273,wrong
booknlp,COREF,105,he,,27132,27134,,,14,100,3,M_274,wrong
booknlp,COREF,105,him,lui,27190,27193,32501.0,32504.0,14,100,3,M_275,correct
pdnc,qID,Q83-0,you,vous,27256,27259,32577.0,32581.0,14,101,3,M_276,correct
booknlp,COREF,105,I,me,27324,27325,32661.0,32663.0,14,102,3,M_277,correct
booknlp,COREF,105,I,Je,27444,27445,32779.0,32781.0,14,102,3,M_278,correct
pdnc,qID,Q84-0,Major Sholto,le major Sholto,27513,27525,32842.0,32857.0,11,102,3,M_279,correct
booknlp,COREF,105,I,Je,27617,27618,32961.0,32963.0,14,103,3,M_280,correct
pdnc,qID,Q85-0,Holmes,Holmes,27639,27645,33001.0,33007.0,14,103,3,M_281,correct
booknlp,COREF,105,I,Je,27651,27652,32961.0,32963.0,14,103,3,M_282,correct
pdnc,qID,Q86-0,You,Vous,27692,27695,33090.0,33094.0,21,104,3,M_283,correct
booknlp,COREF,105,me,m',27705,27707,33095.0,33097.0,14,104,3,M_284,correct
pdnc,qID,Q86-0,Captain Morstan,Le capitaine Morstan,27739,27754,33128.0,33148.0,5,104,3,M_285,correct
pdnc,qID,Q86-0,he,il,27798,27800,33192.0,33194.0,5,104,3,M_286,correct
pdnc,qID,Q86-0,Major Sholto,le major Sholto,27823,27835,33227.0,33242.0,11,104,3,M_287,correct
pdnc,qID,Q86-0,Major Sholto,celui-ci,27837,27849,33247.0,33255.0,11,104,3,M_288,correct
pdnc,qID,Q86-0,he,il,27875,27877,33192.0,33194.0,5,104,3,M_289,correct
pdnc,qID,Q86-0,Sholto,Sholto,27910,27916,33361.0,33367.0,11,104,3,M_290,correct
pdnc,qID,Q86-0,Captain Morstan s daughter,la fille du capitaine Morstan,27952,27978,33414.0,33443.0,12,104,3,M_291,correct
pdnc,qID,Q86-0,her,lui,28092,28095,33537.0,33540.0,12,104,3,M_292,correct
pdnc,qID,Q86-0,her father,son pere,28170,28180,33668.0,33676.0,5,104,3,M_293,correct
pdnc,qID,Q86-0,Sholto,Sholto,28234,28240,33762.0,33768.0,11,104,3,M_294,correct
