eng,fr,id,llm alignment result
"Indeed, even before luncheon he charged me, among other things, to get two thousand-franc notes changed for him at the hotel counter, which put us in a position to be thought millionaires at all events for a week!","J'ai fait de la monnaie dans le bureau de l'hotel ; nous voila, aux yeux des gens, millionnaires au moins durant toute une semaine.",15,aligned
"Later, I was about to take Mischa and Nadia for a walk when a summons reached me from the staircase that I must attend the General.",Je voulus d'abord prendre Nicha et Nadia pour me promener avec eux.,16,not aligned
"He began by deigning to inquire of me where I was going to take the children; and as he did so, I could see that he failed to look me in the eyes.",Mais de l'escalier on m'appela chez le general : il desirait savoir ou je les menais.,17,not aligned
"He _wanted_ to do so, but each time was met by me with such a fixed, disrespectful stare that he desisted in confusion.","Decidement, cet homme ne peut me regarder en face.",18,not aligned
"In pompous language, however, which jumbled one sentence into another, and at length grew disconnected, he gave me to understand that I was to lead the children altogether away from the Casino, and out into the park.",,19,not aligned
"Finally his anger exploded, and he added sharply: ""I suppose you would like to take them to the Casino to play roulette?","Il s'y efforce ; mais chaque fois je lui reponds par un regard si fixe, si calme qu'il perd aussitot contenance.",20,not aligned
"Well, excuse my speaking so plainly, but I know how addicted you are to gambling.","En un discours tres pompeux, par phrases etagees solennellement, il m'expliqua que je devais me promener avec les enfants dans le parc.",21,not aligned
"Though I am not your mentor, nor wish to be, at least I have a right to require that you shall not actually _compromise_ me.""","Enfin, il se facha tout a coup, et ajouta avec roideur : -- Car vous pourriez bien, si je vous laissais faire, les mener a la gare, a la roulette.",22,not aligned
"""I have no money for gambling,"" I quietly replied.","Vous en etes bien capable, vous avez la tete legere.",23,not aligned
"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book. ~~~ From it he saw that he had 120 roubles of mine in his keeping.","Quoique je ne sois pas votre mentor, -- et c'est un role que je n'ambitionne point, -- j'ai le droit de desirer que... en un mot... que vous ne me compromettiez pas... -- Mais pour perdre de l'argent il faut en avoir, repondis-je tranquillement, et je n'en ai point.",24,not aligned
"""Let us calculate,"" he went on.","-- Vous allez en avoir, dit-il un peu confus.",25,not aligned
"""We must translate these roubles into thalers. ~~~ Here take 100 thalers, as a round sum.","Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",26,not aligned
"The rest will be safe in my hands.""",-- Comment faire ce compte ?,27,not aligned
In silence I took the money.,Il faut l'etablir en thalers...,28,not aligned
"""You must not be offended at what I say,"" he continued.","Eh bien, voici cent thalers en somme ronde ; le reste ne sera pas perdu.",29,not aligned
"""You are too touchy about these things.",Je pris l'argent en silence.,30,not aligned
What I have said I have said merely as a warning.,-- Ne vous offensez pas de ce que je vous ai dit.,31,not aligned
"To do so is no more than my right.""",Vous etes si susceptible !...,32,not aligned
"When returning home with the children before luncheon, I met a cavalcade of our party riding to view some ruins.","Si je vous ai fait cette observation, c'est... pour ainsi dire... pour vous prevenir, et j'en ai bien le droit...",33,not aligned
"Two splendid carriages, magnificently horsed, with Mlle.","En rentrant, avant le diner, je rencontrai toute une cavalcade.",34,not aligned
"Blanche, Maria Philipovna, and Polina Alexandrovna in one of them, and the Frenchman, the Englishman, and the General in attendance on horseback!","Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",35,aligned
"The passers-by stopped to stare at them, for the effect was splendid the General could not have improved upon it.","Les passants s'arretaient et regardaient : l'effet etait obtenu. ~~~ Seulement, le general n'a qu'a se bien tenir.",36,not aligned
"I calculated that, with the 4000 francs which I had brought with me, added to what my patrons seemed already to have acquired, the party must be in possession of at least 7000 or 8000 francs though that would be none too much for Mlle.","J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche.",37,not aligned
"Blanche, who, with her mother and the Frenchman, was also lodging in our hotel.","Elle habite aussi dans notre hotel, avec sa mere.",38,not aligned
"The latter gentleman was called by the lacqueys ""Monsieur le Comte,"" and Mlle.","Quelque part encore, dans la meme maison, loge le petit Francais, que les domestiques appellent << Monsieur le comte >>.",39,not aligned
"Blanche s mother was dubbed ""Madame la Comtesse.""",La mere de Mlle Blanche est une << Madame la comtesse >>.,40,not aligned
"Perhaps in very truth they _were_ ""Comte et Comtesse.""",Et pourquoi ne seraient-ils pas comte et comtesse ?,41,not aligned
"I knew that ""Monsieur le Comte"" would take no notice of me when we met at dinner, as also that the General would not dream of introducing us, nor of recommending me to the ""Comte.""","A table, M. le comte ne me reconnut pas. ~~~ Certes, le general ne songeait pas a nous presenter l'un a l'autre ; et quant a M. le comte, il a vecu en Russie et sait bien qu'un outchitel[1] n'est pas un oiseau de haut vol.",42,not aligned
"However, the latter had lived awhile in Russia, and knew that the person referred to as an ""uchitel"" is never looked upon as a bird of fine feather.",-- Il va sans dire qu'il m'a reellement tres bien reconnu. ~~~ -- Je crois d'ailleurs qu'on ne s'attendait meme pas a me voir au diner.,43,not aligned
"Of course, strictly speaking, he _knew_ me; but I was an uninvited guest at the luncheon the General had forgotten to arrange otherwise, or I should have been dispatched to dine at the table d h te.","Le general a sans doute oublie de donner des ordres a cet effet, mais son intention etait certainement de m'envoyer diner a la table d'hote.",44,not aligned
"Nevertheless, I presented myself in such guise that the General looked at me with a touch of approval; and, though the good Maria Philipovna was for showing me my place, the fact of my having previously met the Englishman, Mr. Astley, saved me, and thenceforward I figured as one of the company.",Je compris cela au regard mecontent dont il m'honora. ~~~ La bonne Maria Felipovna m'indiqua aussitot ma place.,45,not aligned
"This strange Englishman I had met first in Prussia, where we had happened to sit _vis- -vis_ in a railway train in which I was travelling to overtake our party; while, later, I had run across him in France, and again in Switzerland twice within the space of two weeks!","Mais M. Astley m'aida a sortir de cette situation desagreable, et, malgre le general, M. le comte et Mme la comtesse, je parvins a etre de leur societe.",46,not aligned
"To think, therefore, that I should suddenly encounter him again here, in Roulettenberg!","J'avais fait la connaissance de cet Anglais en Prusse, dans un wagon ou nous etions assis l'un pres de l'autre.",47,not aligned
,Je l'avais revu depuis en France et en Suisse.,48,not aligned
"Never in my life had I known a more retiring man, for he was shy to the pitch of imbecility, yet well aware of the fact (for he was no fool).","Je ne vis jamais d'homme aussi timide ; timide jusqu'a la betise, mais seulement apparente, car il s'en faut de beaucoup qu'il soit sot.",49,aligned
"At the same time, he was a gentle, amiable sort of an individual, and, even on our first encounter in Prussia I had contrived to draw him out, and he had told me that he had just been to the North Cape, and was now anxious to visit the fair at Nizhni Novgorod.",Il est d'un commerce doux et agreable. ~~~ Il etait alle durant l'ete au cap Nord et desirait assister a la foire de Nijni-Novgorod.,50,aligned
"How he had come to make the General s acquaintance I do not know, but, apparently, he was much struck with Polina.",Je ne sais comment il a fait la connaissance du general.,51,not aligned
"Also, he was delighted that I should sit next him at table, for he appeared to look upon me as his bosom friend.",Il me semble eperdument amoureux de Paulina.,52,not aligned
During the meal the Frenchman was in great feather: he was discursive and pompous to every one.,Il etait tres content que je fusse a table aupres de lui et me traitait comme son meilleur ami.,53,not aligned
"In Moscow too, I remembered, he had blown a great many bubbles.",Le petit Francais dirigeait la conversation.,54,not aligned
"Interminably he discoursed on finance and Russian politics, and though, at times, the General made feints to contradict him, he did so humbly, and as though wishing not wholly to lose sight of his own dignity.","Hautain avec tout le monde, il parlait finances et politique russes et ne se laissait contredire que par le general, qui le faisait d'ailleurs avec une sorte de deference.",55,aligned
"For myself, I was in a curious frame of mind.",J'etais dans une tres etrange disposition d'esprit.,56,aligned
"Even before luncheon was half finished I had asked myself the old, eternal question: ""_Why_ do I continue to dance attendance upon the General, instead of having left him and his family long ago?""","Des avant le milieu du diner, je me posai ma question ordinaire : << Pourquoi me trainer encore a la suite de ce general et ne l'avoir pas depuis longtemps quitte ?",57,aligned
"Every now and then I would glance at Polina Alexandrovna, but she paid me no attention; until eventually I became so irritated that I decided to play the boor.",>> Je regardai Paulina Alexandrovna ; mais elle ne faisait pas la moindre attention a moi. ~~~ Je finis par me facher et me decidai a etre grossier.,58,aligned
"First of all I suddenly, and for no reason whatever, plunged loudly and gratuitously into the general conversation.",De but en blanc je me melai a la conversation ; j'avais la demangeaison de chercher querelle au petit Francais.,59,not aligned
"Above everything I wanted to pick a quarrel with the Frenchman; and, with that end in view I turned to the General, and exclaimed in an overbearing sort of way indeed, I think that I actually interrupted him that that summer it had been almost impossible for a Russian to dine anywhere at tables d h te.","Je m'adressai au general et, tout a coup, lui coupant la parole, je lui fis observer que les Russes ne savent pas diner a une table d'hote.",60,not aligned
The General bent upon me a glance of astonishment.,Le general me regarda avec etonnement.,61,aligned
"""If one is a man of self-respect,"" I went on, ""one risks abuse by so doing, and is forced to put up with insults of every kind.","-- Par exemple, dis-je, un homme considerable ne manque pas dans ces occasions de s'attirer une affaire.",62,not aligned
"Both at Paris and on the Rhine, and even in Switzerland there are so many Poles, with their sympathisers, the French, at these tables d h te that one cannot get a word in edgeways if one happens only to be a Russian.""","A Paris, sur le Rhin, en Suisse, les tables d'hote sont pleines de petits Polonais et de petits Francais qui ne cessent de parler et ne tolerent pas qu'un Russe place un seul mot.",63,aligned
This I said in French.,Je dis cela en francais.,64,not aligned
"The General eyed me doubtfully, for he did not know whether to be angry or merely to feel surprised that I should so far forget myself.","Le general me regardait toujours avec etonnement, ne sachant s'il devait se facher.",65,not aligned
"""Of course, one always learns _something everywhere_,"" said the Frenchman in a careless, contemptuous sort of tone.","-- Cela signifie qu'on vous aura donne une lecon quelque part, dit le petit Francais avec un nonchalant mepris.",66,not aligned
"""In Paris, too, I had a dispute with a Pole,"" I continued, ""and then with a French officer who supported him. ~~~ After that a section of the Frenchmen present took my part. ~~~ They did so as soon as I told them the story of how once I threatened to spit into Monsignor s coffee.""","-- A Paris, je me suis querelle avec un Polonais, repondis-je, puis avec un officier francais qui soutenait le Polonais ; une partie des Francais passa de mon cote quand je leur racontai que j'avais voulu cracher dans le cafe d'un << Monseigneur >>.",67,aligned
"""To spit into it?""",-- Cracher !,68,not aligned
"the General inquired with grave disapproval in his tone, and a stare, of astonishment, while the Frenchman looked at me unbelievingly.",s'exclama le general avec un etonnement plein d'importance. ~~~ Le petit Francais me jeta un regard mefiant.,69,not aligned
"""Just so,"" I replied.","-- Precisement, repondis-je.",70,aligned
"""You must know that, on one occasion, when, for two days, I had felt certain that at any moment I might have to depart for Rome on business, I repaired to the Embassy of the Holy See in Paris, to have my passport visaed.","Comme j'etais convaincu que, deux jours apres, je serais oblige d'aller a Rome pour nos affaires, je m'etais rendu a l'ambassade du Saint-Pere pour faire viser mon passeport.",71,aligned
"There I encountered a sacristan of about fifty, and a man dry and cold of mien.","La, je rencontrai un petit abbe d'une cinquantaine d'annees, sec, a la figure compassee.",72,not aligned
"After listening politely, but with great reserve, to my account of myself, this sacristan asked me to wait a little.","Il m'ecouta avec politesse, mais me pria tres sechement d'attendre.",73,aligned
"I was in a great hurry to depart, but of course I sat down, pulled out a copy of _L Opinion Nationale_, and fell to reading an extraordinary piece of invective against Russia which it happened to contain.",,74,not aligned
"As I was thus engaged I heard some one enter an adjoining room and ask for Monsignor; after which I saw the sacristan make a low bow to the visitor, and then another bow as the visitor took his leave.",J'etais presse ; je m'assis pourtant et me mis a lire l'Opinion nationale.,75,not aligned
"I ventured to remind the good man of my own business also; whereupon, with an expression of, if anything, increased dryness, he again asked me to wait.",Je tombai sur une terrible attaque contre la Russie. ~~~ Pourtant j'entendis de la chambre voisine quelqu'un entrer chez le Monsignore.,76,not aligned
"Soon a third visitor arrived who, like myself, had come on business (he was an Austrian of some sort); and as soon as ever he had stated his errand he was conducted upstairs!",J'avise mon abbe et je lui demande si ce ne sera pas bientot mon tour.,77,not aligned
This made me very angry.,Encore plus sechement il me prie d'attendre.,78,not aligned
,"Survient un Autrichien, on l'ecoute et on l'introduit aussitot.",79,not aligned
"I rose, approached the sacristan, and told him that, since Monsignor was receiving callers, his lordship might just as well finish off my affair as well.","Alors je me mets en colere, je me leve, et, m'approchant de l'abbe, je lui dis avec fermete : << Puisque Monseigneur recoit, introduisez-moi !",80,not aligned
Upon this the sacristan shrunk back in astonishment.,>> L'abbe fait un geste d'extraordinaire etonnement.,81,aligned
It simply passed his understanding that any insignificant Russian should dare to compare himself with other visitors of Monsignor s!,"Qu'un simple Russe pretendit etre traite comme les autres, cela depassait la jugeote du frocard.",82,not aligned
"In a tone of the utmost effrontery, as though he were delighted to have a chance of insulting me, he looked me up and down, and then said: ""Do you suppose that Monsignor is going to put aside his coffee for _you?_"" But I only cried the louder: ""Let me tell you that I am going to _spit_ into that coffee!","Il me regarda des pieds a la tete et me dit d'un ton provocant, comme s'il se rejouissait de m'offenser : << C'est cela ! ~~~ Monseigneur va laisser refroidir son cafe pour vous !",83,not aligned
"Yes, and if you do not get me my passport visaed this very minute, I shall take it to Monsignor myself.""""",">> C'est alors que je me mis a crier d'une voix de tonnerre : << Je crache dans le cafe de Monseigneur, et si vous n'en finissez pas tout de suite avec mon passeport, j'entrerai malgre vous !",84,not aligned
"""What?",-- Comment !,85,aligned
"While he is engaged with a Cardinal?""",mais il y a un cardinal chez Monseigneur !,86,not aligned
"screeched the sacristan, again shrinking back in horror. ~~~ Then, rushing to the door, he spread out his arms as though he would rather die than let me enter.",">> s'ecria le petit abbe en fremissant d'horreur, et, se jetant sur la porte, il se tourna le dos contre elle, les bras en croix, me montrant ainsi qu'il mourrait plutot que de me laisser passer.",87,aligned
"Thereupon I declared that I was a heretic and a barbarian ""Je suis h r tique et barbare,"" I said, ""and that these archbishops and cardinals and monsignors, and the rest of them, meant nothing at all to me.","Alors je repondis que j'etais heretique et barbare, et que je me moquais des archeveques et des cardinaux.",88,not aligned
"In a word, I showed him that I was not going to give way. ~~~ He looked at me with an air of infinite resentment.","L'abbe me regarda avec le plus singulier des sourires, un sourire qui exprimait une rancune et une colere infinies, puis arracha de mes mains le passeport.",89,not aligned
"Then he snatched up my passport, and departed with it upstairs.",Un instant apres il etait vise.,90,not aligned
A minute later the passport had been visaed!,-- Pourtant vous... commenca le general.,91,not aligned
"Here it is now, if you care to see it,"" and I pulled out the document, and exhibited the Roman visa.","-- Ce qui vous a sauve, remarqua le petit Francais en souriant, c'est le mot << heretique >>.",92,not aligned
"""But "" the General began.","He, he !",93,not aligned
"""What really saved you was the fact that you proclaimed yourself a heretic and a barbarian,"" remarked the Frenchman with a smile.",,94,not aligned
"""Cela n tait pas si b te.""",ce n'etait pas si bete.,95,not aligned
"""But is _that_ how Russian subjects ought to be treated?",-- Vaut-il mieux imiter nos Russes ?,96,not aligned
"Why, when they settle here they dare not utter even a word they are ready even to deny the fact that they are Russians!","Ils ne se remuent jamais, n'osent proferer un mot et sont tout prets a renier leur nationalite.",97,aligned
"At all events, at my hotel in Paris I received far more attention from the company after I had told them about the fracas with the sacristan.","On me traita avec plus d'egards quand on connut ma prouesse avec l'abbe. ~~~ Un gros pane[2], mon plus grand ennemi a la table d'hote, me marqua des lors de la consideration.",98,not aligned
"A fat Polish nobleman, who had been the most offensive of all who were present at the table d h te, at once went upstairs, while some of the Frenchmen were simply disgusted when I told them that two years ago I had encountered a man at whom, in 1812, a French hero fired for the mere fun of discharging his musket.","Les Francais memes ne m'interrompirent pas quand je racontai que deux ans auparavant, en 1812, j'avais vu un homme contre lequel un soldat francais avait tire, uniquement pour decharger son fusil.",99,not aligned
"That man was then a boy of ten and his family are still residing in Moscow.""",Cet homme n'etait alors qu'un enfant de dix ans.,100,not aligned
"""Impossible!""",-- Cela ne se peut !,101,aligned
the Frenchman spluttered.,s'ecria le petit Francais.,102,aligned
"""No French soldier would fire at a child!""",Un soldat francais ne tire pas sur un enfant.,103,aligned
"""Nevertheless the incident was as I say,"" I replied.","-- Pourtant cela est, repondis-je froidement.",104,not aligned
"""A very respected ex-captain told me the story, and I myself could see the scar left on his cheek.""",Le Francais se mit a parler beaucoup et vivement.,105,not aligned
"The Frenchman then began chattering volubly, and the General supported him; but I recommended the former to read, for example, extracts from the memoirs of General Perovski, who, in 1812, was a prisoner in the hands of the French.","Le general essaya d'abord de le soutenir, mais je lui recommandai de lire les notes du general Perovsky, qui etait en 1812 prisonnier des Francais.",106,not aligned
Finally Maria Philipovna said something to interrupt the conversation.,"Enfin, Maria Felipovna se mit a parler d'autre chose pour interrompre cette conversation.",107,not aligned
The General was furious with me for having started the altercation with the Frenchman.,"Le general etait tres mecontent de moi, et, de fait, le Francais et moi, nous ne parlions plus, nous criions, je crois.",108,not aligned
"On the other hand, Mr. Astley seemed to take great pleasure in my brush with Monsieur, and, rising from the table, proposed that we should go and have a drink together.",Cette querelle avec le Francais parut plaire beaucoup a M. Astley.,109,not aligned
"The same afternoon, at four o clock, I went to have my customary talk with Polina Alexandrovna; and, the talk soon extended to a stroll.","Le soir, j'eus un quart d'heure pour parler a Paulina, pendant la promenade.",110,not aligned
"We entered the Park, and approached the Casino, where Polina seated herself upon a bench near the fountain, and sent Nadia away to a little distance to play with some other children.",,111,not aligned
"Mischa also I dispatched to play by the fountain, and in this fashion we that is to say, Polina and myself contrived to find ourselves alone.",,112,not aligned
"Of course, we began by talking on business matters.",Tous les notres etaient a la gare.,113,not aligned
"Polina seemed furious when I handed her only 700 g lden, for she had thought to receive from Paris, as the proceeds of the pledging of her diamonds, at least 2000 g lden, or even more.",,114,not aligned
"""Come what may, I _must_ have money,"" she said.",Paulina s'assit sur un banc en face de la fontaine.,115,not aligned
"""And get it somehow I will otherwise I shall be ruined.""","Les enfants jouaient a quelques pas, nous etions seuls.",116,not aligned
I asked her what had happened during my absence.,Nous parlames d'abord d'affaires.,117,not aligned
"""Nothing; except that two pieces of news have reached us from St. Petersburg.","Paulina se facha net, quand je lui remis sept cents guldens[3].",118,not aligned
"In the first place, my grandmother is very ill, and unlikely to last another couple of days.",Elle comptait qu'on m'en eut donne deux mille comme pret sur ses diamants.,119,not aligned
"We had this from Timothy Petrovitch himself, and he is a reliable person.",-- Il me faut de l'argent coute que coute ou je suis perdue.,120,not aligned
"Every moment we are expecting to receive news of the end.""",Je lui demandai ce qui s'etait passe durant mon absence.,121,not aligned
,"-- Rien, sauf qu'on a recu de Petersbourg deux nouvelles ; d'abord que la grand'mere etait au plus mal, puis, deux jours apres, qu'elle etait morte.",122,not aligned
"""All of you are on the tiptoe of expectation?"" ~~~ I queried.","Cette derniere nouvelle emanait de Timothee Petrovitch, un homme tres sur.",123,not aligned
"""Of course all of us, and every minute of the day.",-- Ainsi tout le monde est dans l'attente.,124,not aligned
"For a year-and-a-half now we have been looking for this.""",-- Depuis six mois on n'attendait que cela.,125,not aligned
"""Looking for it?"" ~~~ ""Yes, looking for it.",-- Avez-vous des esperances personnelles ?,126,not aligned
"I am not her blood relation, you know I am merely the General s step-daughter.","-- Je ne suis pas parente, je ne suis que la belle-fille du general.",127,aligned
"Yet I am certain that the old lady has remembered me in her will.""","Pourtant, je suis sure qu'elle ne m'a pas oubliee dans son testament.",128,not aligned
"""Yes, I believe that you _will_ come in for a good deal,"" I said with some assurance.","-- Je crois meme qu'elle vous aura beaucoup avantagee, repondis-je affirmativement.",129,not aligned
"""Yes, for she is fond of me.","-- Oui, elle m'aimait.",130,not aligned
"But how come you to think so?""",Mais pourquoi avez-vous cette idee ?,131,not aligned
"I answered this question with another one. ~~~ ""That Marquis of yours,"" I said, "" is _he_ also familiar with your family secrets?""",Je lui repondis par une question : -- Notre marquis n'est-il pas dans ce secret de famille ?,132,not aligned
"""And why are you yourself so interested in them?""",-- En quoi cela vous interesse-t-il ?,133,not aligned
was her retort as she eyed me with dry grimness.,"-- Mais, si je ne me trompe, dans le temps, le general a du lui emprunter de l'argent.",134,not aligned
"""Never mind.",-- En effet.,135,not aligned
"If I am not mistaken, the General has succeeded in borrowing money of the Marquis.""",,136,not aligned
"""It may be so.""",-- Eh bien !,137,not aligned
"""Is it likely that the Marquis would have lent the money if he had not known something or other about your grandmother?",aurait-il donne de l'argent s'il n'avait pu compter sur la babouschka ?,138,not aligned
"Did you notice, too, that three times during luncheon, when speaking of her, he called her La Baboulenka ? ~~~ [1].","Avez-vous remarque qu'a table, a trois reprises, en parlant de la grand'mere il l'a appelee la babouschka ?",139,not aligned
"What loving, friendly behaviour, to be sure!""",Quelles relations intimes et familieres !,140,aligned
[1] Dear little Grandmother.,"-- Oui, vous avez raison.",141,not aligned
"""Yes, that is true. ~~~ As soon as ever he learnt that I was likely to inherit something from her he began to pay me his addresses.","Mais des qu'il apprendra que j'ai une part dans le testament, il me demandera en mariage.",142,aligned
"I thought you ought to know that.""","C'est cela, n'est-ce pas, que vous voulez savoir ?",143,not aligned
"""Then he has only just begun his courting?",-- Seulement alors ?,144,not aligned
"Why, I thought he had been doing so a long while!""",Je croyais que c'etait deja fait.,145,not aligned
"""You _know_ he has not,"" retorted Polina angrily.",-- Vous savez bien que non !,146,not aligned
"""But where on earth did you pick up this Englishman?"" ~~~ She said this after a pause.",dit avec impatience Paulina... Ou avez-vous rencontre cet Anglais ?,147,not aligned
"""I _knew_ you would ask about him!""",reprit-elle apres un silence.,148,not aligned
Whereupon I told her of my previous encounters with Astley while travelling.,-- Je me doutais bien que vous m'interrogeriez a son sujet.,149,not aligned
"""He is very shy,"" I said, ""and susceptible.",Je lui racontai ma rencontre avec M. Astley.,150,not aligned
"Also, he is in love with you.""",,151,not aligned
"""Yes, he _is_ in love with me,"" she replied.","-- Il est amoureux de vous, n'est-ce pas ? ~~~ -- Oui.",152,not aligned
"""And he is ten times richer than the Frenchman.",-- Et il est dix fois plus riche que le Francais ?,153,aligned
"In fact, what does the Frenchman possess?",Qui sait meme si le Francais a de la fortune !,154,not aligned
"To me it seems at least doubtful that he possesses anything at all.""",,155,not aligned
"""Oh, no, there is no doubt about it.",-- Pas sur.,156,not aligned
He does possess some ch teau or other.,Un chateau quelque part.,157,not aligned
Last night the General told me that for certain.,"-- A votre place, j'epouserais l'Anglais.",158,not aligned
"_Now_ are you satisfied?""",-- Pourquoi ?,159,not aligned
"""Nevertheless, in your place I should marry the Englishman.""","-- Le Francais est mieux, mais plus vil ; l'Anglais est honnete et dix fois plus riche !",160,not aligned
"""And why?"" ~~~ asked Polina.",dis-je d'un ton tranchant.,161,not aligned
"""Because, though the Frenchman is the handsomer of the two, he is also the baser; whereas the Englishman is not only a man of honour, but ten times the wealthier of the pair."" ~~~ ""Yes?",,162,not aligned
"But then the Frenchman is a marquis, and the cleverer of the two,"" remarked Polina imperturbably.",-- Le Francais est marquis et plus intelligent.,163,not aligned
"""Is that so?""",-- Qu'en savez-vous ?,164,not aligned
"I repeated. ~~~ ""Yes; absolutely.""",Mes questions deplaisaient a Paulina.,165,not aligned
Polina was not at all pleased at my questions; I could see that she was doing her best to irritate me with the brusquerie of her answers.,Je voyais qu'elle voulait m'irriter par l'impertinence de ses reponses.,166,aligned
But I took no notice of this.,Je lui exprimai aussitot cette pensee.,167,not aligned
"""It amuses me to see you grow angry,"" she continued.","-- Je m'amuse en effet de vos coleres, repliqua-t-elle.",168,aligned
"""However, inasmuch as I allow you to indulge in these questions and conjectures, you ought to pay me something for the privilege.""",Il faut que vous me payiez l'impertinence de vos questions.,169,not aligned
"""I consider that I have a perfect right to put these questions to you,"" was my calm retort; ""for the reason that I am ready to pay for them, and also care little what becomes of me.""","-- J'estime, en effet, que j'ai le droit de vous poser toute sorte de questions, repondis-je tres tranquillement, puisque je suis pret a payer mes impertinences et a vous donner ma vie pour rien.",170,aligned
Polina giggled.,Paulina se mit a rire a gorge deployee.,171,not aligned
"""Last time you told me when on the Shlangenberg that at a word from me you would be ready to jump down a thousand feet into the abyss.","-- Dernierement, a Schlagenberg, vous etiez pret, sur une parole de moi, a vous jeter, tete baissee, dans le precipice ; et il avait, je crois, mille coudees.",172,aligned
"Some day I may remind you of that saying, in order to see if you will be as good as your word. ~~~ Yes, you may depend upon it that I shall do so.","Je la dirai quelque jour, cette parole que vous attendiez, et nous verrons comment vous vous executerez.",173,aligned
"I hate you because I have allowed you to go to such lengths, and I also hate you and still more because you are so necessary to me.","Je vous hais pour toutes les libertes de langage que je vous ai laisse prendre avec moi, et davantage encore parce que j'ai besoin de vous.",174,aligned
"For the time being I want you, so I must keep you."" ~~~ Then she made a movement to rise.","D'ailleurs, soyez tranquille, je vous menagerai tant que vous me serez necessaire.",175,not aligned
"Her tone had sounded very angry. ~~~ Indeed, of late her talks with me had invariably ended on a note of temper and irritation yes, of real temper. ~~~ ""May I ask you who is this Mlle. ~~~ Blanche?""","Elle se leva ; elle parlait avec irritation ; depuis quelque temps, nos conversations finissaient toujours ainsi.",176,not aligned
I inquired (since I did not wish Polina to depart without an explanation).,-- Permettez-moi de vous demander quelle personne est Mlle Blanche ?,177,not aligned
"""You _know_ who she is just Mlle.",-- Vous le savez bien.,178,not aligned
Blanche. ~~~ Nothing further has transpired.,Rien n'est survenu depuis votre depart.,179,aligned
"Probably she will soon be Madame General that is to say, if the rumours that Grandmamma is nearing her end should prove true.",,180,not aligned
"Mlle. ~~~ Blanche, with her mother and her cousin, the Marquis, know very well that, as things now stand, we are ruined.""","Mlle Blanche sera certainement << madame la generale >>, si le bruit de la mort de la babouschka se confirme ; car Mlle Blanche, sa mere et le marquis (son cousin au troisieme degre) savent tres bien que nous sommes ruines.",181,not aligned
"""And is the General at last in love?""",-- Et le general est amoureux fou ?,182,aligned
"""That has nothing to do with it.",-- Il ne s'agit pas de cela.,183,aligned
