eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,occurrences_tuple,fr_text,fr_startByte,fr_endByte
pdnc,qID,Q2-0,you,2645,2648,4,9,1,M_28,"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book.","-- Vous allez en avoir, dit-il un peu confus. Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",41,aligned,2341,2498,2641,2799,"-- Vous allez en avoir, dit-il un peu confus.

Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.
","But you will soon be in receipt of some,"" retorted the General,
reddening a little as he dived into his writing desk and applied
himself to a memorandum book. ","['tu', 'vous']","[('vous', 2344, 2348)]","(('vous', 2344, 2348),)",vous,2344,2348
exp,exp_name,the general,the General,2692,2703,16,9,1,M_29,"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book.","-- Vous allez en avoir, dit-il un peu confus. Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",41,aligned,2341,2498,2641,2799,"-- Vous allez en avoir, dit-il un peu confus.

Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.
","But you will soon be in receipt of some,"" retorted the General,
reddening a little as he dived into his writing desk and applied
himself to a memorandum book. ",['le general'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,he,2727,2729,16,9,1,M_30,"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book.","-- Vous allez en avoir, dit-il un peu confus. Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",41,aligned,2341,2498,2641,2799,"-- Vous allez en avoir, dit-il un peu confus.

Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.
","But you will soon be in receipt of some,"" retorted the General,
reddening a little as he dived into his writing desk and applied
himself to a memorandum book. ",['il'],"[('il', 2369, 2371), ('il', 2388, 2390), ('il', 2459, 2461)]","(('il', 2369, 2371), ('il', 2388, 2390), ('il', 2459, 2461))",,,
booknlp,COREF,150,his,2741,2744,16,9,1,M_31,"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book.","-- Vous allez en avoir, dit-il un peu confus. Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",41,aligned,2341,2498,2641,2799,"-- Vous allez en avoir, dit-il un peu confus.

Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.
","But you will soon be in receipt of some,"" retorted the General,
reddening a little as he dived into his writing desk and applied
himself to a memorandum book. ","['son', 'sa', 'ses', 'le sien']","[('son', 2398, 2401), ('son', 2423, 2426)]","(('son', 2398, 2401), ('son', 2423, 2426))",,,
booknlp,COREF,150,himself,2770,2777,16,9,1,M_32,"""But you will soon be in receipt of some,"" retorted the General, reddening a little as he dived into his writing desk and applied himself to a memorandum book.","-- Vous allez en avoir, dit-il un peu confus. Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.",41,aligned,2341,2498,2641,2799,"-- Vous allez en avoir, dit-il un peu confus.

Il ouvrit son bureau, chercha dans son livre de comptes et constata qu'il me devait encore cent vingt roubles.
","But you will soon be in receipt of some,"" retorted the General,
reddening a little as he dived into his writing desk and applied
himself to a memorandum book. ",['lui-même'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,he,2808,2810,16,9,1,M_33,From it he saw that he had 120 roubles of mine in his keeping.,-- Comment faire ce compte ? Il faut l'etablir en thalers...,42,aligned,2500,2560,2800,2862,-- Comment faire ce compte ? Il faut l'etablir en thalers... ,"From it he saw that he had 120 roubles of
mine in his keeping.
",['il'],"[('il', 2529, 2531)]","(('il', 2529, 2531),)",,,
booknlp,COREF,150,he,2820,2822,16,9,1,M_34,From it he saw that he had 120 roubles of mine in his keeping.,-- Comment faire ce compte ? Il faut l'etablir en thalers...,42,aligned,2500,2560,2800,2862,-- Comment faire ce compte ? Il faut l'etablir en thalers... ,"From it he saw that he had 120 roubles of
mine in his keeping.
",['il'],"[('il', 2529, 2531)]","(('il', 2529, 2531),)",,,
booknlp,COREF,150,his,2850,2853,16,9,1,M_35,From it he saw that he had 120 roubles of mine in his keeping.,-- Comment faire ce compte ? Il faut l'etablir en thalers...,42,aligned,2500,2560,2800,2862,-- Comment faire ce compte ? Il faut l'etablir en thalers... ,"From it he saw that he had 120 roubles of
mine in his keeping.
","['son', 'sa', 'ses', 'le sien']","[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,he,2884,2886,16,10,1,M_36,"""Let us calculate,"" he went on. ""We must translate these roubles into thalers.","Eh bien, voici cent thalers en somme ronde ; le reste ne sera pas perdu.",24,aligned,2561,2633,2865,2942,"Eh bien, voici cent thalers en somme ronde ; le reste ne sera pas perdu.
","Let us calculate,"" he went on. ""We must translate these roubles into
thalers. ",['il'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,my,3007,3009,16,10,1,M_37,"Here take 100 thalers, as a round sum. The rest will be safe in my hands.""",Je pris l'argent en silence.,43,aligned,2635,2663,2943,3016,"Je pris l'argent en silence.
","Here take 100 thalers, as a round sum. The rest will be safe
in my hands.""","['mon', 'ma', 'mes']","[(None, None, None)]","((None, None, None),)",,,
pdnc,qID,Q4-0,You,3050,3053,4,12,1,M_38,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""",['Toi'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,I,3083,3084,16,12,1,M_39,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""","['je', ""j'""]","[('je', 2889, 2891)]","(('je', 2889, 2891),)",,,
booknlp,COREF,150,he,3091,3093,16,12,1,M_40,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""",['il'],"[(None, None, None)]","((None, None, None),)",,,
pdnc,qID,Q4-1,You,3106,3109,4,12,1,M_41,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""",['Toi'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,150,I,3150,3151,16,12,1,M_42,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""","['je', ""j'""]","[('je', 2889, 2891)]","(('je', 2889, 2891),)",,,
booknlp,COREF,150,I,3162,3163,16,12,1,M_43,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""","['je', ""j'""]","[('je', 2889, 2891)]","(('je', 2889, 2891),)",,,
booknlp,COREF,150,my,3220,3222,16,12,1,M_44,"""You must not be offended at what I say,"" he continued. ""You are too touchy about these things. What I have said I have said merely as a warning. To do so is no more than my right.""","En rentrant, avant le diner, je rencontrai toute une cavalcade. Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval.",13,aligned,2860,3123,3050,3229,"En rentrant, avant le diner, je rencontrai toute une cavalcade.

Les notres allaient visiter quelques ruines celebres dans les environs : Mlle Blanche dans une belle voiture avec Maria Felipovna et Paulina ; le petit Francais, l'Anglais et notre general a cheval. ","You must not be offended at what I say,"" he continued. ""You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.""","['mon', 'ma', 'mes']","[(None, None, None)]","((None, None, None),)",,,
exp,exp_name,the general,the General,3617,3628,16,13,1,M_49,"The passers-by stopped to stare at them, for the effect was splendid the General could not have improved upon it.","Seulement, le general n'a qu'a se bien tenir.",6,aligned,3189,3234,3548,3661,"Seulement, le general n'a qu'a se bien tenir. ","The passers-by
stopped to stare at them, for the effect was splendid the General could
not have improved upon it. ",['le general'],"[('le general', 3200, 3210)]","(('le general', 3200, 3210),)",le general,3200,3210
exp,exp_name,mlle. blanche,Mlle. Blanche,3892,3905,7,13,1,M_50,"I calculated that, with the 4000 francs which I had brought with me, added to what my patrons seemed already to have acquired, the party must be in possession of at least 7000 or 8000 francs though that would be none too much for Mlle. Blanche, who, with her mother and the Frenchman, was also lodging in our hotel.","J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche. Elle habite aussi dans notre hotel, avec sa mere.",7,aligned,3235,3500,3662,3977,"J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche.

Elle habite aussi dans notre hotel, avec sa mere. ","I calculated that, with the 4000 francs
which I had brought with me, added to what my patrons seemed already to
have acquired, the party must be in possession of at least 7000 or 8000
francs though that would be none too much for Mlle. Blanche, who, with
her mother and the Frenchman, was also lodging in our hotel. ",['Mlle. Se bloquer'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,50,her,3917,3920,7,13,1,M_51,"I calculated that, with the 4000 francs which I had brought with me, added to what my patrons seemed already to have acquired, the party must be in possession of at least 7000 or 8000 francs though that would be none too much for Mlle. Blanche, who, with her mother and the Frenchman, was also lodging in our hotel.","J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche. Elle habite aussi dans notre hotel, avec sa mere.",7,aligned,3235,3500,3662,3977,"J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche.

Elle habite aussi dans notre hotel, avec sa mere. ","I calculated that, with the 4000 francs
which I had brought with me, added to what my patrons seemed already to
have acquired, the party must be in possession of at least 7000 or 8000
francs though that would be none too much for Mlle. Blanche, who, with
her mother and the Frenchman, was also lodging in our hotel. ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 3451, 3455), ('sa', 3492, 3494)]","(('elle', 3451, 3455), ('sa', 3492, 3494))",,,
exp,exp_name,the frenchman,the Frenchman,3932,3945,8,13,1,M_52,"I calculated that, with the 4000 francs which I had brought with me, added to what my patrons seemed already to have acquired, the party must be in possession of at least 7000 or 8000 francs though that would be none too much for Mlle. Blanche, who, with her mother and the Frenchman, was also lodging in our hotel.","J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche. Elle habite aussi dans notre hotel, avec sa mere.",7,aligned,3235,3500,3662,3977,"J'ai calcule que, des cinquante-quatre mille francs que j'ai apportes, -- en y ajoutant meme ce qu'il a pu se procurer ici, -- il ne doit plus avoir que sept ou huit mille francs ; c'est tres peu pour Mlle Blanche.

Elle habite aussi dans notre hotel, avec sa mere. ","I calculated that, with the 4000 francs
which I had brought with me, added to what my patrons seemed already to
have acquired, the party must be in possession of at least 7000 or 8000
francs though that would be none too much for Mlle. Blanche, who, with
her mother and the Frenchman, was also lodging in our hotel. ",['le Francais'],"[(None, None, None)]","((None, None, None),)",,,
exp,exp_name,monsieur le comte,Monsieur le Comte,4176,4193,8,14,1,M_56,"I knew that ""Monsieur le Comte"" would take no notice of me when we met at dinner, as also that the General would not dream of introducing us, nor of recommending me to the ""Comte.""","A table, M. le comte ne me reconnut pas. Certes, le general ne songeait pas a nous presenter l'un a l'autre ; et quant a M. le comte, il a vecu en Russie et sait bien qu'un outchitel[1] n'est pas un oiseau de haut vol.",10,aligned,3733,3951,4163,4342,"A table, M. le comte ne me reconnut pas. Certes, le general ne songeait pas a nous presenter l'un a l'autre ; et quant a M. le comte, il a vecu en Russie et sait bien qu'un outchitel[1] n'est pas un oiseau de haut vol. ","I knew that ""Monsieur le Comte"" would take no notice of me when we met
at dinner, as also that the General would not dream of introducing us,
nor of recommending me to the ""Comte.""",['Monsieur le comte'],"[(None, None, None)]","((None, None, None),)",,,
exp,exp_name,the general,the General,4258,4269,16,14,1,M_57,"I knew that ""Monsieur le Comte"" would take no notice of me when we met at dinner, as also that the General would not dream of introducing us, nor of recommending me to the ""Comte.""","A table, M. le comte ne me reconnut pas. Certes, le general ne songeait pas a nous presenter l'un a l'autre ; et quant a M. le comte, il a vecu en Russie et sait bien qu'un outchitel[1] n'est pas un oiseau de haut vol.",10,aligned,3733,3951,4163,4342,"A table, M. le comte ne me reconnut pas. Certes, le general ne songeait pas a nous presenter l'un a l'autre ; et quant a M. le comte, il a vecu en Russie et sait bien qu'un outchitel[1] n'est pas un oiseau de haut vol. ","I knew that ""Monsieur le Comte"" would take no notice of me when we met
at dinner, as also that the General would not dream of introducing us,
nor of recommending me to the ""Comte.""",['le general'],"[('le general', 3782, 3792)]","(('le general', 3782, 3792),)",le general,3782,3792
exp,exp_name,the general,the General,4744,4755,16,14,1,M_60,"Nevertheless, I presented myself in such guise that the General looked at me with a touch of approval; and, though the good Maria Philipovna was for showing me my place, the fact of my having previously met the Englishman, Mr. Astley, saved me, and thenceforward I figured as one of the company.","La bonne Maria Felipovna m'indiqua aussitot ma place. Mais M. Astley m'aida a sortir de cette situation desagreable, et, malgre le general, M. le comte et Mme la comtesse, je parvins a etre de leur societe.",21,aligned,4279,4485,4692,4987,"La bonne Maria Felipovna m'indiqua aussitot ma place. Mais M. Astley m'aida a sortir de cette situation desagreable, et, malgre le general, M. le comte et Mme la comtesse, je parvins a etre de leur societe. ","Nevertheless, I
presented myself in such guise that the General looked at me with a
touch of approval; and, though the good Maria Philipovna was for
showing me my place, the fact of my having previously met the
Englishman, Mr. Astley, saved me, and thenceforward I figured as one of
the company.
",['le general'],"[('le general', 4407, 4417)]","(('le general', 4407, 4417),)",le general,4407,4417
exp,exp_name,mr. astley,Mr. Astley,4915,4925,10,14,1,M_61,"Nevertheless, I presented myself in such guise that the General looked at me with a touch of approval; and, though the good Maria Philipovna was for showing me my place, the fact of my having previously met the Englishman, Mr. Astley, saved me, and thenceforward I figured as one of the company.","La bonne Maria Felipovna m'indiqua aussitot ma place. Mais M. Astley m'aida a sortir de cette situation desagreable, et, malgre le general, M. le comte et Mme la comtesse, je parvins a etre de leur societe.",21,aligned,4279,4485,4692,4987,"La bonne Maria Felipovna m'indiqua aussitot ma place. Mais M. Astley m'aida a sortir de cette situation desagreable, et, malgre le general, M. le comte et Mme la comtesse, je parvins a etre de leur societe. ","Nevertheless, I
presented myself in such guise that the General looked at me with a
touch of approval; and, though the good Maria Philipovna was for
showing me my place, the fact of my having previously met the
Englishman, Mr. Astley, saved me, and thenceforward I figured as one of
the company.
",['M. Astley'],"[('M. Astley', 4338, 4347)]","(('M. Astley', 4338, 4347),)",M. Astley,4338,4347
exp,exp_name,the frenchman,the Frenchman,5994,6007,8,16,1,M_64,During the meal the Frenchman was in great feather: he was discursive and pompous to every one.,Le petit Francais dirigeait la conversation.,19,aligned,5110,5154,5978,6073,Le petit Francais dirigeait la conversation. ,"During the meal the Frenchman was in great feather: he was discursive
and pompous to every one. ",['le Francais'],"[(None, None, None)]","((None, None, None),)",,,
booknlp,COREF,180,he,6030,6032,8,16,1,M_65,During the meal the Frenchman was in great feather: he was discursive and pompous to every one.,Le petit Francais dirigeait la conversation.,19,aligned,5110,5154,5978,6073,Le petit Francais dirigeait la conversation. ,"During the meal the Frenchman was in great feather: he was discursive
and pompous to every one. ",['il'],"[(None, None, None)]","((None, None, None),)",,,
