eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID
pdnc,qID,Q0-0,you,,2546,2549,,,4,7,1,M_26
booknlp,COREF,150,me,,2582,2584,,,16,7,1,M_27
pdnc,qID,Q2-0,you,Vous,2645,2648,2344.0,2348.0,4,9,1,M_28
exp,exp_name,the general,the General,dit-il,2692,2703,2365.0,2371.0,16,9,1,M_29
booknlp,COREF,150,he,il,2727,2729,2369.0,2371.0,16,9,1,M_30
booknlp,COREF,150,his,son,2741,2744,2398.0,2401.0,16,9,1,M_31
booknlp,COREF,150,himself,,2770,2777,,,16,9,1,M_32
booknlp,COREF,150,he,,2808,2810,,,16,9,1,M_33
booknlp,COREF,150,he,,2820,2822,,,16,9,1,M_34
booknlp,COREF,150,his,,2850,2853,,,16,9,1,M_35
booknlp,COREF,150,he,,2884,2886,,,16,10,1,M_36
booknlp,COREF,150,my,,3007,3009,,,16,10,1,M_37
pdnc,qID,Q4-0,You,,3050,3053,,,4,12,1,M_38
booknlp,COREF,150,I,je,3083,3084,2889.0,2891.0,16,12,1,M_39
booknlp,COREF,150,he,,3091,3093,,,16,12,1,M_40
pdnc,qID,Q4-1,You,,3106,3109,,,4,12,1,M_41
booknlp,COREF,150,I,je,3150,3151,2889.0,2891.0,16,12,1,M_42
booknlp,COREF,150,I,je,3162,3163,2889.0,2891.0,16,12,1,M_43
booknlp,COREF,150,my,,3220,3222,,,16,12,1,M_44
exp,exp_name,mlle. blanche,Mlle. Blanche,,3396,3409,,,7,13,1,M_45
exp,exp_name,polina alexandrovna,Polina Alexandrovna,,3433,3452,,,12,13,1,M_46
exp,exp_name,the frenchman,the Frenchman,,3473,3486,,,8,13,1,M_47
exp,exp_name,the general,the General,,3508,3519,,,16,13,1,M_48
exp,exp_name,the general,the General,le general,3617,3628,3200.0,3210.0,16,13,1,M_49
exp,exp_name,mlle. blanche,Mlle. Blanche,Mlle Blanche,3892,3905,3436.0,3448.0,7,13,1,M_50
booknlp,COREF,50,her,sa,3917,3920,3492.0,3494.0,7,13,1,M_51
exp,exp_name,the frenchman,the Frenchman,,3932,3945,,,8,13,1,M_52
exp,exp_name,monsieur le comte,Monsieur le Comte,,4027,4044,,,8,13,1,M_53
exp,exp_name,mlle. blanche,Mlle. Blanche,,4051,4064,,,7,13,1,M_54
exp,exp_name,madame,Madame,,4086,4092,,,5,13,1,M_55
exp,exp_name,monsieur le comte,Monsieur le Comte,M. le comte,4176,4193,3742.0,3753.0,8,14,1,M_56
exp,exp_name,the general,the General,le general,4258,4269,3782.0,3792.0,16,14,1,M_57
booknlp,COREF,150,he,,4523,4525,,,16,14,1,M_58
exp,exp_name,the general,the General,,4582,4593,,,16,14,1,M_59
exp,exp_name,the general,the General,le general,4744,4755,4407.0,4417.0,16,14,1,M_60
exp,exp_name,mr. astley,Mr. Astley,M. Astley,4915,4925,4338.0,4347.0,10,14,1,M_61
exp,exp_name,the general,the General,,5773,5784,,,16,15,1,M_62
exp,exp_name,polina,Polina,,5856,5862,,,12,15,1,M_63
exp,exp_name,the frenchman,the Frenchman,Le petit Francais,5994,6007,5110.0,5127.0,8,16,1,M_64
booknlp,COREF,180,he,,6030,6032,,,8,16,1,M_65
booknlp,COREF,180,he,il,6103,6105,5183.0,5185.0,8,16,1,M_66
booknlp,COREF,180,he,,6151,6153,,,8,16,1,M_67
exp,exp_name,the general,the General,,6220,6231,,,16,16,1,M_68
booknlp,COREF,180,him,,6258,6261,,,8,16,1,M_69
booknlp,COREF,180,he,,6263,6265,,,8,16,1,M_70
booknlp,COREF,180,his,,6331,6334,,,8,16,1,M_71
pdnc,qID,Q5-0,General,ce general,6530,6537,5490.0,5500.0,16,17,1,M_72
pdnc,qID,Q5-0,him,l',6562,6565,5507.0,5509.0,16,17,1,M_73
pdnc,qID,Q5-0,his,l',6570,6573,5507.0,5509.0,16,17,1,M_74
exp,exp_name,polina alexandrovna,Polina Alexandrovna,Paulina Alexandrovna,6629,6648,5560.0,5580.0,12,17,1,M_75
booknlp,COREF,47,she,elle,6654,6657,5588.0,5592.0,12,17,1,M_76
exp,exp_name,the general,the general,,6843,6854,,,16,18,1,M_77
exp,exp_name,the frenchman,the Frenchman,,6918,6931,,,8,18,1,M_78
exp,exp_name,the general,the General,au general,6972,6983,5817.0,5827.0,16,18,1,M_79
booknlp,COREF,150,him,lui,7073,7076,5845.0,5848.0,16,18,1,M_80
exp,exp_name,the general,The General,Le general,7173,7184,5943.0,5953.0,16,18,1,M_81
exp,exp_name,a man,a man,un homme,7236,7241,6007.0,6015.0,2,19,1,M_82
exp,exp_name,the general,The General,Le general,7595,7606,6295.0,6305.0,16,20,1,M_83
booknlp,COREF,150,he,il,7631,7633,6358.0,6360.0,16,20,1,M_84
exp,exp_name,the frenchman,the Frenchman,le petit Francais,7792,7805,6447.0,6464.0,8,21,1,M_85
exp,exp_name,monsignor,Monsignor,,8102,8111,,,25,22,1,M_86
exp,exp_name,the general,the General,,8143,8154,,,16,23,1,M_87
booknlp,COREF,150,his,,8190,8193,,,16,23,1,M_88
exp,exp_name,the frenchman,the Frenchman,Le petit Francais,8236,8249,6818.0,6835.0,8,23,1,M_89
pdnc,qID,Q10-1,You,,8302,8305,,,16,24,1,M_90
booknlp,COREF,150,I,,8359,8360,,,16,24,1,M_91
booknlp,COREF,150,I,je,8397,8398,6940.0,6942.0,16,24,1,M_92
booknlp,COREF,150,I,je,8442,8443,6940.0,6942.0,16,24,1,M_93
booknlp,COREF,150,my,mon,8502,8504,7053.0,7056.0,16,24,1,M_94
booknlp,COREF,150,I,je,8528,8529,7072.0,7074.0,16,24,1,M_95
exp,exp_name,a man,a man,un petit abbe,8574,8579,7086.0,7099.0,2,24,1,M_96
booknlp,COREF,150,my,,8655,8657,,,16,24,1,M_97
booknlp,COREF,150,myself,me,8669,8675,7190.0,7192.0,16,24,1,M_98
booknlp,COREF,150,me,me,8698,8700,7190.0,7192.0,16,24,1,M_99
booknlp,COREF,150,I,,8719,8720,,,16,24,1,M_100
booknlp,COREF,150,I,je,8767,8768,7242.0,7244.0,16,24,1,M_101
booknlp,COREF,150,I,j',8927,8928,7362.0,7364.0,16,24,1,M_102
booknlp,COREF,150,I,j',8946,8947,7362.0,7364.0,16,24,1,M_103
exp,exp_name,monsignor,Monsignor,Monsignore,8999,9008,7420.0,7430.0,25,24,1,M_104
booknlp,COREF,150,I,j',9022,9023,7362.0,7364.0,16,24,1,M_105
booknlp,COREF,150,I,me,9125,9126,7520.0,7522.0,16,24,1,M_106
booknlp,COREF,150,my,me,9162,9164,7520.0,7522.0,16,24,1,M_107
booknlp,COREF,150,me,me,9265,9267,7520.0,7522.0,16,24,1,M_108
booknlp,COREF,150,myself,,9316,9322,,,16,24,1,M_109
booknlp,COREF,150,me,me,9462,9464,7621.0,7623.0,16,24,1,M_110
booknlp,COREF,150,I,,9477,9478,,,16,24,1,M_111
exp,exp_name,monsignor,Monsignor,,9536,9545,,,25,24,1,M_112
booknlp,COREF,57,his,,9569,9572,,,25,24,1,M_113
booknlp,COREF,150,my,,9612,9614,,,16,24,1,M_114
exp,exp_name,monsignor,Monsignor,Monseigneur,9804,9813,8027.0,8038.0,25,24,1,M_115
booknlp,COREF,150,me,,9911,9913,,,16,24,1,M_116
booknlp,COREF,150,me,me,9925,9927,8103.0,8105.0,16,24,1,M_117
exp,exp_name,monsignor,Monsignor,Monseigneur,9977,9986,8172.0,8183.0,25,24,1,M_118
booknlp,COREF,57,his,,10009,10012,,,25,24,1,M_119
exp,exp_name,monsignor,Monsignor,,10208,10217,,,25,24,1,M_120
booknlp,COREF,57,he,,10243,10245,,,25,25,1,M_121
exp,exp_name,the general,the General,,10966,10977,,,16,27,1,M_122
pdnc,qID,Q12-0,you,,11005,11008,,,4,28,1,M_123
pdnc,qID,Q12-0,you,,11027,11030,,,4,28,1,M_124
exp,exp_name,the frenchman,the Frenchman,,11088,11101,,,8,28,1,M_125
booknlp,COREF,150,my,,11340,11342,,,16,29,1,M_126
booknlp,COREF,150,I,,11358,11359,,,16,29,1,M_127
booknlp,COREF,150,I,,11411,11412,,,16,29,1,M_128
booknlp,COREF,150,I,,11642,11643,,,16,29,1,M_129
booknlp,COREF,150,I,,11673,11674,,,16,29,1,M_130
exp,exp_name,a man,a man,,11691,11696,,,2,29,1,M_131
exp,exp_name,the frenchman,the Frenchman,le petit Francais,11873,11886,9571.0,9588.0,8,30,1,M_132
booknlp,COREF,180,his,,12084,12087,,,8,31,1,M_133
exp,exp_name,the frenchman,The Frenchman,Le Francais,12097,12110,9684.0,9695.0,8,32,1,M_134
exp,exp_name,the general,the General,Le general,12146,12157,9734.0,9744.0,16,32,1,M_135
booknlp,COREF,180,him,le,12168,12171,9684.0,9686.0,8,32,1,M_136
exp,exp_name,general,General,le,12253,12260,9734.0,9736.0,16,32,1,M_137
exp,exp_name,the general,The General,Le general,12399,12410,9972.0,9982.0,16,32,1,M_138
exp,exp_name,the frenchman,the Frenchman,le Francais,12471,12484,10025.0,10036.0,8,32,1,M_139
exp,exp_name,mr. astley,Mr. Astley,M. Astley,12505,12515,10148.0,10157.0,10,32,1,M_140
exp,exp_name,polina alexandrovna,Polina Alexandrovna,Paulina,12730,12749,10206.0,10213.0,12,32,1,M_141
exp,exp_name,polina,Polina,Paulina,12846,12852,10272.0,10279.0,12,32,1,M_142
booknlp,COREF,47,herself,s'assit,12860,12867,10280.0,10287.0,12,32,1,M_143
exp,exp_name,polina,Polina,,13064,13070,,,12,32,1,M_144
exp,exp_name,polina,Polina,Paulina,13170,13176,10414.0,10421.0,12,33,1,M_145
booknlp,COREF,47,her,lui,13206,13209,10445.0,10448.0,12,33,1,M_146
booknlp,COREF,47,she,Elle,13231,13234,10478.0,10482.0,12,33,1,M_147
booknlp,COREF,47,her,ses,13305,13308,10539.0,10542.0,12,33,1,M_148
booknlp,COREF,47,I,,13372,13373,,,12,34,1,M_149
booknlp,COREF,47,she,,13394,13397,,,12,34,1,M_150
booknlp,COREF,47,I,,13424,13425,,,12,34,1,M_151
booknlp,COREF,47,I,,13441,13442,,,12,34,1,M_152
booknlp,COREF,47,her,lui,13470,13473,10619.0,10622.0,12,35,1,M_153
pdnc,qID,Q17-0,us,on,13566,13568,10691.0,10693.0,12,36,1,M_154
booknlp,COREF,47,my,,13610,13612,,,12,36,1,M_155
exp,exp_name,grandmother,grandmother,grand'mere,13613,13624,10748.0,10758.0,5,36,1,M_156
pdnc,qID,Q17-0,We,on,13683,13685,10691.0,10693.0,12,36,1,M_157
pdnc,qID,Q17-0,we,on,13770,13772,10691.0,10693.0,12,36,1,M_158
pdnc,qID,Q18-0,you,,13825,13828,,,12,37,1,M_159
pdnc,qID,Q19-0,us,,13894,13896,,,12,38,1,M_160
pdnc,qID,Q19-0,we,on,13953,13955,10962.0,10964.0,12,38,1,M_161
booknlp,COREF,47,I,Je,14027,14028,11035.0,11037.0,12,40,1,M_162
booknlp,COREF,47,you,,14056,14059,,,12,40,1,M_163
booknlp,COREF,47,I,je,14065,14066,11035.0,11037.0,12,40,1,M_164
pdnc,qID,Q21-0,the General,general,14077,14088,11092.0,11099.0,16,40,1,M_165
booknlp,COREF,47,I,je,14110,14111,11035.0,11037.0,12,40,1,M_166
booknlp,COREF,47,me,m',14156,14158,11135.0,11137.0,12,40,1,M_167
pdnc,qID,Q22-0,you,vous,14195,14198,11197.0,11201.0,12,41,1,M_168
pdnc,qID,Q23-0,you,vous,14303,14306,11299.0,11303.0,4,42,1,M_169
pdnc,qID,Q24-0,That Marquis,Notre marquis,14366,14378,11357.0,11370.0,8,43,1,M_170
pdnc,qID,Q24-0,yours,,14382,14387,,,12,43,1,M_171
pdnc,qID,Q24-1,he,il,14404,14406,11377.0,11379.0,8,43,1,M_172
pdnc,qID,Q24-1,your ,,14427,14432,,,12,43,1,M_173
pdnc,qID,Q25-0,you,vous,14463,14466,11429.0,11433.0,4,44,1,M_174
pdnc,qID,Q26-0,the General,le general,14585,14596,11496.0,11506.0,16,45,1,M_175
pdnc,qID,Q26-0,the Marquis,,14633,14644,,,8,45,1,M_176
pdnc,qID,Q28-0,the Marquis,,14684,14695,,,8,47,1,M_177
pdnc,qID,Q28-0,he,,14725,14727,,,8,47,1,M_178
pdnc,qID,Q28-0,your,,14767,14771,,,12,47,1,M_179
exp,exp_name,grandmother,grandmother,,14772,14783,,,5,47,1,M_180
pdnc,qID,Q28-0,you,,14789,14792,,,12,47,1,M_181
exp,exp_name,grandmother,Grandmother,,14961,14972,,,5,48,1,M_182
pdnc,qID,Q30-0,he,il,15011,15013,11830.0,11832.0,8,49,1,M_183
pdnc,qID,Q30-0,he,il,15069,15071,11830.0,11832.0,8,49,1,M_184
pdnc,qID,Q30-0,his,il,15088,15091,11830.0,11832.0,8,49,1,M_185
pdnc,qID,Q30-0,you,vous,15113,15116,11800.0,11804.0,4,49,1,M_186
pdnc,qID,Q31-0,he,,15145,15147,,,8,50,1,M_187
pdnc,qID,Q31-0,his,,15168,15171,,,8,50,1,M_188
pdnc,qID,Q31-0,he,,15197,15199,,,8,50,1,M_189
pdnc,qID,Q32-0,You,Vous,15235,15238,12019.0,12023.0,4,51,1,M_190
pdnc,qID,Q32-0,he,,15246,15248,,,8,51,1,M_191
exp,exp_name,polina,Polina,Paulina,15268,15274,12065.0,12072.0,12,51,1,M_192
pdnc,qID,Q32-1,you,vous,15308,15311,12084.0,12088.0,4,51,1,M_193
pdnc,qID,Q32-1,this Englishman,cet Anglais,15320,15335,12099.0,12110.0,10,51,1,M_194
booknlp,COREF,47,She,,15338,15341,,,12,51,1,M_195
booknlp,COREF,47,I,Je,15369,15370,12147.0,12149.0,12,52,1,M_196
pdnc,qID,Q33-0,you,vous,15378,15381,12170.0,12174.0,12,52,1,M_197
pdnc,qID,Q33-0,him,son,15398,15401,12193.0,12196.0,10,52,1,M_198
booknlp,COREF,47,her,lui,15421,15424,12208.0,12211.0,12,52,1,M_199
exp,exp_name,astley,Astley,Astley,15456,15462,12242.0,12248.0,10,52,1,M_200
pdnc,qID,Q34-0,He,Il,15483,15485,12254.0,12256.0,10,53,1,M_201
pdnc,qID,Q34-1,he,Il,15532,15534,12254.0,12256.0,10,53,1,M_202
pdnc,qID,Q34-1,you,vous,15551,15554,12273.0,12277.0,12,53,1,M_203
pdnc,qID,Q35-0,he,,15564,15566,,,10,54,1,M_204
booknlp,COREF,47,me,,15585,15587,,,12,54,1,M_205
booknlp,COREF,47,she,,15590,15593,,,12,54,1,M_206
pdnc,qID,Q36-0,he,il,15609,15611,12310.0,12312.0,10,55,1,M_207
pdnc,qID,Q36-0,the Frenchman,le Francais,15637,15650,12341.0,12352.0,8,55,1,M_208
pdnc,qID,Q36-0,the Frenchman,le Francais,15671,15684,12341.0,12352.0,8,55,1,M_209
booknlp,COREF,47,me,,15697,15699,,,12,55,1,M_210
pdnc,qID,Q36-0,he,il,15732,15734,12310.0,12312.0,8,55,1,M_211
pdnc,qID,Q37-0,He,,15801,15803,,,8,56,1,M_212
pdnc,qID,Q37-0,the General,,15851,15862,,,16,56,1,M_213
pdnc,qID,Q37-0,you,,15899,15902,,,4,56,1,M_214
pdnc,qID,Q38-0,your,votre,15934,15938,12446.0,12451.0,12,57,1,M_215
booknlp,COREF,47,I,j',15945,15946,12459.0,12461.0,12,57,1,M_216
pdnc,qID,Q38-0,the Englishman,l'Anglais,15960,15974,12472.0,12481.0,10,57,1,M_217
exp,exp_name,polina,Polina,,15995,16001,,,12,58,1,M_218
pdnc,qID,Q40-0,the Frenchman,le Francais,16021,16034,12502.0,12513.0,8,59,1,M_219
pdnc,qID,Q40-0,he,,16064,16066,,,8,59,1,M_220
pdnc,qID,Q40-0,the Englishman,l'Anglais,16094,16108,12541.0,12550.0,10,59,1,M_221
exp,exp_name,a man,a man,,16121,16126,,,2,59,1,M_222
pdnc,qID,Q41-0,the Frenchman,Le Francais,16196,16209,12619.0,12630.0,8,60,1,M_223
exp,exp_name,polina,Polina,,16263,16269,,,12,60,1,M_224
exp,exp_name,polina,Polina,Paulina,16333,16339,12717.0,12724.0,12,63,1,M_225
booknlp,COREF,47,she,elle,16397,16400,12739.0,12743.0,12,63,1,M_226
booknlp,COREF,47,her,elle,16411,16414,12739.0,12743.0,12,63,1,M_227
booknlp,COREF,47,her,elle,16458,16461,12739.0,12743.0,12,63,1,M_228
booknlp,COREF,47,me,me,16513,16515,12911.0,12913.0,12,64,1,M_229
pdnc,qID,Q44-0,you,vous,16523,16526,12906.0,12910.0,4,64,1,M_230
booknlp,COREF,47,she,,16540,16543,,,12,64,1,M_231
booknlp,COREF,47,I,je,16577,16578,12841.0,12843.0,12,64,1,M_232
pdnc,qID,Q44-1,you,vous,16585,16588,12906.0,12910.0,4,64,1,M_233
pdnc,qID,Q44-1,you,vous,16636,16639,12906.0,12910.0,4,64,1,M_234
booknlp,COREF,47,me,me,16653,16655,12911.0,12913.0,12,64,1,M_235
pdnc,qID,Q45-0,you,vous,16753,16756,12999.0,13003.0,12,65,1,M_236
exp,exp_name,polina,Polina,Paulina,16871,16877,13152.0,13159.0,12,66,1,M_237
pdnc,qID,Q46-0,you,vous,16899,16902,13226.0,13230.0,4,67,1,M_238
pdnc,qID,Q46-0,you,vous,16959,16962,13226.0,13230.0,4,67,1,M_239
pdnc,qID,Q46-0,you,vous,17045,17048,13395.0,13399.0,4,67,1,M_240
pdnc,qID,Q46-0,you,vous,17084,17087,13395.0,13399.0,4,67,1,M_241
pdnc,qID,Q46-0,your,vous,17107,17111,13395.0,13399.0,4,67,1,M_242
pdnc,qID,Q46-0,you,vous,17123,17126,13395.0,13399.0,4,67,1,M_243
pdnc,qID,Q46-0,you,vous,17173,17176,13460.0,13464.0,4,67,1,M_244
pdnc,qID,Q46-0,you,vous,17200,17203,13460.0,13464.0,4,67,1,M_245
pdnc,qID,Q46-0,you,vous,17243,17246,13460.0,13464.0,4,67,1,M_246
pdnc,qID,Q46-0,you,vous,17270,17273,13460.0,13464.0,4,67,1,M_247
pdnc,qID,Q46-0,you,vous,17324,17327,13630.0,13634.0,4,67,1,M_248
pdnc,qID,Q46-0,you,vous,17344,17347,13630.0,13634.0,4,67,1,M_249
pdnc,qID,Q47-0,you,vous,17541,17544,13816.0,13820.0,12,69,1,M_250
exp,exp_name,mlle. blanche,Mlle. Blanche,Mlle Blanche,17557,17570,13850.0,13862.0,7,69,1,M_251
exp,exp_name,polina,Polina,,17606,17612,,,12,69,1,M_252
pdnc,qID,Q48-0,You,Vous,17650,17653,13869.0,13873.0,4,70,1,M_253
booknlp,COREF,50,she,,17665,17668,,,7,70,1,M_254
exp,exp_name,mlle. blanche,Mlle. Blanche,,17677,17690,,,7,70,1,M_255
booknlp,COREF,50,she,,17733,17736,,,7,70,1,M_256
exp,exp_name,madame,Madame,madame,17750,17756,13963.0,13969.0,5,70,1,M_257
exp,exp_name,general,General,generale,17757,17764,13973.0,13981.0,16,70,1,M_258
exp,exp_name,grandmamma,Grandmamma,babouschka,17801,17811,14015.0,14025.0,24,70,1,M_259
booknlp,COREF,66,her,,17823,17826,,,24,70,1,M_260
exp,exp_name,mlle. blanche,Mlle. Blanche,Mlle Blanche,17850,17863,14044.0,14056.0,7,70,1,M_261
booknlp,COREF,50,her,sa,17870,17873,14058.0,14060.0,7,70,1,M_262
booknlp,COREF,50,her,sa,17885,17888,14058.0,14060.0,7,70,1,M_263
pdnc,qID,Q48-0,we,nous,17952,17954,14133.0,14137.0,12,70,1,M_264
pdnc,qID,Q49-0,the General,le general,17977,17988,14160.0,14170.0,16,71,1,M_265
pdnc,qID,Q50-0,you,,18137,18140,,,4,72,1,M_266
exp,exp_name,a man,a man,,18763,18768,,,2,73,1,M_267
pdnc,qID,Q51-0,her,,19048,19051,,,12,73,1,M_268
exp,exp_name,a man,a man,,20276,20281,,,2,73,1,M_269
exp,exp_name,polina,Polina,,20294,20300,,,12,73,1,M_270
exp,exp_name,a man,a man,homme,20344,20349,15935.0,15940.0,2,73,1,M_271
exp,exp_name,a man,a man,,26028,26033,,,2,81,2,M_272
exp,exp_name,general,General,,27420,27427,,,16,81,2,M_273
exp,exp_name,the general,the General,,27526,27537,,,16,81,2,M_274
booknlp,COREF,150,he,,27570,27572,,,16,81,2,M_275
booknlp,COREF,150,his,,27582,27585,,,16,81,2,M_276
booknlp,COREF,150,he,,27645,27647,,,16,81,2,M_277
booknlp,COREF,150,he,,27682,27684,,,16,81,2,M_278
booknlp,COREF,150,his,,27701,27704,,,16,81,2,M_279
booknlp,COREF,150,he,,27714,27716,,,16,81,2,M_280
booknlp,COREF,150,he,,27784,27786,,,16,81,2,M_281
booknlp,COREF,150,he,,27810,27812,,,16,81,2,M_282
booknlp,COREF,150,he,,27872,27874,,,16,81,2,M_283
booknlp,COREF,150,he,,27921,27923,,,16,81,2,M_284
booknlp,COREF,150,his,,27962,27965,,,16,81,2,M_285
booknlp,COREF,150,his,,27994,27997,,,16,81,2,M_286
booknlp,COREF,150,his,,28025,28028,,,16,81,2,M_287
booknlp,COREF,150,he,,28103,28105,,,16,81,2,M_288
booknlp,COREF,150,himself,,28134,28141,,,16,81,2,M_289
booknlp,COREF,150,his,,28155,28158,,,16,81,2,M_290
exp,exp_name,polina,Polina,,30876,30882,,,12,85,2,M_291
exp,exp_name,polina,Polina,Paulina,31143,31149,22821.0,22828.0,12,85,2,M_292
exp,exp_name,the croupier,the croupier,,31838,31850,,,15,85,2,M_293
exp,exp_name,polina alexandrovna,Polina Alexandrovna,Paulina,32332,32351,23695.0,23702.0,12,85,2,M_294
booknlp,COREF,47,her,la,32437,32440,23756.0,23758.0,12,86,2,M_295
exp,exp_name,the frenchman,the Frenchman,Le Francais,32470,32483,23778.0,23789.0,8,86,2,M_296
exp,exp_name,the general,the General,le general,32514,32525,23809.0,23819.0,16,86,2,M_297
booknlp,COREF,150,he,il,32585,32587,23918.0,23920.0,16,86,2,M_298
booknlp,COREF,150,he,il,32627,32629,23918.0,23920.0,16,86,2,M_299
booknlp,COREF,150,his,lui,32688,32691,23994.0,23997.0,16,86,2,M_300
booknlp,COREF,150,him,lui,32739,32742,23994.0,23997.0,16,86,2,M_301
pdnc,qID,Q52-0,you,,32791,32794,,,4,86,2,M_302
booknlp,COREF,150,I,moi,32814,32815,24069.0,24072.0,16,86,2,M_303
booknlp,COREF,150,he,,32840,32842,,,16,86,2,M_304
booknlp,COREF,150,I,Je,32886,32887,24124.0,24126.0,16,86,2,M_305
pdnc,qID,Q52-1,your,votre,32913,32917,24155.0,24160.0,4,86,2,M_306
pdnc,qID,Q52-1,you,vous,32931,32934,24187.0,24191.0,4,86,2,M_307
booknlp,COREF,150,he,il,32974,32976,24226.0,24228.0,16,86,2,M_308
booknlp,COREF,150,his,son,32992,32995,24212.0,24215.0,16,86,2,M_309
exp,exp_name,polina,Polina,Paulina,33242,33248,24412.0,24419.0,12,86,2,M_310
booknlp,COREF,47,her,elle,33249,33252,24479.0,24483.0,12,86,2,M_311
booknlp,COREF,47,her,lui,33272,33275,24427.0,24430.0,12,86,2,M_312
booknlp,COREF,47,her,elle,33315,33318,24479.0,24483.0,12,86,2,M_313
booknlp,COREF,47,she,elle,33332,33335,24515.0,24519.0,12,87,2,M_314
pdnc,qID,Q55-0,you,Vous,33479,33482,24588.0,24592.0,4,89,2,M_315
pdnc,qID,Q55-0,your,votre,33499,33503,24622.0,24627.0,4,89,2,M_316
booknlp,COREF,47,she,elle,33559,33562,24640.0,24644.0,12,89,2,M_317
pdnc,qID,Q57-0,you,,33692,33695,,,12,90,2,M_318
booknlp,COREF,47,she,,33751,33754,,,12,91,2,M_319
booknlp,COREF,47,her,,33795,33798,,,12,91,2,M_320
booknlp,COREF,47,I,moi,34144,34145,25124.0,25127.0,12,92,2,M_321
booknlp,COREF,47,she,,34194,34197,,,12,92,2,M_322
booknlp,COREF,47,my,,34250,34252,,,12,92,2,M_323
booknlp,COREF,47,I,je,34319,34320,25134.0,25136.0,12,92,2,M_324
booknlp,COREF,47,she,Elle,34334,34337,25260.0,25264.0,12,93,2,M_325
booknlp,COREF,47,she,elle,34424,34427,25354.0,25358.0,12,95,3,M_326
booknlp,COREF,47,she,Elle,34475,34478,25397.0,25401.0,12,95,3,M_327
booknlp,COREF,47,her,Ses,34510,34513,25435.0,25438.0,12,95,3,M_328
booknlp,COREF,47,hers,,34577,34581,,,12,95,3,M_329
booknlp,COREF,47,she,elle,34677,34680,25543.0,25547.0,12,95,3,M_330
booknlp,COREF,47,her,elle,34708,34711,25543.0,25547.0,12,95,3,M_331
booknlp,COREF,47,she,elle,34760,34763,25582.0,25586.0,12,95,3,M_332
booknlp,COREF,47,her,elle,34832,34835,25582.0,25586.0,12,95,3,M_333
booknlp,COREF,47,she,elle,34846,34849,25582.0,25586.0,12,95,3,M_334
booknlp,COREF,47,she,elle,34884,34887,25582.0,25586.0,12,95,3,M_335
booknlp,COREF,47,her,Elle,35027,35030,25763.0,25767.0,12,95,3,M_336
exp,exp_name,general,general,son,35031,35038,25740.0,25743.0,16,95,3,M_337
booknlp,COREF,47,she,Elle,35082,35085,25799.0,25803.0,12,95,3,M_338
booknlp,COREF,47,her,lui,35121,35124,25822.0,25825.0,12,95,3,M_339
booknlp,COREF,47,she,Elle,35126,35129,25799.0,25803.0,12,95,3,M_340
booknlp,COREF,47,her,lui,35153,35156,25822.0,25825.0,12,95,3,M_341
booknlp,COREF,47,she,Elle,35179,35182,25799.0,25803.0,12,95,3,M_342
booknlp,COREF,47,her,lui,35210,35213,25822.0,25825.0,12,95,3,M_343
