eng,fr,id,llm alignment result,group
The day which dismissed the music-master was one of the happiest of Catherine s life.,(No direct equivalent in text),"[0, 4, 5, 9, 10, 13, 15, 17, 18, 20]",not aligned,1
"Her taste for drawing was not superior; though whenever she could obtain the outside of a letter from her mother or seize upon any other odd piece of paper, she did what she could in that way, by drawing houses and trees, hens and chickens, all very much like one another.","Son gout pour le dessin n'etait pas plus prononce. Elle ne manquait jamais, a la verite, de prendre les feuilles blanches des lettres que recevait rarement sa mere, et les morceaux de papier qu'elle trouvait, pour crayonner dessus des maisons, des arbres, des poules, etc. ; mais tous ces objets se distinguaient fort peu l'un de l'autre.","[0, 4, 5, 9, 10, 13, 15, 17, 18, 20]",aligned,1
"Writing and accounts she was taught by her father; French by her mother: her proficiency in either was not remarkable, and she shirked her lessons in both whenever she could.",Son pere lui montrait a ecrire et a compter ; sa mere lui apprenait un peu de francais. ~~~ Ses progres etaient tres-faibles ; son principal soin etait d'echapper aux lecons.,"[0, 4, 5, 9, 10, 13, 15, 17, 18, 20]",aligned,1
"What a strange, unaccountable character! for with all these symptoms of profligacy at ten years old, she had neither a bad heart nor a bad temper, was seldom stubborn, scarcely ever quarrelsome, and very kind to the little ones, with few interruptions of tyranny;","Son caractere, quoiqu'assez bizarre, n'etait cependant pas mauvais ; son coeur etait bon. Rarement elle etait entetee, presque jamais querelleuse ; quoique turbulente, et un peu grossiere, elle etait assez douce avec ses jeunes compagnes ;","[0, 4, 5, 9, 10, 13, 15, 17, 18, 20]",aligned,1
"she was moreover noisy and wild, hated confinement and cleanliness, and loved nothing so well in the world as rolling down the green slope at the back of the house.","elle n'aimait pas de rester a la maison ; enfin, elle n'etait pas tres-propre, et son plus grand plaisir etait de se rouler sur le plancher ou sur le gazon.","[0, 4, 5, 9, 10, 13, 15, 17, 18, 20]",aligned,1
"At fifteen, appearances were mending; she began to curl her hair and long for balls; her complexion improved, her features were softened by plumpness and colour, her eyes gained more animation, and her figure more consequence.","A quinze ans, il s'etait opere en elle un changement remarquable : son teint etait devenu plus clair, ses traits s'etaient adoucis, ses yeux s'etaient animes ; elle avait les jolies couleurs de la jeunesse, et un peu d'embonpoint ; sans etre belle, elle etait devenue assez agreable :","[22, 24]",aligned,2
"Her love of dirt gave way to an inclination for finery, and she grew clean as she grew smart; she had now the pleasure of sometimes hearing her father and mother remark on her personal improvement.","les gouts qu'elle avait eus dans l'enfance etaient remplaces par d'autres plus convenables, tels que ceux d'arrangement et de proprete : elle commencait meme a soigner sa toilette ; elle avait alors le plaisir d'entendre quelquefois ses parens remarquer ce changement avantageux,","[22, 24]",aligned,2
"""Catherine grows quite a good-looking girl she is almost pretty today,"" were words which caught her ears now and then; and how welcome were the sounds!",et se dire : << Catherine est tout-a-fait gentille... aujourd'hui elle est presque jolie... >>,"[22, 24]",aligned,2
To look _almost_ pretty is an acquisition of higher delight to a girl who has been looking plain the first fifteen years of her life than a beauty from her cradle can ever receive.,"Il est bien doux a quinze ans de savoir qu'on est jolie, surtout lorsqu'on n'avait entendu parler jusques la que de ses defauts.","[22, 24]",aligned,2
"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.","[22, 24]",aligned,2
"and it was not very wonderful that Catherine, who had by nature nothing heroic about her, should prefer cricket, baseball, riding on horseback, and running about the country at the age of fourteen, to books or at least books of information for, provided that nothing like useful knowledge could be gained from them, provided they were all story and no reflection, she had never any objection to books at all.","Ainsi Catherine, abandonnee a elle-meme, n'avait que des gouts et des idees tres-simples, et preferait naturellement, a quinze ans, les jeux et les exercices de cet age, a l'etude et a la lecture, du moins a la lecture des livres serieux ; car elle lisait assez volontiers ceux qui ne contenaient aucune lecon, aucune reflexion, et qui ne demandaient aucune application.","[22, 24]",aligned,2
"From Pope, she learnt to censure those who ""bear about the mockery of woe.""","Par exemple, elle apprit de Pope a s'indigner contre ceux qui << Entourent le malheur de mepris, >> << bear about the mockery of woe. >>","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"From Gray, that ""Many a flower is born to blush unseen, And waste its fragrance on the desert air.""","de Gray << Qu'un grand nombre de fleurs naissent dans le desert, y brillent, l'embaument et disparaissent sans avoir ete admirees. >> << Many a flower is born to blush unseen, << And waste its fragrance on the desert air. >>","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"From Thompson, that ""It is a delightful task To teach the young idea how to shoot.""",De Thompson << Que c'est une occupation ennuyante que celle d'animer et de developper une jeune imagination. >> -- << It is a delightful task << To teach the young idea how to shoot. >>,"[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"And from Shakespeare she gained a great store of information amongst the rest, that ""Trifles light as air, Are, to the jealous, confirmation strong, As proofs of Holy Writ.""","Dans Shakspeare, ses idees prirent un plus grand essort ; entre plusieurs pensees remarquables, elle retint celle-ci : << Que pour la jalousie, les soupcons les plus legers, sont des preuves authentiques. ~~~ >> -- << Trifles light as air, << Are, to the jealous, confirmation strong, << As proofs of Holy Writ. >>","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"That ""The poor beetle, which we tread upon, In corporal sufferance feels a pang as great As when a giant dies.""","<< Que nous faisons eprouver a l'insecte que nous foulons aux pieds sans y faire attention, des douleurs tout aussi cruelles que celles que le plus grand des etres peut ressentir par une mort violente. >> << The poor beetle, which we tread upon, << In corporal sufferance feels a pang as great << As when a giant dies. >>","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"And that a young woman in love always looks ""like Patience on a monument Smiling at Grief.""","<< Que les regards d'une jeune femme sensible sont comme ceux de la resignation, appuyee sur un tombeau et souriant au malheur. >> -- << like Patience on a monument << Smiling at Grief. ~~~ >>","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"So far her improvement was sufficient and in many other points she came on exceedingly well; for though she could not write sonnets, she brought herself to read them; and though there seemed no chance of her throwing a whole party into raptures by a prelude on the pianoforte, of her own composition, she could listen to other people s performance with very little fatigue.","Ce qui etait bien suffisant pour son instruction litteraire. Elle finit aussi par acquerir quelques connaissances sur d'autres objets : sans etre capable de faire des vers, elle parvint a gouter ceux qui etaient bien faits ; sans etre virtuose, sans s'extasier quand elle entendait un morceau de Rossini, elle parvint a l'ecouter sans ennui, et meme a juger assez sainement de l'execution.","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"Her greatest deficiency was in the pencil she had no notion of drawing not enough even to attempt a sketch of her lover s profile, that she might be detected in the design.","Mais le dessin etait encore reste pour elle une occupation inconnue ; elle n'en avait pas la plus legere notion, et n'aurait pu crayonner la plus simple esquisse ; n'ayant aucune amie de coeur dont elle desirat conserver l'image tracee de sa main, n'ayant encore rencontre aucun homme qui occupat son imagination, elle regrettait peu et ne sentait nullement la privation du plus aimable des arts.","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
There she fell miserably short of the true heroic height.,(No direct equivalent in text),"[26, 28, 30, 31, 35, 36, 38, 45]",not aligned,3
"At present she did not know her own poverty, for she had no lover to portray.",(No direct equivalent in text),"[26, 28, 30, 31, 35, 36, 38, 45]",not aligned,3
"She had reached the age of seventeen, without having seen one amiable youth who could call forth her sensibility, without having inspired one real passion, and without having excited even any admiration but what was very moderate and very transient.","Catherine etait parvenue a l'age de dix-sept ans, sans avoir inspire une grande passion, sans avoir excite d'admiration, sans avoir entendu les louanges de la flatterie, et celles de l'exageration :","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
This was strange indeed!,"Ce serait sans doute, une chose etonnante, si quelques lords ou quelques baronnets eussent habite dans son voisinage ;","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
But strange things may be generally accounted for if their cause be fairly searched out.,"mais il n'en existait aucun dans les environs de Fullerton ; mais on n'y rencontrait aucune famille dans laquelle on eut eleve un enfant, depose avec mystere pres du chateau, aucun jeune homme dont la naissance seulement fut inconnue, M. Morland n'avait point de pupille, le ministre du lieu n'avait point de fils.","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
There was not one lord in the neighbourhood; no not even a baronet.,(partially covered by previous sentence),"[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"There was not one family among their acquaintance who had reared and supported a boy accidentally found at their door not one young man whose origin was unknown. Her father had no ward, and the squire of the parish no children.",(partially covered by previous sentence),"[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"But when a young lady is to be a heroine, the perverseness of forty surrounding families cannot prevent her. Something must and will happen to throw a hero in her way.","Toutefois si Catherine est destinee a la celebrite du roman, fut-elle dans un desert, il y viendra Chevalier, Baronnet ou Prince ; gardez-vous d'en douter !","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"Mr. Allen, who owned the chief of the property about Fullerton, the village in Wiltshire where the Morlands lived, was ordered to Bath for the benefit of a gouty constitution and his lady, a good-humoured woman, fond of Miss Morland, and probably aware that if adventures will not befall a young lady in her own village, she must seek them abroad, invited her to go with them.","Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari. Mistriss aimait Catherine ; elle l'invita a les y accompagner.","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"Mr. and Mrs. Morland were all compliance, and Catherine all happiness.","Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.","[26, 28, 30, 31, 35, 36, 38, 45]",aligned,3
"When the hour of departure drew near, the maternal anxiety of Mrs. Morland will be naturally supposed to be most severe.","Aux approches du depart, sans doute que les anxietes maternelles vont agiter Mistriss Morland ;","[47, 51]",aligned,4
"A thousand alarming presentiments of evil to her beloved Catherine from this terrific separation must oppress her heart with sadness, and drown her in tears for the last day or two of their being together;","mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ;","[47, 51]",aligned,4
and advice of the most important and applicable nature must of course flow from her wise lips in their parting conference in her closet.,"sans doute qu'elle prodiguera les avis pour premunir sa fille cherie contre les seductions, qui ne manqueront pas de l'environner, et aussi contre les pieges qui de toutes parts vont etre tendus a son innocence.","[47, 51]",aligned,4
"Cautions against the violence of such noblemen and baronets as delight in forcing young ladies away to some remote farm-house, must, at such a moment, relieve the fulness of her heart.","Elle la previendra contre cette foule de jeunes seigneurs, dont la principale occupation est d'inspirer de l'amour aux jeunes beautes, de les enlever, de fuir avec elles en des pays lointains.","[47, 51]",aligned,4
Who would not think so?,"Que ne devra-t-elle pas craindre enfin pour sa tendre fille ? que ne devra-t-elle pas lui dire, enfermee avec elle dans le cabinet le plus isole de son appartement ?","[47, 51]",aligned,4
"But Mrs. Morland knew so little of lords and baronets, that she entertained no notion of their general mischievousness, and was wholly unsuspicious of danger to her daughter from their machinations.","Mais la bonne Mistriss Morland n'a point de cabinet isole ; elle n'a jamais connu ni lords, ni baronnets ; jamais elle n'a entendu parler de leurs moeurs ; elle n'a point lu de romans, et n'a pas la plus legere notion des dangers qu'une jeune personne peut courir dans le monde.","[47, 51]",aligned,4
"It is remarkable, however, that she neither insisted on Catherine s writing by every post, nor exacted her promise of transmitting the character of every new acquaintance, nor a detail of every interesting conversation that Bath might produce.","Cependant Sarah ne lui demandera ni lettre a chaque courrier, ni le detail de la personne et du caractere de toutes les nouvelles connaissances qu'elle doit faire, ni la relation de tout ce qu'elle doit voir et entendre a Bath : elle se bornera a la prier de lui donner quelquefois de ses nouvelles.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Everything indeed relative to this important journey was done, on the part of the Morlands, with a degree of moderation and composure, which seemed rather consistent with the common feelings of common life, than with the refined susceptibilities, the tender emotions which the first separation of a heroine from her family ought always to excite.","Toutes les choses enfin, relatives a cet important voyage seront, de la part des Morland, simplement et serieusement disposees... L'emotion, causee par cette premiere separation, sera touchante ; mais sans eclats dechirans,","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Her father, instead of giving her an unlimited order on his banker, or even putting an hundred pounds bank-bill into her hands, gave her only ten guineas, and promised her more when she wanted it.","M. Morland, au moment du depart de sa fille, ne lui donnera pas un credit illimite sur son banquier ; il ne lui mettra pas dans la main, en la lui serrant avec expression, quelques cents livres sterling, en billets de banque, ou en or ; il lui donnera simplement dix guinees, en lui recommandant de les menager ; ajoutant toutefois que, si elles etaient insuffisantes, il lui en enverrait d'autres.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Under these unpromising auspices, the parting took place, and the journey began.","Tels furent, en effet, les auspices sous lesquels le voyage commenca.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
It was performed with suitable quietness and uneventful safety.,"Il se fit doucement, tranquillement, et sans aucun accident :","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Neither robbers nor tempests befriended them, nor one lucky overturn to introduce them to the hero.","les voyageurs ne furent assaillis ni par des orages, ni par des voleurs :","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Nothing more alarming occurred than a fear, on Mrs. Allen s side, of having once left her clogs behind her at an inn, and that fortunately proved to be groundless.","ils n'eurent d'autre inquietude que celle que Mistriss Allen eprouva pendant une demi-journee, croyant avoir oublie dans une auberge sa pelisse, qui heureusement se trouva le soir dans un des coffres de la voiture.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
They arrived at Bath.,"En approchant de Bath,","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Catherine was all eager delight her eyes were here, there, everywhere, as they approached its fine and striking environs, and afterwards drove through those streets which conducted them to the hotel.","Catherine etait ravie ; elle regardait avec avidite tout ce qui s'offrait a sa vue ; elle admirait la beaute des campagnes qui entourent ce lieu : entree dans la ville, les batimens qui etaient sur son passage, les rues memes qu'elle traversait, tout enfin etait l'objet de son admiration et de son enchantement.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"She was come to be happy, and she felt happy already.",(No direct equivalent in text),"[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",not aligned,5
They were soon settled in comfortable lodgings in Pulteney Street.,On prit un logement convenable dans Pulteney-street.,"[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"It is now expedient to give some description of Mrs. Allen, that the reader may be able to judge in what manner her actions will hereafter tend to promote the general distress of the work, and how she will, probably, contribute to reduce poor Catherine to all the desperate wretchedness of which a last volume is capable whether by her imprudence, vulgarity, or jealousy whether by intercepting her letters, ruining her character, or turning her out of doors.","Avant d'aller plus loin, nous croyons devoir donner sur Mistriss Allen quelques details necessaires pour que nos lecteurs fassent connaissance avec elle, et jugent comment a l'avenir, si cela arrive, elle aura occasionne les malheurs qui viendront probablement assaillir notre heroine, malheurs causes soit par imprudence, soit par ignorance, soit par jalousie, soit en interceptant des lettres, soit en ruinant la reputation de celle qu'elle aura recue dans sa maison, soit enfin en l'expulsant ; tous evenemens indispensables...","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Mrs. Allen was one of that numerous class of females, whose society can raise no other emotion than surprise at there being any men in the world who could like them well enough to marry them.","Mistriss Allen, etait de ces femmes qui ne peuvent jamais faire naitre d'autre sentiment que celui de l'etonnement qu'il se soit trouve dans le monde un homme capable de l'aimer assez pour l'epouser.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"She had neither beauty, genius, accomplishment, nor manner.","Elle manquait de beaute, d'agremens, et d'esprit :","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"The air of a gentlewoman, a great deal of quiet, inactive good temper, and a trifling turn of mind were all that could account for her being the choice of a sensible, intelligent man like Mr. Allen.","son air etait assez doux, et extremement calme ; elle avait de l'indolence dans les manieres, de la puerilite dans la conversation ; tels etaient les charmes qui avaient entraine M. Allen qui cependant ne manquait ni de bon-sens, ni de tact.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"In one respect she was admirably fitted to introduce a young lady into public, being as fond of going everywhere and seeing everything herself as any young lady could be.","Sous certains rapports, elle etait excellente pour introduire une jeune personne dans le monde : elle aimait a tout voir, elle aimait a etre vue :","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
Dress was her passion.,la parure etait sa passion ; elle en parlait sans cesse.,"[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"She had a most harmless delight in being fine; and our heroine s entree into life could not take place till after three or four days had been spent in learning what was mostly worn, and her chaperone was provided with a dress of the newest fashion.","Quatre jours passes avec elle suffirent a Catherine pour etre parfaitement instruite de ce qui concernait les modes, de l'attention qu'il fallait apporter au choix d'un chapeau, a la forme d'une robe, enfin pour faire l'acquisition de tous ces objets de parure.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Catherine too made some purchases herself, and when all these matters were arranged, the important evening came which was to usher her into the Upper Rooms.",Ainsi elles se trouverent disposees a faire leur entree dans le grand salon de l'etablissement de Bath.,"[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"Her hair was cut and dressed by the best hand, her clothes put on with care, and both Mrs. Allen and her maid declared she looked quite as she should do.","Catherine se para ; sa toilette fut examinee dans le plus grand detail par Mistriss Allen, et par sa femme de chambre, elles la trouverent parfaite ;","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"With such encouragement, Catherine hoped at least to pass uncensured through the crowd.",ce jugement pouvait faire esperer a Catherine de ne pas etre l'objet de la critique ;,"[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"As for admiration, it was always very welcome when it came, but she did not depend on it.","quant aux eloges, elle etait trop simple pour en rechercher ; et si elle trouvait quelque fois du plaisir a les recevoir, elle ne cherchait jamais a les exciter.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
Mrs. Allen was so long in dressing that they did not enter the ballroom till late.,"Mistriss Allen mit plus de tems a sa parure, et prit beaucoup de precautions pour se rendre ridicule.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"The season was full, the room crowded, and the two ladies squeezed in as well as they could.","Elle se procura en outre l'avantage d'arriver fort tard au salon, l'agrement d'etre pressee, d'etre foulee en tous sens par la nombreuse et bruyante societe qui etait rassemblee depuis plusieurs heures.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"As for Mr. Allen, he repaired directly to the card-room, and left them to enjoy a mob by themselves.","Quant a M. Allen, il sut se glisser jusqu'a la salle de jeu, et laissa ses dames se tirer d'affaire.","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
"With more care for the safety of her new gown than for the comfort of her protegee, Mrs. Allen made her way through the throng of men by the door, as swiftly as the necessary caution would allow; Catherine, however, kept close at her side, and linked her arm too firmly within her friend s to be torn asunder by any common effort of a struggling assembly.","Que de soins ne fallut-il pas alors pour penetrer ! Mistriss devait diriger sa pupille ; plus encore, ne fallait-il pas preserver une robe neuve du danger eminent d'etre froissee : rompre un groupe d'hommes qui obstruaient la porte n'etait que le premier de leurs travaux ; Catherine se tenait pressee pres de sa conductrice, elle avait pris son bras, elle n'osait le quitter au milieu des flots ondoyans de la multitude, et arrivait enfin dans la premiere piece de l'etablissement,","[54, 56, 58, 61, 62, 64, 66, 71, 74, 76, 77, 80, 110, 112, 114, 145, 264, 271, 278, 279, 290, 291, 294]",aligned,5
