eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
"Her own family were plain, matter-of-fact people who seldom aimed at wit of any kind; her father, at the utmost, being contented with a pun, and her mother with a proverb; they were not in the habit therefore of telling lies to increase their importance, or of asserting at one moment what they would contradict the next.",(No direct equivalent in text),467,not aligned,-1,-1,95411,95732,,"Her own family were plain, matter-of-fact people who seldom
aimed at wit of any kind; her father, at the utmost, being contented
with a pun, and her mother with a proverb; they were not in the habit
therefore of telling lies to increase their importance, or of asserting
at one moment what they would contradict the next. "
"""Good heavens!"" cried Catherine, quite frightened. ""Then pray let us turn back; they will certainly meet with an accident if we go go on.","-- Bon Dieu ! s'ecria Catherine tres-effrayee, il faut absolument nous en retourner ; si nous continuons, il arrivera infailliblement quelqu'accident ;",474,aligned,105901,106052,-1,-1,"-- Bon Dieu ! s'ecria Catherine tres-effrayee, il faut absolument nous en retourner ; si nous continuons, il arrivera infailliblement quelqu'accident ; ",
"It was ages since she had had a moment's conversation with her dearest Catherine; and, though she had such thousands of things to say to her, it appeared as if they were never to be together again;",(No direct equivalent in text),488,not aligned,-1,-1,-1,-1,,
"but the latter was spared the misery of her friend's dissenting voice, by not waiting for her answer.",mais c'etait peine perdue : Isabelle ne fit aucune attention a sa reponse ;,490,aligned,110873,110948,-1,-1,mais c'etait peine perdue : Isabelle ne fit aucune attention a sa reponse ; ,
"And she would neither believe her own watch, nor her brother's, nor the servant's; she would believe no assurance of it founded on reason or reality, till Morland produced his watch, and ascertained the fact;","Elle ne voulut s'en rapporter, ni a sa montre, ni a son frere, ni au domestique ; selon elle chacun voulait la tromper, et elle ne ceda que lorsque M. Morland, tirant lui-meme sa montre, lui prouva la verite de l'assertion generale.",494,aligned,110297,110529,-1,-1,"Elle ne voulut s'en rapporter, ni a sa montre, ni a son frere, ni au domestique ; selon elle chacun voulait la tromper, et elle ne ceda que lorsque M. Morland, tirant lui-meme sa montre, lui prouva la verite de l'assertion generale. ",
"""Mrs. Hughes saw all the clothes after they came from the warehouse.""","""(No direct equivalent in text)""",504,aligned,-1,-1,100923,100990,,"Mrs. Hughes saw all
the clothes after they came from the warehouse."""
"""They were always engaged in some sentimental discussion or lively dispute, but their sentiment was conveyed in such whispering voices, and their vivacity attended with so much laughter, that though Catherine's supporting opinion was not unfrequently called for by one or the other, she was never able to give any, from not having heard a word of the subject.""","'Isabelle et James ne s'occupaient que de causer entr'eux ; ils elevaient quelques discussions sentimentales qu'ils soutenaient en se parlant a voix basse et en laissant echapper de tems a autre quelques eclats de rire. S'ils adressaient la parole a Catherine, ce que toutefois ils ne faisaient que tres-rarement, c'etait pour lui demander de decider sur la question qu'ils agitaient et sur laquelle elle pouvait d'autant moins donner son avis qu'elle n'en avait pas entendu un mot.'",533,aligned,118973,119454,-1,-1,"Isabelle et James ne s'occupaient que de causer entr'eux ; ils elevaient quelques discussions sentimentales qu'ils soutenaient en se parlant a voix basse et en laissant echapper de tems a autre quelques eclats de rire. S'ils adressaient la parole a Catherine, ce que toutefois ils ne faisaient que tres-rarement, c'etait pour lui demander de decider sur la question qu'ils agitaient et sur laquelle elle pouvait d'autant moins donner son avis qu'elle n'en avait pas entendu un mot.
",
"""Catherine's resolution of endeavouring to meet Miss Tilney again continued in full force the next morning; and till the usual moment of going to the pump-room, she felt some alarm from the dread of a second prevention.""","'Le desir que Catherine avait de rencontrer Miss Tilney s'accrut encore le lendemain, et lui fit prendre la resolution de retourner le jour meme a la Pump-Room. La crainte que quelques nouvelles propositions ne vinssent mettre obstacle a ses projets la tourmenta jusqu'au moment de sa sortie ;'",538,aligned,117819,118111,-1,-1,"Le desir que Catherine avait de rencontrer Miss Tilney s'accrut encore le lendemain, et lui fit prendre la resolution de retourner le jour meme a la Pump-Room. La crainte que quelques nouvelles propositions ne vinssent mettre obstacle a ses projets la tourmenta jusqu'au moment de sa sortie ; ",
Catherine had neither time nor inclination to answer.,(No direct equivalent in text),576,not aligned,-1,-1,112003,112056,,Catherine had neither time nor inclination to answer. 
'Eh non!',-- Eh non !',586,aligned,127870,127881,-1,-1,-- Eh non ! ,
Catherine satisfied his curiosity.,(No direct equivalent in text),591,not aligned,-1,-1,114000,114034,,"Catherine satisfied his
curiosity. "
"Have I not reason to fear that if the gentleman who spoke to you just now were to return, or if any other gentleman were to address you, there would be nothing to restrain you from conversing with him as long as you chose?""",(No direct equivalent in text),630,not aligned,-1,-1,117689,117911,,"Have I not reason to fear that if the gentleman who
spoke to you just now were to return, or if any other gentleman were to
address you, there would be nothing to restrain you from conversing
with him as long as you chose?"""
"I cannot look upon them at all in the same light, nor think the same duties belong to them.""",(No direct equivalent in text),632,not aligned,-1,-1,116768,116859,,"I cannot look upon them at all in the same
light, nor think the same duties belong to them."""
"""At about eleven o'clock, however, a few specks of small rain upon the windows caught Catherine's watchful eye, and 'Oh! dear, I do believe it will be wet,' broke from her in a most desponding tone.""",'Vers onze heures quelques gouttes de pluie vinrent frapper les vitres de l'appartement. Le bruit qu'elles firent remplit Catherine de terreur.',667,aligned,139977,140119,-1,-1,Vers onze heures quelques gouttes de pluie vinrent frapper les vitres de l'appartement. Le bruit qu'elles firent remplit Catherine de terreur. ,
"""She applied to Mrs. Allen, and Mrs. Allen's opinion was more positive. ""She had no doubt in the world of its being a very fine day, if the clouds would only go off, and the sun keep out.""""","'Elle s'adressa a Mistriss Allen, qui ne fut pas si embarrassee ; elle annonca, sans la moindre difficulte, qu'il ferait tres-beau, pourvu toutefois que les nuages parvinssent a se dissiper, et que le soleil reprit le dessus.'",668,aligned,139751,139975,-1,-1,"Elle s'adressa a Mistriss Allen, qui ne fut pas si embarrassee ; elle annonca, sans la moindre difficulte, qu'il ferait tres-beau, pourvu toutefois que les nuages parvinssent a se dissiper, et que le soleil reprit le dessus.
",
"""Of her other, her older, her more established friend, Isabella, of whose fidelity and worth she had enjoyed a fortnight's experience, she scarcely saw anything during the evening.""","""L'ancienne amie de Catherine, celle qui depuis quinze jours, lui parlait tant de sa tendresse, la demonstrative Isabelle ne se presenta pas a elle de toute la soiree. Elle aurait cependant bien voulu la voir pour lui faire le recit de tout ce qui causait sa joie.""",674,aligned,138777,139040,-1,-1,"L'ancienne amie de Catherine, celle qui depuis quinze jours, lui parlait tant de sa tendresse, la demonstrative Isabelle ne se presenta pas a elle de toute la soiree. Elle aurait cependant bien voulu la voir pour lui faire le recit de tout ce qui causait sa joie. ",
"""At twelve o'clock, they were to call for her in Pulteney Street; and 'Remember twelve o'clock,' was her parting speech to her new friend.""","'Souvenez-vous, demain a midi, fut la recommandation que se firent les nouvelles amies en se separant.'",675,aligned,138675,138776,-1,-1,"Souvenez-vous, demain a midi, fut la recommandation que se firent les nouvelles amies en se separant. ",
"""This was readily agreed to, with only a proviso of Miss Tilney's, that it did not rain, which Catherine was sure it would not.""",'La proposition fut accepte tres-obligeamment par Miss Tilney sous la seule condition qu'il ne pleuvrait pas. Catherine assura qu'il ferait tres-beau ; et il fut convenu qu'on irait la prendre a midi dans Pulteney-Street.',676,aligned,138454,138674,-1,-1,La proposition fut accepte tres-obligeamment par Miss Tilney sous la seule condition qu'il ne pleuvrait pas. Catherine assura qu'il ferait tres-beau ; et il fut convenu qu'on irait la prendre a midi dans Pulteney-Street. ,
"""With real interest and strong admiration did her eye now follow the general, as he moved through the crowd, and 'How handsome a family they are!' was her secret remark.""","'Alors a son tour elle ne cessa de tenir ses yeux, ou se peignait l'admiration, attaches sur le general ; elle suivit tous ses mouvemens jusqu'a ce qu'il se fut perdu dans la foule. Quelle belle famille, pensa Catherine ; et elle avait la plus grande peine a contenir cette exclamation, prete a lui echapper a chaque instant.'",680,aligned,137501,137825,-1,-1,"Alors a son tour elle ne cessa de tenir ses yeux, ou se peignait l'admiration, attaches sur le general ; elle suivit tous ses mouvemens jusqu'a ce qu'il se fut perdu dans la foule. Quelle belle famille, pensa Catherine ; et elle avait la plus grande peine a contenir cette exclamation, prete a lui echapper a chaque instant.
",
"""but it was an 'Oh!' expressing everything needful: attention to his words, and perfect reliance on their truth.""","'Ce fut la seule reponse de Catherine, mais quelles paroles auraient ete plus obligeamment expressives que cet << oh >>.'",681,aligned,137381,137500,-1,-1,"Ce fut la seule reponse de Catherine, mais quelles paroles auraient ete plus obligeamment expressives que cet << oh >>. ",
"""Catherine's answer was only 'Oh!'""",'-- Oh ! ~~~',682,aligned,53273,53281,-1,-1,-- Oh ! m,
"""Make haste! Make haste!"" as he threw open the door. ""Put on your hat this moment there is no time to be lost we are going to Bristol. How d ye do, Mrs. Allen?""","'-- Depechez-vous, lui dit-il, en ouvrant la porte avec violence, depechez-vous ; nous n'avons pas un moment a perdre ; nous allons a Bristol... Comment vous portez-vous, Mistriss Allen ?'",708,aligned,-1,-1,127634,127792,,"Make haste! Make haste!""
as he threw open the door. ""Put on your hat this moment there is no
time to be lost we are going to Bristol. How d ye do, Mrs. Allen?"""
"""You will not be able to go, my dear.""","'-- Vous ne pourrez sortir, ma chere, lui dit Mistriss Allen.'",722,aligned,-1,-1,125860,125896,,"You will not
be able to go, my dear."""
"""There, it is twenty minutes after twelve, and now I _shall_ give it up entirely. Oh! That we had such weather here as they had at Udolpho, or at least in Tuscany and the south of France! the night that poor St. Aubin died! such beautiful weather!""","'-- Voila midi vingt minutes, et le tems ne change pas, dit Catherine en soupirant. Que nous serions heureux si nous avions ici le climat de l'Italie ou du midi de la France ! La il fait toujours si beau, suivant les charmantes descriptions du roman d'Udolphe : quel superbe tems il faisait la nuit de la mort du pauvre Saint-Aubin.'",724,aligned,-1,-1,126071,126317,,"There, it is twenty minutes after
twelve, and now I _shall_ give it up entirely. Oh! That we had such
weather here as they had at Udolpho, or at least in Tuscany and the
south of France! the night that poor St. Aubin died! such beautiful
weather!"""
"""But whether Catherine might still expect her friends, whether there had not been too much rain for Miss Tilney to venture, must yet be a question.""",(No direct equivalent in text),728,not aligned,-1,-1,126835,126981,,"But whether Catherine might still expect
her friends, whether there had not been too much rain for Miss Tilney
to venture, must yet be a question.
"
"""It was too dirty for Mrs. Allen to accompany her husband to the pump-room; he accordingly set off by himself, and Catherine had barely watched him down the street when her notice was claimed by the approach of the same two open carriages, containing the same three people that had surprised her so much a few mornings back.""",(No direct equivalent in text),729,not aligned,-1,-1,126983,127306,,"It was too dirty for Mrs. Allen to accompany her husband to the
pump-room; he accordingly set off by himself, and Catherine had barely
watched him down the street when her notice was claimed by the approach
of the same two open carriages, containing the same three people that
had surprised her so much a few mornings back.
"
To feel herself slighted by them was very painful.,(No direct equivalent in text),742,not aligned,-1,-1,131949,131999,,"To
feel herself slighted by them was very painful. "
"Catherine's feelings, as she got into the carriage, were in a very unsettled state; divided between regret for the loss of one great pleasure, and the hope of soon enjoying another, almost its equal in degree, however unlike in kind.","En montant en voiture, Catherine etait tourmentee par des sentimens divers. Elle etait partagee entre le regret d'avoir perdu un tres-grand plaisir et l'espoir d'en gouter un aussi grand peut-etre, mais d'un genre different.",748,aligned,148018,148242,-1,-1,"En montant en voiture, Catherine etait tourmentee par des sentimens divers. Elle etait partagee entre le regret d'avoir perdu un tres-grand plaisir et l'espoir d'en gouter un aussi grand peut-etre, mais d'un genre different. ",
"""And whose fault is that?""",(No direct equivalent in text),757,not aligned,-1,-1,136515,136539,,"And whose fault is that?"""
"""Nobody s, that I know of.""",(No direct equivalent in text),758,not aligned,-1,-1,136543,136568,,"Nobody s, that I know of."""
"Catherine could almost have accused Isabella of being wanting in tenderness towards herself and her sorrows, so very little did they appear to dwell on her mind, and so very inadequate was the comfort she offered.",(No direct equivalent in text),767,not aligned,-1,-1,138735,138948,,"Catherine could almost have accused Isabella of being wanting in
tenderness towards herself and her sorrows, so very little did they
appear to dwell on her mind, and so very inadequate was the comfort she
offered. "
"""Do not be so dull, my dearest creature,"" she whispered. ""You will quite break my heart. It was amazingly shocking, to be sure; but the Tilneys were entirely to blame. Why were not they more punctual? It was dirty, indeed, but what did that signify? I am sure John and I should not have minded it. I never mind going through anything, where a friend is concerned; that is my disposition, and John is just the same; he has amazing strong feelings. Good heavens! What a delightful hand you have got! Kings, I vow! I never was so happy in my life! I would fifty times rather you should have them than myself.""",(No direct equivalent in text),768,not aligned,-1,-1,138950,139554,,"Do not be so dull, my dearest creature,"" she whispered. ""You
will quite break my heart. It was amazingly shocking, to be sure; but
the Tilneys were entirely to blame. Why were not they more punctual? It
was dirty, indeed, but what did that signify? I am sure John and I
should not have minded it. I never mind going through anything, where a
friend is concerned; that is my disposition, and John is just the same;
he has amazing strong feelings. Good heavens! What a delightful hand
you have got! Kings, I vow! I never was so happy in my life! I would
fifty times rather you should have them than myself."""
"Catherine looked round and saw Miss Tilney leaning on her brother s arm, walking slowly down the street.","Catherine se retourne, regarde, et ne peut se contenir en voyant Miss Tilney qui tentait le bras de son frere, marchant doucement avec lui et ayant tous deux les yeux attaches a sa voiture.",780,aligned,-1,-1,132678,132782,,"Catherine looked round and saw Miss Tilney leaning on her brother s
arm, walking slowly down the street. "
She saw them both looking back at her.,(No direct equivalent in text),781,not aligned,-1,-1,132783,132821,,"She saw them both looking back at
her. "
"""Pray, pray stop, Mr. Thorpe. I cannot go on. I will not go on. I must go back to Miss Tilney.""",(No direct equivalent in text),788,not aligned,-1,-1,133352,133445,,"Pray, pray stop, Mr.
Thorpe. I cannot go on. I will not go on. I must go back to Miss
Tilney."""
"He knew nothing about it; but his father, like every military man, had a very large acquaintance.",(No direct equivalent in text),818,not aligned,-1,-1,148799,148896,,"He knew nothing
about it; but his father, like every military man, had a very large
acquaintance.
"
"""And what do you think I said?"" lowering his voice ""well done, general, said I; I am quite of your mind.""",(No direct equivalent in text),836,not aligned,-1,-1,150286,150389,,"And what do you think I said?"" lowering his voice ""well done, general,
said I; I am quite of your mind."""
"""Me! I take offence!""",-- Moi ! vous croire coupable ?,843,aligned,-1,-1,147520,147539,,"Me! I take offence!"""
"""These Tilneys seem to swallow up everything else.""",(No direct equivalent in text),857,not aligned,-1,-1,154342,154391,,"These Tilneys seem to swallow up
everything else."""
"""That is a compliment which gives me no pleasure.""",(No direct equivalent in text),872,not aligned,-1,-1,156096,156144,,"That is a compliment which gives me no pleasure."""
"Then, opening the first door before her, which happened to be the right, she immediately found herself in the drawing-room with General Tilney, his son, and daughter.",(No direct equivalent in text),882,not aligned,-1,-1,160898,161064,,"Then, opening the first door before her, which
happened to be the right, she immediately found herself in the
drawing-room with General Tilney, his son, and daughter. "
"She had not been withstanding them on selfish principles alone, she had not consulted merely her own gratification; that might have been ensured in some degree by the excursion itself, by seeing Blaize Castle; no, she had attended to what was due to others, and to her own character in their opinion.","'Si elle n'eut pense qu'a suivre le parti qui pouvait lui offrir le plus d'agrement et de plaisir, elle aurait ete bien combattue par l'envie qu'elle avait de voir Blaize-Castle ; mais sa determination avait pour motif ce qu'elle regardait comme un devoir et le desir de maintenir ses nouveaux amis dans l'opinion qu'ils avaient selon elle de son caractere.'",920,aligned,180035,180391,-1,-1,"Si elle n'eut pense qu'a suivre le parti qui pouvait lui offrir le plus d'agrement et de plaisir, elle aurait ete bien combattue par l'envie qu'elle avait de voir Blaize-Castle ; mais sa determination avait pour motif ce qu'elle regardait comme un devoir et le desir de maintenir ses nouveaux amis dans l'opinion qu'ils avaient selon elle de son caractere. ",
"Young people will be young people, as your good mother says herself.","Les jeunes gens sont des jeunes gens, votre mere le dit elle-meme.",935,aligned,188074,188140,-1,-1,"Les jeunes gens sont des jeunes gens, votre mere le dit elle-meme. ",
"Catherine, relieved for herself, felt uneasy for Isabella, and after a moment's thought, asked Mr. Allen whether it would not be both proper and kind in her to write to Miss Thorpe, and explain the indecorum of which she must be as insensible as herself; for she considered that Isabella might otherwise perhaps be going to Clifton the next day, in spite of what had passed.","Catherine, rassuree pour elle meme, eprouva des inquietudes pour Isabelle : apres avoir reflechi quelques instans, elle demanda a M. Allen si elle ne devait pas ecrire a Miss Thorpe, pour lui apprendre que ses promenades blessaient la decence ; car elle s'imaginait que son amie, malgre tout ce qu'elle avait dit, pourrait bien aller le lendemain a Clifton.",937,aligned,188741,189098,-1,-1,"Catherine, rassuree pour elle meme, eprouva des inquietudes pour Isabelle : apres avoir reflechi quelques instans, elle demanda a M. Allen si elle ne devait pas ecrire a Miss Thorpe, pour lui apprendre que ses promenades blessaient la decence ; car elle s'imaginait que son amie, malgre tout ce qu'elle avait dit, pourrait bien aller le lendemain a Clifton. ",
"Dear madam, then why did not you tell me so before?","~~~ -- Oh ! Madame, dit Catherine toute emue, pourquoi ne m'avez-vous pas dit cela plutot ?",940,aligned,187571,187660,-1,-1,"

-- Oh ! Madame, dit Catherine toute emue, pourquoi ne m'avez-vous pas dit cela plutot ? ",
"They determined on walking round Beechen Cliff, that noble hill whose beautiful verdure and hanging coppice render it so striking an object from almost every opening in Bath.",(No direct equivalent in text),960,not aligned,-1,-1,168777,168951,,"They
determined on walking round Beechen Cliff, that noble hill whose
beautiful verdure and hanging coppice render it so striking an object
from almost every opening in Bath.
"
"""While, in fact,"" cried his sister, ""it ought only to be applied to you, without any commendation at all. You are more nice than wise. Come, Miss Morland, let us leave him to meditate over our faults in the utmost propriety of diction, while we praise Udolpho in whatever terms we like best. ~~~ It is a most interesting work. You are fond of that kind of reading?""",-- Ce n'est sans doute pas a celle des romans que vous vous bornez ?,971,aligned,-1,-1,172566,172925,,"While, in fact,"" cried his sister, ""it ought only to be applied to
you, without any commendation at all. You are more nice than wise.
Come, Miss Morland, let us leave him to meditate over our faults in the
utmost propriety of diction, while we praise Udolpho in whatever terms
we like best. It is a most interesting work. You are fond of that kind
of reading?"""
"""Very true,"" said Henry, ""and this is a very nice day, and we are taking a very nice walk, and you are two very nice young ladies. Oh! ~~~ It is a very nice word indeed! ~~~ It does for everything. Originally perhaps it was applied only to express neatness, propriety, delicacy, or refinement people were nice in their dress, in their sentiments, or their choice. But now every commendation on every subject is comprised in that one word.""",(No direct equivalent in text),982,not aligned,-1,-1,172133,172562,,"Very true,"" said Henry, ""and this is a very nice day, and we are
taking a very nice walk, and you are two very nice young ladies. Oh! It
is a very nice word indeed! It does for everything. Originally perhaps
it was applied only to express neatness, propriety, delicacy, or
refinement people were nice in their dress, in their sentiments, or
their choice. But now every commendation on every subject is comprised
in that one word."""
"""I am sure,"" cried Catherine, ""I did not mean to say anything wrong; but it _is_ a nice book, and why should not I call it so?""",(No direct equivalent in text),992,not aligned,-1,-1,172004,172129,,"I am sure,"" cried Catherine, ""I did not mean to say anything wrong;
but it _is_ a nice book, and why should not I call it so?"""
"I cannot say I admire her taste; and for my part, I was determined from the first not to go, if they pressed me ever so much.""",(No direct equivalent in text),1002,not aligned,-1,-1,186053,186178,,"I cannot say I admire
her taste; and for my part, I was determined from the first not to go,
if they pressed me ever so much."""
Elle trouva les deux jeunes Miss Thorpe dans le parloir.,Elle trouva les deux jeunes Miss Thorpe dans le parloir.,1022,aligned,210418,210474,-1,-1,Elle trouva les deux jeunes Miss Thorpe dans le parloir. ,
L'amitie et la curiosite causerent donc l'empressement qu'elle mit a se rendre a Edgars'-Building.,~~~ L'amitie et la curiosite causerent donc l'empressement qu'elle mit a se rendre a Edgars'-Building.,1023,aligned,210318,210417,-1,-1, L'amitie et la curiosite causerent donc l'empressement qu'elle mit a se rendre a Edgars'-Building. ,
"It appeared that Blaize Castle had never been thought of; and, as for all the rest, there was nothing to regret for half an instant.",(No direct equivalent in text),1057,not aligned,-1,-1,188268,188400,,"It appeared that Blaize
Castle had never been thought of; and, as for all the rest, there was
nothing to regret for half an instant. "
Oh!,(No direct equivalent in text),1059,not aligned,-1,-1,43382,43385,,Oh! 
Her heart and faith were alike engaged to James.,(No direct equivalent in text),1082,not aligned,-1,-1,190340,190388,,"Her heart and faith were alike engaged to James.
"
"""My dear Isabella, what do you mean? Can you can you really be in love with James?""","""Que voulez-vous dire, ma chere Isabelle ? Etes-vous ...? Pouvez-vous ?... Est-ce que vraiment vous aimez James...?""",1085,aligned,-1,-1,189968,190049,,"My dear Isabella, what do you mean? Can
you can you really be in love with James?"""
But this is idle talking!,(No direct equivalent in text),1117,not aligned,-1,-1,194890,194915,,But this is idle talking! 
"For heaven s sake, waste no more time.",(No direct equivalent in text),1120,not aligned,-1,-1,196069,196107,,"For heaven s
sake, waste no more time. "
I cannot bear to see you linger so.,(No direct equivalent in text),1122,not aligned,-1,-1,196033,196068,,I cannot bear to see you linger so. 
"""Indeed, Morland, I must drive you away. Consider how far you have to ride.",(No direct equivalent in text),1129,not aligned,-1,-1,195958,196032,,"Indeed, Morland, I must drive you away. Consider how
far you have to ride. "
I know I shall never have courage to open the letter.,(No direct equivalent in text),1133,not aligned,-1,-1,195089,195142,,"I know I shall never have courage to open the
letter. "
"From them, however, the eight parts of speech shone out most expressively, and James could combine them with ease.",(No direct equivalent in text),1138,not aligned,-1,-1,195547,195661,,"From them, however, the eight parts of
speech shone out most expressively, and James could combine them with
ease. "
