eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,occurrences_tuple,fr_text,fr_startByte,fr_endByte
exp,exp_name,mrs. morland,Mrs. Morland,4432,4444,15,6,1,M_11,"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.",25,aligned,4915,5211,4432,4674,"Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.
","Mrs. Morland was a very good woman, and wished to see her children
everything they ought to be; but her time was so much occupied in
lying-in and teaching the little ones, that her elder daughters were
inevitably left to shift for themselves; ",['Mme Morland'],"[(None, None, None)]","((None, None, None),)",Mistriss Morland,4915.0,4931.0
booknlp,COREF,82,her,4486,4489,15,6,1,M_12,"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.",25,aligned,4915,5211,4432,4674,"Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.
","Mrs. Morland was a very good woman, and wished to see her children
everything they ought to be; but her time was so much occupied in
lying-in and teaching the little ones, that her elder daughters were
inevitably left to shift for themselves; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975)]","(('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975))",ses,4972.0,4975.0
booknlp,COREF,82,her,4532,4535,15,6,1,M_13,"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.",25,aligned,4915,5211,4432,4674,"Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.
","Mrs. Morland was a very good woman, and wished to see her children
everything they ought to be; but her time was so much occupied in
lying-in and teaching the little ones, that her elder daughters were
inevitably left to shift for themselves; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975)]","(('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975))",son,5010.0,5013.0
booknlp,COREF,82,her,4609,4612,15,6,1,M_14,"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.",25,aligned,4915,5211,4432,4674,"Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.
","Mrs. Morland was a very good woman, and wished to see her children
everything they ought to be; but her time was so much occupied in
lying-in and teaching the little ones, that her elder daughters were
inevitably left to shift for themselves; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975)]","(('elle', 4954, 4958), ('son', 5010, 5013), ('ses', 4972, 4975))",son,5010.0,5013.0
exp,exp_name,catherine,Catherine,4710,4719,0,6,1,M_15,"and it was not very wonderful that Catherine, who had by nature nothing heroic about her, should prefer cricket, baseball, riding on horseback, and running about the country at the age of fourteen, to books or at least books of information for, provided that nothing like useful knowledge could be gained from them, provided they were all story and no reflection, she had never any objection to books at all.","Ainsi Catherine, abandonnee a elle-meme, n'avait que des gouts et des idees tres-simples, et preferait naturellement, a quinze ans, les jeux et les exercices de cet age, a l'etude et a la lecture, du moins a la lecture des livres serieux ; car elle lisait assez volontiers ceux qui ne contenaient aucune lecon, aucune reflexion, et qui ne demandaient aucune application.",26,aligned,5213,5583,4675,5083,"Ainsi Catherine, abandonnee a elle-meme, n'avait que des gouts et des idees tres-simples, et preferait naturellement, a quinze ans, les jeux et les exercices de cet age, a l'etude et a la lecture, du moins a la lecture des livres serieux ; car elle lisait assez volontiers ceux qui ne contenaient aucune lecon, aucune reflexion, et qui ne demandaient aucune application.
","and it was not very wonderful
that Catherine, who had by nature nothing heroic about her, should
prefer cricket, baseball, riding on horseback, and running about the
country at the age of fourteen, to books or at least books of
information for, provided that nothing like useful knowledge could be
gained from them, provided they were all story and no reflection, she
had never any objection to books at all. ",['Catherine'],"[('Catherine', 5219, 5228)]","(('Catherine', 5219, 5228),)",Catherine,5219.0,5228.0
exp,exp_name,mr. allen,Mr. Allen,7501,7510,10,21,1,M_16,"Mr. Allen, who owned the chief of the property about Fullerton, the village in Wiltshire where the Morlands lived, was ordered to Bath for the benefit of a gouty constitution and his lady, a good-humoured woman, fond of Miss Morland, and probably aware that if adventures will not befall a young lady in her own village, she must seek them abroad, invited her to go with them.","Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari. Mistriss aimait Catherine ; elle l'invita a les y accompagner.",30,aligned,8788,9073,7501,7877,"Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari.

Mistriss aimait Catherine ; elle l'invita a les y accompagner. ","Mr. Allen, who owned the chief of the property about Fullerton, the
village in Wiltshire where the Morlands lived, was ordered to Bath for
the benefit of a gouty constitution and his lady, a good-humoured
woman, fond of Miss Morland, and probably aware that if adventures will
not befall a young lady in her own village, she must seek them abroad,
invited her to go with them. ",['M. Allen'],"[('M. Allen', 8868, 8876)]","(('M. Allen', 8868, 8876),)",M. Allen,8868.0,8876.0
booknlp,COREF,89,his,7680,7683,10,21,1,M_17,"Mr. Allen, who owned the chief of the property about Fullerton, the village in Wiltshire where the Morlands lived, was ordered to Bath for the benefit of a gouty constitution and his lady, a good-humoured woman, fond of Miss Morland, and probably aware that if adventures will not befall a young lady in her own village, she must seek them abroad, invited her to go with them.","Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari. Mistriss aimait Catherine ; elle l'invita a les y accompagner.",30,aligned,8788,9073,7501,7877,"Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari.

Mistriss aimait Catherine ; elle l'invita a les y accompagner. ","Mr. Allen, who owned the chief of the property about Fullerton, the
village in Wiltshire where the Morlands lived, was ordered to Bath for
the benefit of a gouty constitution and his lady, a good-humoured
woman, fond of Miss Morland, and probably aware that if adventures will
not befall a young lady in her own village, she must seek them abroad,
invited her to go with them. ","['son', 'sa', 'ses', 'le sien']","[('son', 9000, 9003)]","(('son', 9000, 9003),)",son,9000.0,9003.0
exp,exp_name,miss morland,Miss Morland,7721,7733,0,21,1,M_18,"Mr. Allen, who owned the chief of the property about Fullerton, the village in Wiltshire where the Morlands lived, was ordered to Bath for the benefit of a gouty constitution and his lady, a good-humoured woman, fond of Miss Morland, and probably aware that if adventures will not befall a young lady in her own village, she must seek them abroad, invited her to go with them.","Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari. Mistriss aimait Catherine ; elle l'invita a les y accompagner.",30,aligned,8788,9073,7501,7877,"Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari.

Mistriss aimait Catherine ; elle l'invita a les y accompagner. ","Mr. Allen, who owned the chief of the property about Fullerton, the
village in Wiltshire where the Morlands lived, was ordered to Bath for
the benefit of a gouty constitution and his lady, a good-humoured
woman, fond of Miss Morland, and probably aware that if adventures will
not befall a young lady in her own village, she must seek them abroad,
invited her to go with them. ",['Mlle Morland'],"[(None, None, None)]","((None, None, None),)",Mistriss Allen,8969.0,8983.0
exp,exp_name,mrs. morland,Mrs. Morland,7886,7898,15,21,1,M_19,"Mr. and Mrs. Morland were all compliance, and Catherine all happiness.","Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.",29,aligned,9074,9265,7878,7948,"Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.
","Mr. and Mrs. Morland were all compliance,
and Catherine all happiness.
",['Mme Morland'],"[(None, None, None)]","((None, None, None),)",Mist. Morland,9133.0,9146.0
exp,exp_name,catherine,Catherine,7924,7933,0,21,1,M_20,"Mr. and Mrs. Morland were all compliance, and Catherine all happiness.","Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.",29,aligned,9074,9265,7878,7948,"Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.
","Mr. and Mrs. Morland were all compliance,
and Catherine all happiness.
",['Catherine'],"[(None, None, None)]","((None, None, None),)",elle,9075.0,9079.0
exp,exp_name,catherine morland,Catherine Morland,8010,8027,0,23,2,M_21,"CHAPTER 2 In addition to what has been already said of Catherine Morland s personal and mental endowments, when about to be launched into all the difficulties and dangers of a six weeks residence in Bath, it may be stated, for the reader s more certain information, lest the following pages should otherwise fail of giving any idea of what her character is meant to be, that her heart was affectionate; her disposition cheerful and open, without conceit or affectation of any kind her manners just removed from the awkwardness and shyness of a girl; her person pleasing, and, when in good looks, pretty and her mind about as ignorant and uninformed as the female mind at seventeen usually is.","CHAPITRE II Notre heroine va etre lancee dans un monde qui lui est inconnu : elle a dix-huit ans, son caractere est doux, son coeur bienveillant, ses manieres obligeantes et franches ; elle n'a plus cet embarras ordinaire aux jeunes personnes elevees a la campagne ; cette niaiserie qu'elles conservent presque toujours a disparu ; Catherine peut plaire ; son ensemble est agreable, son esprit a acquis de la justesse et son humeur de l'amabilite.",47,aligned,9271,9723,7953,8648,"CHAPITRE II





Notre heroine va etre lancee dans un monde qui lui est inconnu : elle a dix-huit ans, son caractere est doux, son coeur bienveillant, ses manieres obligeantes et franches ; elle n'a plus cet embarras ordinaire aux jeunes personnes elevees a la campagne ; cette niaiserie qu'elles conservent presque toujours a disparu ; Catherine peut plaire ; son ensemble est agreable, son esprit a acquis de la justesse et son humeur de l'amabilite.
","CHAPTER 2


In addition to what has been already said of Catherine Morland s
personal and mental endowments, when about to be launched into all the
difficulties and dangers of a six weeks  residence in Bath, it may be
stated, for the reader s more certain information, lest the following
pages should otherwise fail of giving any idea of what her character is
meant to be, that her heart was affectionate; her disposition cheerful
and open, without conceit or affectation of any kind her manners just
removed from the awkwardness and shyness of a girl; her person
pleasing, and, when in good looks, pretty and her mind about as
ignorant and uninformed as the female mind at seventeen usually is.
",['Catherine Morland'],"[(None, None, None)]","((None, None, None),)",Notre heroine,9288.0,9301.0
exp,exp_name,mrs. morland,Mrs. Morland,8712,8724,15,24,2,M_22,"When the hour of departure drew near, the maternal anxiety of Mrs. Morland will be naturally supposed to be most severe.","Aux approches du depart, sans doute que les anxietes maternelles vont agiter Mistriss Morland ;",53,aligned,9725,9820,8650,8770,"Aux approches du depart, sans doute que les anxietes maternelles vont agiter Mistriss Morland ; ","When the hour of departure drew near, the maternal anxiety of Mrs.
Morland will be naturally supposed to be most severe. ",['Mme Morland'],"[(None, None, None)]","((None, None, None),)",Mistriss Morland,9802.0,9818.0
booknlp,COREF,82,her,8816,8819,15,24,2,M_23,"A thousand alarming presentiments of evil to her beloved Catherine from this terrific separation must oppress her heart with sadness, and drown her in tears for the last day or two of their being together;","mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ;",52,aligned,9821,9997,8771,8976,"mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ; ","A thousand
alarming presentiments of evil to her beloved Catherine from this
terrific separation must oppress her heart with sadness, and drown her
in tears for the last day or two of their being together; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990)]","(('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990))",la,9855.0,9857.0
exp,exp_name,catherine,Catherine,8828,8837,0,24,2,M_24,"A thousand alarming presentiments of evil to her beloved Catherine from this terrific separation must oppress her heart with sadness, and drown her in tears for the last day or two of their being together;","mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ;",52,aligned,9821,9997,8771,8976,"mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ; ","A thousand
alarming presentiments of evil to her beloved Catherine from this
terrific separation must oppress her heart with sadness, and drown her
in tears for the last day or two of their being together; ",['Catherine'],"[(None, None, None)]","((None, None, None),)",la,9855.0,9857.0
booknlp,COREF,82,her,8881,8884,15,24,2,M_25,"A thousand alarming presentiments of evil to her beloved Catherine from this terrific separation must oppress her heart with sadness, and drown her in tears for the last day or two of their being together;","mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ;",52,aligned,9821,9997,8771,8976,"mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ; ","A thousand
alarming presentiments of evil to her beloved Catherine from this
terrific separation must oppress her heart with sadness, and drown her
in tears for the last day or two of their being together; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990)]","(('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990))",son,9909.0,9912.0
booknlp,COREF,82,her,8915,8918,15,24,2,M_26,"A thousand alarming presentiments of evil to her beloved Catherine from this terrific separation must oppress her heart with sadness, and drown her in tears for the last day or two of their being together;","mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ;",52,aligned,9821,9997,8771,8976,"mille pressentimens funestes vont la tourmenter ; cette cruelle separation va oppresser son coeur sensible ; pendant les derniers jours, un deluge de larmes inondera ses yeux ; ","A thousand
alarming presentiments of evil to her beloved Catherine from this
terrific separation must oppress her heart with sadness, and drown her
in tears for the last day or two of their being together; ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990)]","(('la', 9855, 9857), ('son', 9909, 9912), ('ses', 9987, 9990))",la,9855.0,9857.0
booknlp,COREF,82,her,9057,9060,15,24,2,M_27,and advice of the most important and applicable nature must of course flow from her wise lips in their parting conference in her closet.,"sans doute qu'elle prodiguera les avis pour premunir sa fille cherie contre les seductions, qui ne manqueront pas de l'environner, et aussi contre les pieges qui de toutes parts vont etre tendus a son innocence.",51,aligned,9998,10209,8977,9113,"sans doute qu'elle prodiguera les avis pour premunir sa fille cherie contre les seductions, qui ne manqueront pas de l'environner, et aussi contre les pieges qui de toutes parts vont etre tendus a son innocence. ","and advice of
the most important and applicable nature must of course flow from her
wise lips in their parting conference in her closet. ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 10012, 10016), ('sa', 10051, 10053), ('son', 10195, 10198)]","(('elle', 10012, 10016), ('sa', 10051, 10053), ('son', 10195, 10198))",,,
booknlp,COREF,82,her,9102,9105,15,24,2,M_28,and advice of the most important and applicable nature must of course flow from her wise lips in their parting conference in her closet.,"sans doute qu'elle prodiguera les avis pour premunir sa fille cherie contre les seductions, qui ne manqueront pas de l'environner, et aussi contre les pieges qui de toutes parts vont etre tendus a son innocence.",51,aligned,9998,10209,8977,9113,"sans doute qu'elle prodiguera les avis pour premunir sa fille cherie contre les seductions, qui ne manqueront pas de l'environner, et aussi contre les pieges qui de toutes parts vont etre tendus a son innocence. ","and advice of
the most important and applicable nature must of course flow from her
wise lips in their parting conference in her closet. ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 10012, 10016), ('sa', 10051, 10053), ('son', 10195, 10198)]","(('elle', 10012, 10016), ('sa', 10051, 10053), ('son', 10195, 10198))",elle,10012.0,10016.0
booknlp,COREF,82,her,9288,9291,15,24,2,M_29,"Cautions against the violence of such noblemen and baronets as delight in forcing young ladies away to some remote farm-house, must, at such a moment, relieve the fulness of her heart.","Elle la previendra contre cette foule de jeunes seigneurs, dont la principale occupation est d'inspirer de l'amour aux jeunes beautes, de les enlever, de fuir avec elles en des pays lointains.",50,aligned,10210,10402,9114,9298,"Elle la previendra contre cette foule de jeunes seigneurs, dont la principale occupation est d'inspirer de l'amour aux jeunes beautes, de les enlever, de fuir avec elles en des pays lointains. ","Cautions against
the violence of such noblemen and baronets as delight in forcing young
ladies away to some remote farm-house, must, at such a moment, relieve
the fulness of her heart. ","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 10210, 10214), ('la', 10215, 10217), ('la', 10274, 10276)]","(('elle', 10210, 10214), ('la', 10215, 10217), ('la', 10274, 10276))",,,
exp,exp_name,mrs. morland,Mrs. Morland,9327,9339,15,24,2,M_30,"But Mrs. Morland knew so little of lords and baronets, that she entertained no notion of their general mischievousness, and was wholly unsuspicious of danger to her daughter from their machinations.","Mais la bonne Mistriss Morland n'a point de cabinet isole ; elle n'a jamais connu ni lords, ni baronnets ; jamais elle n'a entendu parler de leurs moeurs ; elle n'a point lu de romans, et n'a pas la plus legere notion des dangers qu'une jeune personne peut courir dans le monde.",48,aligned,10587,10865,9323,9521,"Mais la bonne Mistriss Morland n'a point de cabinet isole ; elle n'a jamais connu ni lords, ni baronnets ; jamais elle n'a entendu parler de leurs moeurs ; elle n'a point lu de romans, et n'a pas la plus legere notion des dangers qu'une jeune personne peut courir dans le monde. ","But Mrs. Morland knew
so little of lords and baronets, that she entertained no notion of
their general mischievousness, and was wholly unsuspicious of danger to
her daughter from their machinations. ",['Mme Morland'],"[(None, None, None)]","((None, None, None),)",Mistriss Morland,10601.0,10617.0
