eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng
Such were her propensities her abilities were quite as extraordinary.,Elle ne montrait de dispositions pour aucune chose ;,10,aligned,2187,2239,1794,1863,Elle ne montrait de dispositions pour aucune chose ; ,"Such were her propensities her abilities were
quite as extraordinary. "
"She was fond of all boy s plays, and greatly preferred cricket not merely to dolls, but to the more heroic enjoyments of infancy, nursing a dormouse, feeding a canary-bird, or watering a rose-bush.","Elle n'aimait que les jeux des petits garcons ; elle s'amusait plus a tourmenter un hanneton, qu'a faire la toilette de sa poupee ; a elever un moineau, qu'a soigner ces roses, dont les auteurs representent la culture, comme l'amusement cheri des jeunes beautes, desquelles ils nous donnent l'histoire : voulait-elle des fleurs, elle les arrachait plutot qu'elle ne les cueillait, encore etait-ce pour les effeuiller et les eparpiller aussitot.",11,aligned,1741,2185,1381,1578,"Elle n'aimait que les jeux des petits garcons ; elle s'amusait plus a tourmenter un hanneton, qu'a faire la toilette de sa poupee ; a elever un moineau, qu'a soigner ces roses, dont les auteurs representent la culture, comme l'amusement cheri des jeunes beautes, desquelles ils nous donnent l'histoire : voulait-elle des fleurs, elle les arrachait plutot qu'elle ne les cueillait, encore etait-ce pour les effeuiller et les eparpiller aussitot.
","She was fond of all boy s plays, and greatly
preferred cricket not merely to dolls, but to the more heroic
enjoyments of infancy, nursing a dormouse, feeding a canary-bird, or
watering a rose-bush. "
"She had a thin awkward figure, a sallow skin without colour, dark lank hair, and strong features so much for her person; and not less unpropitious for heroism seemed her mind.","Dans la plus tendre jeunesse, Catherine avait de la vivacite dans les yeux, mais son teint etait pale ; ses cheveux etaient noirs, sans boucles et peu epais, ses traits gros, ses membres forts ; enfin son corps ne semblait pas, plus que son esprit, destine par la nature a representer, comme je l'ai deja dit, le principal personnage d'un roman.",12,aligned,1395,1740,1205,1380,"Dans la plus tendre jeunesse, Catherine avait de la vivacite dans les yeux, mais son teint etait pale ; ses cheveux etaient noirs, sans boucles et peu epais, ses traits gros, ses membres forts ; enfin son corps ne semblait pas, plus que son esprit, destine par la nature a representer, comme je l'ai deja dit, le principal personnage d'un roman. ","She had a
thin awkward figure, a sallow skin without colour, dark lank hair, and
strong features so much for her person; and not less unpropitious for
heroism seemed her mind. "
"A family of ten children will be always called a fine family, where there are heads and arms and legs enough for the number; but the Morlands had little other right to the word, for they were in general very plain, and Catherine, for many years of her life, as plain as any.","C'est une belle famille que celle qui est composee de dix enfans, tous sains et bien conformes ! ~~~ Voila ce qu'on admirait dans celle de Mistriss Morland. On y remarquait aussi un trait commun a tous, celui d'une simplicite un peu trop grande peut-etre, dont Catherine n'etait pas plus exempte que les autres.",13,aligned,1086,1393,930,1204,"C'est une belle famille que celle qui est composee de dix enfans, tous sains et bien conformes ! Voila ce qu'on admirait dans celle de Mistriss Morland. On y remarquait aussi un trait commun a tous, celui d'une simplicite un peu trop grande peut-etre, dont Catherine n'etait pas plus exempte que les autres.
","A
family of ten children will be always called a fine family, where there
are heads and arms and legs enough for the number; but the Morlands had
little other right to the word, for they were in general very plain,
and Catherine, for many years of her life, as plain as any. "
"She had three sons before Catherine was born; and instead of dying in bringing the latter into the world, as anybody might expect, she still lived on lived to have six children more to see them growing up around her, and to enjoy excellent health herself.","La sante parfaite de cette bonne mere, heureuse de voir tous ses enfans croitre autour d'elle, donnait un grand echec a la science des tireuses d'horoscopes.",14,aligned,927,1084,674,929,"La sante parfaite de cette bonne mere, heureuse de voir tous ses enfans croitre autour d'elle, donnait un grand echec a la science des tireuses d'horoscopes.
","She had three sons before Catherine was born; and
instead of dying in bringing the latter into the world, as anybody
might expect, she still lived on lived to have six children more to see
them growing up around her, and to enjoy excellent health herself. "
"Her mother was a woman of useful plain sense, with a good temper, and, what is more remarkable, with a good constitution.","Mistriss Morland joignait le bon sens a la bonhomie ; bien constituee, elle avait eu trois fils avant la naissance de Catherine, et, en depit de la prediction de plusieurs bonnes femmes de son voisinage, qui lui avaient prophetise qu'elle perdrait le jour en le donnant a cette derniere, elle eut encore depuis six autres enfans.",15,aligned,597,926,552,673,"Mistriss Morland joignait le bon sens a la bonhomie ; bien constituee, elle avait eu trois fils avant la naissance de Catherine, et, en depit de la prediction de plusieurs bonnes femmes de son voisinage, qui lui avaient prophetise qu'elle perdrait le jour en le donnant a cette derniere, elle eut encore depuis six autres enfans. ","Her mother was a woman of useful
plain sense, with a good temper, and, what is more remarkable, with a
good constitution. "
He had a considerable independence besides two good livings and he was not in the least addicted to locking up his daughters.,(No direct equivalent in text),16,not aligned,-1,-1,426,551,,"He had a considerable
independence besides two good livings and he was not in the least
addicted to locking up his daughters. "
"Her father was a clergyman, without being neglected, or poor, and a very respectable man, though his name was Richard and he had never been handsome.","Son pere, Pasteur respectable, n'avait rien de distingue, ni dans la personne, ni dans les manieres ;",17,aligned,379,480,276,425,"Son pere, Pasteur respectable, n'avait rien de distingue, ni dans la personne, ni dans les manieres ; ","Her father was a clergyman, without being
neglected, or poor, and a very respectable man, though his name was
Richard and he had never been handsome. "
"Her situation in life, the character of her father and mother, her own person and disposition, were all equally against her.","Le caractere de son pere, celui de sa mere, le sien propre, sa personne, sa position dans la societe, tout enfin semblait la destiner a l'obscurite, qui est le partage de la multitude.",18,aligned,194,378,151,275,"Le caractere de son pere, celui de sa mere, le sien propre, sa personne, sa position dans la societe, tout enfin semblait la destiner a l'obscurite, qui est le partage de la multitude. ","Her situation in life, the
character of her father and mother, her own person and disposition,
were all equally against her. "
"Indeed she had no taste for a garden; and if she gathered flowers at all, it was chiefly for the pleasure of mischief at least so it was conjectured from her always preferring those which she was forbidden to take.",(No direct equivalent in text),19,not aligned,-1,-1,1579,1793,,"Indeed she had no taste for a garden; and if she
gathered flowers at all, it was chiefly for the pleasure of mischief at
least so it was conjectured from her always preferring those which she
was forbidden to take. "
"she was moreover noisy and wild, hated confinement and cleanliness, and loved nothing so well in the world as rolling down the green slope at the back of the house.","elle n'aimait pas de rester a la maison ; enfin, elle n'etait pas tres-propre, et son plus grand plaisir etait de se rouler sur le plancher ou sur le gazon.",20,aligned,3916,4072,3472,3636,"elle n'aimait pas de rester a la maison ; enfin, elle n'etait pas tres-propre, et son plus grand plaisir etait de se rouler sur le plancher ou sur le gazon.
","she was moreover noisy and wild,
hated confinement and cleanliness, and loved nothing so well in the
world as rolling down the green slope at the back of the house.
"
Such was Catherine Morland at ten.,"Telle etait Catherine Morland, a l'age de dix ans.",21,aligned,4074,4124,3638,3672,"Telle etait Catherine Morland, a l'age de dix ans. ",Such was Catherine Morland at ten. 
"Her love of dirt gave way to an inclination for finery, and she grew clean as she grew smart; she had now the pleasure of sometimes hearing her father and mother remark on her personal improvement.","les gouts qu'elle avait eus dans l'enfance etaient remplaces par d'autres plus convenables, tels que ceux d'arrangement et de proprete : elle commencait meme a soigner sa toilette ; elle avait alors le plaisir d'entendre quelquefois ses parens remarquer ce changement avantageux,",22,aligned,4410,4689,3900,4097,"les gouts qu'elle avait eus dans l'enfance etaient remplaces par d'autres plus convenables, tels que ceux d'arrangement et de proprete : elle commencait meme a soigner sa toilette ; elle avait alors le plaisir d'entendre quelquefois ses parens remarquer ce changement avantageux, ","Her love of
dirt gave way to an inclination for finery, and she grew clean as she
grew smart; she had now the pleasure of sometimes hearing her father
and mother remark on her personal improvement. "
"""Catherine grows quite a good-looking girl she is almost pretty today,"" were words which caught her ears now and then; and how welcome were the sounds!",et se dire : << Catherine est tout-a-fait gentille... aujourd'hui elle est presque jolie... >>,23,aligned,4690,4781,4099,4249,et se dire : << Catherine est tout-a-fait gentille... aujourd'hui elle est presque jolie... ,"Catherine grows quite a
good-looking girl she is almost pretty today,"" were words which caught
her ears now and then; and how welcome were the sounds! "
To look _almost_ pretty is an acquisition of higher delight to a girl who has been looking plain the first fifteen years of her life than a beauty from her cradle can ever receive.,"Il est bien doux a quinze ans de savoir qu'on est jolie, surtout lorsqu'on n'avait entendu parler jusques la que de ses defauts.",24,aligned,4785,4913,4250,4430,"Il est bien doux a quinze ans de savoir qu'on est jolie, surtout lorsqu'on n'avait entendu parler jusques la que de ses defauts.
","To look
_almost_ pretty is an acquisition of higher delight to a girl who has
been looking plain the first fifteen years of her life than a beauty
from her cradle can ever receive.
"
"Mrs. Morland was a very good woman, and wished to see her children everything they ought to be; but her time was so much occupied in lying-in and teaching the little ones, that her elder daughters were inevitably left to shift for themselves;","Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.",25,aligned,4915,5211,4432,4674,"Mistriss Morland etait une bonne mere, elle desirait que ses enfans fussent bien eleves ; mais son temps etait tellement employe a soigner et a instruire les plus jeunes, que les aines devaient necessairement etre negliges, et s'occuper eux-memes de leur education, pour acquerir quelques talens.
","Mrs. Morland was a very good woman, and wished to see her children
everything they ought to be; but her time was so much occupied in
lying-in and teaching the little ones, that her elder daughters were
inevitably left to shift for themselves; "
"and it was not very wonderful that Catherine, who had by nature nothing heroic about her, should prefer cricket, baseball, riding on horseback, and running about the country at the age of fourteen, to books or at least books of information for, provided that nothing like useful knowledge could be gained from them, provided they were all story and no reflection, she had never any objection to books at all.","Ainsi Catherine, abandonnee a elle-meme, n'avait que des gouts et des idees tres-simples, et preferait naturellement, a quinze ans, les jeux et les exercices de cet age, a l'etude et a la lecture, du moins a la lecture des livres serieux ; car elle lisait assez volontiers ceux qui ne contenaient aucune lecon, aucune reflexion, et qui ne demandaient aucune application.",26,aligned,5213,5583,4675,5083,"Ainsi Catherine, abandonnee a elle-meme, n'avait que des gouts et des idees tres-simples, et preferait naturellement, a quinze ans, les jeux et les exercices de cet age, a l'etude et a la lecture, du moins a la lecture des livres serieux ; car elle lisait assez volontiers ceux qui ne contenaient aucune lecon, aucune reflexion, et qui ne demandaient aucune application.
","and it was not very wonderful
that Catherine, who had by nature nothing heroic about her, should
prefer cricket, baseball, riding on horseback, and running about the
country at the age of fourteen, to books or at least books of
information for, provided that nothing like useful knowledge could be
gained from them, provided they were all story and no reflection, she
had never any objection to books at all. "
"At fifteen, appearances were mending; she began to curl her hair and long for balls; her complexion improved, her features were softened by plumpness and colour, her eyes gained more animation, and her figure more consequence.","A quinze ans, il s'etait opere en elle un changement remarquable : son teint etait devenu plus clair, ses traits s'etaient adoucis, ses yeux s'etaient animes ; elle avait les jolies couleurs de la jeunesse, et un peu d'embonpoint ; sans etre belle, elle etait devenue assez agreable :",27,aligned,4125,4409,3673,3899,"A quinze ans, il s'etait opere en elle un changement remarquable : son teint etait devenu plus clair, ses traits s'etaient adoucis, ses yeux s'etaient animes ; elle avait les jolies couleurs de la jeunesse, et un peu d'embonpoint ; sans etre belle, elle etait devenue assez agreable : ","At fifteen, appearances were
mending; she began to curl her hair and long for balls; her complexion
improved, her features were softened by plumpness and colour, her eyes
gained more animation, and her figure more consequence. "
But from fifteen to seventeen she was in training for a heroine; she read all such works as heroines must read to supply their memories with those quotations which are so serviceable and so soothing in the vicissitudes of their eventful lives.,"Mais de quinze a dix sept ans ce ne fut plus la meme chose : elle lut, des ouvrages de nos poetes, ceux dont une heroine doit avoir indispensablement la memoire ornee, afin de pouvoir en citer a propos divers passages.",28,aligned,5585,5803,5084,5327,"Mais de quinze a dix sept ans ce ne fut plus la meme chose : elle lut, des ouvrages de nos poetes, ceux dont une heroine doit avoir indispensablement la memoire ornee, afin de pouvoir en citer a propos divers passages. ","But from fifteen to seventeen
she was in training for a heroine; she read all such works as heroines
must read to supply their memories with those quotations which are so
serviceable and so soothing in the vicissitudes of their eventful
lives.
"
"Mr. and Mrs. Morland were all compliance, and Catherine all happiness.","Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.",29,aligned,9074,9265,7878,7948,"Celle-ci fut enchantee de la proposition, a laquelle M. et Mist. Morland donnerent leur consentement avec joie, quand ces excellens parens virent combien elle faisait de plaisir a leur fille.
","Mr. and Mrs. Morland were all compliance,
and Catherine all happiness.
"
"Mr. Allen, who owned the chief of the property about Fullerton, the village in Wiltshire where the Morlands lived, was ordered to Bath for the benefit of a gouty constitution and his lady, a good-humoured woman, fond of Miss Morland, and probably aware that if adventures will not befall a young lady in her own village, she must seek them abroad, invited her to go with them.","Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari. Mistriss aimait Catherine ; elle l'invita a les y accompagner.",30,aligned,8788,9073,7501,7877,"Cependant pres de Fullerton en Wiltshire, il existait un bien considerable dont M. Allen, attaque de la goutte, etait devenu proprietaire. Le medecin lui ordonna les eaux de Bath ; Mistriss Allen devait y suivre son mari.

Mistriss aimait Catherine ; elle l'invita a les y accompagner. ","Mr. Allen, who owned the chief of the property about Fullerton, the
village in Wiltshire where the Morlands lived, was ordered to Bath for
the benefit of a gouty constitution and his lady, a good-humoured
woman, fond of Miss Morland, and probably aware that if adventures will
not befall a young lady in her own village, she must seek them abroad,
invited her to go with them. "
"But when a young lady is to be a heroine, the perverseness of forty surrounding families cannot prevent her. Something must and will happen to throw a hero in her way.","Toutefois si Catherine est destinee a la celebrite du roman, fut-elle dans un desert, il y viendra Chevalier, Baronnet ou Prince ; gardez-vous d'en douter !",31,aligned,8630,8786,7332,7499,"Toutefois si Catherine est destinee a la celebrite du roman, fut-elle dans un desert, il y viendra Chevalier, Baronnet ou Prince ; gardez-vous d'en douter !
","But when a young lady is to be a heroine, the perverseness of forty
surrounding families cannot prevent her. Something must and will happen
to throw a hero in her way.
"
"There was not one family among their acquaintance who had reared and supported a boy accidentally found at their door not one young man whose origin was unknown. Her father had no ward, and the squire of the parish no children.",(partially covered by previous sentence),32,aligned,-1,-1,7103,7330,,"There was not one family among their acquaintance who had
reared and supported a boy accidentally found at their door not one
young man whose origin was unknown. Her father had no ward, and the
squire of the parish no children.
"
There was not one lord in the neighbourhood; no not even a baronet.,(partially covered by previous sentence),33,aligned,-1,-1,7035,7102,,"There was not one lord in the neighbourhood; no not even a
baronet. "
But strange things may be generally accounted for if their cause be fairly searched out.,"mais il n'en existait aucun dans les environs de Fullerton ; mais on n'y rencontrait aucune famille dans laquelle on eut eleve un enfant, depose avec mystere pres du chateau, aucun jeune homme dont la naissance seulement fut inconnue, M. Morland n'avait point de pupille, le ministre du lieu n'avait point de fils.",34,aligned,8315,8629,6946,7034,"mais il n'en existait aucun dans les environs de Fullerton ; mais on n'y rencontrait aucune famille dans laquelle on eut eleve un enfant, depose avec mystere pres du chateau, aucun jeune homme dont la naissance seulement fut inconnue, M. Morland n'avait point de pupille, le ministre du lieu n'avait point de fils. ","But strange
things may be generally accounted for if their cause be fairly searched
out. "
This was strange indeed!,"Ce serait sans doute, une chose etonnante, si quelques lords ou quelques baronnets eussent habite dans son voisinage ;",35,aligned,8196,8314,6921,6945,"Ce serait sans doute, une chose etonnante, si quelques lords ou quelques baronnets eussent habite dans son voisinage ; ",This was strange indeed! 
"She had reached the age of seventeen, without having seen one amiable youth who could call forth her sensibility, without having inspired one real passion, and without having excited even any admiration but what was very moderate and very transient.","Catherine etait parvenue a l'age de dix-sept ans, sans avoir inspire une grande passion, sans avoir excite d'admiration, sans avoir entendu les louanges de la flatterie, et celles de l'exageration :",36,aligned,7996,8194,6671,6920,"Catherine etait parvenue a l'age de dix-sept ans, sans avoir inspire une grande passion, sans avoir excite d'admiration, sans avoir entendu les louanges de la flatterie, et celles de l'exageration :
","She had reached
the age of seventeen, without having seen one amiable youth who could
call forth her sensibility, without having inspired one real passion,
and without having excited even any admiration but what was very
moderate and very transient. "
There she fell miserably short of the true heroic height.,(No direct equivalent in text),37,not aligned,-1,-1,6535,6592,,"There she
fell miserably short of the true heroic height. "
"Her greatest deficiency was in the pencil she had no notion of drawing not enough even to attempt a sketch of her lover s profile, that she might be detected in the design.","Mais le dessin etait encore reste pour elle une occupation inconnue ; elle n'en avait pas la plus legere notion, et n'aurait pu crayonner la plus simple esquisse ; n'ayant aucune amie de coeur dont elle desirat conserver l'image tracee de sa main, n'ayant encore rencontre aucun homme qui occupat son imagination, elle regrettait peu et ne sentait nullement la privation du plus aimable des arts.",38,aligned,7598,7994,6362,6534,"Mais le dessin etait encore reste pour elle une occupation inconnue ; elle n'en avait pas la plus legere notion, et n'aurait pu crayonner la plus simple esquisse ; n'ayant aucune amie de coeur dont elle desirat conserver l'image tracee de sa main, n'ayant encore rencontre aucun homme qui occupat son imagination, elle regrettait peu et ne sentait nullement la privation du plus aimable des arts.
","Her greatest deficiency was in the pencil she
had no notion of drawing not enough even to attempt a sketch of her
lover s profile, that she might be detected in the design. "
"So far her improvement was sufficient and in many other points she came on exceedingly well; for though she could not write sonnets, she brought herself to read them; and though there seemed no chance of her throwing a whole party into raptures by a prelude on the pianoforte, of her own composition, she could listen to other people s performance with very little fatigue.","Ce qui etait bien suffisant pour son instruction litteraire. Elle finit aussi par acquerir quelques connaissances sur d'autres objets : sans etre capable de faire des vers, elle parvint a gouter ceux qui etaient bien faits ; sans etre virtuose, sans s'extasier quand elle entendait un morceau de Rossini, elle parvint a l'ecouter sans ennui, et meme a juger assez sainement de l'execution.",39,aligned,7207,7597,5988,6361,"Ce qui etait bien suffisant pour son instruction litteraire.

Elle finit aussi par acquerir quelques connaissances sur d'autres objets : sans etre capable de faire des vers, elle parvint a gouter ceux qui etaient bien faits ; sans etre virtuose, sans s'extasier quand elle entendait un morceau de Rossini, elle parvint a l'ecouter sans ennui, et meme a juger assez sainement de l'execution. ","So far her improvement was sufficient and in many other points she came
on exceedingly well; for though she could not write sonnets, she
brought herself to read them; and though there seemed no chance of her
throwing a whole party into raptures by a prelude on the pianoforte, of
her own composition, she could listen to other people s performance
with very little fatigue. "
"And that a young woman in love always looks ""like Patience on a monument Smiling at Grief.""","<< Que les regards d'une jeune femme sensible sont comme ceux de la resignation, appuyee sur un tombeau et souriant au malheur. >> -- << like Patience on a monument << Smiling at Grief. ~~~ >>",40,aligned,7016,7201,5892,5984,"Que les regards d'une jeune femme sensible sont comme ceux de la resignation, appuyee sur un tombeau et souriant au malheur. >>

-- << like Patience on a monument

<< Smiling at Grief. >","And that a young woman in love always looks 

""like Patience on a monument
Smiling at Grief."""
"That ""The poor beetle, which we tread upon, In corporal sufferance feels a pang as great As when a giant dies.""","<< Que nous faisons eprouver a l'insecte que nous foulons aux pieds sans y faire attention, des douleurs tout aussi cruelles que celles que le plus grand des etres peut ressentir par une mort violente. >> << The poor beetle, which we tread upon, << In corporal sufferance feels a pang as great << As when a giant dies. >>",41,aligned,6688,7006,5777,5888,"Que nous faisons eprouver a l'insecte que nous foulons aux pieds sans y faire attention, des douleurs tout aussi cruelles que celles que le plus grand des etres peut ressentir par une mort violente. >>

<< The poor beetle, which we tread upon,

<< In corporal sufferance feels a pang as great

<< As when a giant dies. ","That

""The poor beetle, which we tread upon,
In corporal sufferance feels a pang as great
As when a giant dies."""
"And from Shakespeare she gained a great store of information amongst the rest, that ""Trifles light as air, Are, to the jealous, confirmation strong, As proofs of Holy Writ.""","Dans Shakspeare, ses idees prirent un plus grand essort ; entre plusieurs pensees remarquables, elle retint celle-ci : << Que pour la jalousie, les soupcons les plus legers, sont des preuves authentiques. ~~~ >> -- << Trifles light as air, << Are, to the jealous, confirmation strong, << As proofs of Holy Writ. >>",42,aligned,6367,6678,5599,5773,"Dans Shakspeare, ses idees prirent un plus grand essort ; entre plusieurs pensees remarquables, elle retint celle-ci :

<< Que pour la jalousie, les soupcons les plus legers, sont des preuves authentiques. >>

-- << Trifles light as air,

<< Are, to the jealous, confirmation strong,

<< As proofs of Holy Writ. ","And from Shakespeare she gained a great store of information amongst
the rest, that 

""Trifles light as air,
Are, to the jealous, confirmation strong,
As proofs of Holy Writ."""
"From Thompson, that ""It is a delightful task To teach the young idea how to shoot.""",De Thompson << Que c'est une occupation ennuyante que celle d'animer et de developper une jeune imagination. >> -- << It is a delightful task << To teach the young idea how to shoot. >>,43,aligned,6175,6360,5511,5595,"De Thompson

<< Que c'est une occupation ennuyante que celle d'animer et de developper une jeune imagination. >>

-- << It is a delightful task

<< To teach the young idea how to shoot. ","From Thompson, that 

""It is a delightful task
To teach the young idea how to shoot."""
"From Gray, that ""Many a flower is born to blush unseen, And waste its fragrance on the desert air.""","de Gray << Qu'un grand nombre de fleurs naissent dans le desert, y brillent, l'embaument et disparaissent sans avoir ete admirees. >> << Many a flower is born to blush unseen, << And waste its fragrance on the desert air. >>",44,aligned,5944,6168,5408,5507,"de Gray

<< Qu'un grand nombre de fleurs naissent dans le desert, y brillent, l'embaument et disparaissent sans avoir ete admirees. >>

<< Many a flower is born to blush unseen,

<< And waste its fragrance on the desert air. ","From Gray, that

""Many a flower is born to blush unseen,
And waste its fragrance on the desert air."""
"From Pope, she learnt to censure those who ""bear about the mockery of woe.""","Par exemple, elle apprit de Pope a s'indigner contre ceux qui << Entourent le malheur de mepris, >> << bear about the mockery of woe. >>",45,aligned,5804,5939,5329,5404,"Par exemple, elle apprit de Pope a s'indigner contre ceux qui

<< Entourent le malheur de mepris, >>

<< bear about the mockery of woe. ","From Pope, she learnt to censure those who

""bear about the mockery of woe."""
"At present she did not know her own poverty, for she had no lover to portray.",(No direct equivalent in text),46,not aligned,-1,-1,6593,6670,,"At present she did not
know her own poverty, for she had no lover to portray. "
