eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID
booknlp,COREF,93,I,moi,11731,11732,10510.0,10513.0,9,21,1,M_42
booknlp,COREF,93,me,moi,11817,11819,10566.0,10569.0,9,21,1,M_43
booknlp,COREF,93,me,,11870,11872,,,9,21,1,M_44
exp,exp_name,gregory,Gregory,Gregory,11921,11928,10633.0,10640.0,13,22,1,M_45
pdnc,qID,Q7-1,we,nous,12011,12013,10718.0,10722.0,13,23,1,M_46
pdnc,qID,Q7-1,you,nous,12076,12079,10718.0,10722.0,9,23,1,M_47
pdnc,qID,Q7-1,You,vous,12097,12100,10875.0,10879.0,9,23,1,M_48
pdnc,qID,Q7-1,We,nous,12143,12145,10922.0,10926.0,13,23,1,M_49
exp,exp_name,syme,Syme,Syme,12320,12324,11141.0,11145.0,9,24,1,M_50
pdnc,qID,Q8-1,You,,12383,12386,,,13,24,1,M_51
booknlp,COREF,93,I,je,12565,12566,11376.0,11378.0,9,24,1,M_52
booknlp,COREF,93,I,je,12579,12580,11376.0,11378.0,9,24,1,M_53
exp,exp_name,syme,Syme,Syme,12727,12731,11547.0,11551.0,9,25,1,M_54
booknlp,COREF,93,he,,12786,12788,,,9,26,1,M_55
exp,exp_name,gregory,Gregory,Gregory,13082,13089,11942.0,11949.0,13,27,1,M_56
pdnc,qID,Q10-1,you,vous,13120,13123,11981.0,11985.0,9,27,1,M_57
booknlp,COREF,93,I,j',13135,13136,12048.0,12050.0,9,28,1,M_58
pdnc,qID,Q11-0,your,vous,13141,13145,11981.0,11985.0,13,28,1,M_59
exp,exp_name,syme,Syme,Je,13160,13164,12004.0,12006.0,9,28,1,M_60
booknlp,COREF,93,I,j',13174,13175,12048.0,12050.0,9,28,1,M_61
exp,exp_name,gregory,Gregory,Gregory,13262,13269,12169.0,12176.0,13,29,1,M_62
pdnc,qID,Q12-0,You,Vous,13284,13287,12182.0,12186.0,9,30,1,M_63
exp,exp_name,syme,Syme,Syme,13357,13361,12270.0,12274.0,9,31,1,M_64
booknlp,COREF,93,I,je,13418,13419,12315.0,12317.0,9,32,1,M_65
booknlp,COREF,93,he,,13428,13430,,,9,32,1,M_66
booknlp,COREF,93,I,je,13442,13443,12315.0,12317.0,9,32,1,M_67
pdnc,qID,Q13-1,you,vous,13460,13463,12395.0,12399.0,13,32,1,M_68
pdnc,qID,Q13-1,your,vous,13483,13487,12395.0,12399.0,13,32,1,M_69
pdnc,qID,Q13-1,you,vous,13520,13523,12321.0,12325.0,13,32,1,M_70
exp,exp_name,gregory,Gregory,Gregory,13536,13543,12458.0,12465.0,13,33,1,M_71
exp,exp_name,bull,bull,,13550,13554,,,7,33,1,M_72
pdnc,qID,Q14-0,you,Vous,13667,13670,12545.0,12549.0,9,34,1,M_73
booknlp,COREF,93,I,,13757,13758,,,9,35,1,M_74
pdnc,qID,Q15-0,your,,13763,13767,,,13,35,1,M_75
exp,exp_name,syme,Syme,Syme,13782,13786,12659.0,12663.0,9,35,1,M_76
exp,exp_name,gregory,Gregory,Gregory,13834,13841,12724.0,12731.0,13,36,1,M_77
pdnc,qID,Q17-0,My dear fellow,Mon cher garcon,13865,13879,12759.0,12774.0,13,37,1,M_78
exp,exp_name,syme,Syme,Syme,13887,13891,12784.0,12788.0,9,37,1,M_79
exp,exp_name,rosamond,Rosamond,Rosamonde,13966,13974,12854.0,12863.0,17,38,1,M_80
exp,exp_name,gregory,Gregory,il,13975,13982,12847.0,12849.0,13,38,1,M_81
pdnc,qID,Q18-0,Mr. Syme,le,14007,14015,12918.0,12920.0,9,39,1,M_82
pdnc,qID,Q18-1,you,vous,14057,14060,12966.0,12970.0,9,39,1,M_83
pdnc,qID,Q18-1,my brother,mon frere,14065,14075,12974.0,12983.0,13,39,1,M_84
pdnc,qID,Q18-1,you,vous,14105,14108,12966.0,12970.0,9,39,1,M_85
pdnc,qID,Q18-1,you,vous,14119,14122,12966.0,12970.0,9,39,1,M_86
exp,exp_name,syme,Syme,Syme,14134,14138,13074.0,13078.0,9,40,1,M_87
pdnc,qID,Q19-0,you,vous,14152,14155,13098.0,13102.0,17,41,1,M_88
pdnc,qID,Q20-0,you,vous,14178,14181,42646.0,42650.0,9,42,1,M_89
pdnc,qID,Q21-0,My dear Miss Gregory,Chere miss Gregory,14224,14244,13246.0,13264.0,17,43,1,M_90
exp,exp_name,syme,Syme,Syme,14252,14256,13270.0,13274.0,9,43,1,M_91
pdnc,qID,Q21-1,you,,14322,14325,,,17,43,1,M_92
booknlp,COREF,112,you,,14337,14340,,,13,43,1,M_93
pdnc,qID,Q21-1,you,,14359,14362,,,17,43,1,M_94
pdnc,qID,Q21-1,you,,14373,14376,,,17,43,1,M_95
pdnc,qID,Q21-1,you,,14391,14394,,,17,43,1,M_96
pdnc,qID,Q21-1,you,,14424,14427,,,17,43,1,M_97
pdnc,qID,Q21-1,you,,14438,14441,,,17,43,1,M_98
pdnc,qID,Q21-1,you,vous,14467,14470,13544.0,13548.0,17,43,1,M_99
pdnc,qID,Q21-1,your brother ,votre frere,14512,14525,13644.0,13655.0,13,43,1,M_100
booknlp,COREF,93,him,,14706,14709,,,9,44,1,M_101
pdnc,qID,Q22-0,he,il,14944,14946,14142.0,14144.0,13,45,1,M_102
booknlp,COREF,93,I,je,15007,15008,14196.0,14198.0,9,46,1,M_103
exp,exp_name,syme,Syme,,15028,15032,,,9,46,1,M_104
pdnc,qID,Q23-1,you,,15041,15044,,,17,46,1,M_105
booknlp,COREF,93,He,Il,15131,15133,14298.0,14300.0,9,48,1,M_106
exp,exp_name,syme,Syme,Syme,15185,15189,14381.0,14385.0,9,49,1,M_107
booknlp,COREF,93,his,sa,15242,15245,14420.0,14422.0,9,49,1,M_108
booknlp,COREF,93,he,il,15302,15304,14536.0,14538.0,9,50,1,M_109
exp,exp_name,gregory,Gregory,Gregory,15456,15463,14652.0,14659.0,13,51,1,M_110
booknlp,COREF,93,his,,15483,15486,,,9,51,1,M_111
exp,exp_name,syme,Syme,Syme,15496,15500,14788.0,14792.0,9,52,1,M_112
booknlp,COREF,93,his,,15584,15587,,,9,52,1,M_113
booknlp,COREF,93,he,il,15602,15604,14961.0,14963.0,9,52,1,M_114
booknlp,COREF,93,his,son,15640,15643,14899.0,14902.0,9,52,1,M_115
booknlp,COREF,93,himself,s',15769,15776,15037.0,15039.0,9,52,1,M_116
booknlp,COREF,93,He,Il,15790,15792,15061.0,15063.0,9,52,1,M_117
booknlp,COREF,93,He,Il,15849,15851,15144.0,15146.0,9,52,1,M_118
booknlp,COREF,93,his,,15871,15874,,,9,52,1,M_119
booknlp,COREF,93,him,lui,15959,15962,15240.0,15243.0,9,52,1,M_120
booknlp,COREF,93,he,il,15969,15971,15326.0,15328.0,9,52,1,M_121
booknlp,COREF,93,him,lui,16061,16064,15308.0,15311.0,9,52,1,M_122
booknlp,COREF,93,his,ses,16070,16073,15433.0,15436.0,9,52,1,M_123
booknlp,COREF,93,He,il,16147,16149,15458.0,15460.0,9,53,1,M_124
booknlp,COREF,93,his,il,16314,16317,15677.0,15679.0,9,53,1,M_125
booknlp,COREF,93,his,sa,16327,16330,15691.0,15693.0,9,53,1,M_126
booknlp,COREF,93,he,il,16345,16347,15711.0,15713.0,9,53,1,M_127
booknlp,COREF,93,he,Il,16415,16417,15773.0,15775.0,9,53,1,M_128
booknlp,COREF,93,himself,se,16423,16430,15776.0,15778.0,9,53,1,M_129
booknlp,COREF,93,He,il,16462,16464,15865.0,15867.0,9,53,1,M_130
booknlp,COREF,93,his,il,16499,16502,15865.0,15867.0,9,53,1,M_131
booknlp,COREF,93,he,il,16515,16517,15912.0,15914.0,9,53,1,M_132
booknlp,COREF,93,he,Syme,16618,16620,16045.0,16049.0,9,53,1,M_133
booknlp,COREF,93,his,,16651,16654,,,9,53,1,M_134
booknlp,COREF,93,his,son,16760,16763,16245.0,16248.0,9,53,1,M_135
exp,exp_name,syme,Syme,Syme,16986,16990,16475.0,16479.0,9,54,1,M_136
booknlp,COREF,93,he,,17025,17027,,,9,54,1,M_137
booknlp,COREF,93,he,il,17064,17066,16505.0,16507.0,9,54,1,M_138
booknlp,COREF,93,him,lui,17281,17284,16625.0,16628.0,9,54,1,M_139
exp,exp_name,gregory,Gregory,Gregory,17611,17618,17106.0,17113.0,13,54,1,M_140
booknlp,COREF,93,He,Il,17620,17622,17115.0,17117.0,9,54,1,M_141
booknlp,COREF,93,his,son,17693,17696,17177.0,17180.0,9,54,1,M_142
booknlp,COREF,93,He,lui,17703,17705,17231.0,17234.0,9,55,1,M_143
exp,exp_name,syme,Syme,que,17744,17748,17217.0,17220.0,9,55,1,M_144
booknlp,COREF,112,I,Je,17784,17785,17265.0,17267.0,13,56,1,M_145
pdnc,qID,Q26-0,you,vous,17802,17805,17268.0,17272.0,9,56,1,M_146
exp,exp_name,gregory,Gregory,Gregory,17813,17820,17288.0,17295.0,13,56,1,M_147
booknlp,COREF,112,I,je,17829,17830,17306.0,17308.0,13,56,1,M_148
exp,exp_name,syme,Syme,Syme,17894,17898,17373.0,17377.0,9,57,1,M_149
exp,exp_name,gregory,Gregory,Gregory,17926,17933,17409.0,17416.0,13,58,1,M_150
booknlp,COREF,93,his,sa,17950,17953,17427.0,17429.0,9,58,1,M_151
booknlp,COREF,93,he,il,18028,18030,17494.0,17496.0,9,59,1,M_152
pdnc,qID,Q28-1,your,vous,18073,18077,17560.0,17564.0,9,59,1,M_153
exp,exp_name,syme,Syme,Syme,18260,18264,17752.0,17756.0,9,60,1,M_154
pdnc,qID,Q29-1,you,vous,18293,18296,17790.0,17794.0,13,60,1,M_155
booknlp,COREF,93,I,,18341,18342,,,9,60,1,M_156
pdnc,qID,Q29-1,you,vous,18355,18358,17790.0,17794.0,13,60,1,M_157
booknlp,COREF,93,he,,18429,18431,,,9,60,1,M_158
booknlp,COREF,93,I,Me,18447,18448,17942.0,17944.0,9,60,1,M_159
pdnc,qID,Q30-0,you,vous,18456,18459,17955.0,17959.0,13,60,1,M_160
exp,exp_name,gregory,Gregory,Gregory,18554,18561,18086.0,18093.0,13,61,1,M_161
booknlp,COREF,112,I,Je,18602,18603,18122.0,18124.0,13,61,1,M_162
exp,exp_name,syme,Syme,Syme,18701,18705,18235.0,18239.0,9,62,1,M_163
booknlp,COREF,93,he,il,18714,18716,18219.0,18221.0,9,62,1,M_164
exp,exp_name,gregory,Gregory,Gregory,18783,18790,18328.0,18335.0,13,62,1,M_165
pdnc,qID,Q32-0,Mr. Syme,Monsieur Syme,18854,18862,18414.0,18427.0,9,63,1,M_166
booknlp,COREF,93,he,,18865,18867,,,9,63,1,M_167
pdnc,qID,Q32-1,you,vous,18888,18891,18438.0,18442.0,9,63,1,M_168
pdnc,qID,Q32-1,You,vous,18940,18943,18438.0,18442.0,9,63,1,M_169
booknlp,COREF,93,me,,18961,18963,,,9,63,1,M_170
booknlp,COREF,112,I,j',19044,19045,18662.0,18664.0,13,65,1,M_171
exp,exp_name,gregory,Gregory,Gregory,19065,19072,18631.0,18638.0,13,65,1,M_172
booknlp,COREF,112,I,,19163,19164,,,13,65,1,M_173
pdnc,qID,Q34-1,You,vous,19198,19201,18824.0,18828.0,9,65,1,M_174
booknlp,COREF,112,me,m',19217,19219,18829.0,18831.0,13,65,1,M_175
booknlp,COREF,93,I,Je,19224,19225,18848.0,18850.0,9,66,1,M_176
exp,exp_name,syme,Syme,Syme,19250,19254,18881.0,18885.0,9,66,1,M_177
booknlp,COREF,112,I,Je,19271,19272,18904.0,18906.0,13,67,1,M_178
booknlp,COREF,112,my,ma,19283,19285,18949.0,18951.0,13,67,1,M_179
pdnc,qID,Q36-0,your,votre,19295,19299,18962.0,18967.0,9,67,1,M_180
exp,exp_name,gregory,Gregory,Gregory,19368,19375,18924.0,18931.0,13,67,1,M_181
booknlp,COREF,112,I,,19420,19421,,,13,67,1,M_182
pdnc,qID,Q36-1,you,,19429,19432,,,9,67,1,M_183
booknlp,COREF,112,I,,19438,19439,,,13,67,1,M_184
booknlp,COREF,112,I,je,19534,19535,19177.0,19179.0,13,67,1,M_185
booknlp,COREF,112,I,Je,19544,19545,19197.0,19199.0,13,67,1,M_186
booknlp,COREF,112,my,ma,19585,19587,19240.0,19242.0,13,67,1,M_187
pdnc,qID,Q36-1,you,vous,19619,19622,19205.0,19209.0,9,67,1,M_188
pdnc,qID,Q36-1,you,vous,19628,19631,19205.0,19209.0,9,67,1,M_189
pdnc,qID,Q36-1,you,vous,19651,19654,19205.0,19209.0,9,67,1,M_190
booknlp,COREF,93,I,je,19672,19673,19328.0,19330.0,9,68,1,M_191
pdnc,qID,Q38-0,You,Vous,19683,19686,19341.0,19345.0,9,69,1,M_192
booknlp,COREF,112,I,je,19692,19693,19359.0,19361.0,13,69,1,M_193
exp,exp_name,syme,Syme,Syme,19782,19786,19445.0,19449.0,9,70,1,M_194
booknlp,COREF,93,I,Je,19789,19790,19451.0,19453.0,9,70,1,M_195
pdnc,qID,Q39-1,you,vous,19815,19818,19516.0,19520.0,13,70,1,M_196
pdnc,qID,Q39-1,you,vous,19862,19865,19516.0,19520.0,13,70,1,M_197
pdnc,qID,Q39-1,you,vous,19879,19882,19516.0,19520.0,13,70,1,M_198
pdnc,qID,Q39-1,you,vous,19912,19915,19516.0,19520.0,13,70,1,M_199
exp,exp_name,gregory,Gregory,Gregory,19976,19983,19655.0,19662.0,13,71,1,M_200
booknlp,COREF,93,him,,19994,19997,,,9,71,1,M_201
booknlp,COREF,93,he,,20048,20050,,,9,72,1,M_202
pdnc,qID,Q40-1,you,vous,20059,20062,19707.0,19711.0,9,72,1,M_203
booknlp,COREF,93,me,me,20069,20071,19715.0,19717.0,9,72,1,M_204
pdnc,qID,Q40-1,You,Vous,20081,20084,19707.0,19711.0,9,72,1,M_205
booknlp,COREF,93,me,me,20091,20093,19715.0,19717.0,9,72,1,M_206
pdnc,qID,Q40-1,You,Vous,20139,20142,19878.0,19882.0,9,72,1,M_207
booknlp,COREF,93,I,,20195,20196,,,9,72,1,M_208
exp,exp_name,syme,Syme,sa,20211,20215,19978.0,19980.0,9,73,1,M_209
booknlp,COREF,93,his,sa,20223,20226,19978.0,19980.0,9,73,1,M_210
booknlp,COREF,93,he,il,20282,20284,20032.0,20034.0,9,74,1,M_211
booknlp,COREF,93,I,je,20479,20480,20252.0,20254.0,9,74,1,M_212
exp,exp_name,gregory,Gregory,Gregory,20698,20705,20528.0,20535.0,13,75,1,M_213
booknlp,COREF,93,his,son,20707,20710,20540.0,20543.0,9,75,1,M_214
pdnc,qID,Q42-1,you,vous,20728,20731,20569.0,20573.0,9,75,1,M_215
exp,exp_name,syme,Syme,Syme,20798,20802,20658.0,20662.0,9,76,1,M_216
booknlp,COREF,93,his,son,20822,20825,20678.0,20681.0,9,76,1,M_217
exp,exp_name,gregory,Gregory,Gregory,20854,20861,20727.0,20734.0,13,76,1,M_218
booknlp,COREF,93,his,,20875,20878,,,9,76,1,M_219
pdnc,qID,Q43-0,You,vous,20887,20890,20768.0,20772.0,9,77,1,M_220
pdnc,qID,Q43-0,you,vous,20951,20954,20768.0,20772.0,9,77,1,M_221
exp,exp_name,syme,Syme,Syme,20978,20982,20860.0,20864.0,9,78,1,M_222
booknlp,COREF,93,I,je,21044,21045,20965.0,20967.0,9,79,1,M_223
pdnc,qID,Q45-0,you,vous,21050,21053,20968.0,20972.0,9,79,1,M_224
pdnc,qID,Q45-0,your,votre,21090,21094,21033.0,21038.0,9,79,1,M_225
pdnc,qID,Q45-0,you,vous,21118,21121,20968.0,20972.0,9,79,1,M_226
booknlp,COREF,93,I,je,21143,21144,21142.0,21144.0,9,79,1,M_227
pdnc,qID,Q45-0,you,vous,21166,21169,20968.0,20972.0,9,79,1,M_228
pdnc,qID,Q45-0,you,vous,21229,21232,21171.0,21175.0,9,79,1,M_229
pdnc,qID,Q45-0,you,vous,21248,21251,21181.0,21185.0,9,79,1,M_230
booknlp,COREF,112,yourself,vous,21267,21275,21181.0,21185.0,13,79,1,M_231
pdnc,qID,Q45-0,you,vous,21301,21304,21181.0,21185.0,9,79,1,M_232
pdnc,qID,Q45-0,your,votre,21328,21332,21246.0,21251.0,9,79,1,M_233
pdnc,qID,Q45-0,you,vous,21354,21357,21181.0,21185.0,9,79,1,M_234
pdnc,qID,Q45-0,you,vous,21392,21395,21181.0,21185.0,9,79,1,M_235
booknlp,COREF,93,I,moi,21422,21423,21388.0,21391.0,9,79,1,M_236
pdnc,qID,Q45-0,you,vous,21437,21440,21181.0,21185.0,9,79,1,M_237
pdnc,qID,Q46-0,You,vous,21455,21458,21181.0,21185.0,13,80,1,M_238
booknlp,COREF,93,me,me,21472,21474,21203.0,21205.0,9,80,1,M_239
exp,exp_name,syme,Syme,Syme,21496,21500,21461.0,21465.0,9,80,1,M_240
booknlp,COREF,93,I,Je,21525,21526,21501.0,21503.0,9,81,1,M_241
pdnc,qID,Q47-0,you,vous,21540,21543,21504.0,21508.0,9,81,1,M_242
exp,exp_name,syme,Syme,Syme,21574,21578,21548.0,21552.0,9,81,1,M_243
booknlp,COREF,93,his,son,21597,21600,21569.0,21572.0,9,81,1,M_244
pdnc,qID,Q48-0,Your,vous,21608,21612,21598.0,21602.0,13,82,1,M_245
booknlp,COREF,93,he,,21621,21623,,,9,82,1,M_246
pdnc,qID,Q48-1,You,Vous,21666,21669,21657.0,21661.0,13,82,1,M_247
booknlp,COREF,93,I,j',21710,21711,21734.0,21736.0,9,82,1,M_248
booknlp,COREF,93,I,j',21726,21727,21734.0,21736.0,9,82,1,M_249
booknlp,COREF,93,me,,21780,21782,,,9,82,1,M_250
booknlp,COREF,93,I,je,21879,21880,21809.0,21811.0,9,82,1,M_251
booknlp,COREF,112,I,Je,21999,22000,22033.0,22035.0,13,83,1,M_252
exp,exp_name,gregory,Gregory,Gregory,22014,22021,22047.0,22054.0,13,83,1,M_253
booknlp,COREF,93,He,Il,22076,22078,22104.0,22106.0,9,84,1,M_254
exp,exp_name,gregory,Gregory,Gregory,22177,22184,22241.0,22248.0,13,84,1,M_255
exp,exp_name,gabriel syme,GABRIEL SYME,GABRIEL SYME,22407,22419,22478.0,22490.0,9,85,2,M_256
exp,exp_name,gregory,Gregory,Gregory,22501,22508,22562.0,22569.0,13,86,2,M_257
booknlp,COREF,93,his,son,22527,22530,22591.0,22594.0,9,86,2,M_258
exp,exp_name,the attendant,the attendant,,22718,22731,,,18,86,2,M_259
pdnc,qID,Q50-0,you,vous,22824,22827,22935.0,22939.0,9,87,2,M_260
exp,exp_name,gregory,Gregory,Gregory,22857,22864,22974.0,22981.0,13,87,2,M_261
booknlp,COREF,112,I,je,22922,22923,23041.0,23043.0,13,87,2,M_262
exp,exp_name,syme,Syme,Syme,22950,22954,23078.0,23082.0,9,88,2,M_263
booknlp,COREF,93,he,,23048,23050,,,9,88,2,M_264
booknlp,COREF,93,me,moi,23100,23102,23215.0,23218.0,9,89,2,M_265
booknlp,COREF,93,his,lui,23133,23136,23310.0,23313.0,9,90,2,M_266
pdnc,qID,Q52-0,sir,monsieur,23195,23198,23335.0,23343.0,9,90,2,M_267
pdnc,qID,Q53-0,you,vous,23249,23252,23450.0,23454.0,9,91,2,M_268
exp,exp_name,gregory,Gregory,Gregory,23269,23276,23464.0,23471.0,13,91,2,M_269
booknlp,COREF,112,I,je,23322,23323,23483.0,23485.0,13,91,2,M_270
booknlp,COREF,112,me,moi,23346,23348,23478.0,23481.0,13,91,2,M_271
booknlp,COREF,112,myself,moi,23360,23366,23478.0,23481.0,13,91,2,M_272
booknlp,COREF,112,I,je,23368,23369,23483.0,23485.0,13,91,2,M_273
booknlp,COREF,112,me,moi,23430,23432,23478.0,23481.0,13,91,2,M_274
pdnc,qID,Q53-1,you,,23439,23442,,,9,91,2,M_275
booknlp,COREF,93,you,,23492,23495,,,9,92,2,M_276
exp,exp_name,syme,Syme,Syme,23518,23522,23662.0,23666.0,9,92,2,M_277
booknlp,COREF,93,You,,23525,23528,,,9,92,2,M_278
booknlp,COREF,93,His,il,23546,23549,23696.0,23698.0,9,93,2,M_279
exp,exp_name,syme,Syme,,23705,23709,,,9,93,2,M_280
booknlp,COREF,93,he,,23758,23760,,,9,93,2,M_281
booknlp,COREF,93,me,m',23826,23828,23905.0,23907.0,9,94,2,M_282
booknlp,COREF,93,I,je,23832,23833,23920.0,23922.0,9,94,2,M_283
booknlp,COREF,93,myself,,23840,23846,,,9,94,2,M_284
booknlp,COREF,93,he,,23866,23868,,,9,94,2,M_285
exp,exp_name,gregory,Gregory,Gregory,23877,23884,23963.0,23970.0,13,94,2,M_286
booknlp,COREF,93,I,Je,23896,23897,23981.0,23983.0,9,94,2,M_287
booknlp,COREF,93,me,,23964,23966,,,9,94,2,M_288
pdnc,qID,Q56-0,You,vous,24038,24041,24165.0,24169.0,9,95,2,M_289
booknlp,COREF,112,I,je,24058,24059,24185.0,24187.0,13,95,2,M_290
pdnc,qID,Q56-0,you,vous,24067,24070,24165.0,24169.0,9,95,2,M_291
exp,exp_name,gregory,Gregory,,24078,24085,,,13,95,2,M_292
pdnc,qID,Q56-1,You,Vous,24088,24091,24204.0,24208.0,9,95,2,M_293
pdnc,qID,Q56-1,your,votre,24161,24165,24272.0,24277.0,9,95,2,M_294
pdnc,qID,Q56-1,your,votre,24192,24196,24302.0,24307.0,9,95,2,M_295
booknlp,COREF,112,I,,24208,24209,,,13,95,2,M_296
pdnc,qID,Q56-1,We,nous,24397,24399,24534.0,24538.0,13,95,2,M_297
exp,exp_name,syme,Syme,Syme,24478,24482,24638.0,24642.0,9,96,2,M_298
booknlp,COREF,93,his,son,24493,24496,24653.0,24656.0,9,96,2,M_299
exp,exp_name,gregory,Gregory,,24545,24552,,,13,97,2,M_300
pdnc,qID,Q58-1,We,nous,24556,24558,24694.0,24698.0,13,97,2,M_301
pdnc,qID,Q58-1,you,vous,24596,24599,24739.0,24743.0,9,97,2,M_302
exp,exp_name,syme,Syme,,24629,24633,,,9,98,2,M_303
pdnc,qID,Q59-1,You,vous,24644,24647,24799.0,24803.0,13,98,2,M_304
pdnc,qID,Q60-0,we,Nous,24686,24688,24886.0,24890.0,13,99,2,M_305
exp,exp_name,gregory,Gregory,,24729,24736,,,13,99,2,M_306
booknlp,COREF,93,he,il,24758,24760,24921.0,24923.0,9,100,2,M_307
pdnc,qID,Q61-0,your,vous,24853,24857,25048.0,25052.0,9,101,2,M_308
booknlp,COREF,93,I,Je,24886,24887,25062.0,25064.0,9,101,2,M_309
pdnc,qID,Q61-0,you,vous,24899,24902,25085.0,25089.0,9,101,2,M_310
booknlp,COREF,93,I,je,24944,24945,25156.0,25158.0,9,102,2,M_311
booknlp,COREF,93,I,je,24960,24961,25156.0,25158.0,9,102,2,M_312
exp,exp_name,syme,Syme,Syme,24979,24983,25128.0,25132.0,9,102,2,M_313
booknlp,COREF,93,I,je,25008,25009,25195.0,25197.0,9,102,2,M_314
booknlp,COREF,93,I,je,25016,25017,25195.0,25197.0,9,102,2,M_315
booknlp,COREF,93,I,je,25071,25072,25276.0,25278.0,9,102,2,M_316
exp,exp_name,gregory,Gregory,Gregory,25100,25107,25310.0,25317.0,13,103,2,M_317
booknlp,COREF,112,mine,,25145,25149,,,13,103,2,M_318
exp,exp_name,syme,Syme,il,25153,25157,25411.0,25413.0,9,104,2,M_319
booknlp,COREF,93,his,son,25221,25224,25434.0,25437.0,9,104,2,M_320
booknlp,COREF,93,his,il,25253,25256,25411.0,25413.0,9,104,2,M_321
booknlp,COREF,93,his,,25336,25339,,,9,104,2,M_322
booknlp,COREF,93,he,Il,25352,25354,25521.0,25523.0,9,104,2,M_323
booknlp,COREF,93,he,,25419,25421,,,9,104,2,M_324
