eng_source,eng_idColName,eng_iden,eng_text,fr_text,eng_startByte,eng_endByte,fr_startByte,fr_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID
booknlp,COREF,105,I,je,3005,3006,3592.0,3594.0,14,11,1,M_43
booknlp,COREF,105,my,me,3013,3015,3476.0,3478.0,14,11,1,M_44
booknlp,COREF,105,I,me,3039,3040,3694.0,3696.0,14,11,1,M_45
booknlp,COREF,105,I,j',3091,3092,3723.0,3725.0,14,11,1,M_46
booknlp,COREF,105,I,je,3130,3131,3912.0,3914.0,14,11,1,M_47
booknlp,COREF,105,I,j',3173,3174,3838.0,3840.0,14,11,1,M_48
booknlp,COREF,105,my,mon,3187,3189,3931.0,3934.0,14,11,1,M_49
booknlp,COREF,105,I,je,3243,3244,3912.0,3914.0,14,11,1,M_50
booknlp,COREF,105,he,,3384,3386,,,14,13,1,M_51
booknlp,COREF,105,I,Je,3398,3399,4075.0,4077.0,14,13,1,M_52
pdnc,qID,Q7-1,Athelney Jones,Athelney Jones,3482,3496,4197.0,4211.0,3,13,1,M_53
booknlp,COREF,105,me,m',3588,3590,4330.0,4332.0,14,13,1,M_54
booknlp,COREF,105,I,je,3592,3593,4387.0,4389.0,14,13,1,M_55
booknlp,COREF,105,I,Je,3664,3665,4489.0,4491.0,14,13,1,M_56
booknlp,COREF,105,My,mon,3697,3699,4559.0,4562.0,14,13,1,M_57
booknlp,COREF,105,my,mes,3783,3785,4685.0,4688.0,14,13,1,M_58
booknlp,COREF,105,my,,3806,3808,,,14,13,1,M_59
pdnc,qID,Q7-1,you,vous,3829,3832,4771.0,4775.0,21,13,1,M_60
booknlp,COREF,105,my,ma,3870,3872,4803.0,4805.0,14,13,1,M_61
exp,exp_name,small,small,petite,4024,4029,4957.0,4963.0,25,14,1,M_62
pdnc,qID,Q9-1,you,vous,4188,4191,5109.0,5113.0,21,15,1,M_63
pdnc,qID,Q9-1,You,vous,4312,4315,5361.0,5365.0,21,15,1,M_64
pdnc,qID,Q9-1,you,vous,4403,4406,5361.0,5365.0,21,15,1,M_65
exp,exp_name,small,small,,5165,5170,,,25,18,1,M_66
booknlp,COREF,105,My,Ma,5438,5440,6714.0,6716.0,14,19,1,M_67
exp,exp_name,holmes,Holmes,Sherlock Holmes,5496,5502,6672.0,6687.0,14,19,1,M_68
booknlp,COREF,105,his,sa,5530,5533,6791.0,6793.0,14,19,1,M_69
booknlp,COREF,105,I,J',5556,5557,6800.0,6802.0,14,19,1,M_70
pdnc,qID,Q12-1,you,vous,5614,5617,6930.0,6934.0,21,19,1,M_71
booknlp,COREF,105,I,J',5942,5943,7247.0,7249.0,14,19,1,M_72
booknlp,COREF,105,him,le,5962,5965,7255.0,7257.0,14,19,1,M_73
booknlp,COREF,105,him,,6074,6077,,,14,19,1,M_74
booknlp,COREF,105,I,j',6122,6123,7418.0,7420.0,14,19,1,M_75
booknlp,COREF,105,my,mon,6155,6157,7466.0,7469.0,14,19,1,M_76
booknlp,COREF,105,He,,6171,6173,,,14,19,1,M_77
booknlp,COREF,105,he,,6190,6192,,,14,19,1,M_78
booknlp,COREF,105,He,,6438,6440,,,14,20,1,M_79
booknlp,COREF,105,his,son,6462,6465,7811.0,7814.0,14,20,1,M_80
booknlp,COREF,105,he,il,6489,6491,7855.0,7857.0,14,21,1,M_81
booknlp,COREF,105,my,je,6498,6500,7889.0,7891.0,14,21,1,M_82
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,6530,6545,7916.0,7931.0,14,21,1,M_83
booknlp,COREF,105,He,Il,6557,6559,7962.0,7964.0,14,21,1,M_84
booknlp,COREF,105,himself,lui-meme,6583,6590,7969.0,7977.0,14,21,1,M_85
booknlp,COREF,105,He,Il,6592,6594,7962.0,7964.0,14,21,1,M_86
booknlp,COREF,105,He,Il,6671,6673,8078.0,8080.0,14,21,1,M_87
booknlp,COREF,105,He,,6726,6728,,,14,21,1,M_88
booknlp,COREF,105,He,Il,6786,6788,8209.0,8211.0,14,21,1,M_89
booknlp,COREF,105,my,mes,6808,6810,8233.0,8236.0,14,21,1,M_90
exp,exp_name,small,small,petits,6811,6816,8237.0,8243.0,25,21,1,M_91
pdnc,qID,Q15-0,Your,Vos,6839,6843,8270.0,8273.0,14,22,1,M_92
pdnc,qID,Q16-0,you,,6865,6868,,,21,23,1,M_93
booknlp,COREF,105,he,,6876,6878,,,14,23,1,M_94
booknlp,COREF,105,I,j',6902,6903,8354.0,8356.0,14,23,1,M_95
booknlp,COREF,105,I,J',7081,7082,8550.0,8552.0,14,23,1,M_96
pdnc,qID,Q17-0,You,,7668,7671,,,14,24,1,M_97
booknlp,COREF,105,I,,7729,7730,,,14,25,1,M_98
booknlp,COREF,105,my,,7768,7770,,,14,25,1,M_99
booknlp,COREF,105,I,je,8261,8262,10017.0,10019.0,14,25,1,M_100
pdnc,qID,Q18-0,you,vous,8269,8272,10020.0,10024.0,21,25,1,M_101
booknlp,COREF,105,my,mes,8278,8280,10048.0,10051.0,14,25,1,M_102
pdnc,qID,Q19-1,your,vos,8423,8427,10249.0,10252.0,14,26,1,M_103
pdnc,qID,Q19-1,you,vous,8461,8464,10292.0,10296.0,14,26,1,M_104
pdnc,qID,Q20-1,you,vous,8721,8724,10551.0,10555.0,21,27,1,M_105
booknlp,COREF,105,you,vous,8826,8829,10551.0,10555.0,14,27,1,M_106
pdnc,qID,Q21-1,you,vous,8930,8933,10809.0,10813.0,14,28,1,M_107
pdnc,qID,Q22-1,you,vos,9247,9250,11155.0,11158.0,21,29,1,M_108
booknlp,COREF,105,your,vos,9291,9295,11155.0,11158.0,14,29,1,M_109
pdnc,qID,Q23-0,you,vous,9661,9664,11569.0,11573.0,14,30,1,M_110
pdnc,qID,Q24-0,you,vous,9716,9719,11670.0,11674.0,21,31,1,M_111
pdnc,qID,Q24-0,you,vous,9770,9773,11670.0,11674.0,21,31,1,M_112
booknlp,COREF,105,your,votre,9801,9805,11778.0,11783.0,14,31,1,M_113
pdnc,qID,Q24-0,you,,9827,9830,,,21,31,1,M_114
pdnc,qID,Q24-0,you,vous,9899,9902,11875.0,11879.0,21,31,1,M_115
pdnc,qID,Q25-1,you,,10132,10135,,,14,32,1,M_116
pdnc,qID,Q25-1,you,,10164,10167,,,14,32,1,M_117
booknlp,COREF,105,your,vos,10206,10210,12184.0,12187.0,14,32,1,M_118
pdnc,qID,Q26-1,you,vous,10389,10392,12365.0,12369.0,21,33,1,M_119
pdnc,qID,Q27-0,you,vous,10429,10432,12403.0,12407.0,14,34,1,M_120
pdnc,qID,Q27-0,you,vous,10685,10688,12672.0,12676.0,14,34,1,M_121
pdnc,qID,Q29-0,You,Vous,11413,11416,13390.0,13394.0,14,37,1,M_122
pdnc,qID,Q30-1,your,votre,11792,11796,13872.0,13877.0,21,38,1,M_123
pdnc,qID,Q30-1,your,votre,11851,11855,13872.0,13877.0,21,38,1,M_124
pdnc,qID,Q30-1,your,votre,11893,11897,13872.0,13877.0,21,38,1,M_125
pdnc,qID,Q31-0,you,vous,11914,11917,14068.0,14072.0,14,39,1,M_126
pdnc,qID,Q32-0,your,votre,11995,11999,14128.0,14133.0,21,40,1,M_127
pdnc,qID,Q32-0,Your,votre,12245,12249,14353.0,14358.0,21,40,1,M_128
pdnc,qID,Q32-0,your,votre,12345,12349,14612.0,14617.0,21,40,1,M_129
pdnc,qID,Q35-0,you,vous,12803,12806,15186.0,15190.0,14,44,1,M_130
pdnc,qID,Q35-0,Holmes,Holmes,12808,12814,15192.0,15198.0,14,44,1,M_131
pdnc,qID,Q35-1,you,vous,12857,12860,15186.0,15190.0,14,44,1,M_132
pdnc,qID,Q35-1,You,Vous,12891,12894,15279.0,15283.0,14,44,1,M_133
pdnc,qID,Q35-1,you,vous,12958,12961,15279.0,15283.0,14,44,1,M_134
pdnc,qID,Q35-1,You,vous,13021,13024,15458.0,15462.0,14,44,1,M_135
pdnc,qID,Q35-1,you,vous,13058,13061,15458.0,15462.0,14,44,1,M_136
pdnc,qID,Q36-0,My dear doctor,Mon cher docteur,13176,13190,15659.0,15675.0,21,45,1,M_137
pdnc,qID,Q36-1,you,vous,13344,13347,15835.0,15839.0,21,45,1,M_138
pdnc,qID,Q36-1,you,vous,13358,13361,15890.0,15894.0,21,45,1,M_139
pdnc,qID,Q36-1,you,vous,13400,13403,15890.0,15894.0,21,45,1,M_140
pdnc,qID,Q36-1,you,vous,13424,13427,15890.0,15894.0,21,45,1,M_141
pdnc,qID,Q37-0,you,vous,13502,13505,16064.0,16068.0,14,46,1,M_142
pdnc,qID,Q40-0,you,vous,13838,13841,16424.0,16428.0,21,49,1,M_143
pdnc,qID,Q40-0,you,vous,13861,13864,16424.0,16428.0,21,49,1,M_144
exp,exp_name,small,small,insignifiants,13914,13919,16533.0,16546.0,25,49,1,M_145
pdnc,qID,Q40-0,your,votre,14003,14007,16696.0,16701.0,21,49,1,M_146
pdnc,qID,Q40-0,you,vous,14035,14038,16761.0,16765.0,21,49,1,M_147
pdnc,qID,Q40-0,you,vous,14081,14084,16761.0,16765.0,21,49,1,M_148
pdnc,qID,Q41-0,you,veuillez,15078,15081,17889.0,17897.0,21,51,1,M_149
pdnc,qID,Q41-0,you,,15285,15288,,,21,51,1,M_150
pdnc,qID,Q42-1,you,vous,15522,15525,18480.0,18484.0,14,52,1,M_151
pdnc,qID,Q42-1,your,vos,15559,15563,18527.0,18530.0,14,52,1,M_152
pdnc,qID,Q42-1,you,vous,15602,15605,18583.0,18587.0,14,52,1,M_153
pdnc,qID,Q44-0,A young lady,une jeune fille,16322,16334,19490.0,19505.0,12,55,1,M_154
pdnc,qID,Q44-0,you,Monsieur,16339,16342,19518.0,19526.0,14,55,1,M_155
pdnc,qID,Q44-0,sir,Monsieur,16344,16347,19518.0,19526.0,14,55,1,M_156
pdnc,qID,Q45-0,Miss Mary Morstan,Miss Mary Morstan,16387,16404,19577.0,19594.0,12,56,1,M_157
pdnc,qID,Q45-1,the young lady,cette jeune personne,16462,16476,19691.0,19711.0,12,56,1,M_158
pdnc,qID,Q45-1,Mrs. Hudson,Madame Hudson,16489,16500,19660.0,19673.0,17,56,1,M_159
pdnc,qID,Q45-1,doctor,,16512,16518,,,21,56,1,M_160
pdnc,qID,Q45-1,you,vous,16541,16544,19773.0,19777.0,21,56,1,M_161
exp,exp_name,miss morstan,Miss Morstan,miss Morstan,16595,16607,19844.0,19856.0,12,58,2,M_162
exp,exp_name,small,small,,16707,16712,,,25,58,2,M_163
exp,exp_name,small,small,petite,16967,16972,20185.0,20191.0,25,58,2,M_164
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,17480,17495,20742.0,20757.0,14,58,2,M_165
pdnc,qID,Q46-0,you,vous,17621,17624,20903.0,20907.0,14,59,2,M_166
pdnc,qID,Q46-0,Mr. Holmes,monsieur Sherlock Holmes,17626,17636,20917.0,20941.0,14,59,2,M_167
pdnc,qID,Q46-1,you,vous,17658,17661,20903.0,20907.0,14,59,2,M_168
pdnc,qID,Q46-1,my employer,chez laquelle,17675,17686,20988.0,21001.0,16,59,2,M_169
pdnc,qID,Q46-1,Mrs. Cecil Forrester,Mrs Cecil Forrester,17688,17708,20967.0,20986.0,16,59,2,M_170
pdnc,qID,Q46-1,She,,17753,17756,,,16,59,2,M_171
pdnc,qID,Q46-1,your,votre,17779,17783,21128.0,21133.0,14,59,2,M_172
pdnc,qID,Q47-0,Mrs. Cecil Forrester,Mrs Cecil Forrester,17807,17827,21223.0,21242.0,16,60,2,M_173
booknlp,COREF,105,he,il,17830,17832,21230.0,21232.0,14,60,2,M_174
booknlp,COREF,105,I,je,17857,17858,21255.0,21257.0,14,60,2,M_175
booknlp,COREF,105,I,je,17872,17873,21255.0,21257.0,14,60,2,M_176
pdnc,qID,Q47-1,her,lui,17904,17907,21276.0,21279.0,16,60,2,M_177
booknlp,COREF,105,I,je,17931,17932,21255.0,21257.0,14,60,2,M_178
pdnc,qID,Q48-0,She,son,17972,17975,21408.0,21411.0,16,61,2,M_179
pdnc,qID,Q48-0,you,vous,18007,18010,21453.0,21457.0,14,61,2,M_180
booknlp,COREF,105,mine,m',18034,18038,21513.0,21515.0,14,61,2,M_181
booknlp,COREF,105,I,je,18040,18041,21542.0,21544.0,14,61,2,M_182
booknlp,COREF,105,I,je,18139,18140,21542.0,21544.0,14,61,2,M_183
booknlp,COREF,105,myself,me,18146,18152,21488.0,21490.0,14,61,2,M_184
exp,exp_name,holmes,Holmes,Holmes,18156,18162,21694.0,21700.0,14,62,2,M_185
booknlp,COREF,105,his,ses,18170,18173,21750.0,21753.0,14,62,2,M_186
booknlp,COREF,105,his,ses,18185,18188,21750.0,21753.0,14,62,2,M_187
booknlp,COREF,105,He,Il,18205,18207,21760.0,21762.0,14,62,2,M_188
booknlp,COREF,105,his,ses,18226,18229,21825.0,21828.0,14,62,2,M_189
booknlp,COREF,105,his,ses,18291,18294,21825.0,21828.0,14,62,2,M_190
pdnc,qID,Q49-0,your,votre,18332,18336,21925.0,21930.0,12,62,2,M_191
booknlp,COREF,105,he,il,18349,18351,21947.0,21949.0,14,62,2,M_192
pdnc,qID,Q51-0,your friend,votre ami,18567,18578,22178.0,22187.0,21,64,2,M_193
pdnc,qID,Q51-1,he,lui,18622,18624,22237.0,22240.0,21,64,2,M_194
pdnc,qID,Q52-1,My father,Mon pere,18741,18750,22343.0,22351.0,5,66,2,M_195
pdnc,qID,Q52-1,my father,mon pere,19036,19045,22605.0,22613.0,5,66,2,M_196
pdnc,qID,Q52-1,his,son,19073,19076,22669.0,22672.0,5,66,2,M_197
pdnc,qID,Q52-1,He,il,19132,19134,22732.0,22734.0,5,66,2,M_198
pdnc,qID,Q52-1,he,il,19170,19172,22764.0,22766.0,5,66,2,M_199
pdnc,qID,Q52-1,his,il,19261,19264,22732.0,22734.0,5,66,2,M_200
pdnc,qID,Q52-1,His,son,19274,19277,22884.0,22887.0,5,66,2,M_201
pdnc,qID,Q52-1,Captain Morstan,le capitaine Morstan,19398,19413,23016.0,23036.0,5,66,2,M_202
pdnc,qID,Q52-1,he,il,19442,19444,23077.0,23079.0,5,66,2,M_203
pdnc,qID,Q52-1,him,,19534,19537,,,5,66,2,M_204
pdnc,qID,Q52-1,my unfortunate father,mon infortune pere,19765,19786,23475.0,23493.0,5,66,2,M_205
pdnc,qID,Q52-1,He,Il,19788,19790,23495.0,23497.0,5,66,2,M_206
pdnc,qID,Q52-1,his,le,19806,19809,23507.0,23509.0,5,66,2,M_207
exp,exp_name,holmes,Holmes,Holmes,19971,19977,23684.0,23690.0,14,67,2,M_208
booknlp,COREF,105,his,son,19987,19990,23702.0,23705.0,14,67,2,M_209
pdnc,qID,Q54-0,He,il,20004,20006,23745.0,23747.0,5,68,2,M_210
pdnc,qID,Q55-0,His,ses,20076,20079,23813.0,23816.0,5,69,2,M_211
pdnc,qID,Q56-0,He,,20251,20253,,,5,70,2,M_212
pdnc,qID,Q57-0,he,il,20328,20330,24147.0,24149.0,5,71,2,M_213
pdnc,qID,Q58-0,Major Sholto,le major Sholto,20381,20393,24205.0,24220.0,11,72,2,M_214
pdnc,qID,Q58-0,his,lui,20398,20401,24243.0,24246.0,5,72,2,M_215
pdnc,qID,Q58-0,him,lui,20538,20541,24243.0,24246.0,11,72,2,M_216
pdnc,qID,Q58-0,he,lui,20558,20560,24243.0,24246.0,11,72,2,M_217
pdnc,qID,Q58-0,his,son,20584,20587,24451.0,24454.0,11,72,2,M_218
exp,exp_name,holmes,Holmes,Holmes,20650,20656,24532.0,24538.0,14,73,2,M_219
pdnc,qID,Q60-0,Miss Mary Morstan,miss Mary Morstan,20842,20859,24768.0,24785.0,12,74,2,M_220
pdnc,qID,Q60-0,her,son,20892,20895,24816.0,24819.0,12,74,2,M_221
pdnc,qID,Q60-0,Mrs. Cecil Forrester,Mrs Cecil Forrester,21008,21028,24955.0,24974.0,16,74,2,M_222
pdnc,qID,Q60-0,her,son,21062,21065,24987.0,24990.0,16,74,2,M_223
exp,exp_name,small,small,petite,21171,21176,25089.0,25095.0,25,74,2,M_224
pdnc,qID,Q61-0,Your,Votre,21691,21695,25641.0,25646.0,12,75,2,M_225
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,21733,21748,25684.0,25699.0,14,75,2,M_226
pdnc,qID,Q61-1,you,Vous,21781,21784,25701.0,25705.0,12,75,2,M_227
pdnc,qID,Q62-0,you,vous,21847,21850,25808.0,25812.0,14,76,2,M_228
pdnc,qID,Q62-0,you,vous,21895,21898,25861.0,25865.0,14,76,2,M_229
pdnc,qID,Q63-0,you,,21940,21943,,,12,77,2,M_230
exp,exp_name,holmes,Holmes,Holmes,21951,21957,25925.0,25931.0,14,77,2,M_231
pdnc,qID,Q63-2,you,vous,22491,22494,26667.0,26671.0,12,77,2,M_232
pdnc,qID,Q63-2,Miss Morstan,miss Morstan,22509,22521,26679.0,26691.0,12,77,2,M_233
pdnc,qID,Q64-0,you,vous,22561,22564,26730.0,26734.0,14,78,2,M_234
pdnc,qID,Q65-0,You,vous,22602,22605,26787.0,26791.0,12,79,2,M_235
booknlp,COREF,105,I,moi,22610,22611,26797.0,26800.0,14,79,2,M_236
pdnc,qID,Q65-0,Dr. Watson,le Dr Watson,22626,22636,26842.0,26854.0,21,79,2,M_237
pdnc,qID,Q65-0,Your,,22654,22658,,,12,79,2,M_238
pdnc,qID,Q65-0,He,,22691,22693,,,21,79,2,M_239
booknlp,COREF,105,I,,22698,22699,,,14,79,2,M_240
pdnc,qID,Q66-0,he,il,22742,22744,27044.0,27046.0,21,80,2,M_241
pdnc,qID,Q69-0,You,,23057,23060,,,12,83,2,M_242
exp,exp_name,holmes,Holmes,Holmes,23086,23092,27444.0,27450.0,14,83,2,M_243
pdnc,qID,Q71-0,You,Vous,23275,23278,27677.0,27681.0,12,85,2,M_244
pdnc,qID,Q71-0,You,vous,23309,23312,27725.0,27729.0,12,85,2,M_245
booknlp,COREF,105,He,il,23359,23361,27816.0,27818.0,14,85,2,M_246
booknlp,COREF,105,he,il,23502,23504,28048.0,28050.0,14,85,2,M_247
booknlp,COREF,105,I,,23703,23704,,,14,85,2,M_248
pdnc,qID,Q71-2,Miss Morstan,miss Morstan,23745,23757,28375.0,28387.0,12,85,2,M_249
pdnc,qID,Q71-2,your father,votre pere,23818,23829,28464.0,28474.0,5,85,2,M_250
booknlp,COREF,105,I,Je,23867,23868,28504.0,28506.0,14,87,2,M_251
pdnc,qID,Q73-0,you,,23886,23889,,,12,87,2,M_252
pdnc,qID,Q73-0,you,vous,23920,23923,28529.0,28533.0,12,87,2,M_253
booknlp,COREF,105,me,me,23950,23952,28576.0,28578.0,14,87,2,M_254
booknlp,COREF,105,I,je,23973,23974,28655.0,28657.0,14,87,2,M_255
pdnc,qID,Q75-0,woman,femme,24390,24395,29059.0,29064.0,12,89,2,M_256
pdnc,qID,Q76-0,she,,24512,24515,,,12,90,2,M_257
pdnc,qID,Q77-0,You,Vous,24561,24564,29265.0,29269.0,14,91,2,M_258
pdnc,qID,Q77-1,you,vous,24665,24668,29370.0,29374.0,14,91,2,M_259
pdnc,qID,Q78-1,your,son,24755,24759,29508.0,29511.0,21,92,2,M_260
pdnc,qID,Q78-1,you,,24929,24932,,,21,92,2,M_261
pdnc,qID,Q80-0,you,vous,25271,25274,30123.0,30127.0,21,94,2,M_262
pdnc,qID,Q80-0,you,vous,25336,25339,30123.0,30127.0,21,94,2,M_263
exp,exp_name,holmes,Holmes,,25472,25478,,,14,96,2,M_264
booknlp,COREF,105,his,,25485,25488,,,14,96,2,M_265
booknlp,COREF,105,he,il,25523,25525,30391.0,30393.0,14,96,2,M_266
booknlp,COREF,105,I,je,25779,25780,30672.0,30674.0,14,96,2,M_267
booknlp,COREF,105,I,j',25799,25800,30692.0,30694.0,14,96,2,M_268
booknlp,COREF,105,me,,25839,25841,,,14,96,2,M_269
booknlp,COREF,105,I,je,25945,25946,30730.0,30732.0,14,96,2,M_270
exp,exp_name,holmes,Holmes,Holmes,26948,26954,32221.0,32227.0,14,99,3,M_271
booknlp,COREF,105,He,il,26965,26967,32236.0,32238.0,14,99,3,M_272
booknlp,COREF,105,his,il,27029,27032,32296.0,32298.0,14,99,3,M_273
booknlp,COREF,105,he,,27132,27134,,,14,100,3,M_274
booknlp,COREF,105,him,lui,27190,27193,32501.0,32504.0,14,100,3,M_275
pdnc,qID,Q83-0,you,vous,27256,27259,32577.0,32581.0,14,101,3,M_276
booknlp,COREF,105,I,me,27324,27325,32661.0,32663.0,14,102,3,M_277
booknlp,COREF,105,I,Je,27444,27445,32779.0,32781.0,14,102,3,M_278
pdnc,qID,Q84-0,Major Sholto,le major Sholto,27513,27525,32842.0,32857.0,11,102,3,M_279
booknlp,COREF,105,I,Je,27617,27618,32961.0,32963.0,14,103,3,M_280
pdnc,qID,Q85-0,Holmes,Holmes,27639,27645,33001.0,33007.0,14,103,3,M_281
booknlp,COREF,105,I,Je,27651,27652,32961.0,32963.0,14,103,3,M_282
pdnc,qID,Q86-0,You,Vous,27692,27695,33090.0,33094.0,21,104,3,M_283
booknlp,COREF,105,me,m',27705,27707,33095.0,33097.0,14,104,3,M_284
pdnc,qID,Q86-0,Captain Morstan,Le capitaine Morstan,27739,27754,33128.0,33148.0,5,104,3,M_285
pdnc,qID,Q86-0,he,il,27798,27800,33192.0,33194.0,5,104,3,M_286
pdnc,qID,Q86-0,Major Sholto,le major Sholto,27823,27835,33227.0,33242.0,11,104,3,M_287
pdnc,qID,Q86-0,Major Sholto,celui-ci,27837,27849,33247.0,33255.0,11,104,3,M_288
pdnc,qID,Q86-0,he,il,27875,27877,33192.0,33194.0,5,104,3,M_289
pdnc,qID,Q86-0,Sholto,Sholto,27910,27916,33361.0,33367.0,11,104,3,M_290
pdnc,qID,Q86-0,Captain Morstan s daughter,la fille du capitaine Morstan,27952,27978,33414.0,33443.0,12,104,3,M_291
pdnc,qID,Q86-0,her,lui,28092,28095,33537.0,33540.0,12,104,3,M_292
pdnc,qID,Q86-0,her father,son pere,28170,28180,33668.0,33676.0,5,104,3,M_293
pdnc,qID,Q86-0,Sholto,Sholto,28234,28240,33762.0,33768.0,11,104,3,M_294
pdnc,qID,Q86-0,Sholto,Sholto,28268,28274,33762.0,33768.0,11,104,3,M_295
pdnc,qID,Q86-0,you,vous,28352,28355,33930.0,33934.0,21,104,3,M_296
pdnc,qID,Q87-0,he,il,28483,28485,34119.0,34121.0,5,105,3,M_297
pdnc,qID,Q87-0,her,,28568,28571,,,12,105,3,M_298
pdnc,qID,Q87-0,she,,28598,28601,,,12,105,3,M_299
pdnc,qID,Q87-0,her father,le pere de miss Morstan,28639,28649,34246.0,34269.0,5,105,3,M_300
pdnc,qID,Q87-0,her,,28697,28700,,,12,105,3,M_301
pdnc,qID,Q87-0,you,,28711,28714,,,14,105,3,M_302
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,28791,28806,34386.0,34401.0,14,106,3,M_303
pdnc,qID,Q88-1,Miss Morstan,miss Morstan,28904,28916,34566.0,34578.0,12,106,3,M_304
pdnc,qID,Q88-1,you,vous,28932,28935,34585.0,34589.0,21,106,3,M_305
exp,exp_name,holmes,Holmes,Holmes,29073,29079,34709.0,34715.0,14,107,3,M_306
booknlp,COREF,105,his,son,29085,29088,34724.0,34727.0,14,107,3,M_307
booknlp,COREF,105,his,son,29103,29106,34724.0,34727.0,14,107,3,M_308
booknlp,COREF,105,his,sa,29134,29137,34757.0,34759.0,14,107,3,M_309
booknlp,COREF,105,he,Il,29164,29166,34777.0,34779.0,14,107,3,M_310
exp,exp_name,miss morstan,Miss Morstan,Miss Morstan,29222,29234,34847.0,34859.0,12,108,3,M_311
exp,exp_name,sherlock holmes,Sherlock Holmes,Sherlock Holmes,29532,29547,35315.0,35330.0,14,108,3,M_312
pdnc,qID,Q89-0,Major Sholto,lui,29562,29574,35404.0,35407.0,11,109,3,M_313
pdnc,qID,Q89-0,papa,pere,29607,29611,35376.0,35380.0,5,109,3,M_314
