eng,fr,id,llm alignment result,group
"A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella's marriage, on their being left to each other, was yet a dearer, tenderer recollection.","De ce fait, elle avait contracte vis-a-vis de Mlle Taylor une grande dette de reconnaissance ; mais Emma conservait de la periode de parfaite confiance qui avait succede, un souvenir encore plus doux.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"She had been a friend and companion such as few possessed: intelligent, well-informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers--one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault.",(No direct equivalent in text),"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",not aligned,1
"How was she to bear the change?--It was true that her friend was going only half a mile from them; but Emma was aware that great must be the difference between a Mrs. Weston, only half a mile from them, and a Miss Taylor in the house; and with all her advantages, natural and domestic, she was now in great danger of suffering from intellectual solitude.","Elle se demanda comment elle supporterait ce changement ? Malgre tous ses avantages personnels et sa situation, elle allait se trouver isolee intellectuellement ;","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"She dearly loved her father, but he was no companion for her.",son pere en effet ne pouvait la suivre sur le terrain d'une conversation serieuse ou enjouee ;,"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"He could not meet her in conversation, rational or playful.","grande disproportion de leurs ages (M. Woodhouse ne s'etait pas marie jeune) se trouvait augmentee par la suite de la constitution et des habitudes de ce dernier ; denue d'activite physique et morale, il paraissait plus vieux qu'il ne l'etait ; tout le monde l'aimait pour la bonte de son coeur et son aimable caractere, mais en aucun temps il n'avait brille par son esprit.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"The evil of the actual disparity in their ages (and Mr. Woodhouse had not married early) was much increased by his constitution and habits; for having been a valetudinarian all his life, without activity of mind or body, he was a much older man in ways than in years; and though everywhere beloved for the friendliness of his heart and his amiable temper, his talents could not have recommended him at any time.",(Sentence above already covers this information),"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"Her sister, though comparatively but little removed by matrimony, being settled in London, only sixteen miles off, was much beyond her daily reach; and many a long October and November evening must be struggled through at Hartfield, before Christmas brought the next visit from Isabella and her husband, and their little children, to fill the house, and give her pleasant society again.","La soeur d'Emma habitait Londres depuis son mariage, c'est-a-dire, en realite, a peu de distance ; elle se trouvait neanmoins hors de sa portee journaliere, et bien des longues soirees d'automne devraient etre passees solitairement a Hartfield avant que Noel n'amenat la visite d'Isabelle et de son mari.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"Highbury, the large and populous village, almost amounting to a town, to which Hartfield, in spite of its separate lawn, and shrubberies, and name, did really belong, afforded her no equals.","La petite ville d'Highbury dont Hartfield, malgre ses communaux, ses bois et son nom, dependait en realite, ne pouvait fournir a Emma aucune relation de son bord.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
The Woodhouses were first in consequence there. All looked up to them.,Les Woodhouse etaient les gens importants de l'endroit ; Emma avait de nombreuses connaissances car son pere etait poli avec tout le monde,"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"She had many acquaintance in the place, for her father was universally civil, but not one among them who could be accepted in lieu of Miss Taylor for even half a day.",mais il n'y avait personne qui fut en situation de devenir pour elle une amie.,"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"It was a melancholy change; and Emma could not but sigh over it, and wish for impossible things, till her father awoke, and made it necessary to be cheerful.",En consequence elle appreciait a sa valeur la perte qu'elle venait de faire ; ses pensees etaient tristes mais elle prit l'air gai des que son pere se reveilla ;,"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"His spirits required support. He was a nervous man, easily depressed; fond of every body that he was used to, and hating to part with them; hating change of every kind.","c'etait un homme nerveux, facilement deprime, tres attache a tous ceux qui l'entouraient, il detestait toute espece de changement et nourrissait une aversion particuliere pour le mariage -- origine et principe de bouleversement dans la famille -- ;","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"Matrimony, as the origin of change, was always disagreeable; and he was by no means yet reconciled to his own daughter's marrying, nor could ever speak of her but with compassion, though it had been entirely a match of affection, when he was now obliged to part with Miss Taylor too; and from his habits of gentle selfishness, and of being never able to suppose that other people could feel differently from himself, he was very much disposed to think Miss Taylor had done as sad a thing for herself as for them, and would have been a great deal happier if she had spent all the rest of her life at Hartfield.","il n'avait pas encore pris son parti de celui de sa fille ainee et continuait a parler d'elle avec un ton d'extreme compassion. Dans le cas present, son aimable egoisme et son incapacite d'imaginer chez les autres des sentiments differents des siens le predisposaient a juger que Mlle Taylor avait agi contre ses propres interets aussi bien que contre ceux de ses amis ; il ne doutait pas qu'elle n'eut ete plus heureuse en restant a Hartfield.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"Emma smiled and chatted as cheerfully as she could, to keep him from such thoughts; but when tea came, it was impossible for him not to say exactly as he had said at dinner, ""Poor Miss Taylor!--I wish she were here again. What a pity it is that Mr. Weston ever thought of her!""","Emma lui sourit et se mit a causer avec animation pour eviter qu'il ne pensat a ces penibles conjonctures ; neanmoins, quand on servit le the, il repeta exactement ce qu'il avait dit au diner : << Pauvre Mlle Taylor ! Que n'est-elle encore avec nous ! Quel malheur que M. Weston ait pense a elle !","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""I cannot agree with you, papa; you know I cannot. Mr. Weston is such a good-humoured, pleasant, excellent man, that he thoroughly deserves a good wife;--and you would not have had Miss Taylor live with us for ever, and bear all my odd humours, when she might have a house of her own?""","-- Il m'est impossible, papa, de partager votre avis, M. Weston est un si aimable, si excellent homme qu'il meritait bien de trouver une femme accomplie ; et vous ne pouviez pas souhaiter que Mlle Taylor demeurat avec nous toute sa vie a supporter mes caprices alors qu'il lui etait loisible de posseder une maison a elle ?","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""A house of her own!--But where is the advantage of a house of her own? This is three times as large.--And you have never any odd humours, my dear.""","-- Une maison a elle ! ~~~ Quel avantage y voyez-vous ? Celle-ci n'est-elle pas trois fois plus grande, et vous n'avez jamais de caprices, ma chere.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""How often we shall be going to see them, and they coming to see us!--We shall be always meeting! _We_ must begin; we must go and pay wedding visit very soon.""","-- Nous irons les voir tres souvent et de leur cote, ils viendront continuellement a Hartfield ; nous ne tarderons pas a leur faire la premiere visite.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""My dear, how am I to get so far? Randalls is such a distance. I could not walk half so far.""","-- Ma chere, comment voulez-vous que j'arrive jusque-la ? Randalls est a une telle distance ! Je ne puis marcher si longtemps.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""No, papa, nobody thought of your walking. We must go in the carriage, to be sure.""","-- Aussi papa, n'est-il pas question que vous alliez a pied. Nous irons en voiture, naturellement.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""The carriage! But James will not like to put the horses to for such a little way;--and where are the poor horses to be while we are paying our visit?""","-- En voiture ! Mais James n'aimera pas atteler pour si peu ; et les pauvres chevaux, que deviendront-ils pendant que nous ferons notre visite ?","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""They are to be put into Mr. Weston's stable, papa. You know we have settled all that already. We talked it all over with Mr. Weston last night. And as for James, you may be very sure he will always like going to Randalls, because of his daughter's being housemaid there. I only doubt whether he will ever take us anywhere else. That was your doing, papa. You got Hannah that good place. Nobody thought of Hannah till you mentioned her--James is so obliged to you!""","-- On les mettra dans l'ecurie de M. Weston : c'est une affaire entendue. Quant a James vous pouvez etre sur qu'il sera toujours enchante d'aller a Randalls ou sa fille est femme de chambre. J'apprehende meme qu'il ne consente plus desormais a nous conduire ailleurs ! C'est vous, papa, qui avez eu la pensee de proposer Anna pour cette bonne place. -- James vous en est si reconnaissant !","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"""I am very glad I did think of her. It was very lucky, for I would not have had poor James think himself slighted upon any account; and I am sure she will make a very good servant: she is a civil, pretty-spoken girl; I have a great opinion of her. Whenever I see her, she always curtseys and asks me how I do, in a very pretty manner; and when you have had her here to do needlework, I observe she always turns the lock of the door the right way and never bangs it. I am sure she will be an excellent servant; and it will be a great comfort to poor Miss Taylor to have somebody about her that she is used to see. Whenever James goes over to see his daughter, you know, she will be hearing of us. He will be able to tell her how we all are.""","Je suis sur qu'elle deviendra une excellente domestique : c'est une fille polie, de bonnes manieres ; chaque fois que je la rencontre elle me tire la reverence et me demande tres gracieusement de mes nouvelles. Quand vous l'avez fait venir ici pour travailler, j'ai remarque qu'elle ouvrait toujours la porte avec precaution et qu'elle prenait soin de la soutenir en la fermant. Ce sera une consolation pour cette pauvre Mlle Taylor d'avoir aupres d'elle un visage familier. Chaque fois que James ira voir sa fille, il donnera de nos nouvelles.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"Emma spared no exertions to maintain this happier flow of ideas, and hoped, by the help of backgammon, to get her father tolerably through the evening, and be attacked by no regrets but her own.",Emma s'efforca d'entretenir ce courant d'idees plus gaies et espera qu'avec l'aide du jacquet elle parviendrait a faire franchir heureusement a son pere le cap de la soiree.,"[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
The backgammon-table was placed; but a visitor immediately afterwards walked in and made it unnecessary.,"On apporta la table, mais a ce moment un visiteur fut introduit et la rendit inutile.","[4, 9, 10, 25, 26, 28, 29, 32, 36, 37, 39, 40, 45, 47, 50]",aligned,1
"It was a happy circumstance, and animated Mr. Woodhouse for some time.",C'etait une heureuse diversion qui tint M. Woodhouse de bonne humeur pendant quelque temps ;,"[53, 66]",aligned,2
"Mr. Knightley had a cheerful manner, which always did him good; and his many inquiries after ""poor Isabella"" and her children were answered most satisfactorily.","apres avoir obtenu tous les renseignements possibles sur la sante de sa fille et de ses petits-enfants,","[53, 66]",aligned,2
"When this was over, Mr. Woodhouse gratefully observed, ""It is very kind of you, Mr. Knightley, to come out at this late hour to call upon us. I am afraid you must have had a shocking walk.""","M. Woodhouse ajouta avec reconnaissance : -- C'est bien aimable a vous, M. Knightley, d'etre sorti a cette heure tardive pour nous faire une visite et d'avoir brave l'obscurite et le froid.","[53, 66]",aligned,2
"""Not at all, sir.","-- Je puis vous assurer, Monsieur, qu'il y a un magnifique clair de lune","[53, 66]",aligned,2
"It is a beautiful moonlight night; and so mild that I must draw back from your great fire.""",et le temps est si doux qu'il faut que je m'eloigne de votre grand feu.,"[53, 66]",aligned,2
"""But you must have found it very damp and dirty. I wish you may not catch cold.""",-- Mais la route doit etre detrempee.,"[53, 66]",aligned,2
"""Dirty, sir!",-- Regardez mes bottines : vous voyez !,"[53, 66]",aligned,2
"Look at my shoes. Not a speck on them.""",Il n'y a pas une tache de boue.,"[53, 66]",aligned,2
"""Well! that is quite surprising, for we have had a vast deal of rain here.","C'est etonnant, car, ici, la pluie n'a cesse de tomber.","[53, 66]",aligned,2
"It rained dreadfully hard for half an hour while we were at breakfast. I wanted them to put off the wedding.""",J'avais meme propose de remettre le mariage.,"[53, 66]",aligned,2
"""By the bye--I have not wished you joy. Being pretty well aware of what sort of joy you must both be feeling, I have been in no hurry with my congratulations; but I hope it all went off tolerably well. How did you all behave?","A propos, je ne vous ai pas encore offert mes felicitations ; du reste, je me rends compte du genre de satisfaction que vous devez eprouver ! J'espere que tout s'est passe aussi bien que possible. Comment vous etes-vous comportes ?","[53, 66]",aligned,2
"Who cried most?"" ""Ah!",Qui est-ce qui a verse le plus de larmes ? -- Ah !,"[53, 66]",aligned,2
"He had returned to a late dinner, after some days' absence, and now walked up to Hartfield to say that all were well in Brunswick Square.",(No direct equivalent in text),"[53, 66]",not aligned,2
"''Tis a sad business.""",'C'est une triste affaire.',"[68, 71, 72, 74]",aligned,3
"""Poor Mr. and Miss Woodhouse, if you please; but I cannot possibly say 'poor Miss Taylor.'""","'Dites plutot : pauvres M. et Mlle Woodhouse. J'ai beaucoup de consideration pour vous et pour Emma, mais j'estime l'independance le premier des biens !'","[68, 71, 72, 74]",aligned,3
"""I have a great regard for you and Emma; but when it comes to the question of dependence or independence!--""",(No direct equivalent in text),"[68, 71, 72, 74]",not aligned,3
"""At any rate, it must be better to have only one to please than two.""","'De toute facon, il vaut mieux avoir une seule personne a contenter au lieu de deux.'","[68, 71, 72, 74]",aligned,3
"""Especially when _one_ of those two is such a fanciful, troublesome creature!"" said Emma playfully.",'Sur tout lorsqu'une de ces personnes est un etre aussi capricieux et exigeant ! dit Emma d'un ton ironique.',"[68, 71, 72, 74]",aligned,3
"""That is what you have in your head, I know--and what you would certainly say if my father were not by.""'","'Voila votre pensee de derriere la tete, je le sais ; voila ce que vous diriez-si mon pere n'etait pas la.'","[68, 71, 72, 74]",aligned,3
"""I meant only myself.""","""C'est de moi qu'il s'agissait.""","[79, 86, 90]",aligned,4
"""Mr. Knightley loves to find fault with me, you know--in a joke--it is all a joke.""","""M. Knightley aime a me taquiner.""","[79, 86, 90]",aligned,4
"""Emma knows I never flatter her,"" said Mr. Knightley, ""but I meant no reflection on any body.""","""-- Emma sait que je ne la flatte jamais, dit M. Knightley. Mais en l'occurrence je ne songeais pas a la critiquer.""","[79, 86, 90]",aligned,4
"""Well,"" said Emma, willing to let it pass--""you want to hear about the wedding; and I shall be happy to tell you, for we all behaved charmingly. ~~~ Every body was punctual, every body in their best looks: not a tear, and hardly a long face to be seen.""","""Allons, dit Emma toute disposee a ne pas insister, je vois que vous voulez avoir des nouvelles du mariage ; je serai heureuse de vous en donner, car nous nous sommes tous comportes d'une facon charmante : pas une larme ; c'est a peine si on voyait un visage defait.""","[79, 86, 90]",aligned,4
"""Oh no; we all felt that we were going to be only half a mile apart, and were sure of meeting every day.""","""Nous avions conscience que nous allions vivre a une demi-lieue les uns des autres.""","[79, 86, 90]",aligned,4
"""Dear Emma bears every thing so well,"" said her father. ""But, Mr. Knightley, she is really very sorry to lose poor Miss Taylor, and I am sure she _will_ miss her more than she thinks for.""","""Ma chere Emma est si courageuse, dit M. Woodhouse, mais en realite, M. Knightley, elle est tres affectee.""","[79, 86, 90]",aligned,4
"""Emma turned away her head, divided between tears and smiles.""","""Emma detourna la tete, souriant et pleurant a la fois.""","[79, 86, 90]",aligned,4
"""We always say what we like to one another.""",(No direct equivalent in text),"[79, 86, 90]",not aligned,4
"""Mr. Knightley, in fact, was one of the few people who could see faults in Emma Woodhouse, and the only one who ever told her of them: and though this was not particularly agreeable to Emma herself, she knew it would be so much less so to her father, that she would not have him really suspect such a circumstance as her not being thought perfect by every body.""",(No direct equivalent in text),"[79, 86, 90]",not aligned,4
"""Miss Taylor has been used to have two persons to please; she will now have but one. The chances are that she must be a gainer.""",(No direct equivalent in text),"[79, 86, 90]",not aligned,4
"""Every friend of Miss Taylor must be glad to have her so happily married.""",'Tous les amis de Mlle Taylor doivent se rejouir de la voir si heureusement mariee.',"[93, 95, 97, 99, 100, 103]",aligned,5
"""And you have forgotten one matter of joy to me,"" said Emma, ""and a very considerable one--that I made the match myself. I made the match, you know, four years ago; and to have it take place, and be proved in the right, when so many people said Mr. Weston would never marry again, may comfort me for any thing.""","'-- Et vous oubliez une cause de contentement qui m'est personnelle ; je me flatte, dit Emma d'avoir contribue a ce mariage que je prevoyais depuis quatre ans !'","[93, 95, 97, 99, 100, 103]",aligned,5
Mr. Knightley shook his head at her.,M. Knightley hocha la tete.,"[93, 95, 97, 99, 100, 103]",aligned,5
"Her father fondly replied, ""Ah! my dear, I wish you would not make matches and foretell things, for whatever you say always comes to pass. Pray do not make any more matches.""","M. Woodhouse repondit affectueusement : -- Ah ! ma chere, je vous en prie, ne faites plus de predictions, car elles se realisent toujours. J'espere aussi que vous renoncerez a preparer des mariages.","[93, 95, 97, 99, 100, 103]",aligned,5
"""I promise you to make none for myself, papa; but I must, indeed, for other people. It is the greatest amusement in the world! And after such success, you know!--""","-- Je vous promets de ne pas m'en occuper pour mon compte, papa, mais je ne puis prendre d'engagement en ce qui concerne les autres. Il n'y a rien de plus amusant. Je me sens encouragee par ce debut !","[93, 95, 97, 99, 100, 103]",aligned,5
"""Every body said that Mr. Weston would never marry again. Oh dear, no!""",(No direct equivalent in text),"[93, 95, 97, 99, 100, 103]",not aligned,5
"Mr. Weston, who had been a widower so long, and who seemed so perfectly comfortable without a wife, so constantly occupied either in his business in town or among his friends here, always acceptable wherever he went, always cheerful--Mr. Weston need not spend a single evening in the year alone if he did not like it.","Tout le monde etait d'accord pour trouver que M. Weston paraissait fort bien se passer de femme : ses affaires en ville lui fournissaient une occupation et quand il arrivait ici, ses amis l'accaparaient ; chacune de ses soirees etait prise.","[93, 95, 97, 99, 100, 103]",aligned,5
"'I planned the match from that hour; and when such success has blessed me in this instance, dear papa, you cannot think that I shall leave off match-making.""","'Des cet instant j'ai envisage la possibilite de cette union et depuis je me suis appliquee a en amener la realisation. Vous ne voudriez pas, papa, que je reste sur mon succes ?'","[107, 112, 114]",aligned,6
"""I do not understand what you mean by 'success,'"" said Mr. Knightley.",'-- Qu'entendez-vous par succes ? dit M. Knightley.',"[107, 112, 114]",aligned,6
"""Success supposes endeavour. Your time has been properly and delicately spent, if you have been endeavouring for the last four years to bring about this marriage. A worthy employment for a young lady's mind!","'Un succes suppose un effort. Or, si je ne me trompe, votre role a consiste a vous dire, un jour de loisir : << Il me semble que ce serait une bonne fortune pour Mlle Taylor si M. Weston l'epousait.'","[107, 112, 114]",aligned,6
"'But if, which I rather imagine, your making the match, as you call it, means only your planning it, your saying to yourself one idle day, 'I think it would be a very good thing for Miss Taylor if Mr. Weston were to marry her,' and saying it again to yourself every now and then afterwards, why do you talk of success?",(No direct equivalent in text),"[107, 112, 114]",not aligned,6
'Where is your merit? What are you proud of?','Ou voyez-vous la un succes ? Quel est votre merite ? De quoi etes-vous fiere ?',"[107, 112, 114]",aligned,6
'J'admets meme volontiers que vous ayez formule ce souhait a diverses reprises.' (No direct equivalent in English),'J'admets meme volontiers que vous ayez formule ce souhait a diverses reprises.',"[107, 112, 114]",aligned,6
"""Emma never thinks of herself, if she can do good to others,"" rejoined Mr. Woodhouse, understanding but in part.","'-- Emma ne pense jamais a elle-meme quand il s'agit de rendre service aux autres, intervint M. Woodhouse, ne saisissant qu'a moitie le sens de la conversation ;","[123, 125, 127, 129, 130, 133]",aligned,7
"""But, my dear, pray do not make any more matches; they are silly things, and break up one's family circle grievously.""","'-- mais, ma chere, ne vous melez plus de mariages : ce sont de sottes entreprises qui rompent le cercle de famille. --","[123, 125, 127, 129, 130, 133]",aligned,7
"""Only one more, papa; only for Mr. Elton. Poor Mr. Elton! You like Mr. Elton, papa,--I must look about for a wife for him. There is nobody in Highbury who deserves him--and he has been here a whole year, and has fitted up his house so comfortably, that it would be a shame to have him single any longer--and I thought when he was joining their hands to-day, he looked so very much as if he would like to have the same kind office done for him! I think very well of Mr. Elton, and this is the only way I have of doing him a service.""","'Laissez-moi en negocier encore un, papa : celui de notre vicaire. Pauvre M. Elton ! Il faut que je lui trouve une femme. Depuis un an qu'il est installe a Hartfield, il a transforme le presbytere et il a fait preuve de beaucoup de gout dans l'arrangement de son interieur : ce serait une pitie s'il demeurait celibataire. Il paraissait, en joignant les mains des nouveaux maries, tout dispose, le cas echeant, a tendre la sienne dans le meme but. -- M. Elton est un jeune homme accompli et j'ai beaucoup d'estime pour lui. Je vous conseille, ma chere, si vous desirez lui donner un temoignage de sympathie, de l'inviter a diner un de ces soirs : c'est la meilleure maniere de vous interesser a lui.","[123, 125, 127, 129, 130, 133]",aligned,7
"""Mr. Elton is a very pretty young man, to be sure, and a very good young man, and I have a great regard for him. But if you want to shew him any attention, my dear, ask him to come and dine with us some day.",Je suis sur que M. Knightley voudra bien se joindre a nous ce jour-la. --,"[123, 125, 127, 129, 130, 133]",aligned,7
"That will be a much better thing. I dare say Mr. Knightley will be so kind as to meet him.""",(No direct equivalent in text),"[123, 125, 127, 129, 130, 133]",not aligned,7
"""With a great deal of pleasure, sir, at any time,"" said Mr. Knightley, laughing, ""and I agree with you entirely, that it will be a much better thing. Invite him to dinner, Emma, and help him to the best of the fish and the chicken, but leave him to chuse his own wife.'","-- Avec le plus grand plaisir, repondit M. Knightley en riant, et je dois dire que je partage absolument votre opinion a ce sujet. Invitez M. Elton a diner, Emma, ajouta-t-il, servez lui le poisson le plus rare et le poulet le plus fin, mais laissez-le choisir sa femme !'","[123, 125, 127, 129, 130, 133]",aligned,7
"It was an unsuitable connexion, and did not produce much happiness.",Ce fut une union mal assortie ;,"[138, 147, 152, 153, 158, 165, 167]",aligned,8
"Mrs. Weston ought to have found more in it, for she had a husband whose warm heart and sweet temper made him think every thing due to her in return for the great goodness of being in love with him;",Mme Weston aurait du y trouver le bonheur ; M. Weston en effet ne savait comment remercier sa femme de la grande bonte qu'elle avait eue de tomber amoureuse de lui ;,"[138, 147, 152, 153, 158, 165, 167]",aligned,8
"but though she had one sort of spirit, she had not the best.","mais, si celle-ci avait fait preuve d'assez de fermete de caractere pour agir suivant sa volonte et tenir tete a son frere, elle en manqua pour supporter les consequences de son acte ;","[138, 147, 152, 153, 158, 165, 167]",aligned,8
"She had resolution enough to pursue her own will in spite of her brother, but not enough to refrain from unreasonable regrets at that brother's unreasonable anger, nor from missing the luxuries of her former home.",elle ne pouvait oublier le luxe ou elle avait ete elevee ;,"[138, 147, 152, 153, 158, 165, 167]",aligned,8
"They lived beyond their income, but still it was nothing in comparison of Enscombe: she did not cease to love her husband, but she wanted at once to be the wife of Captain Weston, and Miss Churchill of Enscombe.","le menage vivait au-dessus de ses moyens tout en menant neanmoins un train de vie comparativement fort modeste ; Mme Weston n'avait pas cesse d'aimer son mari, mais elle aurait voulu etre a la fois la femme du capitaine Weston et Mlle Churchill d'Enscombe !","[138, 147, 152, 153, 158, 165, 167]",aligned,8
"Captain Weston, who had been considered, especially by the Churchills, as making such an amazing match, was proved to have much the worst of the bargain;","Le capitaine Weston n'avait pas, en fin de compte, realise une aussi brillante affaire que les Churchill se l'imaginaient ;","[138, 147, 152, 153, 158, 165, 167]",aligned,8
"for when his wife died, after a three years' marriage, he was rather a poorer man than at first, and with a child to maintain.","sa femme mourut au bout de trois ans de mariage et il se retrouva moins riche qu'auparavant, avec un fils a elever.","[138, 147, 152, 153, 158, 165, 167]",aligned,8
"From the expense of the child, however, he was soon relieved.","Il n'eut pas longtemps, il est vrai, ce genre de preoccupation ;","[138, 147, 152, 153, 158, 165, 167]",aligned,8
"The boy had, with the additional softening claim of a lingering illness of his mother's, been the means of a sort of reconciliation;",la naissance d'un garcon et l'etat de sante de la mere avaient deja facilite une sorte de reconciliation,"[138, 147, 152, 153, 158, 165, 167]",aligned,8
"and Mr. and Mrs. Churchill, having no children of their own, nor any other young creature of equal kindred to care for, offered to take the whole charge of the little Frank soon after her decease.","et peu apres le deces de Mme Weston, M. et Mme Churchill proposerent de se charger entierement du jeune Frank.","[138, 147, 152, 153, 158, 165, 167]",aligned,8
